Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,Heaves,Heaves,Unnamed: 30_level_0
11.0,Dwight Howard,25.0,ORL,C,78.0,78.0,2935.0,0.593,4.9,0.993,0.495,0.385,0.096,0.017,0.007,0.597,0.752,0.453,0.38,0.556,0.0,0.532,,0.225,227.0,0.0,,4.0,0.0,"MVP-2,DPOY-1,AS,NBA1,DEF1"
12.0,Jrue Holiday,20.0,PHI,PG,82.0,82.0,2901.0,0.446,12.6,0.778,0.265,0.182,0.144,0.186,0.222,0.47,0.6,0.346,0.389,0.468,0.365,0.274,0.716,0.017,13.0,0.261,0.379,2.0,0.0,
13.0,Ray Allen,35.0,BOS,SG,80.0,80.0,2890.0,0.491,16.3,0.613,0.173,0.085,0.121,0.235,0.387,0.52,0.651,0.482,0.458,0.47,0.444,0.622,0.958,0.015,14.0,0.392,0.514,0.0,0.0,AS
14.0,Brook Lopez,22.0,NJN,C,82.0,82.0,2889.0,0.492,8.4,0.999,0.242,0.437,0.15,0.17,0.001,0.492,0.625,0.495,0.398,0.381,0.0,0.637,,0.072,87.0,0.0,,0.0,0.0,
15.0,Chris Paul,25.0,NOH,PG,80.0,80.0,2880.0,0.463,14.2,0.803,0.145,0.205,0.183,0.269,0.197,0.482,0.615,0.447,0.435,0.468,0.388,0.12,0.479,0.0,0.0,0.126,0.435,1.0,0.0,"MVP-13,DPOY-12,AS,NBA3,DEF2"
16.0,Mike Conley,23.0,MEM,PG,81.0,81.0,2872.0,0.444,12.2,0.772,0.292,0.197,0.086,0.197,0.228,0.466,0.626,0.346,0.341,0.404,0.369,0.204,0.938,0.003,3.0,0.217,0.447,1.0,0.0,
17.0,Amar'e Stoudemire,28.0,NYK,C,78.0,78.0,2870.0,0.502,8.9,0.984,0.314,0.295,0.138,0.238,0.016,0.503,0.641,0.426,0.422,0.465,0.435,0.523,0.8,0.086,119.0,0.304,0.571,0.0,0.0,"MVP-9,AS,NBA2"
18.0,DeMar DeRozan,21.0,TOR,SG,82.0,82.0,2851.0,0.467,11.2,0.955,0.297,0.17,0.176,0.312,0.045,0.485,0.606,0.474,0.453,0.392,0.096,0.594,0.6,0.059,60.0,0.346,0.167,4.0,0.0,
19.0,Russell Westbrook,22.0,OKC,PG,82.0,82.0,2847.0,0.442,9.6,0.926,0.36,0.186,0.177,0.204,0.074,0.451,0.606,0.306,0.362,0.385,0.33,0.169,0.294,0.046,52.0,0.097,0.0,0.0,0.0,"AS,NBA2"
20.0,Dwyane Wade,29.0,MIA,SG,76.0,76.0,2823.0,0.5,10.4,0.851,0.366,0.193,0.113,0.179,0.149,0.534,0.686,0.483,0.359,0.387,0.306,0.37,0.333,0.082,102.0,0.146,0.333,1.0,0.0,"MVP-7,DPOY-16,AS,NBA2"
21.0,Elton Brand,31.0,PHI,PF,81.0,81.0,2809.0,0.512,9.7,0.999,0.198,0.269,0.409,0.123,0.001,0.512,0.66,0.447,0.509,0.43,0.0,0.663,,0.04,37.0,0.0,,0.0,0.0,
22.0,Chris Bosh,26.0,MIA,PF,77.0,77.0,2795.0,0.496,11.4,0.976,0.225,0.213,0.189,0.348,0.024,0.502,0.706,0.431,0.425,0.457,0.24,0.6,0.833,0.054,51.0,0.12,0.0,0.0,0.0,AS
23.0,Kobe Bryant,32.0,LAL,SG,82.0,82.0,2779.0,0.451,14.5,0.783,0.152,0.19,0.192,0.249,0.217,0.487,0.639,0.49,0.519,0.368,0.323,0.325,0.652,0.023,38.0,0.121,0.326,2.0,0.0,"MVP-4,DPOY-11,AS,NBA1,DEF1"
24.0,Boris Diaw,28.0,CHA,PF,82.0,82.0,2778.0,0.492,12.7,0.708,0.302,0.194,0.044,0.168,0.292,0.553,0.667,0.5,0.353,0.462,0.345,0.554,0.962,0.004,3.0,0.044,0.3,1.0,0.0,
25.0,Paul Pierce,33.0,BOS,SF,80.0,80.0,2774.0,0.497,13.6,0.709,0.288,0.091,0.152,0.178,0.291,0.547,0.718,0.366,0.484,0.418,0.374,0.455,0.892,0.038,38.0,0.111,0.606,1.0,0.0,AS
26.0,Danny Granger,27.0,IND,SF,79.0,79.0,2763.0,0.425,14.9,0.677,0.21,0.146,0.091,0.23,0.323,0.443,0.614,0.37,0.383,0.359,0.386,0.362,0.873,0.013,14.0,0.101,0.488,0.0,0.0,
27.0,Wesley Matthews,24.0,POR,SG,82.0,69.0,2758.0,0.449,14.0,0.614,0.278,0.161,0.073,0.102,0.386,0.476,0.64,0.386,0.282,0.31,0.407,0.545,0.961,0.02,18.0,0.344,0.438,4.0,0.0,
28.0,D.J. Augustin,23.0,CHA,PG,82.0,82.0,2757.0,0.416,14.3,0.652,0.312,0.109,0.045,0.187,0.348,0.461,0.545,0.279,0.372,0.447,0.333,0.236,0.676,0.0,0.0,0.12,0.375,7.0,0.0,
29.0,Carmelo Anthony,26.0,2TM,SF,77.0,77.0,2751.0,0.455,12.7,0.833,0.321,0.101,0.124,0.286,0.167,0.47,0.594,0.309,0.353,0.44,0.378,0.418,0.842,0.037,53.0,0.171,0.372,2.0,0.0,AS
29.0,Carmelo Anthony,26.0,DEN,SF,50.0,50.0,1774.0,0.452,11.7,0.87,0.353,0.098,0.116,0.303,0.13,0.47,0.566,0.326,0.366,0.444,0.333,0.441,0.929,0.044,41.0,0.167,0.333,1.0,0.0,
29.0,Carmelo Anthony,26.0,NYK,SF,27.0,27.0,977.0,0.461,13.8,0.767,0.265,0.106,0.14,0.256,0.233,0.472,0.662,0.281,0.333,0.431,0.424,0.371,0.774,0.022,12.0,0.176,0.409,1.0,0.0,
30.0,Raymond Felton,26.0,2TM,SG,75.0,54.0,2737.0,0.425,15.0,0.673,0.218,0.166,0.058,0.231,0.327,0.46,0.58,0.377,0.379,0.427,0.353,0.18,0.647,0.002,1.0,0.085,0.571,3.0,0.0,
30.0,Raymond Felton,26.0,NYK,PG,54.0,54.0,2074.0,0.423,15.1,0.665,0.213,0.167,0.061,0.223,0.335,0.471,0.585,0.381,0.388,0.453,0.328,0.183,0.557,0.002,1.0,0.082,0.591,2.0,0.0,
30.0,Raymond Felton,26.0,DEN,SG,21.0,0.0,663.0,0.431,14.8,0.701,0.235,0.162,0.044,0.26,0.299,0.42,0.563,0.364,0.333,0.34,0.459,0.167,0.929,0.0,0.0,0.098,0.5,1.0,0.0,
31.0,Beno Udrih,28.0,SAC,PG,79.0,64.0,2734.0,0.5,14.3,0.779,0.194,0.12,0.208,0.257,0.221,0.54,0.763,0.465,0.503,0.439,0.357,0.409,0.908,0.0,0.0,0.302,0.345,7.0,0.0,
32.0,Zach Randolph,29.0,MEM,PF,75.0,74.0,2724.0,0.503,7.3,0.964,0.394,0.329,0.116,0.125,0.036,0.515,0.654,0.458,0.348,0.385,0.186,0.485,1.0,0.011,13.0,0.116,0.4,2.0,0.0,NBA3
33.0,Jason Richardson,30.0,2TM,SG,80.0,80.0,2715.0,0.447,15.9,0.546,0.217,0.115,0.051,0.164,0.454,0.49,0.677,0.38,0.333,0.37,0.395,0.597,0.931,0.038,36.0,0.326,0.41,1.0,0.0,
33.0,Jason Richardson,30.0,PHO,SG,25.0,25.0,796.0,0.47,14.9,0.62,0.26,0.121,0.057,0.183,0.38,0.502,0.693,0.362,0.364,0.366,0.419,0.57,0.968,0.054,20.0,0.358,0.472,0.0,0.0,
33.0,Jason Richardson,30.0,ORL,SG,55.0,55.0,1919.0,0.433,17.0,0.504,0.192,0.111,0.048,0.153,0.496,0.482,0.664,0.392,0.313,0.373,0.384,0.617,0.913,0.028,16.0,0.311,0.379,1.0,0.0,
34.0,Al Horford,24.0,ATL,C,77.0,77.0,2704.0,0.557,10.8,0.996,0.231,0.244,0.15,0.37,0.004,0.557,0.761,0.449,0.486,0.531,0.5,0.695,0.5,0.068,60.0,0.5,1.0,0.0,0.0,"AS,NBA3"
35.0,Gerald Wallace,28.0,2TM,SF,71.0,63.0,2693.0,0.454,11.4,0.781,0.408,0.122,0.02,0.231,0.219,0.487,0.608,0.327,0.353,0.371,0.333,0.568,0.968,0.042,30.0,0.376,0.257,1.0,0.0,DPOY-23
35.0,Gerald Wallace,28.0,CHA,SF,48.0,48.0,1872.0,0.433,11.2,0.818,0.404,0.122,0.017,0.275,0.182,0.456,0.574,0.282,0.3,0.369,0.33,0.604,0.971,0.045,20.0,0.5,0.264,1.0,0.0,
35.0,Gerald Wallace,28.0,POR,PF,23.0,15.0,821.0,0.498,11.5,0.703,0.416,0.123,0.026,0.138,0.297,0.566,0.679,0.424,0.429,0.378,0.338,0.495,0.963,0.037,10.0,0.213,0.235,0.0,0.0,
36.0,Jason Kidd,37.0,DAL,PG,80.0,80.0,2653.0,0.361,20.9,0.344,0.081,0.055,0.045,0.163,0.656,0.4,0.604,0.364,0.259,0.351,0.34,0.402,0.895,0.0,0.0,0.153,0.3,4.0,1.0,
37.0,Andre Miller,34.0,POR,PG,81.0,81.0,2650.0,0.46,10.6,0.956,0.276,0.217,0.219,0.244,0.044,0.476,0.665,0.421,0.411,0.369,0.108,0.359,1.0,0.0,0.0,0.108,0.25,5.0,0.0,
38.0,Josh Smith,25.0,ATL,PF,77.0,77.0,2645.0,0.477,12.0,0.852,0.313,0.174,0.071,0.294,0.148,0.503,0.687,0.425,0.27,0.408,0.331,0.661,0.98,0.095,98.0,0.318,0.408,0.0,0.0,DPOY-25
39.0,Lamar Odom,31.0,LAL,PF,82.0,35.0,2639.0,0.53,10.6,0.801,0.383,0.218,0.053,0.147,0.199,0.566,0.705,0.503,0.298,0.397,0.382,0.565,0.765,0.058,45.0,0.112,0.35,3.0,0.0,6MOY-1
40.0,David Lee,27.0,GSW,PF,73.0,73.0,2634.0,0.507,8.9,0.997,0.354,0.236,0.12,0.287,0.003,0.508,0.688,0.342,0.444,0.448,0.333,0.675,1.0,0.086,80.0,0.0,,0.0,0.0,
41.0,Kevin Love,22.0,MIN,PF,73.0,73.0,2611.0,0.47,10.4,0.794,0.352,0.259,0.078,0.105,0.206,0.483,0.615,0.398,0.313,0.38,0.417,0.525,0.989,0.026,22.0,0.081,0.529,4.0,0.0,"MIP-1,AS"
42.0,John Wall,20.0,WAS,PG,69.0,64.0,2606.0,0.409,11.0,0.882,0.364,0.146,0.12,0.251,0.118,0.425,0.605,0.261,0.308,0.316,0.296,0.223,0.765,0.028,26.0,0.113,0.385,6.0,0.0,ROY-2
43.0,Paul Millsap,25.0,UTA,PF,76.0,76.0,2605.0,0.531,9.6,0.977,0.347,0.188,0.166,0.275,0.023,0.535,0.697,0.392,0.482,0.46,0.391,0.678,1.0,0.043,35.0,0.087,0.5,2.0,0.0,
44.0,Kevin Martin,27.0,HOU,SG,80.0,80.0,2603.0,0.436,15.7,0.638,0.186,0.128,0.105,0.219,0.362,0.467,0.703,0.377,0.421,0.339,0.383,0.48,0.869,0.035,44.0,0.129,0.407,0.0,0.0,
45.0,Trevor Ariza,25.0,NOH,SF,75.0,75.0,2600.0,0.398,13.5,0.644,0.286,0.165,0.064,0.129,0.356,0.45,0.674,0.246,0.204,0.337,0.303,0.557,0.963,0.064,47.0,0.384,0.337,2.0,0.0,
46.0,Marc Gasol,26.0,MEM,C,81.0,81.0,2586.0,0.527,7.1,0.99,0.331,0.444,0.123,0.091,0.01,0.528,0.729,0.433,0.4,0.429,0.429,0.612,1.0,0.051,34.0,0.0,,4.0,0.0,
47.0,Jason Terry,33.0,DAL,SG,82.0,10.0,2564.0,0.451,16.4,0.678,0.111,0.126,0.157,0.285,0.322,0.493,0.736,0.365,0.427,0.492,0.362,0.499,0.921,0.007,8.0,0.356,0.352,1.0,0.0,6MOY-2
48.0,Kyle Lowry,24.0,HOU,PG,75.0,71.0,2563.0,0.426,15.8,0.576,0.225,0.143,0.057,0.151,0.424,0.464,0.665,0.405,0.261,0.295,0.376,0.319,0.636,0.0,0.0,0.169,0.31,4.0,0.0,
49.0,Tayshaun Prince,30.0,DET,SF,78.0,78.0,2562.0,0.473,12.2,0.902,0.204,0.187,0.202,0.31,0.098,0.486,0.794,0.433,0.371,0.39,0.347,0.485,0.971,0.056,54.0,0.765,0.387,0.0,0.0,
50.0,John Salmons,31.0,MIL,SG,73.0,70.0,2554.0,0.415,14.2,0.756,0.187,0.109,0.231,0.229,0.244,0.427,0.571,0.388,0.411,0.345,0.379,0.3,0.88,0.008,6.0,0.406,0.461,0.0,0.0,
51.0,Joe Johnson,29.0,ATL,SG,72.0,72.0,2554.0,0.443,13.9,0.742,0.176,0.235,0.114,0.217,0.258,0.494,0.681,0.505,0.386,0.385,0.297,0.388,0.843,0.018,18.0,0.383,0.296,4.0,0.0,AS
52.0,Landry Fields,22.0,NYK,SG,82.0,81.0,2541.0,0.497,12.8,0.636,0.349,0.151,0.037,0.1,0.364,0.556,0.729,0.297,0.318,0.433,0.393,0.582,1.0,0.07,41.0,0.365,0.45,3.0,0.0,ROY-4
53.0,Channing Frye,27.0,PHO,PF,77.0,64.0,2541.0,0.432,19.7,0.47,0.078,0.095,0.052,0.245,0.53,0.479,0.708,0.544,0.395,0.399,0.39,0.679,0.988,0.029,22.0,0.125,0.473,2.0,0.0,
54.0,Hedo TÃ¼rkoÄlu,31.0,2TM,SF,81.0,72.0,2540.0,0.446,17.8,0.571,0.133,0.083,0.112,0.242,0.429,0.473,0.594,0.35,0.457,0.457,0.41,0.297,0.756,0.011,4.0,0.139,0.488,2.0,0.0,
54.0,Hedo TÃ¼rkoÄlu,31.0,PHO,PF,25.0,16.0,630.0,0.44,17.7,0.497,0.155,0.119,0.052,0.171,0.503,0.458,0.567,0.348,0.5,0.424,0.423,0.341,0.927,0.01,1.0,0.082,0.625,0.0,0.0,
54.0,Hedo TÃ¼rkoÄlu,31.0,ORL,SF,56.0,56.0,1910.0,0.448,18.0,0.597,0.125,0.07,0.134,0.268,0.403,0.478,0.606,0.351,0.451,0.465,0.404,0.285,0.674,0.011,3.0,0.164,0.457,2.0,0.0,
55.0,Tony Parker,28.0,SAS,PG,78.0,78.0,2528.0,0.519,8.8,0.935,0.401,0.233,0.098,0.202,0.065,0.531,0.669,0.51,0.333,0.375,0.357,0.23,0.88,0.0,0.0,0.7,0.367,0.0,0.0,MVP-12
56.0,Rajon Rondo,24.0,BOS,PG,68.0,68.0,2527.0,0.475,9.7,0.936,0.415,0.16,0.061,0.3,0.064,0.491,0.633,0.318,0.341,0.418,0.233,0.312,0.6,0.004,3.0,0.093,0.0,1.0,0.0,"MVP-10,DPOY-5,AS,DEF1"
57.0,Nicolas Batum,22.0,POR,SF,80.0,67.0,2522.0,0.455,15.2,0.576,0.286,0.077,0.051,0.162,0.424,0.535,0.68,0.419,0.317,0.405,0.345,0.735,0.983,0.072,53.0,0.415,0.394,5.0,0.0,
58.0,Dirk Nowitzki,32.0,DAL,PF,73.0,73.0,2504.0,0.517,14.4,0.858,0.128,0.13,0.256,0.344,0.142,0.538,0.709,0.477,0.5,0.526,0.393,0.59,0.97,0.008,9.0,0.226,0.553,1.0,0.0,"MVP-6,AS,NBA2"
59.0,Steve Nash,36.0,PHO,PG,75.0,75.0,2497.0,0.492,14.8,0.747,0.147,0.163,0.189,0.249,0.253,0.525,0.739,0.492,0.49,0.446,0.395,0.094,0.321,0.0,0.0,0.02,0.25,1.0,0.0,
60.0,Stephen Curry,22.0,GSW,PG,74.0,74.0,2489.0,0.48,16.2,0.675,0.169,0.117,0.109,0.28,0.325,0.498,0.618,0.439,0.383,0.495,0.442,0.257,0.801,0.004,3.0,0.24,0.549,4.0,0.0,
61.0,Andre Iguodala,27.0,PHI,SF,67.0,67.0,2469.0,0.445,14.4,0.762,0.257,0.078,0.119,0.308,0.238,0.479,0.744,0.254,0.356,0.363,0.337,0.448,0.836,0.14,102.0,0.232,0.476,4.0,0.0,"DPOY-8,DEF2"
62.0,Deron Williams,26.0,2TM,PG,65.0,65.0,2465.0,0.439,14.6,0.675,0.248,0.156,0.085,0.186,0.325,0.491,0.603,0.414,0.386,0.453,0.331,0.331,0.581,0.009,9.0,0.091,0.276,6.0,2.0,AS
62.0,Deron Williams,26.0,UTA,PG,53.0,53.0,2009.0,0.458,14.2,0.68,0.252,0.155,0.081,0.192,0.32,0.511,0.621,0.432,0.415,0.471,0.345,0.357,0.607,0.009,7.0,0.089,0.304,4.0,1.0,
62.0,Deron Williams,26.0,NJN,PG,12.0,12.0,456.0,0.349,14.9,0.651,0.231,0.16,0.107,0.154,0.349,0.391,0.513,0.333,0.278,0.346,0.271,0.163,0.438,0.012,2.0,0.102,0.167,2.0,1.0,
63.0,Richard Jefferson,30.0,SAS,SF,81.0,81.0,2459.0,0.474,16.2,0.522,0.226,0.078,0.042,0.176,0.478,0.504,0.683,0.38,0.444,0.345,0.44,0.751,0.985,0.081,43.0,0.599,0.462,0.0,0.0,
64.0,David West,30.0,NOH,PF,70.0,70.0,2451.0,0.508,10.1,0.991,0.201,0.329,0.213,0.249,0.009,0.51,0.67,0.459,0.462,0.49,0.222,0.599,1.0,0.018,18.0,0.111,0.0,1.0,0.0,
65.0,Jeff Green,24.0,2TM,SF,75.0,51.0,2427.0,0.449,11.3,0.743,0.274,0.238,0.082,0.149,0.257,0.499,0.698,0.359,0.299,0.467,0.303,0.559,1.0,0.049,39.0,0.299,0.444,3.0,0.0,
65.0,Jeff Green,24.0,OKC,PF,49.0,49.0,1815.0,0.437,13.1,0.702,0.246,0.233,0.081,0.142,0.298,0.493,0.743,0.361,0.24,0.42,0.304,0.57,1.0,0.049,30.0,0.245,0.444,3.0,0.0,
65.0,Jeff Green,24.0,BOS,SF,26.0,2.0,612.0,0.485,9.5,0.866,0.361,0.252,0.084,0.168,0.134,0.514,0.603,0.353,0.471,0.588,0.296,0.533,1.0,0.05,9.0,0.667,0.444,0.0,0.0,
66.0,Manu GinÃ³bili,33.0,SAS,SG,80.0,79.0,2426.0,0.433,15.4,0.567,0.215,0.158,0.071,0.123,0.433,0.497,0.639,0.416,0.5,0.352,0.349,0.376,0.675,0.014,13.0,0.172,0.368,3.0,0.0,"MVP-8,AS,NBA3"
67.0,Luis Scola,30.0,HOU,PF,74.0,74.0,2412.0,0.504,9.2,0.997,0.256,0.338,0.142,0.261,0.003,0.505,0.661,0.421,0.444,0.495,0.0,0.649,,0.004,4.0,0.667,0.0,1.0,0.0,
68.0,Metta World Peace,31.0,LAL,SF,82.0,82.0,2410.0,0.397,14.4,0.646,0.269,0.126,0.053,0.198,0.354,0.419,0.571,0.325,0.4,0.277,0.356,0.579,0.892,0.011,5.0,0.515,0.392,0.0,0.0,DPOY-18
69.0,Grant Hill,38.0,PHO,SF,80.0,80.0,2409.0,0.484,11.7,0.862,0.238,0.179,0.246,0.199,0.138,0.498,0.724,0.399,0.433,0.396,0.395,0.638,1.0,0.019,11.0,0.781,0.449,1.0,0.0,DPOY-7
70.0,Stephen Jackson,32.0,CHA,SG,67.0,67.0,2405.0,0.411,15.1,0.661,0.268,0.096,0.059,0.237,0.339,0.449,0.549,0.324,0.429,0.39,0.337,0.487,0.893,0.009,9.0,0.156,0.518,4.0,0.0,
71.0,Wilson Chandler,23.0,2TM,SF,72.0,49.0,2401.0,0.45,14.9,0.664,0.215,0.155,0.105,0.189,0.336,0.501,0.737,0.345,0.41,0.411,0.35,0.543,0.964,0.055,48.0,0.366,0.427,1.0,0.0,
71.0,Wilson Chandler,23.0,NYK,SF,51.0,30.0,1759.0,0.461,14.3,0.656,0.232,0.171,0.096,0.157,0.344,0.518,0.764,0.361,0.412,0.393,0.351,0.545,0.965,0.059,40.0,0.318,0.436,1.0,0.0,
71.0,Wilson Chandler,23.0,DEN,SF,21.0,19.0,642.0,0.419,15.6,0.689,0.166,0.108,0.133,0.282,0.311,0.452,0.625,0.269,0.406,0.441,0.347,0.533,0.962,0.041,8.0,0.52,0.41,0.0,0.0,
72.0,Shane Battier,32.0,2TM,SF,82.0,59.0,2375.0,0.45,14.6,0.475,0.183,0.232,0.029,0.031,0.525,0.525,0.624,0.475,0.333,0.5,0.382,0.583,0.961,0.002,0.0,0.509,0.426,1.0,0.0,
72.0,Shane Battier,32.0,HOU,SF,59.0,59.0,1818.0,0.456,16.4,0.449,0.167,0.213,0.034,0.034,0.551,0.536,0.647,0.471,0.357,0.571,0.391,0.622,0.966,0.0,0.0,0.484,0.431,1.0,0.0,
72.0,Shane Battier,32.0,MEM,SF,23.0,0.0,557.0,0.426,12.8,0.584,0.248,0.307,0.01,0.02,0.416,0.492,0.56,0.484,0.0,0.0,0.333,0.448,0.929,0.01,0.0,0.643,0.407,0.0,0.0,
73.0,Michael Beasley,22.0,MIN,SF,73.0,73.0,2361.0,0.45,12.6,0.868,0.193,0.23,0.176,0.27,0.132,0.463,0.658,0.413,0.397,0.409,0.366,0.425,0.683,0.03,33.0,0.14,0.348,0.0,0.0,
74.0,Darren Collison,23.0,IND,PG,79.0,79.0,2360.0,0.457,12.1,0.857,0.249,0.185,0.179,0.244,0.143,0.479,0.627,0.435,0.423,0.401,0.331,0.232,0.683,0.006,5.0,0.194,0.417,2.0,0.0,
75.0,Travis Outlaw,26.0,NJN,SF,82.0,55.0,2358.0,0.375,16.9,0.655,0.114,0.112,0.145,0.285,0.345,0.413,0.627,0.329,0.368,0.385,0.302,0.505,0.934,0.034,21.0,0.401,0.327,4.0,0.0,
76.0,Andrea Bargnani,25.0,TOR,C,66.0,66.0,2353.0,0.448,13.9,0.81,0.178,0.188,0.18,0.264,0.19,0.472,0.584,0.432,0.464,0.429,0.345,0.589,0.909,0.024,25.0,0.013,0.667,3.0,0.0,
77.0,Arron Afflalo,25.0,DEN,SG,69.0,69.0,2324.0,0.498,14.8,0.604,0.241,0.132,0.077,0.155,0.396,0.546,0.662,0.518,0.5,0.412,0.423,0.565,1.0,0.002,1.0,0.581,0.451,1.0,0.0,
78.0,Jameer Nelson,28.0,ORL,PG,76.0,76.0,2319.0,0.446,15.6,0.646,0.209,0.121,0.092,0.224,0.354,0.471,0.629,0.356,0.39,0.42,0.401,0.137,0.622,0.0,0.0,0.165,0.449,2.0,1.0,
79.0,Chauncey Billups,34.0,2TM,PG,72.0,72.0,2310.0,0.427,17.9,0.543,0.151,0.072,0.089,0.23,0.457,0.448,0.575,0.439,0.451,0.366,0.402,0.212,0.507,0.0,0.0,0.121,0.341,1.0,0.0,
79.0,Chauncey Billups,34.0,DEN,PG,51.0,51.0,1646.0,0.438,18.0,0.556,0.14,0.076,0.08,0.259,0.444,0.436,0.6,0.415,0.419,0.36,0.441,0.269,0.543,0.0,0.0,0.122,0.345,1.0,0.0,
79.0,Chauncey Billups,34.0,NYK,PG,21.0,21.0,664.0,0.403,17.8,0.516,0.174,0.062,0.109,0.171,0.484,0.474,0.533,0.5,0.5,0.386,0.328,0.095,0.415,0.0,0.0,0.12,0.333,0.0,0.0,
80.0,DeMarcus Cousins,20.0,SAC,C,81.0,62.0,2309.0,0.43,8.4,0.982,0.304,0.349,0.116,0.214,0.018,0.435,0.633,0.323,0.328,0.395,0.167,0.375,0.667,0.061,54.0,0.167,0.0,1.0,0.0,ROY-3
81.0,Glen Davis,25.0,BOS,C,78.0,13.0,2298.0,0.448,11.2,0.981,0.286,0.16,0.134,0.402,0.019,0.454,0.646,0.359,0.439,0.36,0.133,0.706,0.0,0.017,12.0,0.133,0.0,2.0,0.0,6MOY-4
82.0,Derek Fisher,36.0,LAL,PG,82.0,82.0,2297.0,0.389,16.9,0.699,0.121,0.102,0.098,0.378,0.301,0.386,0.516,0.315,0.288,0.39,0.396,0.608,0.873,0.0,0.0,0.396,0.429,0.0,0.0,
83.0,Jamal Crawford,30.0,ATL,SG,76.0,0.0,2297.0,0.421,17.2,0.601,0.134,0.125,0.08,0.262,0.399,0.474,0.615,0.422,0.4,0.45,0.341,0.273,0.798,0.008,4.0,0.344,0.408,5.0,1.0,6MOY-5
