Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,Heaves,Heaves,Unnamed: 30_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Gilbert Arenas,24.0,WAS,PG,80.0,80.0,3384.0,0.447,15.3,0.676,0.231,0.079,0.1,0.266,0.324,0.485,0.637,0.318,0.407,0.431,0.369,0.282,0.603,0.016,24.0,0.102,0.345,2.0,0.0,"AS,NBA3"
2.0,LeBron James,21.0,CLE,SF,79.0,79.0,3361.0,0.48,12.4,0.792,0.353,0.092,0.094,0.253,0.208,0.518,0.689,0.411,0.304,0.398,0.335,0.303,0.417,0.065,114.0,0.185,0.343,5.0,0.0,"MVP-2,AS,NBA1"
3.0,Joe Johnson,24.0,ATL,SG,82.0,82.0,3340.0,0.453,13.7,0.742,0.186,0.213,0.132,0.211,0.258,0.487,0.618,0.495,0.418,0.407,0.356,0.308,0.844,0.007,10.0,0.314,0.46,4.0,0.0,
4.0,Antawn Jamison,29.0,WAS,SF,82.0,80.0,3288.0,0.442,14.0,0.75,0.196,0.205,0.088,0.261,0.25,0.458,0.621,0.431,0.409,0.372,0.394,0.641,0.959,0.011,16.0,0.225,0.405,1.0,0.0,
5.0,Kobe Bryant,27.0,LAL,SG,80.0,80.0,3277.0,0.45,15.1,0.762,0.2,0.083,0.148,0.331,0.238,0.482,0.598,0.494,0.455,0.421,0.347,0.377,0.706,0.029,59.0,0.077,0.35,3.0,0.0,"MVP-4,AS,NBA1,DEF1"
6.0,Shawn Marion,27.0,PHO,PF,81.0,81.0,3263.0,0.525,10.1,0.788,0.384,0.151,0.155,0.097,0.212,0.577,0.752,0.432,0.443,0.323,0.331,0.737,0.938,0.151,190.0,0.455,0.386,1.0,0.0,"MVP-10,DPOY-7,AS,NBA3"
7.0,Lamar Odom,26.0,LAL,PF,80.0,80.0,3221.0,0.481,9.8,0.768,0.454,0.147,0.074,0.093,0.232,0.514,0.621,0.426,0.338,0.267,0.372,0.411,0.875,0.058,53.0,0.098,0.476,2.0,0.0,
8.0,Ricky Davis,26.0,2TM,SG,78.0,78.0,3207.0,0.448,14.4,0.814,0.245,0.061,0.15,0.36,0.186,0.481,0.605,0.354,0.441,0.435,0.302,0.562,0.849,0.04,52.0,0.215,0.269,6.0,0.0,
8.0,Ricky Davis,26.0,BOS,SG,42.0,42.0,1747.0,0.464,13.6,0.824,0.272,0.062,0.164,0.326,0.176,0.495,0.617,0.295,0.422,0.468,0.32,0.516,0.875,0.044,31.0,0.288,0.278,2.0,0.0,
8.0,Ricky Davis,26.0,MIN,SF,36.0,36.0,1460.0,0.429,15.2,0.803,0.212,0.059,0.133,0.4,0.197,0.464,0.587,0.429,0.468,0.403,0.282,0.622,0.818,0.035,21.0,0.137,0.25,4.0,0.0,
9.0,Mike Bibby,27.0,SAC,PG,82.0,82.0,3167.0,0.432,18.3,0.64,0.13,0.043,0.037,0.431,0.36,0.458,0.615,0.35,0.412,0.425,0.386,0.417,0.906,0.0,0.0,0.163,0.432,2.0,0.0,
10.0,Morris Peterson,28.0,TOR,SG,82.0,77.0,3140.0,0.436,16.1,0.591,0.22,0.072,0.078,0.222,0.409,0.465,0.564,0.367,0.447,0.403,0.395,0.548,0.881,0.016,14.0,0.491,0.432,6.0,1.0,
11.0,Pau Gasol,25.0,MEM,PF,80.0,80.0,3135.0,0.503,6.3,0.99,0.411,0.324,0.147,0.108,0.01,0.505,0.654,0.411,0.366,0.411,0.25,0.494,1.0,0.116,126.0,0.5,0.167,1.0,0.0,AS
12.0,Michael Redd,26.0,MIL,SG,80.0,80.0,3130.0,0.45,13.8,0.728,0.269,0.08,0.15,0.229,0.272,0.471,0.576,0.413,0.399,0.412,0.395,0.503,0.853,0.012,17.0,0.298,0.447,0.0,0.0,
13.0,Allen Iverson,30.0,PHI,PG,72.0,72.0,3103.0,0.447,11.4,0.878,0.295,0.13,0.19,0.262,0.122,0.465,0.549,0.435,0.473,0.379,0.323,0.199,0.667,0.002,3.0,0.139,0.29,0.0,0.0,"MVP-10,AS,NBA3"
14.0,Elton Brand,26.0,LAC,PF,79.0,79.0,3099.0,0.527,9.4,0.998,0.245,0.242,0.346,0.166,0.002,0.527,0.65,0.527,0.494,0.416,0.333,0.595,1.0,0.042,56.0,0.0,,0.0,0.0,"MVP-7,DPOY-10,AS,NBA2"
15.0,Dirk Nowitzki,27.0,DAL,PF,81.0,81.0,3089.0,0.48,14.4,0.827,0.158,0.099,0.263,0.307,0.173,0.496,0.591,0.419,0.491,0.475,0.406,0.438,0.909,0.017,23.0,0.063,0.588,5.0,0.0,"MVP-3,AS,NBA1"
16.0,Andre Iguodala,22.0,PHI,SF,82.0,82.0,3086.0,0.5,9.5,0.77,0.48,0.113,0.08,0.097,0.23,0.543,0.645,0.372,0.364,0.388,0.354,0.622,0.929,0.206,129.0,0.57,0.411,3.0,0.0,DPOY-12
17.0,Paul Pierce,28.0,BOS,SF,79.0,79.0,3084.0,0.471,12.6,0.785,0.341,0.068,0.133,0.243,0.215,0.503,0.617,0.232,0.436,0.456,0.354,0.413,0.829,0.036,49.0,0.121,0.447,2.0,0.0,AS
18.0,Richard Jefferson,25.0,NJN,SF,78.0,78.0,3059.0,0.493,10.6,0.813,0.437,0.072,0.064,0.241,0.187,0.532,0.629,0.222,0.406,0.483,0.319,0.743,0.917,0.142,121.0,0.383,0.361,1.0,0.0,
19.0,Ray Allen,30.0,SEA,SG,78.0,78.0,3022.0,0.454,17.2,0.565,0.145,0.1,0.123,0.197,0.435,0.486,0.628,0.4,0.451,0.447,0.412,0.337,0.751,0.011,16.0,0.17,0.432,4.0,0.0,AS
20.0,Dwight Howard,20.0,ORL,PF,82.0,81.0,3021.0,0.531,3.3,0.998,0.613,0.294,0.068,0.023,0.002,0.532,0.643,0.402,0.217,0.2,0.0,0.53,,0.269,214.0,0.0,,1.0,0.0,
