Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,Heaves,Heaves,Unnamed: 30_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Michael Finley,27.0,DAL,SF,82.0,82.0,3443.0,0.458,13.1,0.831,0.21,0.159,0.191,0.27,0.169,0.481,0.755,0.372,0.38,0.403,0.346,0.468,0.879,0.039,59.0,0.285,0.373,6.0,0.0,"MVP-15,AS"
2.0,Antoine Walker,24.0,BOS,PF,81.0,81.0,3396.0,0.413,12.7,0.649,0.313,0.191,0.063,0.082,0.351,0.439,0.566,0.314,0.284,0.362,0.367,0.353,0.932,0.011,19.0,0.09,0.37,2.0,0.0,
3.0,Antawn Jamison,24.0,GSW,SF,82.0,82.0,3394.0,0.442,11.4,0.887,0.216,0.264,0.142,0.265,0.113,0.459,0.724,0.384,0.307,0.4,0.302,0.718,0.935,0.013,22.0,0.112,0.174,0.0,0.0,
4.0,Anthony Mason,34.0,MIA,PF,80.0,80.0,3254.0,0.482,7.1,1.0,0.327,0.321,0.269,0.083,0.0,0.482,0.574,0.458,0.432,0.38,,0.483,,0.01,8.0,,,0.0,0.0,"MVP-15,DPOY-8,AS"
5.0,Gary Payton,32.0,SEA,PG,79.0,79.0,3244.0,0.456,11.5,0.829,0.238,0.23,0.17,0.19,0.171,0.472,0.66,0.377,0.439,0.383,0.375,0.286,0.804,0.0,0.0,0.272,0.392,1.0,0.0,"AS,NBA3,DEF1"
6.0,Shareef Abdur-Rahim,24.0,VAN,SF,81.0,81.0,3241.0,0.472,10.1,0.95,0.28,0.273,0.128,0.27,0.05,0.487,0.693,0.372,0.415,0.423,0.188,0.672,0.917,0.073,84.0,0.406,0.154,2.0,0.0,
7.0,Jerry Stackhouse,26.0,DET,SG,80.0,80.0,3215.0,0.402,14.5,0.755,0.231,0.049,0.179,0.295,0.245,0.418,0.592,0.234,0.348,0.355,0.351,0.431,0.777,0.025,45.0,0.288,0.338,0.0,0.0,"MVP-14,AS"
8.0,Kevin Garnett,24.0,MIN,PF,81.0,81.0,3202.0,0.477,10.5,0.955,0.235,0.26,0.196,0.265,0.045,0.486,0.679,0.42,0.433,0.419,0.288,0.638,0.895,0.05,68.0,0.167,0.182,1.0,0.0,"MVP-5,DPOY-2,AS,NBA2,DEF1"
9.0,Steve Francis,23.0,HOU,PG,80.0,79.0,3194.0,0.451,12.8,0.724,0.322,0.12,0.109,0.174,0.276,0.472,0.587,0.384,0.383,0.377,0.396,0.24,0.414,0.029,31.0,0.196,0.424,7.0,1.0,
