Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,Heaves,Heaves,Unnamed: 30_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,James Harden,25.0,HOU,SG,81.0,81.0,2981.0,0.44,13.5,0.622,0.311,0.106,0.074,0.131,0.378,0.48,0.615,0.295,0.431,0.337,0.375,0.166,0.51,0.023,33.0,0.108,0.467,1.0,0.0,"MVP-2,AS,NBA1"
2.0,Andrew Wiggins,19.0,MIN,SF,82.0,82.0,2969.0,0.437,10.3,0.889,0.312,0.192,0.162,0.225,0.111,0.453,0.662,0.344,0.38,0.305,0.31,0.489,0.872,0.077,79.0,0.246,0.419,1.0,0.0,ROY-1
3.0,Trevor Ariza,29.0,HOU,SF,82.0,82.0,2930.0,0.402,17.2,0.39,0.225,0.047,0.035,0.081,0.61,0.485,0.615,0.349,0.188,0.338,0.35,0.581,0.933,0.056,47.0,0.377,0.421,0.0,0.0,DPOY-13
4.0,Damian Lillard,24.0,POR,PG,82.0,82.0,2925.0,0.434,14.9,0.579,0.285,0.089,0.058,0.147,0.421,0.5,0.642,0.264,0.443,0.39,0.343,0.241,0.51,0.024,30.0,0.119,0.353,2.0,0.0,AS
5.0,Chris Paul,29.0,LAC,PG,82.0,82.0,2857.0,0.485,16.0,0.702,0.096,0.105,0.232,0.269,0.298,0.523,0.634,0.496,0.52,0.495,0.398,0.117,0.424,0.001,1.0,0.135,0.34,0.0,0.0,"MVP-6,DPOY-15,AS,NBA2,DEF1"
6.0,John Wall,24.0,WAS,PG,79.0,79.0,2837.0,0.445,13.0,0.814,0.288,0.077,0.127,0.322,0.186,0.478,0.616,0.411,0.419,0.395,0.3,0.2,0.646,0.032,37.0,0.198,0.256,7.0,0.0,"AS,DEF2"
7.0,DeAndre Jordan,26.0,LAC,C,82.0,82.0,2820.0,0.71,0.9,0.993,0.919,0.071,0.002,0.0,0.007,0.713,0.739,0.368,1.0,,0.25,0.69,0.0,0.532,252.0,0.0,,0.0,0.0,"DPOY-3,NBA3,DEF1"
8.0,Eric Bledsoe,25.0,PHO,PG,81.0,81.0,2800.0,0.447,12.2,0.74,0.348,0.12,0.071,0.203,0.26,0.491,0.64,0.32,0.351,0.382,0.324,0.211,0.58,0.02,19.0,0.173,0.34,2.0,0.0,
9.0,Joe Johnson,33.0,BRK,SG,80.0,80.0,2791.0,0.435,14.5,0.671,0.098,0.279,0.136,0.159,0.329,0.472,0.57,0.524,0.41,0.374,0.359,0.231,0.893,0.001,1.0,0.285,0.333,2.0,0.0,
10.0,Kyrie Irving,22.0,CLE,PG,75.0,75.0,2730.0,0.468,12.9,0.694,0.273,0.148,0.137,0.136,0.306,0.491,0.611,0.344,0.42,0.482,0.415,0.219,0.618,0.003,4.0,0.206,0.474,2.0,1.0,"AS,NBA3"
11.0,Monta Ellis,29.0,DAL,SG,80.0,80.0,2699.0,0.445,13.1,0.79,0.25,0.144,0.09,0.306,0.21,0.487,0.622,0.395,0.418,0.44,0.285,0.319,0.704,0.01,13.0,0.204,0.362,1.0,0.0,
12.0,Tyreke Evans,25.0,NOP,SG,79.0,76.0,2690.0,0.447,8.6,0.805,0.537,0.135,0.023,0.11,0.195,0.482,0.558,0.28,0.333,0.391,0.304,0.252,0.696,0.006,7.0,0.22,0.34,6.0,0.0,
13.0,Marc Gasol,30.0,MEM,C,81.0,81.0,2687.0,0.494,9.6,0.984,0.241,0.281,0.221,0.242,0.016,0.5,0.698,0.468,0.43,0.402,0.176,0.628,0.667,0.054,56.0,0.0,,3.0,0.0,"MVP-8,DPOY-10,AS,NBA1"
14.0,Pau Gasol,34.0,CHI,PF,78.0,78.0,2681.0,0.494,8.8,0.977,0.319,0.251,0.167,0.241,0.023,0.495,0.609,0.433,0.401,0.475,0.462,0.609,1.0,0.049,54.0,0.808,0.524,1.0,0.0,"AS,NBA2"
15.0,Ben McLemore,21.0,SAC,SG,82.0,82.0,2670.0,0.437,15.7,0.529,0.217,0.123,0.048,0.142,0.471,0.507,0.711,0.294,0.425,0.407,0.358,0.628,0.914,0.079,60.0,0.366,0.413,5.0,0.0,
16.0,Ty Lawson,27.0,DEN,PG,75.0,75.0,2665.0,0.436,13.3,0.779,0.251,0.12,0.164,0.244,0.221,0.463,0.642,0.351,0.447,0.345,0.341,0.147,0.614,0.001,0.0,0.093,0.421,6.0,0.0,
