Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,Heaves,Heaves,Unnamed: 30_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Joe Johnson,22.0,PHO,SG,82.0,77.0,3331.0,0.43,13.3,0.789,0.238,0.139,0.146,0.266,0.211,0.463,0.58,0.517,0.383,0.375,0.305,0.343,0.916,0.027,32.0,0.401,0.431,6.0,0.0,
2.0,Peja StojakoviÄ,26.0,SAC,SF,81.0,81.0,3264.0,0.48,15.7,0.6,0.22,0.069,0.091,0.22,0.4,0.511,0.672,0.396,0.405,0.43,0.433,0.706,0.888,0.015,20.0,0.305,0.414,1.0,0.0,"MVP-4,AS,NBA2"
3.0,Stephon Marbury,26.0,2TM,PG,81.0,81.0,3254.0,0.431,13.3,0.802,0.305,0.081,0.093,0.323,0.198,0.46,0.56,0.446,0.411,0.382,0.318,0.25,0.356,0.003,4.0,0.04,0.273,5.0,0.0,
3.0,Stephon Marbury,26.0,PHO,PG,34.0,34.0,1415.0,0.432,13.6,0.805,0.297,0.071,0.097,0.34,0.195,0.461,0.567,0.419,0.373,0.403,0.314,0.222,0.486,0.002,1.0,0.051,0.333,3.0,0.0,
3.0,Stephon Marbury,26.0,NYK,PG,47.0,47.0,1839.0,0.431,13.1,0.8,0.312,0.088,0.09,0.31,0.2,0.458,0.556,0.464,0.443,0.364,0.321,0.273,0.26,0.004,3.0,0.032,0.2,2.0,0.0,
4.0,Kevin Garnett,27.0,MIN,PF,82.0,82.0,3231.0,0.499,11.2,0.973,0.228,0.184,0.24,0.32,0.027,0.506,0.677,0.455,0.46,0.448,0.256,0.663,0.818,0.07,111.0,0.0,,1.0,0.0,"MVP-1,DPOY-6,AS,NBA1,DEF1"
5.0,Cuttino Mobley,28.0,HOU,SG,80.0,80.0,3229.0,0.426,15.8,0.611,0.208,0.088,0.109,0.206,0.389,0.448,0.582,0.389,0.322,0.404,0.39,0.348,0.829,0.018,19.0,0.264,0.378,3.0,0.0,
6.0,Shawn Marion,25.0,PHO,SF,79.0,79.0,3217.0,0.44,11.7,0.802,0.286,0.142,0.219,0.155,0.198,0.465,0.627,0.524,0.34,0.288,0.34,0.54,0.956,0.077,98.0,0.43,0.439,1.0,0.0,
7.0,Steve Francis,26.0,HOU,PG,79.0,79.0,3194.0,0.403,13.9,0.776,0.281,0.083,0.109,0.303,0.224,0.435,0.567,0.269,0.336,0.393,0.292,0.281,0.534,0.038,37.0,0.144,0.333,9.0,0.0,AS
8.0,Richard Jefferson,23.0,NJN,SF,82.0,82.0,3133.0,0.498,9.9,0.882,0.416,0.109,0.103,0.254,0.118,0.516,0.659,0.281,0.383,0.435,0.364,0.682,0.875,0.11,112.0,0.341,0.444,0.0,0.0,
9.0,LeBron James,19.0,CLE,SG,79.0,79.0,3122.0,0.417,11.2,0.855,0.315,0.168,0.161,0.211,0.145,0.438,0.604,0.356,0.313,0.352,0.29,0.442,0.746,0.064,91.0,0.286,0.323,3.0,0.0,"MVP-9,ROY-1"
10.0,Jim Jackson,33.0,HOU,SF,80.0,80.0,3119.0,0.424,17.8,0.55,0.108,0.099,0.117,0.227,0.45,0.444,0.402,0.393,0.514,0.451,0.4,0.455,0.963,0.003,3.0,0.491,0.402,3.0,0.0,
11.0,Damon Stoudamire,30.0,POR,PG,82.0,82.0,3118.0,0.401,17.3,0.581,0.151,0.083,0.106,0.241,0.419,0.426,0.5,0.345,0.389,0.424,0.365,0.341,0.801,0.0,0.0,0.124,0.302,1.0,0.0,
12.0,Latrell Sprewell,33.0,MIN,SF,82.0,82.0,3100.0,0.409,14.9,0.764,0.151,0.108,0.222,0.283,0.236,0.433,0.55,0.358,0.431,0.402,0.331,0.656,0.929,0.014,17.0,0.368,0.355,2.0,0.0,
13.0,Paul Pierce,26.0,BOS,SG,80.0,80.0,3099.0,0.402,15.0,0.743,0.214,0.074,0.149,0.306,0.257,0.438,0.564,0.27,0.386,0.415,0.299,0.446,0.791,0.026,36.0,0.083,0.156,4.0,0.0,AS
14.0,Zach Randolph,22.0,POR,PF,81.0,80.0,3067.0,0.485,7.7,0.996,0.351,0.298,0.164,0.183,0.004,0.486,0.594,0.456,0.411,0.394,0.2,0.597,1.0,0.018,23.0,0.2,0.0,1.0,0.0,MIP-1
