Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,Heaves,Heaves,Unnamed: 30_level_0
10.0,Ray Allen,29.0,SEA,SG,78.0,78.0,3064.0,0.428,15.8,0.628,0.185,0.103,0.138,0.201,0.372,0.459,0.606,0.364,0.398,0.415,0.376,0.311,0.804,0.021,27.0,0.185,0.369,5.0,0.0,"MVP-9,AS,NBA2"
11.0,Tayshaun Prince,24.0,DET,SF,82.0,82.0,3039.0,0.487,10.6,0.857,0.339,0.16,0.126,0.233,0.143,0.512,0.653,0.461,0.413,0.393,0.341,0.585,0.979,0.081,73.0,0.536,0.365,0.0,0.0,"DPOY-7,DEF2"
12.0,Dirk Nowitzki,26.0,DAL,PF,78.0,78.0,3020.0,0.459,14.5,0.842,0.181,0.072,0.203,0.386,0.158,0.47,0.637,0.452,0.41,0.427,0.399,0.491,0.802,0.035,48.0,0.105,0.333,2.0,0.0,"MVP-3,AS,NBA1"
13.0,Chris Bosh,20.0,TOR,PF,81.0,81.0,3017.0,0.471,8.9,0.99,0.357,0.164,0.242,0.227,0.01,0.472,0.588,0.43,0.395,0.404,0.3,0.613,1.0,0.116,103.0,0.2,0.5,1.0,0.0,
14.0,Elton Brand,25.0,LAC,PF,81.0,81.0,3001.0,0.503,8.1,0.998,0.332,0.237,0.291,0.137,0.002,0.504,0.643,0.478,0.442,0.343,0.0,0.641,,0.059,71.0,0.333,0.0,1.0,0.0,
15.0,Steve Francis,27.0,ORL,PG,78.0,78.0,2978.0,0.423,11.9,0.905,0.323,0.06,0.172,0.349,0.095,0.436,0.565,0.325,0.38,0.364,0.299,0.248,0.447,0.038,45.0,0.213,0.444,1.0,0.0,
16.0,Dwyane Wade,23.0,MIA,SG,77.0,77.0,2974.0,0.478,8.3,0.966,0.441,0.149,0.135,0.241,0.034,0.485,0.587,0.401,0.343,0.429,0.289,0.251,0.308,0.095,114.0,0.222,0.1,3.0,1.0,"MVP-8,DPOY-21,AS,NBA2,DEF2"
17.0,Paul Pierce,27.0,BOS,SF,82.0,82.0,2960.0,0.455,13.5,0.761,0.28,0.084,0.134,0.262,0.239,0.481,0.627,0.33,0.39,0.421,0.37,0.404,0.778,0.029,32.0,0.182,0.321,1.0,0.0,AS
18.0,Antoine Walker,28.0,2TM,PF,77.0,77.0,2955.0,0.422,9.2,0.752,0.412,0.218,0.076,0.046,0.248,0.455,0.533,0.377,0.305,0.375,0.323,0.335,0.891,0.009,12.0,0.235,0.25,0.0,0.0,
18.0,Antoine Walker,28.0,ATL,PF,53.0,53.0,2128.0,0.415,10.0,0.735,0.394,0.217,0.079,0.045,0.265,0.45,0.541,0.359,0.288,0.37,0.317,0.31,0.894,0.009,8.0,0.235,0.19,0.0,0.0,
18.0,Antoine Walker,28.0,BOS,PF,24.0,24.0,827.0,0.442,8.4,0.799,0.462,0.22,0.069,0.049,0.201,0.467,0.512,0.425,0.36,0.389,0.342,0.397,0.88,0.011,4.0,0.233,0.471,0.0,0.0,
19.0,Richard Hamilton,26.0,DET,SG,76.0,76.0,2926.0,0.44,11.8,0.898,0.248,0.12,0.261,0.269,0.102,0.455,0.59,0.396,0.442,0.369,0.305,0.574,1.0,0.017,19.0,0.508,0.367,0.0,0.0,
20.0,Chucky Atkins,30.0,LAL,PG,82.0,82.0,2903.0,0.426,18.1,0.5,0.187,0.043,0.054,0.216,0.5,0.466,0.576,0.41,0.347,0.411,0.387,0.344,0.903,0.0,0.0,0.218,0.354,9.0,0.0,
21.0,Desmond Mason,27.0,MIL,SF,80.0,71.0,2893.0,0.443,8.4,0.993,0.392,0.166,0.215,0.22,0.007,0.445,0.56,0.408,0.401,0.312,0.125,0.564,1.0,0.07,63.0,0.25,0.0,2.0,0.0,
22.0,Amar'e Stoudemire,22.0,PHO,C,80.0,80.0,2889.0,0.559,7.0,0.988,0.46,0.209,0.155,0.165,0.012,0.564,0.708,0.412,0.449,0.459,0.188,0.597,0.667,0.195,237.0,0.188,0.333,3.0,0.0,"MVP-9,AS,NBA2"
23.0,Chauncey Billups,28.0,DET,PG,80.0,80.0,2866.0,0.442,16.8,0.576,0.205,0.043,0.113,0.216,0.424,0.454,0.503,0.385,0.437,0.431,0.426,0.339,0.727,0.002,2.0,0.163,0.444,1.0,0.0,DEF2
24.0,Kurt Thomas,32.0,NYK,PF,80.0,80.0,2855.0,0.471,14.0,0.996,0.11,0.092,0.284,0.509,0.004,0.47,0.606,0.422,0.477,0.447,0.5,0.834,1.0,0.002,2.0,0.5,0.5,0.0,0.0,
25.0,Andre Miller,28.0,DEN,PG,82.0,82.0,2852.0,0.477,10.0,0.956,0.378,0.106,0.208,0.265,0.044,0.492,0.648,0.379,0.355,0.422,0.154,0.451,0.333,0.003,3.0,0.051,0.0,9.0,0.0,
26.0,Michael Redd,25.0,MIL,SG,75.0,75.0,2848.0,0.441,13.8,0.793,0.2,0.11,0.238,0.246,0.207,0.463,0.59,0.321,0.427,0.458,0.355,0.516,0.865,0.016,20.0,0.314,0.37,0.0,0.0,
27.0,Eddie Jones,33.0,MIA,SF,80.0,80.0,2839.0,0.428,16.3,0.534,0.223,0.063,0.078,0.17,0.466,0.477,0.617,0.481,0.297,0.374,0.372,0.684,0.993,0.021,16.0,0.319,0.361,1.0,0.0,
28.0,Quentin Richardson,24.0,PHO,SG,79.0,78.0,2839.0,0.389,18.1,0.396,0.212,0.058,0.034,0.091,0.604,0.437,0.527,0.377,0.139,0.379,0.358,0.486,0.894,0.04,39.0,0.176,0.378,5.0,0.0,
29.0,Vince Carter,28.0,2TM,SF,77.0,76.0,2828.0,0.452,13.1,0.797,0.252,0.171,0.13,0.243,0.203,0.463,0.591,0.405,0.353,0.43,0.406,0.508,0.835,0.051,70.0,0.115,0.361,2.0,0.0,"MVP-13,AS"
29.0,Vince Carter,28.0,TOR,SG,20.0,20.0,608.0,0.411,13.6,0.805,0.215,0.172,0.116,0.301,0.195,0.432,0.554,0.346,0.314,0.44,0.322,0.495,0.842,0.036,11.0,0.203,0.25,0.0,0.0,
29.0,Vince Carter,28.0,NJN,SF,57.0,56.0,2220.0,0.462,12.7,0.795,0.262,0.171,0.134,0.228,0.205,0.471,0.599,0.42,0.361,0.428,0.425,0.511,0.833,0.055,59.0,0.094,0.417,2.0,0.0,
30.0,P.J. Brown,35.0,NOH,PF,82.0,78.0,2817.0,0.446,9.9,1.0,0.323,0.109,0.247,0.321,0.0,0.446,0.535,0.337,0.39,0.436,,0.713,,0.05,30.0,,,0.0,0.0,MVP-14
31.0,Kirk Hinrich,24.0,CHI,PG,77.0,77.0,2800.0,0.397,17.0,0.636,0.152,0.087,0.102,0.295,0.364,0.42,0.503,0.276,0.368,0.438,0.355,0.423,0.752,0.001,1.0,0.152,0.387,1.0,0.0,DPOY-12
32.0,Bobby Simmons,24.0,LAC,SF,75.0,74.0,2799.0,0.466,15.3,0.887,0.182,0.04,0.096,0.568,0.113,0.47,0.622,0.268,0.408,0.446,0.435,0.731,0.96,0.025,24.0,0.783,0.456,1.0,0.0,MIP-1
33.0,David Wesley,34.0,2TM,SG,80.0,79.0,2774.0,0.398,18.0,0.625,0.149,0.018,0.042,0.417,0.375,0.411,0.584,0.2,0.4,0.36,0.375,0.769,0.932,0.0,0.0,0.39,0.398,2.0,0.0,DPOY-16
33.0,David Wesley,34.0,NOH,SG,26.0,26.0,934.0,0.389,17.0,0.766,0.181,0.015,0.041,0.529,0.234,0.401,0.5,0.0,0.5,0.37,0.35,0.752,1.0,0.0,0.0,0.25,0.4,1.0,0.0,
33.0,David Wesley,34.0,HOU,SG,54.0,53.0,1840.0,0.404,18.9,0.528,0.127,0.02,0.042,0.339,0.472,0.422,0.667,0.3,0.333,0.349,0.383,0.784,0.911,0.0,0.0,0.438,0.398,1.0,0.0,
34.0,Damon Stoudamire,31.0,POR,PG,81.0,70.0,2762.0,0.392,17.5,0.579,0.148,0.072,0.089,0.27,0.421,0.409,0.509,0.357,0.346,0.389,0.369,0.362,0.829,0.0,0.0,0.161,0.392,1.0,0.0,
35.0,Caron Butler,24.0,LAL,SF,77.0,77.0,2746.0,0.445,10.5,0.874,0.415,0.091,0.093,0.275,0.126,0.465,0.56,0.389,0.402,0.37,0.304,0.62,0.974,0.078,69.0,0.528,0.348,5.0,0.0,
36.0,Tony Parker,22.0,SAS,PG,80.0,80.0,2735.0,0.482,10.0,0.86,0.386,0.205,0.053,0.217,0.14,0.516,0.647,0.424,0.407,0.395,0.276,0.315,0.907,0.001,1.0,0.308,0.333,1.0,0.0,
37.0,Jason Richardson,24.0,GSW,SG,72.0,72.0,2724.0,0.446,13.1,0.73,0.283,0.14,0.091,0.216,0.27,0.486,0.703,0.328,0.347,0.363,0.338,0.468,0.752,0.079,98.0,0.192,0.394,1.0,0.0,
38.0,Rafer Alston,28.0,TOR,PG,80.0,78.0,2717.0,0.414,14.3,0.601,0.302,0.103,0.049,0.147,0.399,0.451,0.514,0.38,0.396,0.392,0.357,0.152,0.547,0.0,0.0,0.1,0.308,1.0,0.0,
39.0,Jalen Rose,32.0,TOR,SF,81.0,65.0,2710.0,0.455,14.0,0.764,0.161,0.16,0.213,0.23,0.236,0.473,0.636,0.497,0.445,0.368,0.394,0.356,0.87,0.016,17.0,0.438,0.425,3.0,0.0,
40.0,Rashard Lewis,25.0,SEA,SF,71.0,71.0,2697.0,0.462,14.5,0.625,0.179,0.2,0.125,0.121,0.375,0.499,0.655,0.417,0.458,0.446,0.4,0.46,0.96,0.044,50.0,0.306,0.485,2.0,0.0,AS
41.0,Ricky Davis,25.0,BOS,SG,82.0,11.0,2696.0,0.462,13.7,0.827,0.25,0.085,0.161,0.331,0.173,0.488,0.635,0.352,0.369,0.47,0.339,0.512,0.885,0.06,58.0,0.4,0.417,7.0,0.0,6MOY-2
42.0,Kobe Bryant,26.0,LAL,SG,66.0,66.0,2689.0,0.433,13.9,0.708,0.272,0.113,0.124,0.199,0.292,0.472,0.606,0.427,0.36,0.384,0.339,0.247,0.664,0.045,53.0,0.127,0.327,6.0,0.0,"AS,NBA3"
43.0,Jamal Crawford,24.0,NYK,SG,70.0,67.0,2688.0,0.398,17.9,0.533,0.144,0.072,0.086,0.232,0.467,0.431,0.519,0.468,0.362,0.39,0.361,0.31,0.8,0.014,14.0,0.268,0.431,2.0,0.0,
44.0,Rasheed Wallace,30.0,DET,PF,79.0,79.0,2687.0,0.44,12.6,0.778,0.237,0.167,0.228,0.146,0.222,0.475,0.603,0.435,0.397,0.432,0.318,0.605,0.96,0.087,85.0,0.186,0.159,2.0,0.0,DPOY-16
45.0,Andre Iguodala,21.0,PHI,SG,82.0,82.0,2686.0,0.493,10.3,0.74,0.462,0.086,0.077,0.115,0.26,0.55,0.698,0.234,0.333,0.333,0.331,0.662,0.957,0.244,122.0,0.507,0.306,1.0,0.0,"ROY-4,DPOY-14"
46.0,Udonis Haslem,24.0,MIA,PF,80.0,80.0,2675.0,0.54,8.0,0.994,0.49,0.056,0.206,0.242,0.006,0.543,0.662,0.278,0.424,0.465,0.0,0.734,,0.12,70.0,0.0,,3.0,0.0,
47.0,Ben Wallace,30.0,DET,C,74.0,74.0,2671.0,0.453,4.4,0.986,0.665,0.131,0.094,0.097,0.014,0.458,0.561,0.235,0.279,0.222,0.111,0.633,1.0,0.204,112.0,0.0,,1.0,0.0,"DPOY-1,AS,NBA3,DEF1"
48.0,Dwight Howard,19.0,ORL,PF,82.0,82.0,2670.0,0.52,3.7,0.997,0.592,0.301,0.062,0.041,0.003,0.521,0.623,0.407,0.167,0.429,0.0,0.526,,0.257,162.0,0.0,,0.0,0.0,"ROY-3,DPOY-21"
49.0,Kyle Korver,23.0,PHI,SF,82.0,57.0,2667.0,0.418,21.7,0.265,0.063,0.026,0.055,0.12,0.735,0.453,0.563,0.4,0.524,0.374,0.405,0.582,0.965,0.001,1.0,0.256,0.476,0.0,0.0,6MOY-11
50.0,Jeff McInnis,30.0,CLE,PG,76.0,69.0,2651.0,0.412,14.8,0.711,0.131,0.183,0.22,0.178,0.289,0.439,0.45,0.479,0.418,0.417,0.345,0.469,0.923,0.0,0.0,0.212,0.286,2.0,0.0,
51.0,Bruce Bowen,33.0,SAS,SF,82.0,82.0,2627.0,0.42,16.0,0.577,0.161,0.105,0.095,0.216,0.423,0.432,0.625,0.286,0.281,0.426,0.403,0.785,1.0,0.003,2.0,0.881,0.413,0.0,0.0,"DPOY-2,DEF1"
52.0,Zydrunas Ilgauskas,29.0,CLE,C,78.0,78.0,2615.0,0.468,7.5,0.993,0.426,0.208,0.173,0.186,0.007,0.469,0.571,0.377,0.361,0.44,0.286,0.654,1.0,0.05,46.0,0.0,,0.0,0.0,AS
53.0,Carmelo Anthony,20.0,DEN,SF,75.0,75.0,2608.0,0.431,10.5,0.872,0.433,0.067,0.067,0.305,0.128,0.455,0.564,0.256,0.349,0.368,0.266,0.623,0.762,0.079,90.0,0.12,0.105,5.0,0.0,
54.0,Antawn Jamison,28.0,WAS,PF,68.0,68.0,2605.0,0.437,13.0,0.825,0.201,0.226,0.129,0.269,0.175,0.457,0.69,0.39,0.32,0.403,0.341,0.663,0.944,0.006,7.0,0.236,0.388,1.0,0.0,AS
55.0,Emeka Okafor,22.0,CHA,PF,73.0,73.0,2600.0,0.447,7.9,0.999,0.356,0.228,0.246,0.168,0.001,0.447,0.65,0.358,0.308,0.343,0.0,0.694,,0.09,86.0,0.0,,0.0,0.0,"ROY-1,DPOY-21"
56.0,Matt Harpring,28.0,UTA,SF,78.0,55.0,2584.0,0.489,8.9,0.95,0.448,0.069,0.175,0.257,0.05,0.504,0.634,0.458,0.373,0.377,0.209,0.738,1.0,0.007,6.0,0.395,0.176,0.0,0.0,
57.0,Damon Jones,28.0,MIA,PG,82.0,66.0,2576.0,0.456,21.5,0.282,0.072,0.015,0.037,0.158,0.718,0.517,0.692,0.636,0.37,0.461,0.432,0.443,0.791,0.0,0.0,0.194,0.465,0.0,0.0,
58.0,Steve Nash,30.0,PHO,PG,75.0,75.0,2573.0,0.502,14.6,0.746,0.201,0.083,0.18,0.282,0.254,0.526,0.605,0.465,0.461,0.529,0.431,0.101,0.564,0.0,0.0,0.11,0.333,0.0,0.0,"MVP-1,AS,NBA1"
59.0,Luke Ridnour,23.0,SEA,PG,82.0,82.0,2571.0,0.405,14.4,0.759,0.177,0.153,0.13,0.299,0.241,0.414,0.489,0.354,0.448,0.385,0.376,0.254,0.761,0.0,0.0,0.36,0.344,0.0,0.0,
60.0,Mike Dunleavy,24.0,GSW,SF,79.0,79.0,2570.0,0.451,14.3,0.695,0.238,0.122,0.087,0.249,0.305,0.479,0.698,0.336,0.38,0.373,0.388,0.631,0.963,0.01,9.0,0.293,0.37,0.0,0.0,
61.0,Wally Szczerbiak,27.0,MIN,SF,81.0,37.0,2558.0,0.506,13.5,0.816,0.234,0.102,0.151,0.329,0.184,0.536,0.721,0.521,0.511,0.421,0.373,0.721,0.921,0.02,16.0,0.402,0.368,0.0,0.0,6MOY-6
62.0,Al Harrington,24.0,ATL,SF,66.0,66.0,2550.0,0.459,8.5,0.925,0.434,0.134,0.203,0.154,0.075,0.479,0.612,0.348,0.33,0.414,0.216,0.453,0.938,0.083,81.0,0.378,0.214,3.0,0.0,
63.0,Jason Collins,26.0,NJN,C,80.0,80.0,2542.0,0.412,9.9,0.987,0.361,0.104,0.191,0.33,0.013,0.413,0.479,0.34,0.314,0.423,0.333,0.75,1.0,0.038,17.0,0.0,,1.0,0.0,
64.0,Gary Payton,36.0,BOS,PG,77.0,77.0,2541.0,0.468,9.7,0.822,0.419,0.156,0.099,0.148,0.178,0.498,0.628,0.327,0.389,0.383,0.326,0.391,0.976,0.0,0.0,0.256,0.364,0.0,0.0,
65.0,Peja StojakoviÄ,27.0,SAC,SF,66.0,66.0,2534.0,0.444,16.8,0.574,0.2,0.041,0.082,0.251,0.426,0.475,0.675,0.381,0.349,0.373,0.402,0.653,0.862,0.011,11.0,0.238,0.417,2.0,0.0,
66.0,Drew Gooden,23.0,CLE,PF,82.0,80.0,2523.0,0.492,7.9,0.97,0.371,0.269,0.196,0.134,0.03,0.502,0.631,0.461,0.384,0.397,0.179,0.675,1.0,0.087,77.0,0.143,0.0,0.0,0.0,
67.0,Shane Battier,26.0,MEM,SG,80.0,72.0,2516.0,0.442,11.0,0.711,0.378,0.14,0.098,0.095,0.289,0.461,0.552,0.43,0.367,0.241,0.395,0.552,0.957,0.039,21.0,0.548,0.412,1.0,0.0,DPOY-21
68.0,Morris Peterson,27.0,TOR,SG,82.0,61.0,2510.0,0.42,14.6,0.605,0.284,0.075,0.077,0.169,0.395,0.442,0.568,0.266,0.354,0.35,0.385,0.608,0.868,0.035,22.0,0.534,0.369,3.0,0.0,
69.0,Shaquille O'Neal,32.0,MIA,C,73.0,73.0,2492.0,0.601,3.3,1.0,0.566,0.381,0.051,0.002,0.0,0.601,0.748,0.439,0.196,0.0,,0.53,,0.244,255.0,,,0.0,0.0,"MVP-2,DPOY-8,AS,NBA1"
70.0,Latrell Sprewell,34.0,MIN,SF,80.0,79.0,2450.0,0.414,14.9,0.78,0.166,0.091,0.199,0.325,0.22,0.439,0.581,0.368,0.44,0.385,0.327,0.602,0.928,0.003,2.0,0.403,0.365,1.0,0.0,
71.0,Yao Ming,24.0,HOU,C,80.0,80.0,2447.0,0.552,6.2,1.0,0.379,0.341,0.229,0.051,0.0,0.552,0.719,0.467,0.457,0.3,,0.716,,0.148,126.0,,,0.0,0.0,AS
72.0,Josh Howard,24.0,DAL,SF,76.0,76.0,2446.0,0.475,9.7,0.855,0.405,0.153,0.108,0.189,0.145,0.506,0.636,0.488,0.349,0.333,0.296,0.504,1.0,0.068,49.0,0.278,0.188,1.0,0.0,DPOY-18
73.0,Corey Maggette,25.0,LAC,SG,66.0,60.0,2436.0,0.431,13.6,0.83,0.281,0.077,0.095,0.376,0.17,0.457,0.567,0.355,0.447,0.399,0.304,0.655,0.863,0.03,28.0,0.161,0.296,3.0,0.0,
74.0,Jason Kidd,31.0,NJN,PG,66.0,65.0,2435.0,0.398,17.1,0.581,0.186,0.046,0.105,0.244,0.419,0.425,0.509,0.359,0.322,0.416,0.36,0.427,0.829,0.0,0.0,0.221,0.367,1.0,0.0,DEF2
75.0,Jason Terry,27.0,DAL,PG,80.0,57.0,2401.0,0.501,14.9,0.67,0.192,0.137,0.136,0.205,0.33,0.54,0.587,0.51,0.495,0.546,0.42,0.23,0.709,0.005,4.0,0.237,0.431,2.0,0.0,
76.0,Cuttino Mobley,29.0,2TM,SG,66.0,64.0,2388.0,0.438,16.9,0.633,0.166,0.075,0.112,0.28,0.367,0.437,0.581,0.357,0.375,0.398,0.439,0.391,0.827,0.023,19.0,0.231,0.519,1.0,0.0,
76.0,Cuttino Mobley,29.0,ORL,SG,23.0,21.0,726.0,0.432,18.0,0.578,0.132,0.054,0.115,0.277,0.422,0.409,0.513,0.313,0.382,0.39,0.464,0.5,0.793,0.014,4.0,0.2,0.52,0.0,0.0,
76.0,Cuttino Mobley,29.0,SAC,SG,43.0,43.0,1662.0,0.44,15.9,0.659,0.182,0.085,0.11,0.281,0.341,0.449,0.603,0.37,0.371,0.402,0.424,0.351,0.848,0.027,15.0,0.249,0.519,1.0,0.0,
77.0,Josh Childress,21.0,ATL,SG,80.0,44.0,2376.0,0.47,6.6,0.913,0.621,0.073,0.053,0.165,0.087,0.493,0.589,0.255,0.324,0.292,0.232,0.547,0.923,0.134,83.0,0.589,0.303,4.0,0.0,
78.0,Troy Murphy,24.0,GSW,PF,70.0,69.0,2375.0,0.414,12.1,0.844,0.281,0.165,0.079,0.319,0.156,0.417,0.534,0.282,0.347,0.401,0.399,0.649,0.966,0.038,34.0,0.176,0.423,0.0,0.0,
79.0,Chris Webber,31.0,2TM,PF,67.0,67.0,2370.0,0.433,12.2,0.966,0.206,0.193,0.121,0.447,0.034,0.436,0.61,0.433,0.329,0.386,0.341,0.648,0.867,0.055,64.0,0.023,1.0,1.0,0.0,
79.0,Chris Webber,31.0,SAC,PF,46.0,46.0,1668.0,0.449,12.3,0.968,0.21,0.2,0.106,0.453,0.032,0.452,0.632,0.464,0.361,0.383,0.379,0.631,0.909,0.057,46.0,0.0,,1.0,0.0,
79.0,Chris Webber,31.0,PHI,PF,21.0,21.0,702.0,0.391,12.2,0.959,0.194,0.175,0.158,0.432,0.041,0.396,0.549,0.344,0.276,0.392,0.267,0.698,0.75,0.049,18.0,0.067,1.0,0.0,0.0,
80.0,Michael Finley,31.0,DAL,SG,64.0,64.0,2358.0,0.427,17.0,0.686,0.079,0.103,0.185,0.319,0.314,0.436,0.556,0.452,0.423,0.408,0.407,0.524,0.879,0.011,10.0,0.288,0.439,3.0,0.0,
81.0,Larry Hughes,26.0,WAS,SG,61.0,61.0,2358.0,0.43,13.0,0.808,0.249,0.15,0.13,0.279,0.192,0.465,0.678,0.288,0.376,0.413,0.282,0.365,0.746,0.053,54.0,0.172,0.333,0.0,0.0,"DPOY-6,DEF1"
82.0,Grant Hill,32.0,ORL,SF,67.0,67.0,2338.0,0.509,11.2,0.987,0.269,0.092,0.282,0.345,0.013,0.513,0.674,0.409,0.469,0.451,0.231,0.508,1.0,0.024,23.0,0.308,0.25,1.0,0.0,AS
83.0,Lamar Odom,25.0,LAL,PF,64.0,64.0,2320.0,0.473,8.4,0.849,0.46,0.209,0.08,0.099,0.151,0.502,0.576,0.42,0.403,0.416,0.308,0.43,0.889,0.045,35.0,0.145,0.235,3.0,0.0,
84.0,Mehmet Okur,25.0,UTA,C,82.0,25.0,2304.0,0.468,9.8,0.917,0.374,0.147,0.153,0.242,0.083,0.486,0.572,0.369,0.44,0.454,0.27,0.561,0.941,0.048,36.0,0.048,0.0,1.0,0.0,6MOY-11
85.0,Lorenzen Wright,29.0,MEM,C,80.0,77.0,2287.0,0.469,7.1,0.996,0.433,0.208,0.192,0.163,0.004,0.471,0.571,0.415,0.374,0.387,0.0,0.734,,0.097,61.0,0.0,,1.0,0.0,
86.0,Mike Miller,24.0,MEM,SF,76.0,51.0,2278.0,0.505,16.0,0.578,0.265,0.042,0.026,0.245,0.422,0.558,0.64,0.375,0.35,0.521,0.433,0.575,0.95,0.022,15.0,0.152,0.449,0.0,0.0,
87.0,PrimoÅ¾ Brezec,25.0,CHA,C,72.0,72.0,2276.0,0.512,7.7,1.0,0.448,0.148,0.169,0.234,0.0,0.512,0.64,0.473,0.383,0.384,,0.643,,0.04,29.0,,,0.0,0.0,
88.0,Kenyon Martin,27.0,DEN,PF,70.0,67.0,2272.0,0.49,7.7,0.987,0.432,0.196,0.159,0.2,0.013,0.496,0.648,0.41,0.361,0.359,0.0,0.664,,0.198,163.0,0.25,0.0,3.0,0.0,
89.0,Fred Jones,25.0,IND,SG,77.0,14.0,2268.0,0.425,15.0,0.646,0.253,0.107,0.073,0.213,0.354,0.45,0.549,0.42,0.277,0.406,0.38,0.202,0.828,0.028,16.0,0.21,0.5,1.0,0.0,
90.0,Joe Smith,29.0,MIL,PF,74.0,73.0,2265.0,0.514,9.4,0.998,0.348,0.138,0.213,0.3,0.002,0.515,0.639,0.419,0.455,0.457,0.0,0.749,,0.066,36.0,1.0,0.0,0.0,0.0,
91.0,Mo Williams,22.0,MIL,PG,80.0,80.0,2254.0,0.438,12.9,0.866,0.28,0.075,0.172,0.339,0.134,0.456,0.471,0.345,0.472,0.46,0.323,0.247,0.781,0.0,0.0,0.212,0.381,1.0,0.0,
92.0,Derek Fisher,30.0,GSW,PG,74.0,32.0,2222.0,0.393,18.4,0.615,0.101,0.082,0.065,0.367,0.385,0.407,0.526,0.29,0.286,0.422,0.371,0.397,0.833,0.0,0.0,0.333,0.381,2.0,0.0,
93.0,Tim Duncan,28.0,SAS,PF,66.0,66.0,2203.0,0.496,8.2,0.991,0.286,0.346,0.203,0.155,0.009,0.498,0.674,0.421,0.42,0.444,0.333,0.506,1.0,0.062,56.0,0.111,1.0,0.0,0.0,"MVP-4,DPOY-4,AS,NBA1,DEF1"
