Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,Heaves,Heaves,Unnamed: 30_level_0
10.0,Anthony Mason,33.0,CHH,SF,82.0,81.0,3133.0,0.48,8.2,0.998,0.41,0.28,0.268,0.041,0.002,0.48,0.572,0.411,0.429,0.37,0.0,0.603,,0.02,9.0,0.0,,0.0,0.0,DPOY-8
11.0,Vince Carter,23.0,TOR,SF,82.0,82.0,3126.0,0.465,13.7,0.861,0.217,0.143,0.207,0.294,0.139,0.475,0.671,0.397,0.382,0.433,0.403,0.541,0.821,0.082,131.0,0.131,0.516,5.0,0.0,"MVP-10,AS,NBA3"
12.0,Michael Dickerson,24.0,VAN,SG,82.0,82.0,3103.0,0.436,13.5,0.771,0.227,0.15,0.146,0.249,0.229,0.444,0.667,0.305,0.303,0.408,0.409,0.637,0.924,0.049,56.0,0.388,0.442,0.0,0.0,
13.0,Ray Allen,24.0,MIL,SG,82.0,82.0,3070.0,0.455,15.1,0.712,0.195,0.128,0.223,0.166,0.288,0.468,0.596,0.414,0.417,0.427,0.423,0.421,0.855,0.043,54.0,0.273,0.459,12.0,0.0,AS
14.0,Antoine Walker,23.0,BOS,PF,82.0,82.0,3003.0,0.43,9.6,0.811,0.345,0.344,0.064,0.057,0.189,0.471,0.577,0.423,0.361,0.244,0.256,0.459,0.986,0.024,34.0,0.2,0.316,0.0,0.0,
15.0,Elton Brand,20.0,CHI,PF,81.0,80.0,2999.0,0.482,8.1,0.998,0.335,0.375,0.227,0.062,0.002,0.483,0.609,0.447,0.375,0.42,0.0,0.638,,0.042,49.0,0.5,0.0,0.0,0.0,ROY-1
16.0,Reggie Miller,34.0,IND,SG,81.0,81.0,2987.0,0.448,17.0,0.612,0.115,0.101,0.149,0.247,0.388,0.473,0.683,0.4,0.368,0.467,0.408,0.631,0.855,0.004,4.0,0.354,0.476,0.0,0.0,"MVP-13,AS"
17.0,Dikembe Mutombo,33.0,ATL,C,82.0,82.0,2984.0,0.562,6.3,1.0,0.372,0.489,0.136,0.003,0.0,0.562,0.728,0.486,0.385,0.5,,0.357,,0.147,78.0,,,0.0,0.0,"DPOY-3,AS"
18.0,Jalen Rose,27.0,IND,SF,80.0,80.0,2978.0,0.471,13.7,0.836,0.127,0.204,0.207,0.298,0.164,0.486,0.625,0.52,0.395,0.466,0.393,0.527,0.948,0.015,16.0,0.367,0.389,0.0,0.0,"MVP-13,MIP-1"
19.0,Nick Van Exel,28.0,DEN,PG,79.0,79.0,2950.0,0.39,16.0,0.669,0.143,0.178,0.147,0.202,0.331,0.419,0.543,0.403,0.354,0.392,0.332,0.188,0.474,0.001,1.0,0.152,0.328,3.0,0.0,
20.0,Karl Malone,36.0,UTA,PF,82.0,82.0,2947.0,0.509,11.2,0.995,0.307,0.117,0.269,0.302,0.005,0.511,0.684,0.43,0.406,0.46,0.25,0.776,1.0,0.021,31.0,0.0,,0.0,0.0,"MVP-4,AS,NBA2"
21.0,Dirk Nowitzki,21.0,DAL,PF,82.0,81.0,2938.0,0.461,15.7,0.726,0.145,0.097,0.201,0.284,0.274,0.491,0.704,0.333,0.404,0.498,0.379,0.667,0.966,0.03,33.0,0.245,0.453,0.0,0.0,
22.0,Lindsey Hunter,29.0,DET,PG,82.0,82.0,2919.0,0.425,17.8,0.564,0.184,0.065,0.121,0.194,0.436,0.419,0.476,0.345,0.361,0.428,0.432,0.313,0.923,0.007,5.0,0.252,0.48,0.0,0.0,
23.0,Juwan Howard,26.0,WAS,PF,82.0,82.0,2909.0,0.459,9.5,0.994,0.188,0.31,0.393,0.104,0.006,0.462,0.591,0.446,0.439,0.365,0.0,0.611,,0.029,29.0,0.0,,1.0,0.0,
24.0,Glenn Robinson,27.0,MIL,SF,81.0,81.0,2909.0,0.472,14.0,0.838,0.113,0.153,0.352,0.22,0.162,0.493,0.594,0.435,0.479,0.506,0.363,0.659,0.953,0.025,32.0,0.329,0.346,1.0,0.0,AS
25.0,Bryon Russell,29.0,UTA,SF,82.0,70.0,2900.0,0.446,15.3,0.707,0.299,0.083,0.055,0.27,0.293,0.467,0.626,0.289,0.28,0.385,0.396,0.722,0.925,0.071,62.0,0.299,0.388,3.0,0.0,
26.0,Sam Cassell,30.0,MIL,PG,81.0,81.0,2899.0,0.466,13.4,0.923,0.158,0.111,0.379,0.274,0.077,0.481,0.589,0.4,0.459,0.48,0.289,0.237,0.615,0.0,0.0,0.189,0.471,3.0,0.0,
27.0,Stephon Marbury,22.0,NJN,PG,74.0,74.0,2881.0,0.432,14.0,0.823,0.336,0.109,0.108,0.27,0.177,0.464,0.544,0.424,0.345,0.428,0.283,0.26,0.47,0.01,10.0,0.064,0.2,5.0,0.0,NBA3
28.0,Chris Webber,26.0,SAC,PF,75.0,75.0,2880.0,0.483,11.1,0.939,0.222,0.26,0.185,0.272,0.061,0.496,0.729,0.413,0.387,0.461,0.284,0.591,0.778,0.097,137.0,0.032,0.667,2.0,0.0,"MVP-9,AS,NBA3"
29.0,Tim Duncan,23.0,SAS,PF,74.0,74.0,2875.0,0.49,8.7,0.991,0.249,0.376,0.241,0.125,0.009,0.494,0.63,0.442,0.453,0.456,0.091,0.545,1.0,0.067,73.0,0.182,0.5,3.0,0.0,"MVP-5,AS,NBA1,DEF1"
30.0,Eric Snow,26.0,PHI,PG,82.0,80.0,2866.0,0.43,12.5,0.925,0.213,0.176,0.256,0.28,0.075,0.446,0.638,0.286,0.333,0.503,0.244,0.561,1.0,0.007,3.0,0.089,0.5,0.0,0.0,
31.0,Allen Iverson,24.0,PHI,SG,70.0,70.0,2853.0,0.421,12.7,0.849,0.257,0.162,0.162,0.268,0.151,0.435,0.711,0.178,0.307,0.402,0.341,0.473,0.787,0.009,14.0,0.142,0.432,0.0,0.0,"MVP-7,AS,NBA2"
32.0,Vin Baker,28.0,SEA,C,79.0,75.0,2849.0,0.455,10.3,0.993,0.247,0.292,0.146,0.307,0.007,0.457,0.609,0.439,0.279,0.435,0.25,0.613,1.0,0.026,28.0,0.0,,0.0,0.0,
33.0,Rasheed Wallace,25.0,POR,PF,81.0,77.0,2845.0,0.519,10.9,0.952,0.307,0.24,0.136,0.269,0.048,0.537,0.71,0.45,0.444,0.463,0.16,0.747,1.0,0.166,148.0,0.1,0.0,3.0,0.0,AS
34.0,Clifford Robinson,33.0,PHO,SF,80.0,67.0,2839.0,0.464,13.8,0.716,0.206,0.208,0.158,0.144,0.284,0.501,0.66,0.382,0.444,0.509,0.37,0.729,0.983,0.033,36.0,0.191,0.468,0.0,0.0,"DPOY-8,DEF2"
35.0,Jamal Mashburn,27.0,MIA,SF,76.0,76.0,2828.0,0.445,14.7,0.76,0.155,0.155,0.201,0.249,0.24,0.458,0.65,0.358,0.408,0.441,0.403,0.462,0.991,0.007,8.0,0.403,0.482,0.0,0.0,
36.0,Eddie Jones,28.0,CHH,SG,72.0,72.0,2807.0,0.427,15.7,0.695,0.226,0.081,0.144,0.244,0.305,0.45,0.632,0.363,0.311,0.392,0.375,0.534,0.961,0.04,41.0,0.229,0.346,0.0,0.0,"DPOY-3,AS,NBA3,DEF2"
37.0,Keith Van Horn,24.0,NJN,PF,80.0,80.0,2782.0,0.445,12.1,0.819,0.302,0.237,0.119,0.16,0.181,0.462,0.645,0.359,0.293,0.393,0.368,0.512,1.0,0.08,93.0,0.206,0.404,1.0,0.0,
38.0,Steve Francis,22.0,HOU,PG,77.0,77.0,2776.0,0.445,14.1,0.722,0.332,0.114,0.09,0.187,0.278,0.483,0.644,0.236,0.29,0.44,0.345,0.303,0.411,0.094,96.0,0.103,0.406,1.0,0.0,ROY-1
39.0,Grant Hill,27.0,DET,SF,74.0,74.0,2776.0,0.489,11.8,0.931,0.341,0.108,0.21,0.273,0.069,0.5,0.658,0.379,0.359,0.459,0.347,0.323,0.882,0.056,70.0,0.112,0.364,2.0,0.0,"MVP-8,AS,NBA2"
40.0,Alan Henderson,27.0,ATL,PF,82.0,82.0,2775.0,0.461,8.4,0.989,0.378,0.295,0.233,0.083,0.011,0.465,0.662,0.347,0.323,0.39,0.1,0.556,1.0,0.071,55.0,0.2,0.0,0.0,0.0,
41.0,Jim Jackson,29.0,ATL,SF,79.0,76.0,2767.0,0.411,16.0,0.755,0.114,0.123,0.214,0.304,0.245,0.418,0.567,0.296,0.364,0.451,0.386,0.5,0.838,0.003,3.0,0.221,0.537,4.0,0.0,
42.0,Lamar Odom,20.0,LAC,SF,76.0,70.0,2767.0,0.438,11.1,0.84,0.324,0.304,0.119,0.093,0.16,0.453,0.584,0.412,0.311,0.316,0.36,0.315,0.678,0.035,34.0,0.079,0.308,3.0,0.0,ROY-3
43.0,David Wesley,29.0,CHH,PG,82.0,82.0,2760.0,0.426,17.3,0.74,0.177,0.034,0.09,0.44,0.26,0.451,0.527,0.219,0.314,0.467,0.355,0.602,0.898,0.0,0.0,0.161,0.375,0.0,0.0,
44.0,Jason Williams,24.0,SAC,PG,81.0,81.0,2760.0,0.373,18.4,0.481,0.202,0.079,0.04,0.159,0.519,0.466,0.553,0.416,0.41,0.394,0.287,0.28,0.352,0.005,4.0,0.053,0.259,7.0,0.0,
45.0,Scottie Pippen,34.0,POR,SF,82.0,82.0,2749.0,0.451,14.7,0.694,0.301,0.087,0.102,0.203,0.306,0.506,0.66,0.227,0.364,0.469,0.327,0.546,0.895,0.056,44.0,0.259,0.368,0.0,0.0,"DPOY-8,DEF2"
46.0,Alonzo Mourning,29.0,MIA,C,79.0,78.0,2748.0,0.551,9.2,0.997,0.276,0.285,0.255,0.18,0.003,0.553,0.765,0.527,0.404,0.479,0.0,0.692,,0.147,169.0,0.0,,0.0,0.0,"MVP-3,DPOY-1,AS,NBA2,DEF1"
47.0,Brent Barry,28.0,SEA,SG,80.0,74.0,2726.0,0.463,17.9,0.436,0.173,0.116,0.045,0.102,0.564,0.529,0.754,0.354,0.375,0.417,0.411,0.595,0.939,0.035,24.0,0.211,0.452,2.0,0.0,
48.0,Shandon Anderson,26.0,HOU,SF,82.0,82.0,2700.0,0.473,12.7,0.711,0.38,0.153,0.08,0.098,0.289,0.523,0.669,0.345,0.29,0.421,0.351,0.647,0.962,0.028,20.0,0.404,0.385,0.0,0.0,
49.0,Antonio McDyess,25.0,DEN,PF,81.0,81.0,2698.0,0.507,9.7,0.998,0.336,0.205,0.286,0.172,0.002,0.508,0.695,0.427,0.408,0.404,0.0,0.787,,0.131,143.0,0.0,,1.0,0.0,
50.0,Steve Smith,30.0,POR,SG,82.0,81.0,2689.0,0.467,14.7,0.732,0.216,0.157,0.163,0.197,0.268,0.492,0.649,0.411,0.435,0.429,0.398,0.481,0.833,0.016,14.0,0.295,0.465,5.0,0.0,
51.0,Horace Grant,34.0,SEA,PF,76.0,76.0,2688.0,0.444,14.3,0.993,0.147,0.097,0.142,0.608,0.007,0.447,0.625,0.414,0.282,0.448,0.0,0.842,,0.018,10.0,0.25,0.0,0.0,0.0,
52.0,Othella Harrington,26.0,VAN,PF,82.0,82.0,2677.0,0.506,7.4,0.998,0.272,0.414,0.247,0.064,0.002,0.507,0.69,0.488,0.371,0.377,0.0,0.643,,0.023,16.0,0.0,,0.0,0.0,
53.0,Jason Kidd,26.0,PHO,PG,67.0,67.0,2616.0,0.409,14.8,0.806,0.233,0.102,0.129,0.343,0.194,0.427,0.623,0.299,0.318,0.372,0.337,0.361,0.875,0.002,2.0,0.163,0.407,1.0,0.0,"MVP-11,DPOY-8,AS,NBA1,DEF2"
54.0,Kenny Anderson,29.0,BOS,PG,82.0,82.0,2593.0,0.44,13.7,0.777,0.219,0.166,0.162,0.229,0.223,0.456,0.495,0.409,0.375,0.509,0.386,0.287,0.824,0.0,0.0,0.105,0.391,0.0,0.0,
55.0,Darrell Armstrong,31.0,ORL,PG,82.0,82.0,2590.0,0.433,16.9,0.64,0.197,0.055,0.133,0.256,0.36,0.485,0.577,0.311,0.389,0.5,0.34,0.331,0.577,0.02,19.0,0.112,0.311,2.0,0.0,MVP-13
56.0,Terrell Brandon,29.0,MIN,PG,71.0,71.0,2587.0,0.466,16.3,0.873,0.142,0.06,0.178,0.493,0.127,0.476,0.568,0.413,0.405,0.482,0.402,0.45,0.849,0.001,1.0,0.121,0.438,6.0,0.0,
57.0,Paul Pierce,22.0,BOS,SF,73.0,72.0,2583.0,0.442,13.9,0.745,0.214,0.156,0.142,0.234,0.255,0.476,0.643,0.374,0.404,0.436,0.343,0.495,0.938,0.055,57.0,0.229,0.313,0.0,0.0,
58.0,Avery Johnson,34.0,SAS,PG,82.0,82.0,2571.0,0.473,10.1,0.989,0.356,0.209,0.119,0.305,0.011,0.477,0.594,0.404,0.366,0.432,0.111,0.421,1.0,0.001,1.0,0.444,0.0,1.0,0.0,
59.0,David Robinson,34.0,SAS,C,80.0,80.0,2557.0,0.512,8.6,0.998,0.347,0.215,0.279,0.156,0.002,0.513,0.715,0.347,0.406,0.484,0.0,0.712,,0.112,106.0,0.5,0.0,0.0,0.0,"AS,NBA3"
60.0,Elden Campbell,31.0,CHH,C,78.0,77.0,2538.0,0.446,8.4,0.993,0.281,0.388,0.251,0.072,0.007,0.45,0.618,0.401,0.346,0.417,0.0,0.735,,0.086,65.0,0.167,0.0,0.0,0.0,
61.0,Glen Rice,32.0,LAL,SF,80.0,80.0,2530.0,0.43,15.9,0.766,0.127,0.147,0.157,0.336,0.234,0.449,0.613,0.34,0.396,0.459,0.367,0.599,0.952,0.023,20.0,0.148,0.265,0.0,0.0,
62.0,Kobe Bryant,21.0,LAL,SG,66.0,62.0,2524.0,0.468,12.8,0.878,0.25,0.17,0.194,0.265,0.122,0.489,0.706,0.358,0.397,0.435,0.319,0.429,0.652,0.072,82.0,0.069,0.2,2.0,0.0,"MVP-12,DPOY-5,AS,NBA2,DEF1"
63.0,Cuttino Mobley,24.0,HOU,SG,81.0,8.0,2496.0,0.43,14.6,0.713,0.309,0.118,0.078,0.208,0.287,0.46,0.602,0.35,0.241,0.393,0.356,0.36,0.837,0.04,39.0,0.161,0.362,4.0,0.0,6MOY-2
64.0,Michael Olowokandi,24.0,LAC,C,80.0,77.0,2493.0,0.437,8.1,1.0,0.168,0.541,0.261,0.03,0.0,0.437,0.693,0.425,0.299,0.391,,0.536,,0.066,45.0,,,0.0,0.0,
65.0,Shawn Kemp,30.0,CLE,C,82.0,82.0,2492.0,0.417,8.5,0.995,0.408,0.205,0.159,0.222,0.005,0.418,0.552,0.265,0.319,0.384,0.333,0.703,0.5,0.084,93.0,0.0,,1.0,0.0,
66.0,Antonio Davis,31.0,TOR,C,79.0,78.0,2479.0,0.44,8.5,1.0,0.386,0.301,0.228,0.086,0.0,0.44,0.596,0.35,0.315,0.377,,0.687,,0.125,83.0,,,0.0,0.0,
67.0,Tracy McGrady,20.0,TOR,SF,79.0,34.0,2462.0,0.451,11.9,0.936,0.308,0.16,0.183,0.285,0.064,0.463,0.627,0.337,0.36,0.421,0.277,0.59,0.833,0.107,97.0,0.138,0.444,2.0,0.0,6MOY-3
68.0,Mookie Blaylock,32.0,GSW,PG,73.0,72.0,2459.0,0.391,18.1,0.64,0.115,0.067,0.088,0.37,0.36,0.422,0.677,0.25,0.27,0.41,0.336,0.398,0.673,0.0,0.0,0.169,0.314,2.0,0.0,
69.0,Christian Laettner,30.0,DET,C,82.0,82.0,2443.0,0.473,11.0,0.97,0.358,0.174,0.161,0.277,0.03,0.479,0.578,0.432,0.357,0.45,0.292,0.634,0.857,0.032,23.0,0.125,0.333,0.0,0.0,
70.0,Raef LaFrentz,23.0,DEN,C,81.0,80.0,2435.0,0.446,12.6,0.792,0.304,0.174,0.149,0.165,0.208,0.477,0.742,0.275,0.313,0.352,0.328,0.672,0.95,0.078,65.0,0.098,0.222,0.0,0.0,
71.0,John Stockton,37.0,UTA,PG,82.0,82.0,2432.0,0.501,14.1,0.833,0.297,0.081,0.143,0.312,0.167,0.53,0.595,0.288,0.452,0.566,0.355,0.438,0.674,0.0,0.0,0.058,0.429,0.0,0.0,AS
72.0,Charles Oakley,36.0,TOR,PF,80.0,80.0,2431.0,0.418,17.8,0.927,0.057,0.036,0.061,0.773,0.073,0.424,0.469,0.15,0.382,0.436,0.341,0.932,1.0,0.0,0.0,0.098,0.75,0.0,0.0,
73.0,George Lynch,29.0,PHI,SF,75.0,75.0,2416.0,0.461,9.8,0.944,0.348,0.222,0.189,0.185,0.056,0.464,0.696,0.28,0.262,0.454,0.417,0.66,0.933,0.047,28.0,0.361,0.538,1.0,0.0,
74.0,Mitch Richmond,34.0,WAS,SG,74.0,69.0,2397.0,0.426,15.3,0.77,0.161,0.098,0.175,0.336,0.23,0.438,0.598,0.35,0.337,0.44,0.386,0.528,0.871,0.002,2.0,0.178,0.465,0.0,0.0,
75.0,Malik Sealy,29.0,MIN,SF,82.0,61.0,2392.0,0.476,13.0,0.955,0.244,0.121,0.194,0.397,0.045,0.485,0.584,0.383,0.457,0.468,0.286,0.773,0.9,0.04,27.0,0.6,0.286,1.0,0.0,
76.0,Ron Mercer,23.0,2TM,SG,68.0,68.0,2377.0,0.426,13.2,0.956,0.256,0.122,0.166,0.411,0.044,0.431,0.52,0.311,0.324,0.455,0.313,0.555,0.933,0.046,41.0,0.375,0.278,1.0,0.0,
76.0,Ron Mercer,23.0,DEN,SG,37.0,37.0,1408.0,0.444,13.2,0.936,0.27,0.127,0.142,0.397,0.064,0.449,0.527,0.321,0.356,0.469,0.385,0.506,0.933,0.047,24.0,0.385,0.333,1.0,0.0,
76.0,Ron Mercer,23.0,ORL,SG,31.0,31.0,969.0,0.402,13.2,0.981,0.239,0.115,0.197,0.429,0.019,0.41,0.509,0.296,0.293,0.438,0.0,0.622,,0.045,17.0,0.333,0.0,0.0,0.0,
77.0,Vlade Divac,31.0,SAC,C,82.0,81.0,2374.0,0.503,8.8,0.966,0.352,0.351,0.063,0.2,0.034,0.511,0.68,0.433,0.333,0.405,0.269,0.578,0.714,0.05,37.0,0.115,0.667,1.0,0.0,
78.0,Damon Stoudamire,26.0,POR,PG,78.0,78.0,2372.0,0.432,16.0,0.763,0.201,0.109,0.093,0.36,0.237,0.449,0.539,0.361,0.373,0.444,0.377,0.382,0.8,0.0,0.0,0.179,0.421,1.0,0.0,
79.0,Lamond Murray,26.0,CLE,SF,74.0,72.0,2365.0,0.451,13.0,0.864,0.279,0.104,0.134,0.346,0.136,0.465,0.613,0.425,0.321,0.414,0.367,0.631,0.882,0.095,86.0,0.353,0.388,0.0,0.0,
80.0,Kendall Gill,31.0,NJN,SF,76.0,75.0,2355.0,0.414,13.9,0.918,0.287,0.076,0.116,0.439,0.082,0.428,0.613,0.192,0.342,0.371,0.256,0.628,0.95,0.047,45.0,0.218,0.176,0.0,0.0,DPOY-8
81.0,Derrick Coleman,32.0,CHH,PF,74.0,64.0,2347.0,0.456,12.0,0.856,0.21,0.224,0.273,0.149,0.144,0.471,0.718,0.42,0.378,0.37,0.362,0.714,0.882,0.073,68.0,0.121,0.353,0.0,0.0,
82.0,Bo Outlaw,28.0,ORL,PF,82.0,55.0,2326.0,0.602,5.9,0.991,0.59,0.295,0.059,0.047,0.009,0.607,0.755,0.42,0.2,0.438,0.0,0.525,,0.186,60.0,0.0,,1.0,0.0,DPOY-8
83.0,Larry Hughes,21.0,2TM,SG,82.0,37.0,2324.0,0.4,12.3,0.891,0.191,0.214,0.255,0.232,0.109,0.421,0.703,0.314,0.305,0.414,0.232,0.519,0.828,0.046,50.0,0.112,0.429,3.0,0.0,
83.0,Larry Hughes,21.0,PHI,SG,50.0,5.0,1018.0,0.416,12.2,0.889,0.221,0.204,0.249,0.215,0.111,0.441,0.745,0.266,0.339,0.414,0.216,0.481,0.818,0.056,26.0,0.098,0.8,3.0,0.0,
83.0,Larry Hughes,21.0,GSW,SG,32.0,32.0,1306.0,0.389,12.5,0.892,0.171,0.22,0.258,0.243,0.108,0.407,0.667,0.344,0.282,0.413,0.243,0.546,0.833,0.039,24.0,0.122,0.222,0.0,0.0,
84.0,Tyrone Nesby,24.0,LAC,SG,73.0,39.0,2317.0,0.398,15.3,0.693,0.217,0.144,0.138,0.193,0.307,0.426,0.668,0.258,0.294,0.373,0.335,0.559,0.83,0.056,41.0,0.181,0.275,1.0,0.0,
85.0,Dan Majerle,34.0,MIA,SG,69.0,69.0,2308.0,0.403,19.9,0.28,0.152,0.057,0.021,0.05,0.72,0.508,0.75,0.208,0.222,0.238,0.362,0.583,0.909,0.005,2.0,0.217,0.394,0.0,0.0,
86.0,P.J. Brown,30.0,MIA,PF,80.0,80.0,2302.0,0.48,11.3,0.999,0.247,0.167,0.288,0.297,0.001,0.481,0.687,0.33,0.446,0.427,0.0,0.789,,0.064,41.0,0.0,,0.0,0.0,
87.0,Rodney Rogers,28.0,PHO,PF,82.0,7.0,2286.0,0.486,12.9,0.703,0.36,0.156,0.098,0.09,0.297,0.506,0.625,0.38,0.337,0.43,0.439,0.655,0.983,0.068,50.0,0.187,0.388,1.0,0.0,6MOY-1
88.0,Larry Johnson,30.0,NYK,PF,70.0,68.0,2281.0,0.433,11.6,0.733,0.348,0.238,0.109,0.038,0.267,0.469,0.63,0.303,0.366,0.32,0.333,0.469,1.0,0.011,7.0,0.431,0.333,0.0,0.0,
89.0,Doug Christie,29.0,TOR,SG,73.0,73.0,2264.0,0.407,16.0,0.64,0.216,0.09,0.135,0.199,0.36,0.434,0.545,0.377,0.32,0.414,0.36,0.552,0.919,0.035,24.0,0.415,0.377,1.0,0.0,
90.0,Anfernee Hardaway,28.0,PHO,SG,60.0,60.0,2253.0,0.474,12.4,0.872,0.293,0.159,0.182,0.238,0.128,0.496,0.645,0.409,0.386,0.453,0.324,0.501,0.848,0.038,29.0,0.118,0.25,0.0,0.0,
91.0,Jamie Feick,25.0,NJN,C,81.0,17.0,2241.0,0.428,12.6,0.993,0.246,0.229,0.085,0.433,0.007,0.424,0.587,0.268,0.278,0.443,1.0,0.669,1.0,0.035,14.0,1.0,1.0,0.0,0.0,
92.0,Metta World Peace,20.0,CHI,SF,72.0,63.0,2238.0,0.407,14.1,0.748,0.369,0.094,0.082,0.204,0.252,0.438,0.568,0.268,0.242,0.361,0.314,0.518,0.917,0.04,27.0,0.283,0.278,2.0,0.0,
93.0,Maurice Taylor,23.0,LAC,PF,62.0,60.0,2227.0,0.464,11.4,0.992,0.23,0.206,0.275,0.28,0.008,0.466,0.643,0.397,0.401,0.437,0.125,0.477,0.0,0.063,56.0,0.375,0.0,0.0,0.0,
94.0,Mario Elie,36.0,SAS,SF,79.0,79.0,2217.0,0.427,15.7,0.593,0.239,0.127,0.088,0.14,0.407,0.446,0.505,0.379,0.4,0.438,0.398,0.678,0.946,0.015,7.0,0.36,0.388,0.0,0.0,
95.0,Bob Sura,26.0,CLE,SG,73.0,45.0,2216.0,0.437,14.1,0.593,0.353,0.09,0.048,0.102,0.407,0.484,0.594,0.356,0.308,0.301,0.367,0.581,0.811,0.01,8.0,0.157,0.327,1.0,0.0,
96.0,Derek Anderson,25.0,LAC,SG,64.0,58.0,2201.0,0.438,14.6,0.793,0.25,0.085,0.183,0.276,0.207,0.472,0.656,0.329,0.382,0.409,0.309,0.438,0.764,0.066,53.0,0.208,0.405,3.0,0.0,
97.0,Mark Jackson,34.0,IND,PG,81.0,81.0,2190.0,0.432,14.4,0.612,0.151,0.319,0.086,0.056,0.388,0.45,0.605,0.429,0.327,0.344,0.403,0.287,0.944,0.0,0.0,0.072,0.375,1.0,0.0,
98.0,Rod Strickland,33.0,WAS,PG,69.0,67.0,2188.0,0.429,10.6,0.972,0.261,0.206,0.259,0.247,0.028,0.44,0.568,0.363,0.365,0.447,0.048,0.282,1.0,0.0,0.0,0.095,0.0,0.0,0.0,
99.0,Wally Szczerbiak,22.0,MIN,SF,73.0,53.0,2171.0,0.511,13.1,0.883,0.269,0.127,0.154,0.333,0.117,0.531,0.7,0.494,0.417,0.462,0.359,0.748,0.964,0.051,31.0,0.308,0.417,0.0,0.0,
