Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 24_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1,Bradley Beal,25,WAS,SG,82,82,3028,6,77,17,0,0,-2.4,2.5,124,66,103,21,185,27,1084,41,64,AS
2,James Harden,29,HOU,PG,78,78,2867,58,42,0,0,0,6.6,5.5,214,108,76,43,358,22,1390,76,112,"MVP-2,AS,NBA1"
3,Kemba Walker,28,CHO,PG,82,82,2863,100,0,0,0,0,0.4,6.2,123,75,64,5,186,62,1164,40,126,"AS,NBA3"
4,Tobias Harris,26,2TM,PF,82,82,2847,0,0,2,91,7,0.3,-2.2,64,51,103,22,132,5,548,34,59,
4,Tobias Harris,26,LAC,PF,55,55,1903,0,0,2,93,5,0.1,-1.8,44,41,68,15,96,3,370,28,42,
4,Tobias Harris,26,PHI,PF,27,27,944,0,0,2,86,11,0.7,-3.0,20,10,35,7,36,2,178,6,17,
5,Paul George,28,OKC,SF,77,77,2841,0,0,91,9,0,7.8,16.5,102,65,61,27,208,30,760,56,77,"MVP-3,DPOY-3,AS,NBA1,DEF1"
6,Damian Lillard,28,POR,PG,80,80,2838,100,0,0,0,0,7.7,13.7,151,40,60,9,162,33,1267,35,90,"MVP-6,AS,NBA2"
7,P.J. Tucker,33,HOU,PF,82,82,2802,0,0,11,83,6,4.8,-0.9,30,5,122,18,12,35,247,1,16,
8,Kevin Durant,30,GSW,SF,78,78,2702,0,0,21,69,10,11.8,16.1,126,58,79,21,211,14,1108,46,38,"MVP-8,AS,NBA2"
9,Ben Simmons,22,PHI,PG,79,79,2700,80,20,0,0,0,2.4,-1.6,148,62,83,35,183,4,1480,45,57,AS
10,DeMar DeRozan,29,SAS,SG,77,77,2688,0,20,75,4,0,0.5,-5.1,94,75,79,14,213,16,1146,62,98,
11,LaMarcus Aldridge,33,SAS,C,81,81,2687,0,0,0,5,95,1.6,-1.8,28,55,102,39,183,5,459,49,45,AS
12,Steven Adams,25,OKC,C,80,80,2669,0,0,0,0,100,6.1,9.5,44,41,73,31,110,13,297,20,50,
13,Klay Thompson,28,GSW,SG,78,78,2652,7,80,13,1,0,6.9,0.4,51,31,73,16,70,10,421,10,40,"AS,DEF2"
14,Andre Drummond,25,DET,C,79,79,2647,0,0,0,0,100,3.0,10.0,39,63,116,43,193,13,274,37,90,
15,Aaron Gordon,23,ORL,PF,78,78,2633,0,0,40,60,0,1.9,2.6,69,34,67,34,129,10,677,39,52,
16,Russell Westbrook,30,OKC,PG,73,73,2630,52,47,1,0,0,4.7,5.0,223,66,78,24,205,15,1862,45,68,"MVP-10,AS,NBA3"
17,Blake Griffin,29,DET,PF,75,75,2622,0,0,0,93,7,0.4,2.1,122,62,70,39,218,48,1007,55,72,"AS,NBA3"
18,Buddy Hield,26,SAC,SG,82,82,2615,6,92,2,0,0,-0.4,1.7,70,51,86,13,67,15,483,17,54,
19,Jerami Grant,24,OKC,PF,80,77,2612,0,0,0,99,1,4.8,5.2,16,19,110,21,115,38,204,34,63,
20,Justin Holiday,29,2TM,SG,82,77,2607,0,53,46,1,0,-8.1,-3.7,71,21,75,4,37,20,345,10,32,
20,Justin Holiday,29,CHI,SG,38,38,1325,0,64,35,1,0,-11.6,-4.4,33,9,36,3,16,11,197,3,16,
20,Justin Holiday,29,MEM,SG,44,39,1282,0,42,56,2,0,-4.6,-3.0,38,12,39,1,21,9,148,7,16,
21,Collin Sexton,20,CLE,PG,82,72,2605,100,0,0,0,0,-12.8,-8.0,69,62,75,21,94,37,579,17,101,ROY-5
22,Donovan Mitchell,22,UTA,SG,77,77,2598,29,71,1,0,0,6.6,3.9,115,66,79,21,149,11,805,30,96,
23,Rudy Gobert,26,UTA,C,81,80,2577,0,0,0,0,100,6.8,4.3,30,41,120,33,230,24,393,49,56,"MVP-11,DPOY-1,NBA3,DEF1"
24,Bojan BogdanoviÄ,29,IND,SF,81,81,2573,0,2,94,4,0,3.2,-0.5,60,34,59,9,120,9,381,25,88,
25,Joe Ingles,31,UTA,PF,82,82,2568,0,0,35,66,0,7.5,6.2,123,39,56,18,32,16,1063,9,31,
26,Evan Fournier,26,ORL,SG,81,81,2553,0,90,10,0,0,1.9,2.3,94,34,93,11,70,17,701,30,48,
27,Pascal Siakam,24,TOR,PF,80,79,2548,0,0,0,91,9,11.1,14.4,63,46,75,31,149,5,624,47,42,MIP-1
28,De'Aaron Fox,21,SAC,PG,81,81,2546,95,5,0,0,0,1.1,5.7,144,56,79,13,193,45,1400,52,80,
29,Karl-Anthony Towns,23,MIN,C,77,77,2545,0,0,0,0,100,0.2,4.9,87,41,108,68,190,13,597,55,77,AS
30,Andrew Wiggins,23,MIN,SF,73,73,2543,0,32,68,1,0,-1.0,1.4,50,53,93,16,137,11,454,29,88,
31,Josh Richardson,25,MIA,SG,73,73,2539,1,41,55,3,0,1.7,5.1,56,25,77,17,72,25,715,7,63,
32,Harrison Barnes,26,2TM,PF,77,77,2533,0,0,35,65,0,-1.4,-0.1,37,33,54,14,109,12,287,25,49,
32,Harrison Barnes,26,DAL,PF,49,49,1584,0,0,18,82,0,-2.6,-1.4,24,27,33,10,75,8,158,19,36,
32,Harrison Barnes,26,SAC,SF,28,28,949,0,0,62,38,0,0.7,2.2,13,6,21,4,34,4,129,6,13,
33,Nikola VuÄeviÄ,28,ORL,C,80,80,2510,0,0,0,0,100,4.1,8.3,67,41,91,16,93,6,744,24,60,AS
34,Nikola JokiÄ,23,DEN,C,80,80,2504,0,0,0,0,100,4.9,3.2,131,65,94,30,135,17,1333,44,67,"MVP-4,AS,NBA1"
35,Trae Young,20,ATL,PG,81,81,2503,100,0,0,0,0,-6.7,-2.0,203,64,53,18,151,27,1569,36,98,ROY-2
36,Thaddeus Young,30,IND,PF,81,81,2489,0,0,0,100,0,3.0,-0.9,61,33,90,15,66,28,478,19,51,
37,Jayson Tatum,20,BOS,SF,79,79,2455,0,11,79,11,0,6.5,4.6,41,43,79,23,91,3,412,20,49,
38,D'Angelo Russell,22,BRK,PG,81,81,2448,87,13,0,0,0,-0.1,0.1,150,74,54,14,65,11,1322,14,44,AS
39,Jamal Murray,21,DEN,PG,75,74,2447,73,27,0,0,0,4.8,2.8,84,46,70,14,67,22,861,11,51,
40,Cedi Osman,23,CLE,SF,76,75,2444,0,0,45,55,0,-13.0,-7.5,63,28,87,6,75,17,471,24,49,
41,Marc Gasol,34,2TM,C,79,72,2436,0,0,0,0,100,2.9,4.4,71,42,116,27,94,38,840,26,36,
41,Marc Gasol,34,MEM,C,53,53,1788,0,0,0,0,100,-1.3,2.3,50,37,78,20,71,23,587,21,27,
41,Marc Gasol,34,TOR,C,26,19,648,0,0,0,0,100,14.5,10.3,21,5,38,7,23,15,253,5,9,
42,Mikal Bridges,22,PHO,SF,82,56,2417,0,6,50,44,0,-7.2,4.7,41,16,93,7,56,11,393,20,32,
43,Jrue Holiday,28,NOP,SG,67,67,2402,5,67,28,0,0,4.4,14.5,139,47,59,8,116,10,1197,36,65,DEF2
44,Khris Middleton,27,MIL,SF,77,77,2393,0,6,84,9,0,10.0,3.8,90,52,62,18,101,10,770,20,61,AS
45,JJ Redick,34,PHI,SG,76,63,2379,7,82,11,0,0,5.3,5.9,49,26,65,12,72,16,470,14,20,
46,CJ McCollum,27,POR,SG,70,70,2375,0,71,29,1,0,6.3,6.1,51,21,81,15,83,10,499,18,64,
47,Giannis Antetokounmpo,24,MIL,PF,72,72,2358,0,0,0,73,27,12.1,8.8,80,65,67,68,347,6,1093,103,100,"MVP-1,DPOY-2,AS,NBA1,DEF1"
48,Nicolas Batum,30,CHO,SF,75,72,2354,0,10,82,8,0,-0.3,2.6,82,19,42,9,31,11,599,10,19,
49,Trevor Ariza,33,2TM,SF,69,69,2349,0,2,70,28,0,-7.1,-2.2,67,19,57,9,78,16,591,25,33,
49,Trevor Ariza,33,PHO,SF,26,26,884,0,0,62,38,0,-15.1,-7.9,19,10,16,5,19,6,208,5,13,
49,Trevor Ariza,33,WAS,SF,43,43,1465,0,4,74,21,1,-2.2,1.2,48,9,41,4,59,10,383,20,20,
50,Mike Conley,31,MEM,PG,70,70,2342,100,0,0,0,0,0.0,6.2,88,34,53,5,158,41,1041,48,44,
51,Stephen Curry,30,GSW,PG,69,69,2331,98,2,0,0,0,13.2,16.2,112,50,65,14,108,23,843,31,36,"MVP-5,AS,NBA1"
52,Brook Lopez,30,MIL,C,81,81,2322,0,0,0,0,100,10.7,5.3,32,16,111,18,73,2,241,21,15,
53,Luka DonÄiÄ,19,DAL,SG,72,72,2318,8,71,21,0,0,-3.3,-3.7,161,48,56,17,177,16,1048,44,52,ROY-1
54,Dennis SchrÃ¶der,25,OKC,PG,79,14,2314,100,0,0,0,0,3.0,-0.3,118,40,75,9,97,39,765,21,78,6MOY-8
55,Kyle Kuzma,23,LAL,PF,70,68,2314,0,0,3,83,15,-1.2,1.5,47,37,72,25,101,10,418,22,68,
56,Bryn Forbes,25,SAS,SG,82,81,2293,24,75,2,0,0,0.8,-3.2,37,26,78,9,40,10,400,19,36,
57,Joe Harris,27,BRK,SG,76,76,2293,0,42,52,6,0,-2.0,-4.3,63,30,78,18,48,16,436,9,67,
58,Al-Farouq Aminu,28,POR,PF,81,81,2292,0,0,0,99,1,8.1,10.0,29,15,58,14,72,15,243,13,29,
59,Reggie Jackson,28,DET,PG,82,82,2289,92,8,0,0,0,1.0,3.2,88,29,72,19,75,18,821,25,40,
60,Eric Bledsoe,29,MIL,PG,78,78,2272,99,1,0,0,0,10.6,5.0,94,46,46,14,121,15,1026,37,50,DEF1
61,D.J. Augustin,31,ORL,PG,81,81,2269,100,0,0,0,0,3.1,4.8,82,29,38,11,69,36,994,11,42,
62,Jeremy Lamb,26,CHO,SG,79,55,2250,0,77,23,0,0,0.6,4.5,41,17,72,9,126,22,414,31,45,
63,Clint Capela,24,HOU,C,67,67,2249,0,0,0,0,100,6.2,2.7,22,34,66,16,131,9,243,34,62,
64,Devin Booker,22,PHO,SG,64,64,2242,15,78,7,0,0,-7.4,3.9,153,69,70,27,187,19,1032,42,76,
65,Julius Randle,24,NOP,PF,73,49,2232,0,0,3,72,26,-0.3,2.3,62,68,97,52,232,8,555,65,91,
66,Danny Green,31,TOR,SG,80,80,2216,0,68,31,1,0,13.7,17.6,42,14,82,5,12,17,305,0,17,
67,Jordan Clarkson,26,CLE,SG,81,0,2214,6,83,11,0,0,-8.5,3.8,63,44,38,16,87,10,486,22,55,
68,Kyrie Irving,26,BOS,PG,67,67,2214,80,20,0,0,0,6.1,3.3,100,47,64,12,93,25,1093,27,45,"AS,NBA2"
69,Willie Cauley-Stein,25,SAC,C,81,81,2213,0,0,0,0,100,0.7,3.8,30,27,132,11,109,9,458,32,74,
70,Kyle Lowry,32,TOR,PG,65,65,2213,70,30,0,0,0,11.2,12.2,135,24,60,11,69,48,1282,18,30,AS
71,Marcus Smart,24,BOS,SG,80,60,2200,8,88,5,0,0,4.7,0.0,81,20,85,11,49,32,763,10,13,"DPOY-8,DEF1"
72,Jimmy Butler,29,2TM,SG,65,65,2185,0,12,77,12,0,4.0,4.2,44,21,47,16,155,5,632,35,43,
72,Jimmy Butler,29,MIN,SG,10,10,361,0,38,62,0,0,-8.7,-7.9,5,3,8,4,28,0,105,5,7,
72,Jimmy Butler,29,PHI,SF,55,55,1824,0,6,80,14,0,6.5,6.6,39,18,39,12,127,5,527,30,36,
73,Deandre Ayton,20,PHO,C,71,70,2183,0,0,0,0,100,-8.2,1.8,32,41,135,24,90,2,310,24,43,ROY-3
74,Shai Gilgeous-Alexander,20,LAC,PG,82,73,2174,50,49,2,0,0,-1.9,-6.4,82,26,81,16,85,9,654,21,67,ROY-6
75,Zach LaVine,23,CHI,SG,63,62,2171,0,43,55,2,0,-7.4,2.8,109,65,60,10,172,6,653,43,99,
76,Jae Crowder,28,UTA,SF,80,11,2166,0,2,64,33,0,4.2,-2.6,45,17,75,12,78,18,328,18,27,6MOY-11
77,TomÃ¡Å¡ SatoranskÃ½,27,WAS,PG,80,54,2164,82,18,0,0,0,-1.3,3.4,79,27,82,4,63,14,949,10,24,
78,Montrezl Harrell,25,LAC,C,82,5,2158,0,0,0,4,96,2.1,2.3,48,41,136,26,202,30,381,70,72,6MOY-3
79,Kevin Knox,19,NYK,PF,75,57,2158,0,1,55,44,0,-14.1,-10.8,30,39,104,12,114,4,203,19,60,
80,Eric Gordon,30,HOU,SG,68,53,2158,1,52,47,0,0,7.8,6.0,38,30,75,7,67,3,318,16,68,
81,Joel Embiid,24,PHI,C,64,64,2154,0,0,0,0,100,7.7,10.5,79,78,107,40,257,5,562,50,76,"MVP-7,DPOY-4,AS,NBA2,DEF2"
82,Terrence Ross,27,ORL,SG,81,0,2150,0,34,66,0,0,0.1,-2.0,59,16,56,8,50,6,314,15,24,6MOY-5
83,Darren Collison,31,IND,PG,76,76,2143,100,0,0,0,0,2.1,-2.8,78,28,49,9,67,11,1067,10,33,
84,Patrick Beverley,30,LAC,PG,78,49,2137,100,0,0,0,0,3.8,6.0,54,11,92,6,33,42,719,8,26,DPOY-9
85,Marvin Williams,32,CHO,PF,75,75,2133,0,0,0,78,22,-0.6,1.7,16,14,76,12,27,4,224,3,21,
86,Myles Turner,22,IND,C,74,74,2119,0,0,0,0,100,2.7,-1.3,40,27,105,23,92,11,267,25,33,DPOY-5
87,Jeff Green,32,WAS,PF,77,44,2097,0,0,1,79,21,-2.6,0.6,39,32,89,16,105,25,331,26,25,
88,Jarrett Allen,20,BRK,C,80,80,2096,0,0,0,0,100,-2.7,-5.3,38,26,112,26,125,11,283,22,48,DPOY-9
89,Marcus Morris,29,BOS,PF,75,53,2091,0,0,0,97,3,2.3,-5.0,31,26,100,16,73,10,259,18,36,
90,Wesley Matthews,32,3TM,SF,69,68,2091,1,50,49,0,0,-2.5,-2.9,50,26,82,5,55,26,380,6,30,
