Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 24_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1,James Harden,26,HOU,SG,82,82,3125,2,77,21,1,0,1.6,7.1,223,98,94,42,337,14,1458,59,95,"MVP-9,AS"
2,Gordon Hayward,25,UTA,SF,80,80,2893,0,12,86,3,0,1.5,-1.4,85,67,69,33,183,16,704,40,57,
3,Kemba Walker,25,CHO,PG,81,81,2885,98,2,0,0,0,3.9,3.9,100,57,58,3,162,29,1037,26,103,
4,Trevor Ariza,30,HOU,SF,81,81,2859,0,0,58,41,1,0.7,2.4,68,18,56,9,68,5,456,10,38,DPOY-13
5,Marcus Morris,26,DET,SF,80,80,2856,0,0,91,9,0,2.3,6.8,72,32,75,15,107,13,473,25,29,
6,Khris Middleton,24,MIL,SG,79,79,2852,0,2,81,17,0,-0.6,12.4,95,48,83,24,113,6,704,21,42,
7,Kyle Lowry,29,TOR,PG,77,77,2851,100,0,0,0,0,6.6,6.3,132,56,87,20,193,29,1141,26,74,"MVP-10,DPOY-13,AS,NBA3"
8,Andrew Wiggins,20,MIN,SF,81,81,2845,0,47,52,1,0,-1.5,6.7,60,81,75,21,261,7,371,51,88,
9,Giannis Antetokounmpo,21,MIL,PG,80,79,2823,40,59,1,0,0,-3.0,3.7,85,52,112,31,188,8,758,38,61,
10,Paul George,25,IND,SF,81,81,2819,0,0,61,39,1,3.1,4.4,143,78,87,30,203,22,730,40,77,"AS,NBA3,DEF2"
11,Draymond Green,25,GSW,PF,81,81,2808,0,0,0,80,20,18.5,26.3,170,48,118,19,150,17,1402,36,55,"MVP-7,DPOY-2,AS,NBA2,DEF1"
12,DeMar DeRozan,26,TOR,SG,78,78,2804,0,68,32,0,0,3.1,-6.2,67,76,56,17,273,8,784,54,97,AS
13,Kentavious Caldwell-Pope,22,DET,SG,76,76,2789,0,100,0,0,0,2.6,7.6,42,38,75,9,101,21,335,27,35,
14,John Wall,25,WAS,PG,77,77,2784,79,21,0,0,0,1.0,4.8,214,77,74,15,135,7,1856,40,72,AS
15,CJ McCollum,24,POR,SG,80,80,2780,34,66,0,0,0,2.4,5.5,95,56,86,19,85,7,799,18,91,MIP-1
16,Russell Westbrook,27,OKC,PG,80,80,2750,94,7,0,0,0,11.0,12.6,220,77,51,28,252,17,1832,51,84,"MVP-4,AS,NBA1"
17,Monta Ellis,30,IND,SG,81,81,2734,14,86,1,0,0,2.4,1.5,121,49,82,12,88,12,891,24,32,
18,LeBron James,31,CLE,SF,76,76,2709,0,0,77,23,0,11.5,15.8,145,54,48,32,225,13,1262,75,69,"MVP-3,DPOY-11,AS,NBA1"
19,Joe Johnson,34,2TM,SF,81,81,2703,0,0,83,17,0,-1.2,6.3,84,50,48,16,54,4,711,9,28,
19,Joe Johnson,34,BRK,SF,57,57,1934,0,0,91,9,0,-4.3,6.5,64,35,34,10,40,3,522,5,23,
19,Joe Johnson,34,MIA,SF,24,24,769,0,0,65,35,0,6.6,5.7,20,15,14,6,14,1,189,4,5,
20,Stephen Curry,27,GSW,PG,79,79,2700,100,0,0,0,0,18.0,22.6,167,61,78,6,130,19,1213,32,51,"MVP-1,AS,NBA1"
21,Damian Lillard,25,POR,PG,75,75,2676,98,2,0,0,0,1.4,2.0,169,56,83,6,171,27,1214,37,93,"MVP-8,NBA2"
22,Andre Drummond,22,DET,C,81,81,2666,0,0,0,0,100,2.4,6.2,41,55,124,30,200,3,164,47,72,"DPOY-10,AS,NBA3"
23,Klay Thompson,25,GSW,SG,80,80,2666,1,79,20,0,0,15.2,12.7,71,40,84,16,92,1,384,20,42,"AS,NBA3"
24,Paul Millsap,30,ATL,PF,81,81,2647,0,0,2,92,6,3.5,-0.4,79,69,120,26,186,10,640,40,71,"DPOY-5,AS,DEF2"
25,Isaiah Thomas,26,BOS,PG,82,79,2644,100,0,0,0,0,4.0,2.2,107,81,47,16,212,22,1187,44,109,AS
26,Wesley Matthews,29,DAL,SF,78,78,2644,0,35,63,2,0,2.2,6.8,34,32,75,6,55,19,361,8,39,
27,Al Horford,29,ATL,C,82,82,2631,0,0,0,10,90,3.9,0.8,50,29,88,15,58,1,627,17,35,"DPOY-13,AS"
28,Karl-Anthony Towns,20,MIN,C,82,82,2627,0,0,0,2,98,-2.6,2.3,74,41,119,43,135,15,360,46,67,ROY-1
29,DeAndre Jordan,27,LAC,C,77,77,2598,0,0,0,0,100,9.0,13.3,36,33,122,20,150,8,207,40,20,"DPOY-4,NBA1,DEF1"
30,Kevin Durant,27,OKC,SF,72,72,2578,0,0,74,26,0,11.5,12.6,133,82,74,16,180,6,825,33,38,"MVP-5,AS,NBA2"
31,Evan Fournier,23,ORL,SF,79,71,2566,1,51,47,1,0,-3.1,-4.2,58,41,86,12,101,17,468,24,70,
32,Jordan Clarkson,23,LAL,SG,79,79,2552,3,96,1,0,0,-12.5,-6.3,55,45,71,17,86,13,450,16,87,
33,Rodney Hood,23,UTA,SG,79,79,2541,4,89,7,0,0,2.3,1.1,59,39,107,15,84,6,505,8,39,
34,P.J. Tucker,30,PHO,SF,82,80,2540,0,6,89,5,0,-7.2,0.2,57,17,79,13,60,14,412,14,44,
35,Rajon Rondo,29,SAC,PG,72,72,2537,58,42,0,0,0,-3.5,-2.1,202,48,51,9,40,12,1871,6,54,
36,Avery Bradley,25,BOS,SG,76,72,2536,10,76,14,0,0,4.4,3.2,61,29,68,6,51,10,352,7,44,"DPOY-6,DEF1"
37,Carmelo Anthony,31,NYK,SF,72,72,2530,0,2,91,8,0,-0.8,5.7,80,41,73,30,159,6,704,26,76,AS
38,George Hill,29,IND,PG,74,73,2524,98,2,0,0,0,2.1,0.5,50,26,58,12,56,17,596,12,32,
39,Tobias Harris,23,2TM,PF,76,74,2513,0,0,49,50,0,0.3,1.8,37,41,77,22,118,7,408,34,71,
39,Tobias Harris,23,ORL,PF,49,49,1610,0,0,75,25,0,-0.8,1.4,27,33,45,12,73,7,240,20,47,
39,Tobias Harris,23,DET,PF,27,25,903,0,0,4,96,0,2.4,2.6,10,8,32,10,45,0,168,14,24,
40,Serge Ibaka,26,OKC,PF,78,78,2500,0,0,0,92,9,10.1,7.8,31,36,125,18,52,4,170,15,27,
41,Jimmy Butler,26,CHI,SG,67,67,2474,1,81,18,0,0,-0.7,2.6,72,41,66,17,198,5,742,32,56,"DPOY-11,AS,DEF2"
42,Brook Lopez,27,BRK,C,73,73,2457,0,0,0,0,100,-3.7,10.1,58,50,103,41,195,6,333,58,60,
43,Nicolas Batum,27,CHO,SF,70,70,2448,0,3,96,1,0,4.5,4.2,134,37,46,17,62,4,955,15,27,
44,Gary Harris,21,DEN,SG,76,76,2439,9,86,6,0,0,-4.2,-2.8,34,41,51,9,62,4,334,18,46,
45,Reggie Jackson,25,DET,PG,79,79,2424,100,0,0,0,0,2.2,4.6,134,58,75,21,117,18,1150,30,69,
46,Kevin Love,27,CLE,PF,77,77,2424,0,0,0,92,8,8.8,5.8,79,33,77,17,130,12,444,17,52,
47,Chris Paul,30,LAC,PG,74,74,2420,100,0,0,0,0,10.6,16.2,130,36,54,14,68,15,1707,13,29,"MVP-6,DPOY-13,AS,NBA2,DEF1"
48,Jabari Parker,20,MIL,PF,76,72,2408,0,0,9,90,1,-4.0,0.0,56,32,73,9,117,5,285,21,77,
49,Thaddeus Young,27,BRK,PF,73,73,2407,0,0,0,99,1,-4.7,7.2,48,58,77,15,70,10,311,8,77,
50,Kyle Korver,34,ATL,SG,80,80,2401,0,84,16,0,0,5.5,4.6,59,16,105,10,11,4,373,5,12,
51,Luol Deng,30,MIA,PF,74,73,2394,0,0,27,71,3,0.6,-3.5,35,23,59,9,85,6,328,19,31,
52,Kawhi Leonard,24,SAS,SF,72,72,2380,0,5,90,6,0,14.3,7.1,38,32,50,15,133,11,425,39,29,"MVP-2,DPOY-1,AS,NBA1,DEF1"
53,Victor Oladipo,23,ORL,SG,72,52,2379,19,78,3,0,0,-0.1,3.9,79,51,85,8,96,10,642,14,68,
54,Rudy Gay,29,SAC,SF,70,70,2379,0,1,76,24,0,-2.3,1.3,61,55,98,11,99,6,281,19,60,
55,Arron Afflalo,30,NYK,SG,71,57,2371,1,81,18,0,0,-3.6,-1.9,27,25,53,13,68,4,337,23,47,
56,Dirk Nowitzki,37,DAL,PF,75,75,2364,0,0,0,67,33,2.6,6.9,47,27,104,9,91,10,324,16,14,
57,Goran DragiÄ,29,MIA,PG,72,72,2363,99,1,0,0,0,3.9,4.6,102,42,77,17,68,15,946,11,40,
58,J.R. Smith,30,CLE,SG,77,77,2362,1,77,22,0,0,6.7,0.4,32,16,100,8,26,14,314,3,20,
59,Will Barton,25,DEN,SG,82,1,2353,0,33,63,4,0,-2.9,0.6,59,45,54,13,108,11,454,28,58,6MOY-4
60,Al-Farouq Aminu,25,POR,SF,82,82,2341,0,0,56,44,1,1.7,2.2,44,44,70,16,76,15,335,18,35,
61,Marvin Williams,29,CHO,PF,81,81,2338,0,0,17,83,0,4.7,4.4,24,13,54,20,49,12,270,11,28,
62,Courtney Lee,30,2TM,SG,79,65,2334,0,65,34,0,0,2.9,4.9,31,20,69,4,42,6,315,12,27,
62,Courtney Lee,30,MEM,SG,51,37,1489,0,60,39,0,0,0.8,5.0,22,14,38,3,29,2,170,8,18,
62,Courtney Lee,30,CHO,SG,28,28,845,0,74,26,0,0,6.6,4.8,9,6,31,1,13,4,145,4,9,
63,Ricky Rubio,25,MIN,PG,76,76,2323,100,0,0,0,0,0.6,9.4,141,38,66,4,88,42,1396,11,32,
64,Greg Monroe,25,MIL,C,79,67,2314,0,0,0,0,100,-2.6,3.4,47,55,94,12,147,11,412,36,97,
65,Jae Crowder,25,BOS,SF,73,73,2308,0,1,77,22,0,5.0,4.0,42,15,96,15,114,9,305,30,20,DPOY-13
66,Zach LaVine,20,MIN,SG,82,33,2294,35,65,0,0,0,-6.1,-6.7,65,49,93,11,89,5,556,22,61,6MOY-14
67,Pau Gasol,35,CHI,C,72,72,2291,0,0,0,0,100,-1.1,1.4,102,47,93,7,107,4,669,27,59,AS
68,Julius Randle,21,LAL,PF,81,60,2286,0,0,2,71,27,-15.3,-11.8,54,48,101,27,136,4,359,34,81,
69,Dwight Howard,30,HOU,C,71,71,2280,0,0,0,0,100,0.3,0.6,48,35,93,40,173,1,233,49,48,
70,Otto Porter Jr.,22,WAS,SF,75,73,2276,0,0,81,18,1,0.8,3.1,28,21,81,9,59,12,267,14,27,
71,Evan Turner,27,BOS,SG,81,12,2271,0,30,67,3,0,2.2,-2.6,108,46,72,7,75,9,817,15,43,6MOY-5
72,Tristan Thompson,24,CLE,PF,82,34,2269,0,0,0,22,78,8.7,5.1,13,18,99,17,97,3,165,26,39,6MOY-10
73,LaMarcus Aldridge,30,SAS,PF,74,74,2261,0,0,0,54,46,11.6,0.1,34,32,92,12,146,5,261,27,37,"AS,NBA3"
74,D'Angelo Russell,19,LAL,PG,80,48,2259,86,14,0,0,0,-12.5,-5.2,115,53,66,13,89,10,609,20,50,ROY-9
75,Dwyane Wade,34,MIA,SG,74,73,2258,1,95,4,0,0,0.0,-4.8,113,70,60,11,169,6,789,27,43,AS
76,Marcin Gortat,31,WAS,C,75,74,2256,0,0,0,0,100,0.8,2.9,39,35,86,30,95,15,245,20,50,
77,Jeff Teague,27,ATL,PG,79,78,2255,94,6,0,0,0,1.0,-6.2,119,65,75,20,129,8,1093,27,87,
78,Jeff Green,29,2TM,SF,80,41,2253,0,0,40,59,1,-0.4,0.3,37,29,79,12,104,5,328,23,56,
78,Jeff Green,29,MEM,SF,53,31,1544,0,0,48,51,0,-0.6,2.9,28,18,46,10,73,3,232,16,42,
78,Jeff Green,29,LAC,SF,27,10,709,0,0,21,77,2,0.1,-5.2,9,11,33,2,31,2,96,7,14,
79,DeMarcus Cousins,25,SAC,C,65,65,2246,0,0,0,40,61,0.1,6.8,96,89,100,45,277,13,497,64,118,"AS,NBA2"
80,Ish Smith,27,2TM,PG,77,53,2239,99,1,0,0,0,-7.9,1.3,106,54,67,3,70,10,1177,23,54,
80,Ish Smith,27,NOP,PG,27,3,617,98,2,0,0,0,-2.5,1.6,30,10,18,3,13,7,360,5,19,
80,Ish Smith,27,PHI,PG,50,50,1622,100,0,0,0,0,-10.0,1.2,76,44,49,0,57,3,817,18,35,
81,Justise Winslow,19,MIA,SF,78,8,2232,0,4,81,15,0,3.5,3.5,39,26,89,12,56,8,263,12,43,ROY-6
82,Gorgui Dieng,26,MIN,C,82,39,2220,0,0,0,53,47,0.0,7.5,38,27,98,31,123,10,325,27,51,
83,Robin Lopez,27,NYK,C,82,82,2219,0,0,0,0,100,-2.3,1.3,37,41,111,24,68,6,258,15,27,
84,Darren Collison,28,SAC,PG,74,15,2219,100,0,0,0,0,-2.2,1.3,69,38,51,12,91,9,733,23,59,6MOY-15
85,Raymond Felton,31,DAL,PG,80,31,2192,69,31,0,0,0,-0.5,-0.7,82,22,62,9,60,11,690,15,32,
86,Matt Barnes,35,MEM,SF,76,45,2190,0,10,73,17,0,-4.8,-5.5,82,25,135,10,52,5,355,8,35,
87,Anthony Davis,22,NOP,C,61,61,2164,0,0,0,46,54,-4.7,-1.8,40,43,81,18,172,6,274,37,54,"DPOY-9,AS"
88,Hollis Thompson,24,PHI,SG,77,17,2154,0,27,67,7,0,-9.3,3.0,35,13,95,11,43,2,232,15,16,
89,Dion Waiters,24,OKC,SG,78,15,2152,8,88,4,0,0,4.2,-6.6,69,25,51,7,72,13,374,14,34,
90,Elfrid Payton,21,ORL,PG,73,69,2145,93,7,0,0,0,-1.5,0.4,102,40,55,12,83,7,1051,28,87,
91,Jamal Crawford,35,LAC,SG,79,5,2126,1,48,49,2,0,1.1,-7.0,63,34,41,7,113,8,417,24,26,6MOY-1
92,Hassan Whiteside,26,MIA,C,73,43,2125,0,0,0,0,100,2.3,0.5,28,37,103,30,148,3,64,43,41,"DPOY-3,DEF2"
93,Bojan BogdanoviÄ,26,BRK,SF,79,39,2115,0,30,63,5,2,-9.0,-3.0,43,48,46,8,55,5,227,11,74,
94,Devin Booker,19,PHO,SG,76,51,2108,3,82,14,1,0,-9.3,-4.3,99,33,102,17,95,14,470,19,64,ROY-4
95,Deron Williams,31,DAL,PG,65,63,2106,27,63,10,0,0,-0.3,-0.2,98,38,82,5,70,14,905,9,39,
96,Allen Crabbe,23,POR,SG,81,8,2105,0,79,21,0,0,0.0,-1.7,23,19,98,8,45,3,234,12,14,6MOY-16
97,Jared Dudley,30,WAS,PF,81,41,2098,0,0,1,94,5,1.3,3.8,52,19,90,5,38,15,388,8,6,
98,JJ Redick,31,LAC,SG,75,75,2097,4,95,0,0,0,10.8,13.7,44,22,64,3,68,19,249,14,21,
99,Derrick Rose,27,CHI,PG,66,66,2097,95,6,0,0,0,-3.9,-4.8,102,55,43,6,90,9,713,23,75,
100,Mason Plumlee,25,POR,C,82,82,2084,0,0,0,2,98,1.8,2.1,73,43,126,29,146,8,543,28,63,
101,Kent Bazemore,26,ATL,SF,75,68,2083,0,20,79,0,0,2.4,-2.6,65,42,74,14,72,18,380,18,37,
102,Emmanuel Mudiay,19,DEN,PG,68,66,2068,86,14,0,0,0,-2.8,0.6,126,53,71,14,94,3,841,17,84,ROY-7
103,Jerami Grant,21,PHI,PF,77,52,2066,0,0,14,82,4,-10.1,1.3,38,27,112,30,152,20,331,24,76,
104,Danny Green,28,SAS,SG,79,79,2062,0,82,18,0,0,12.7,2.5,41,15,79,5,15,10,315,1,21,
105,Jeremy Lin,27,CHO,SG,78,13,2048,37,63,0,0,0,2.4,-0.9,65,53,67,17,109,25,556,15,65,6MOY-7
106,Kristaps PorziÅÄ£is,20,NYK,PF,72,72,2047,0,0,0,70,30,-0.1,5.7,45,47,115,20,94,6,221,13,26,ROY-2
107,Cory Joseph,24,TOR,SG,80,4,2046,43,57,0,0,0,7.2,4.9,44,40,67,11,66,10,602,15,46,
108,Harrison Barnes,23,GSW,SF,66,59,2042,0,0,44,55,1,10.4,-1.4,29,15,70,6,62,5,289,16,36,
109,Patrick Beverley,27,HOU,PG,71,63,2041,94,6,0,0,0,3.8,7.5,60,12,73,6,30,25,569,5,32,
110,Nikola VuÄeviÄ,25,ORL,C,65,60,2037,0,0,0,5,95,-1.2,0.8,41,35,123,12,62,3,441,18,56,
111,Langston Galloway,24,NYK,PG,82,7,2033,100,0,0,0,0,-2.7,0.4,40,8,67,5,48,5,480,12,22,
112,JosÃ© CalderÃ³n,34,NYK,PG,72,72,2024,79,21,0,0,0,-2.2,1.2,63,17,68,1,14,15,692,4,10,
113,Patrick Patterson,26,TOR,PF,79,0,2020,0,0,2,95,3,10.3,11.0,28,17,58,11,16,8,224,5,10,6MOY-16
114,Zach Randolph,34,MEM,PF,68,53,2016,0,0,0,63,37,-1.3,2.2,46,33,56,10,83,5,338,9,72,
115,Steven Adams,22,OKC,C,80,80,2014,0,0,0,0,100,11.3,8.2,24,22,110,23,83,7,144,20,31,
116,Ryan Anderson,27,NOP,PF,66,7,2008,0,0,1,85,14,-0.7,6.6,31,32,50,11,95,8,177,14,41,6MOY-6
117,Zaza Pachulia,31,DAL,C,76,69,2004,0,0,0,0,100,0.1,0.6,34,41,50,28,119,10,301,15,48,
118,Derrick Favors,24,UTA,PF,62,59,1983,0,0,0,46,54,1.8,-0.2,42,24,73,18,126,3,231,37,63,
119,Tony Parker,33,SAS,PG,72,72,1980,92,8,0,0,0,10.8,-1.3,72,37,47,4,65,7,841,11,39,
120,Dante Cunningham,28,NOP,SF,80,46,1971,0,2,74,24,1,-6.1,-4.5,18,8,98,5,41,7,175,6,24,
121,Isaiah Canaan,24,PHI,SG,77,39,1966,16,81,3,0,0,-13.0,-4.7,49,19,56,7,64,18,324,16,39,
122,Nerlens Noel,21,PHI,C,67,62,1965,0,0,0,36,65,-11.4,-1.4,67,62,100,13,104,9,283,19,39,
123,Garrett Temple,29,WAS,SF,80,43,1951,1,54,42,3,0,0.4,1.8,32,18,99,9,46,21,320,7,35,
124,Taj Gibson,30,CHI,PF,73,55,1936,0,0,11,87,2,-2.1,-0.9,19,22,83,20,68,4,244,23,54,
125,Rudy Gobert,23,UTA,C,61,60,1932,0,0,0,0,100,4.4,4.8,38,35,79,20,106,4,211,10,42,DPOY-7
126,Jared Sullinger,23,BOS,PF,81,73,1915,0,0,0,14,86,4.9,3.2,39,20,116,27,71,9,440,12,50,
127,Lou Williams,29,LAL,SG,67,35,1907,56,44,0,0,0,-10.6,-0.6,62,28,62,4,185,9,377,22,40,
128,Robert Covington,25,PHI,SF,67,49,1903,0,6,64,30,0,-8.3,4.7,54,43,105,17,72,8,225,10,40,
129,Ersan Ä°lyasova,28,2TM,PF,74,56,1881,0,0,0,97,3,-4.0,-5.1,25,15,86,10,69,23,158,9,41,
129,Ersan Ä°lyasova,28,DET,PF,52,52,1434,0,0,0,100,0,-1.6,-3.1,19,15,59,8,48,18,131,5,30,
129,Ersan Ä°lyasova,28,ORL,PF,22,4,447,0,0,0,90,10,-11.9,-11.6,6,0,27,2,21,5,27,4,11,
130,Omri Casspi,27,SAC,PF,69,21,1880,0,0,25,72,3,0.4,6.0,52,22,68,8,77,8,210,17,29,
131,Roy Hibbert,29,LAL,C,81,81,1878,0,0,0,0,100,-18.2,-15.1,30,14,174,23,57,5,216,10,30,
132,Brandon Knight,24,PHO,SG,52,50,1870,37,59,4,0,0,-6.4,1.6,111,45,51,8,59,12,633,15,34,
133,Matthew Dellavedova,25,CLE,PG,76,14,1867,71,29,0,0,0,10.7,8.0,80,18,57,9,18,11,785,4,20,
134,Aaron Gordon,20,ORL,PF,78,37,1863,0,0,19,80,1,-1.4,0.4,17,19,65,16,87,3,277,21,34,
135,Kobe Bryant,37,LAL,SF,66,66,1863,0,2,97,1,0,-15.4,-9.8,85,36,45,3,107,2,416,16,35,AS
136,Doug McDermott,24,CHI,SF,81,4,1861,0,3,92,6,0,-3.7,-3.8,19,19,66,8,34,5,140,12,34,
137,Danilo Gallinari,27,DEN,SF,53,53,1839,0,0,67,32,1,-3.0,0.2,30,25,37,10,179,14,301,23,49,
138,Jrue Holiday,25,NOP,PG,65,23,1831,32,65,3,0,0,0.3,7.7,107,45,64,4,96,14,901,22,49,6MOY-16
139,Alex Len,22,PHO,C,78,46,1821,0,0,0,0,100,-8.0,-1.3,56,33,118,31,114,2,231,21,60,
140,Ian Mahinmi,29,IND,C,71,71,1816,0,0,0,0,100,3.7,3.4,37,26,111,24,94,5,252,19,41,
141,Nik Stauskas,22,PHI,SG,73,35,1809,0,76,23,1,0,-11.9,-2.3,56,30,85,1,56,6,317,11,34,
142,Bismack Biyombo,23,TOR,C,82,22,1808,0,0,0,4,96,4.1,-1.3,9,17,120,28,89,5,72,15,45,
143,Amir Johnson,28,BOS,PF,79,76,1800,0,0,2,89,9,5.2,3.4,41,22,94,20,43,8,320,6,26,
144,Chandler Parsons,27,DAL,SF,61,51,1799,0,0,66,34,0,0.7,1.6,51,30,55,8,64,13,410,12,42,
145,Marc Gasol,31,MEM,C,52,52,1791,0,0,0,0,100,-0.1,4.1,41,47,67,22,94,7,449,21,25,
146,Chris Bosh,31,MIA,PF,53,53,1778,0,0,0,55,45,1.0,-1.9,37,29,57,5,127,3,295,26,32,AS
147,Cody Zeller,23,CHO,C,73,60,1774,0,0,0,27,73,4.6,3.1,13,21,98,21,105,9,171,19,60,
148,Mike Conley,28,MEM,PG,56,56,1761,100,0,0,0,0,1.8,7.4,56,21,49,4,85,17,756,16,33,
