Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 24_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1,Andre Iguodala,25,PHI,SF,82,82,3269,0,13,84,2,0,1.8,10.9,99,67,72,27,223,19,921,40,38,DPOY-13
2,Joe Johnson,27,ATL,SG,79,79,3124,0,71,28,0,0,2.3,2.2,72,67,80,21,121,9,1071,21,58,AS
3,O.J. Mayo,21,MEM,SG,82,82,3120,8,91,1,0,0,-6.9,-5.5,104,85,87,20,91,13,576,19,75,ROY-2
4,Antawn Jamison,32,WAS,PF,81,81,3096,0,0,15,84,2,-8.2,0.3,60,35,138,15,209,11,338,52,63,
5,Raymond Felton,24,CHA,PG,82,81,3086,62,38,0,0,0,-0.5,4.1,149,56,74,11,92,23,1266,21,71,
6,Tayshaun Prince,28,DET,SF,82,82,3057,0,3,81,17,0,-1.6,-4.6,41,44,57,4,99,18,572,20,37,
7,LeBron James,24,CLE,SF,81,81,3054,0,0,74,26,0,15.0,21.2,113,68,55,32,372,13,1406,97,59,"MVP-1,DPOY-2,AS,NBA1,DEF1"
8,Dirk Nowitzki,30,DAL,PF,81,81,3050,0,0,0,91,9,3.7,5.8,75,52,101,21,212,15,473,52,49,"MVP-10,AS,NBA1"
9,Dwyane Wade,27,MIA,SG,79,79,3048,9,90,1,0,0,3.2,14.2,133,100,80,17,346,14,1341,83,57,"MVP-3,DPOY-3,AS,NBA1,DEF2"
10,Paul Pierce,31,BOS,SF,81,81,3035,0,1,95,4,0,8.9,2.2,110,61,104,37,222,23,667,46,78,"MVP-7,AS,NBA2"
11,LaMarcus Aldridge,23,POR,PF,81,81,3004,0,0,0,82,18,8.8,10.2,27,42,113,34,156,3,398,33,51,
12,Chris Paul,23,NOH,PG,78,78,3002,100,0,0,0,0,6.5,19.6,113,61,53,35,158,22,1945,45,52,"MVP-5,DPOY-6,AS,NBA2,DEF1"
13,Derrick Rose,20,CHI,PG,81,80,3000,99,1,0,0,0,-2.2,-8.1,106,68,65,12,117,14,1160,35,89,ROY-1
14,Ben Gordon,25,CHI,SG,82,76,2999,23,77,0,0,0,-0.3,-0.3,93,67,87,26,155,8,611,37,69,
15,Pau Gasol,28,LAL,C,81,81,2999,0,0,0,30,70,9.3,4.4,71,64,101,6,183,15,654,37,66,"AS,NBA3"
16,David West,28,NOH,PF,76,76,2982,0,0,0,87,13,4.0,8.7,50,70,108,27,173,6,436,37,53,AS
17,Andre Miller,32,PHI,PG,82,82,2976,100,0,0,0,0,1.0,4.5,105,49,66,20,160,27,1126,29,78,
18,Kobe Bryant,30,LAL,SG,82,82,2960,6,94,0,0,0,11.0,11.1,100,71,55,16,226,8,914,57,64,"MVP-2,DPOY-7,AS,NBA1,DEF1"
19,John Salmons,29,2TM,SF,79,74,2959,0,12,81,7,0,-7.5,-2.4,63,63,101,12,163,5,561,42,80,
19,John Salmons,29,SAC,SF,53,53,1980,0,15,76,9,0,-11.6,-4.2,48,44,68,10,109,4,439,25,61,
19,John Salmons,29,CHI,SF,26,21,979,0,5,91,4,0,0.7,1.2,15,19,33,2,54,1,122,17,19,
20,Vince Carter,32,NJN,SG,80,80,2946,3,79,18,0,0,-2.3,1.9,85,39,133,23,155,11,891,34,50,
21,Rudy Gay,22,MEM,SF,79,78,2945,0,0,85,15,0,-7.7,-7.6,70,76,102,25,153,10,307,26,82,
22,Richard Jefferson,28,MIL,SF,82,82,2939,0,14,77,9,0,-1.9,-2.5,74,45,128,23,230,13,448,41,64,
