Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 24_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1,Allen Iverson,32,DEN,SG,82,82,3424,44.0,56.0,0.0,0.0,0.0,4.9,9.8,131,66,42,23,326,46,1373,68,98,AS
2,Joe Johnson,26,ATL,SG,82,82,3343,4.0,89.0,7.0,0.0,0.0,-0.8,7.7,97,71,56,29,134,7,1054,31,59,AS
3,Andre Iguodala,24,PHI,SF,82,82,3242,0.0,22.0,75.0,4.0,0.0,-0.2,-1.8,98,40,91,31,209,13,827,44,28,
4,Richard Jefferson,27,NJN,SF,82,82,3200,0.0,7.0,77.0,16.0,0.0,-5.3,2.3,68,65,90,40,284,22,597,41,76,
5,Baron Davis,28,GSW,PG,82,82,3196,93.0,7.0,0.0,0.0,0.0,3.4,7.5,136,49,102,22,181,33,1441,42,71,
6,Kobe Bryant,29,LAL,SG,82,82,3192,1.0,96.0,3.0,0.0,0.0,9.0,7.0,112,85,80,29,312,8,1017,64,66,"MVP-1,DPOY-5,AS,NBA1,DEF1"
7,Jamal Crawford,27,NYK,SG,80,80,3190,16.0,69.0,15.0,0.0,0.0,-6.3,5.6,98,40,65,18,143,11,882,34,51,
8,Jason Richardson,27,CHA,SF,82,82,3149,0.0,30.0,67.0,2.0,0.0,-4.2,3.8,73,53,119,23,149,19,572,34,65,
9,Dwight Howard,22,ORL,C,82,82,3088,0.0,0.0,0.0,0.0,100.0,7.5,8.0,46,83,133,55,385,8,258,84,72,"MVP-5,DPOY-7,AS,NBA1,DEF2"
10,Rashard Lewis,28,ORL,PF,81,81,3076,0.0,0.0,1.0,98.0,1.0,6.7,3.6,68,31,112,23,97,14,466,31,41,
11,Monta Ellis,22,GSW,SG,81,72,3071,14.0,84.0,2.0,0.0,0.0,2.8,3.8,58,68,86,25,195,42,769,40,65,
12,Antawn Jamison,31,WAS,PF,79,79,3061,0.0,0.0,30.0,69.0,1.0,2.7,14.0,50,36,106,12,200,20,283,48,56,"MVP-14,AS"
13,Deron Williams,23,UTA,PG,82,82,3059,92.0,8.0,0.0,0.0,0.0,7.6,0.6,165,65,98,30,174,36,1881,47,79,"MVP-12,NBA2"
14,LeBron James,23,CLE,SF,75,74,3027,0.0,0.0,77.0,23.0,1.0,2.4,10.9,136,61,65,33,344,12,1259,88,61,"MVP-4,AS,NBA1"
15,Hedo TÃ¼rkoÄlu,28,ORL,SF,82,82,3026,0.0,1.0,88.0,12.0,0.0,7.3,6.3,126,66,120,18,177,12,976,39,43,MIP-1
16,Andre Miller,31,PHI,PG,82,82,3016,68.0,32.0,0.0,0.0,0.0,-1.5,-7.0,121,55,60,12,136,12,1199,31,68,
17,Chris Paul,22,NOH,PG,80,80,3006,100.0,0.0,0.0,0.0,0.0,8.1,9.1,93,71,36,19,119,16,2123,32,51,"MVP-2,DPOY-7,AS,NBA1,DEF2"
18,Rudy Gay,21,MEM,SF,81,81,3000,0.0,0.0,62.0,38.0,0.0,-8.5,-7.2,71,80,114,17,134,19,364,27,50,
19,Raymond Felton,23,CHA,PG,79,79,2972,94.0,7.0,0.0,0.0,0.0,-3.9,4.1,132,54,81,13,110,10,1344,26,65,
20,Ricky Davis,28,MIA,SF,82,47,2963,0.0,30.0,67.0,4.0,0.0,-10.8,-5.1,112,43,99,4,76,20,631,14,46,
21,Vince Carter,31,NJN,SG,76,72,2959,1.0,87.0,10.0,1.0,0.0,-2.4,13.1,97,42,133,22,164,16,876,31,51,
22,Mike Dunleavy,27,IND,SG,82,82,2953,0.0,49.0,48.0,2.0,0.0,0.5,8.3,79,60,101,24,164,42,660,33,61,
23,Lamar Odom,28,LAL,PF,77,77,2921,0.0,0.0,4.0,92.0,4.0,8.3,2.3,65,35,110,23,152,15,630,32,52,
24,Al Jefferson,23,MIN,C,82,82,2919,0.0,0.0,0.0,0.0,100.0,-10.4,-10.9,48,72,133,11,210,10,270,62,122,
25,Shane Battier,29,HOU,SF,80,78,2907,0.0,1.0,79.0,20.0,0.0,6.8,4.7,48,18,134,8,34,39,344,8,15,"DPOY-3,DEF2"
26,Jason Kidd,34,2TM,PG,80,80,2906,95.0,4.0,0.0,0.0,0.0,-0.1,3.1,214,31,79,6,56,13,1752,9,22,AS
26,Jason Kidd,34,NJN,PG,51,51,1895,93.0,7.0,0.0,0.0,0.0,-3.9,3.5,152,20,42,5,31,7,1137,2,11,
26,Jason Kidd,34,DAL,PG,29,29,1011,100.0,0.0,0.0,0.0,0.0,6.9,2.4,62,11,37,1,25,6,615,7,11,
27,Danny Granger,24,IND,SF,80,80,2876,0.0,3.0,67.0,30.0,0.0,-2.9,-5.0,60,47,115,35,163,17,395,38,60,
28,Paul Pierce,30,BOS,SF,80,80,2874,0.0,7.0,92.0,2.0,0.0,14.2,9.8,102,67,105,24,204,31,809,45,69,"MVP-14,AS,NBA3"
29,Josh Smith,22,ATL,PF,81,81,2873,0.0,0.0,1.0,92.0,7.0,-0.6,5.5,119,67,163,27,233,40,608,65,68,DPOY-6
30,David West,27,NOH,PF,76,76,2870,0.0,0.0,0.0,96.0,4.0,7.8,6.5,40,50,107,39,162,5,437,35,76,AS
31,Stephen Jackson,29,GSW,SF,73,73,2855,0.0,1.0,60.0,39.0,0.0,3.0,3.7,95,62,84,14,130,11,683,28,65,
32,Carlos Boozer,26,UTA,PF,81,81,2827,0.0,0.0,0.0,74.0,26.0,7.5,0.1,71,64,146,49,202,5,489,56,92,"MVP-14,AS,NBA3"
33,Carmelo Anthony,23,DEN,SF,77,77,2806,0.0,16.0,82.0,2.0,0.0,2.6,-3.3,68,63,77,55,224,12,567,43,94,"MVP-13,AS"
34,Brandon Roy,23,POR,SG,74,74,2792,0.0,85.0,14.0,0.0,0.0,0.7,6.5,52,47,70,17,159,24,985,42,51,AS
35,Tyson Chandler,25,NOH,C,79,79,2783,0.0,0.0,0.0,0.0,100.0,7.9,6.1,31,38,111,33,137,13,189,39,38,DPOY-11
