Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Unnamed: 19_level_0,Misc.,Misc.,Misc.,Unnamed: 23_level_0
18,Antoine Walker,28,BOS,PF,24,24,827,0,0,2,95,3,0.4,-0.7,22,25,44,10,39,155,11,28,
19,Richard Hamilton,26,DET,SG,76,76,2926,1,93,7,0,0,7.5,10.9,122,46,63,39,151,804,21,78,
20,Chucky Atkins,30,LAL,PG,82,82,2903,100,0,0,0,0,-3.1,1.8,98,27,47,22,52,804,9,33,
21,Desmond Mason,27,MIL,SF,80,71,2893,0,11,83,5,0,-3.9,-2.5,67,55,79,22,212,473,40,45,
22,Amar'e Stoudemire,22,PHO,C,80,80,2889,0,0,0,16,84,9.9,9.0,48,64,133,44,375,319,96,94,"MVP-9,AS,NBA2"
23,Chauncey Billups,28,DET,PG,80,80,2866,92,8,0,0,0,6.6,7.0,117,37,68,23,126,1010,18,36,DEF2
24,Kurt Thomas,32,NYK,PF,80,80,2855,0,0,1,83,16,-3.0,-0.6,56,20,191,17,25,375,8,36,
25,Andre Miller,28,DEN,PG,82,82,2852,62,38,0,0,0,3.0,2.9,126,58,68,21,122,1209,32,70,
26,Michael Redd,25,MIL,SG,75,75,2848,0,85,14,0,0,-3.6,-1.4,45,44,37,32,150,369,36,69,
27,Eddie Jones,33,MIA,SF,80,80,2839,0,35,65,0,0,9.0,5.7,56,25,107,8,76,465,22,24,
28,Quentin Richardson,24,PHO,SG,79,78,2839,12,87,1,0,0,8.7,4.4,45,34,104,10,81,368,14,45,
29,Vince Carter,28,2TM,SF,77,76,2828,0,37,56,7,0,0.2,6.5,74,57,112,28,182,741,36,51,"MVP-13,AS"
29,Vince Carter,28,TOR,SG,20,20,608,0,96,3,0,0,-10.2,-10.3,6,5,29,9,29,138,8,11,
29,Vince Carter,28,NJN,SF,57,56,2220,0,21,70,8,0,3.1,11.0,68,52,83,19,153,603,28,40,
30,P.J. Brown,35,NOH,PF,82,78,2817,0,0,0,61,39,-8.4,-0.4,27,33,106,20,100,390,15,58,MVP-14
31,Kirk Hinrich,24,CHI,PG,77,77,2800,50,50,1,0,0,-0.1,-4.4,104,35,121,20,69,1103,14,58,DPOY-12
32,Bobby Simmons,24,LAC,SF,75,74,2799,0,1,91,8,0,0.8,5.3,62,30,82,27,94,432,18,45,MIP-1
33,David Wesley,34,2TM,SG,80,79,2774,18,80,2,0,0,0.0,-0.7,69,28,87,12,64,589,7,31,DPOY-16
33,David Wesley,34,NOH,SG,26,26,934,34,64,2,0,0,-8.1,0.3,25,21,28,7,30,236,3,18,
33,David Wesley,34,HOU,SG,54,53,1840,9,88,2,0,0,4.1,-1.3,44,7,59,5,34,353,4,13,
34,Damon Stoudamire,31,POR,PG,81,70,2762,100,0,0,0,0,-4.3,1.0,95,47,47,9,54,991,15,48,
35,Caron Butler,24,LAL,SF,77,77,2746,0,24,76,0,0,-4.7,-3.9,49,24,60,38,140,345,33,71,
36,Tony Parker,22,SAS,PG,80,80,2735,99,1,0,0,0,9.5,1.7,92,71,55,21,114,1134,31,77,
37,Jason Richardson,24,GSW,SG,72,72,2724,2,79,18,0,0,-2.7,-0.7,76,65,63,17,125,635,25,64,
38,Rafer Alston,28,TOR,PG,80,78,2717,100,0,0,0,0,-1.5,0.1,115,29,86,17,85,1172,18,42,
39,Jalen Rose,32,TOR,SF,81,65,2710,0,16,79,4,0,-3.9,-7.5,78,45,74,36,130,489,41,52,
40,Rashard Lewis,25,SEA,SF,71,71,2697,0,3,84,13,0,6.0,10.4,48,33,63,31,98,221,26,36,AS
41,Ricky Davis,25,BOS,SG,82,11,2696,1,71,27,1,0,-1.3,-7.0,105,56,82,14,139,556,25,50,6MOY-2
42,Kobe Bryant,26,LAL,SG,66,66,2689,3,96,1,0,0,-2.8,2.5,144,76,55,31,239,950,55,66,"AS,NBA3"
43,Jamal Crawford,24,NYK,SG,70,67,2688,8,91,2,0,0,-3.9,-3.3,84,29,55,22,68,659,13,28,
44,Rasheed Wallace,30,DET,PF,79,79,2687,0,0,0,68,32,7.5,8.8,75,32,144,14,87,307,18,34,DPOY-16
45,Andre Iguodala,21,PHI,SG,82,82,2686,2,70,28,0,0,0.1,2.9,63,38,112,11,85,554,12,23,"ROY-4,DPOY-14"
46,Udonis Haslem,24,MIA,PF,80,80,2675,0,0,0,98,2,8.6,3.7,49,35,111,13,97,234,24,34,
47,Ben Wallace,30,DET,C,74,74,2671,0,0,0,6,94,7.2,7.9,29,32,81,12,128,277,29,49,"DPOY-1,AS,NBA3,DEF1"
48,Dwight Howard,19,ORL,PF,82,82,2670,0,0,0,88,12,-2.9,-0.5,47,53,115,31,181,160,29,60,"ROY-3,DPOY-21"
49,Kyle Korver,23,PHI,SF,82,57,2667,0,1,98,1,0,0.5,4.1,69,23,152,5,14,387,2,15,6MOY-11
50,Jeff McInnis,30,CLE,PG,76,69,2651,100,0,0,0,0,0.2,-1.9,73,29,52,6,55,812,17,33,
51,Bruce Bowen,33,SAS,SF,82,82,2627,0,2,91,7,0,9.1,0.4,31,15,62,7,43,296,4,34,"DPOY-2,DEF1"
52,Zydrunas Ilgauskas,29,CLE,C,78,78,2615,0,0,0,0,100,2.4,4.7,44,53,184,40,233,223,36,75,AS
53,Carmelo Anthony,20,DEN,SF,75,75,2608,0,3,86,12,0,2.7,1.8,65,60,85,58,203,402,40,120,
54,Antawn Jamison,28,WAS,PF,68,68,2605,0,0,18,80,3,2.0,6.7,55,39,74,16,112,349,30,42,AS
55,Emeka Okafor,22,CHA,PF,73,73,2600,0,0,0,93,7,-6.6,-0.7,36,47,118,19,155,144,35,85,"ROY-1,DPOY-21"
56,Matt Harpring,28,UTA,SF,78,55,2584,0,1,93,7,0,-6.6,-4.4,49,46,103,25,131,302,30,64,
57,Damon Jones,28,MIA,PG,82,66,2576,100,0,0,0,0,9.1,5.2,71,19,42,2,11,749,3,10,
58,Steve Nash,30,PHO,PG,75,75,2573,95,5,0,0,0,12.7,14.9,180,52,56,6,50,2006,10,25,"MVP-1,AS,NBA1"
59,Luke Ridnour,23,SEA,PG,82,82,2571,100,0,0,0,0,0.3,-7.1,98,30,91,9,45,1171,14,32,
60,Mike Dunleavy,24,GSW,SF,79,79,2570,0,1,77,22,0,-1.5,2.6,58,42,98,14,79,461,15,45,
61,Wally Szczerbiak,27,MIN,SF,81,37,2558,0,0,79,21,0,1.8,0.5,43,33,69,32,123,424,26,40,6MOY-6
62,Al Harrington,24,ATL,SF,66,66,2550,0,0,61,39,1,-10.9,-0.7,69,63,78,39,158,463,35,74,
63,Jason Collins,26,NJN,C,80,80,2542,0,0,0,0,100,3.0,12.9,21,21,151,32,79,229,13,44,
64,Gary Payton,36,BOS,PG,77,77,2541,99,1,0,0,0,0.9,0.0,87,32,42,20,75,1039,21,47,
65,Peja StojakoviÄ,27,SAC,SF,66,66,2534,0,0,97,2,0,2.6,0.4,41,38,88,14,98,303,24,39,
66,Drew Gooden,23,CLE,PF,82,80,2523,0,0,2,98,1,2.1,3.7,56,34,103,22,142,277,34,85,
67,Shane Battier,26,MEM,SG,80,72,2516,0,59,39,1,0,6.8,10.8,29,18,119,14,84,293,11,51,DPOY-21
68,Morris Peterson,27,TOR,SG,82,61,2510,1,92,8,0,0,-0.2,3.6,41,21,97,17,95,396,24,37,
69,Shaquille O'Neal,32,MIA,C,73,73,2492,0,0,0,0,100,9.6,6.1,57,46,149,39,308,469,92,48,"MVP-2,DPOY-8,AS,NBA1"
70,Latrell Sprewell,34,MIN,SF,80,79,2450,0,41,59,1,0,-0.6,-6.0,63,38,51,8,77,377,18,45,
71,Yao Ming,24,HOU,C,80,80,2447,0,0,0,0,100,2.2,-7.0,32,72,173,42,217,142,51,72,AS
72,Josh Howard,24,DAL,SF,76,76,2446,0,2,84,14,0,9.0,7.4,56,27,100,18,105,243,29,44,DPOY-18
73,Corey Maggette,25,LAC,SG,66,60,2436,0,57,43,1,0,-0.7,0.4,73,67,73,37,255,483,37,59,
74,Jason Kidd,31,NJN,PG,66,65,2435,76,24,0,0,0,4.9,17.6,115,38,40,6,56,1178,10,38,DEF2
75,Jason Terry,27,DAL,PG,80,57,2401,95,5,0,0,0,9.6,8.7,91,29,57,15,60,949,14,33,
76,Cuttino Mobley,29,2TM,SG,66,64,2388,0,96,3,0,0,0.2,-1.5,79,30,71,14,77,408,15,35,
76,Cuttino Mobley,29,ORL,SG,23,21,726,0,100,0,0,0,-0.8,2.4,21,6,22,9,28,88,6,11,
76,Cuttino Mobley,29,SAC,SG,43,43,1662,0,95,5,0,0,0.6,-3.2,58,24,49,5,49,320,9,24,
77,Josh Childress,21,ATL,SG,80,44,2376,8,66,25,1,0,-10.3,0.9,48,38,99,11,95,329,19,75,
78,Troy Murphy,24,GSW,PF,70,69,2375,0,0,0,86,14,-4.5,-5.2,24,38,79,32,131,226,33,94,
79,Chris Webber,31,2TM,PF,67,67,2370,0,0,0,95,5,0.9,-1.2,87,50,102,28,91,720,17,37,
79,Chris Webber,31,SAC,PF,46,46,1668,0,0,0,99,1,1.2,-2.2,70,36,72,19,66,565,12,25,
79,Chris Webber,31,PHI,PF,21,21,702,0,0,0,85,15,0.1,1.2,17,14,30,9,25,155,5,12,
80,Michael Finley,31,DAL,SG,64,64,2358,0,51,47,2,0,7.8,4.1,36,16,70,5,49,375,7,29,
81,Larry Hughes,26,WAS,SG,61,61,2358,2,84,14,0,0,2.2,6.2,69,42,59,26,187,637,35,74,"DPOY-6,DEF1"
82,Grant Hill,32,ORL,SF,67,67,2338,0,32,65,3,0,-0.8,4.6,73,55,71,20,153,470,42,41,AS
83,Lamar Odom,25,LAL,PF,64,64,2320,0,0,0,96,4,-2.8,1.8,67,38,101,31,136,558,39,65,
84,Mehmet Okur,25,UTA,C,82,25,2304,0,0,0,27,73,-5.0,0.3,58,43,121,25,147,356,28,61,6MOY-11
85,Lorenzen Wright,29,MEM,C,80,77,2287,0,0,0,1,99,1.4,-3.6,34,35,114,23,94,205,22,60,
86,Mike Miller,24,MEM,SF,76,51,2278,0,0,84,16,0,5.6,6.5,59,29,83,28,59,508,20,35,
87,PrimoÅ¾ Brezec,25,CHA,C,72,72,2276,0,0,0,0,100,-8.0,-3.9,41,35,116,10,87,186,23,51,
88,Kenyon Martin,27,DEN,PF,70,67,2272,0,0,2,85,13,1.4,-1.6,69,38,104,25,141,359,37,69,
89,Fred Jones,25,IND,SG,77,14,2268,7,87,6,0,0,-3.3,-9.6,57,29,88,17,68,462,13,38,
90,Joe Smith,29,MIL,PF,74,73,2265,0,0,0,88,12,-2.0,3.0,30,33,124,9,99,147,25,46,
91,Mo Williams,22,MIL,PG,80,80,2254,99,1,0,0,0,-2.8,1.2,119,48,93,15,44,1025,8,41,
92,Derek Fisher,30,GSW,PG,74,32,2222,79,21,0,0,0,-2.2,0.4,82,32,52,8,53,672,8,29,
93,Tim Duncan,28,SAS,PF,66,66,2203,0,0,0,47,53,16.9,17.8,44,47,93,18,200,404,41,57,"MVP-4,DPOY-4,AS,NBA1,DEF1"
94,Raef LaFrentz,28,BOS,PF,80,80,2196,0,0,0,68,32,2.2,2.8,37,18,158,10,73,226,26,58,
95,Manu GinÃ³bili,27,SAS,SG,74,74,2193,0,59,39,2,0,16.6,17.2,97,37,59,24,165,637,37,50,"DPOY-18,AS"
96,Tyson Chandler,22,CHI,C,80,10,2189,0,0,0,35,66,2.6,3.1,27,37,122,35,145,148,34,46,"DPOY-18,6MOY-11"
97,Chris Duhon,22,CHI,PG,82,73,2177,95,6,0,0,0,2.8,3.3,76,23,84,8,24,872,9,25,
98,Kenny Thomas,27,2TM,PF,73,58,2167,0,0,1,86,13,-2.0,-3.5,59,34,115,16,91,366,19,48,
98,Kenny Thomas,27,PHI,PF,47,43,1344,0,0,0,90,10,-3.4,-3.9,35,20,71,9,47,184,9,30,
98,Kenny Thomas,27,SAC,PF,26,15,823,0,0,2,80,18,0.3,-2.8,24,14,44,7,44,182,10,18,
99,Earl Boykins,28,DEN,PG,82,5,2162,100,0,0,0,0,1.3,-1.8,62,41,40,3,68,824,8,45,6MOY-3
100,Gerald Wallace,22,CHA,SF,70,68,2147,0,11,82,7,0,-4.1,5.0,66,45,76,26,118,297,31,65,
101,Mark Blount,29,BOS,C,82,57,2130,0,0,0,0,100,-0.5,-3.2,50,52,125,17,74,277,16,31,
102,Reggie Miller,39,IND,SG,66,66,2105,0,69,31,0,0,5.0,8.9,48,10,28,15,67,330,9,11,
103,Dan Dickau,26,2TM,PG,71,46,2090,99,1,0,0,0,-8.4,0.0,74,47,78,10,74,756,14,54,
103,Dan Dickau,26,DAL,PG,4,0,16,100,0,0,0,0,-62.5,-68.9,0,0,0,0,1,2,0,1,
103,Dan Dickau,26,NOH,PG,67,46,2074,99,1,0,0,0,-8.0,0.6,74,47,78,10,73,754,14,53,
104,Brad Miller,28,SAC,C,56,56,2089,0,0,0,5,95,4.8,5.1,41,22,101,12,120,485,35,48,
105,Trenton Hassell,25,MIN,SG,82,51,2068,0,78,22,0,0,-1.0,-5.3,37,16,78,6,53,280,20,32,DPOY-14
106,Josh Smith,19,ATL,SF,74,59,2050,0,25,61,15,0,-9.0,3.4,79,37,91,7,106,262,29,35,
107,Antonio Daniels,29,SEA,PG,75,2,2026,62,38,0,0,0,5.3,5.4,38,30,30,5,100,755,23,28,6MOY-8
108,Lee Nailon,29,NOH,SF,68,51,2017,0,3,74,24,0,-8.8,-1.1,49,28,67,17,70,234,8,60,
109,Marcus Camby,30,DEN,C,66,66,2015,0,0,0,30,70,3.1,2.0,61,19,99,13,73,324,11,16,"MVP-14,DPOY-3,DEF2"
110,Jared Jeffries,23,WAS,SF,77,71,2007,0,0,76,23,1,1.3,3.3,45,36,85,17,77,348,15,38,
111,Tyronn Lue,27,2TM,PG,70,49,2007,100,0,0,0,0,-12.0,-6.8,61,29,58,10,59,698,8,37,
111,Tyronn Lue,27,HOU,PG,21,3,479,98,2,0,0,0,-6.9,-13.3,15,5,12,3,6,128,0,4,
111,Tyronn Lue,27,ATL,PG,49,46,1528,100,0,0,0,0,-13.6,-4.8,46,24,46,7,53,570,8,33,
112,Ben Gordon,21,CHI,SG,82,3,2002,3,87,10,0,0,3.7,5.0,87,60,99,22,76,372,17,57,"ROY-2,6MOY-1"
113,Jim Jackson,34,2TM,SF,64,27,1987,1,82,17,0,0,0.4,-7.7,63,33,97,7,19,411,3,10,6MOY-10
113,Jim Jackson,34,HOU,SF,24,24,990,1,95,4,0,0,0.7,-5.5,27,18,34,5,10,189,3,6,
113,Jim Jackson,34,PHO,SF,40,3,997,2,69,29,0,0,0.2,-9.9,36,15,63,2,9,222,0,4,
114,Marc Jackson,30,PHI,C,81,23,1976,0,0,0,13,87,-0.6,0.5,35,35,95,21,150,187,28,79,
115,Nenad KrstiÄ,21,NJN,PF,75,57,1965,0,0,0,62,38,2.4,8.1,20,39,136,26,106,180,21,77,
116,Ruben Patterson,29,POR,SF,70,36,1957,0,20,75,4,0,-2.1,5.1,61,49,46,19,124,313,22,62,
117,Jason Williams,29,MEM,PG,71,68,1952,100,0,0,0,0,1.8,-2.1,90,21,31,8,29,887,8,16,
118,Rick Brunson,32,LAC,PG,80,39,1945,95,5,0,0,0,-1.1,-0.6,87,21,40,11,12,850,1,19,
119,Brevin Knight,29,CHA,PG,66,61,1944,100,0,0,0,0,-4.5,3.6,112,19,82,8,70,1248,20,33,
120,Tim Thomas,27,NYK,SF,71,68,1940,0,0,81,18,1,-5.2,-4.5,38,39,107,26,69,255,14,38,
121,Nazr Mohammed,27,2TM,C,77,59,1933,0,0,0,8,92,-4.7,-5.5,21,35,134,22,113,73,29,67,
121,Nazr Mohammed,27,NYK,C,54,54,1519,0,0,0,9,91,-4.4,-2.5,16,28,94,16,86,57,23,44,
121,Nazr Mohammed,27,SAS,C,23,5,414,0,0,0,6,95,-5.5,-16.2,5,7,40,6,27,16,6,23,
122,Bob Sura,31,HOU,PG,61,59,1922,91,9,0,0,0,4.6,-0.3,80,39,62,21,62,701,11,38,
123,Tony Battie,28,ORL,C,81,32,1894,0,0,0,13,87,-3.8,-2.1,34,18,162,14,34,90,6,20,
124,AndrÃ©s Nocioni,25,CHI,SF,81,38,1892,0,2,83,14,1,-3.5,-9.2,56,29,80,26,86,274,14,40,DPOY-21
125,Jason Hart,26,CHA,PG,74,27,1887,82,18,0,0,0,-8.3,-3.6,56,20,75,15,40,809,5,35,
126,Reggie Evans,24,SEA,PF,79,79,1881,0,0,5,91,4,1.3,-2.7,15,29,62,25,87,139,21,48,
127,Chris Mihm,25,LAL,C,75,75,1870,0,0,0,0,100,-4.9,-2.5,23,33,132,21,117,114,16,59,
128,Shareef Abdur-Rahim,28,POR,PF,54,49,1867,0,0,23,64,13,-5.9,-2.4,36,39,71,26,103,247,23,62,
129,Speedy Claxton,26,2TM,PG,62,47,1866,100,0,0,0,0,-5.2,-3.1,50,44,60,12,80,867,23,47,
129,Speedy Claxton,26,GSW,PG,46,44,1501,100,0,0,0,0,-5.5,-5.0,40,31,53,10,62,660,17,41,
129,Speedy Claxton,26,NOH,PG,16,3,365,100,0,0,0,0,-4.0,4.8,10,13,7,2,18,207,6,6,
130,Brendan Haywood,25,WAS,C,68,68,1865,0,0,0,0,100,6.1,12.2,10,26,110,25,122,131,24,41,
131,J.R. Smith,19,NOH,SG,76,56,1859,1,97,3,0,0,-12.0,-6.9,56,39,70,8,73,318,20,39,ROY-5
132,Mike James,29,2TM,PG,74,5,1859,93,7,0,0,0,4.3,5.8,64,25,70,11,50,579,11,33,
132,Mike James,29,MIL,PG,47,0,1167,90,10,0,0,0,-1.2,3.0,47,20,49,9,31,397,10,21,
132,Mike James,29,HOU,PG,27,5,692,98,2,0,0,0,13.6,10.7,17,5,21,2,19,182,1,12,
133,Joel Przybilla,25,POR,C,76,50,1858,0,0,0,0,100,-5.4,-1.4,37,27,124,16,85,162,22,42,DPOY-12
134,Vladimir RadmanoviÄ,24,SEA,PF,63,0,1856,0,0,18,59,23,9.2,12.3,27,27,102,16,37,203,5,27,6MOY-5
135,Eric Snow,31,CLE,SG,81,15,1844,63,37,0,0,0,3.6,5.2,55,23,70,7,24,685,8,18,
136,Antonio Davis,36,CHI,PF,72,62,1843,0,0,0,94,6,0.3,-1.7,39,20,74,19,57,182,7,28,
137,Ira Newble,30,CLE,SG,74,69,1832,1,91,8,0,0,-0.6,-2.5,34,12,71,6,27,189,5,26,
138,Jumaine Jones,25,LAL,SF,76,23,1830,0,9,68,23,0,-1.2,4.4,28,9,72,6,28,154,3,22,
139,Austin Croshere,29,IND,PF,73,22,1827,0,0,2,95,4,-5.8,-12.5,39,28,83,20,93,242,14,44,
140,Earl Watson,25,MEM,PG,80,14,1808,97,3,0,0,0,5.7,5.1,86,48,58,21,60,793,18,43,
141,Eddy Curry,22,CHI,C,63,60,1808,0,0,0,0,100,-2.3,-6.6,30,53,88,48,158,83,46,59,
142,Stephen Jackson,26,IND,SF,51,49,1806,0,15,83,2,0,4.0,5.6,49,44,68,18,106,271,21,42,
143,Casey Jacobsen,23,2TM,SG,84,1,1798,20,64,16,0,0,0.4,2.7,36,18,49,10,77,254,16,30,
143,Casey Jacobsen,23,PHO,SF,40,0,768,7,55,38,0,0,5.8,-2.1,13,6,26,5,28,82,5,7,
143,Casey Jacobsen,23,NOH,SG,44,1,1030,29,71,0,0,0,-3.7,6.3,23,12,23,5,49,172,11,23,
144,Antonio McDyess,30,DET,PF,77,8,1797,0,0,0,98,2,0.2,-8.0,28,23,93,19,79,159,10,35,6MOY-7
145,Keith Bogans,24,CHA,SG,74,42,1791,7,89,4,0,0,-6.5,-0.2,63,32,58,13,84,282,23,57,
146,Raja Bell,28,UTA,SG,63,32,1790,0,97,3,0,0,-6.3,-2.2,42,15,91,16,43,189,7,25,
147,Pau Gasol,24,MEM,PF,56,53,1790,0,0,0,54,47,4.5,2.9,53,54,81,10,163,327,37,71,
148,Samuel Dalembert,23,PHI,C,72,60,1785,0,0,0,0,100,1.2,3.6,40,24,149,17,68,82,17,25,
149,Rasho NesteroviÄ,28,SAS,C,70,70,1785,0,0,0,0,100,13.1,7.5,27,20,138,10,14,157,6,20,
150,Dan Gadzuric,26,MIL,C,81,81,1783,0,0,0,6,94,-1.5,3.2,28,18,137,18,97,68,28,35,
151,Carlos Boozer,23,UTA,PF,51,51,1772,0,0,0,90,11,-3.2,3.5,54,42,81,30,123,309,26,67,
152,Hedo TÃ¼rkoÄlu,25,ORL,SF,67,11,1757,0,1,90,9,0,-2.5,0.5,63,34,59,11,90,327,16,21,6MOY-14
153,Anthony Johnson,30,IND,PG,63,36,1747,96,4,0,0,0,0.5,-0.7,63,14,54,11,34,693,4,25,
154,Brent Barry,33,SAS,SG,81,8,1742,1,96,4,0,0,7.1,-3.4,42,11,66,8,42,398,13,16,
155,Theo Ratliff,31,POR,C,63,45,1731,0,0,0,20,80,-2.4,3.9,9,18,86,18,54,76,10,23,
156,Troy Hudson,28,MIN,PG,79,32,1729,100,0,0,0,0,-0.4,-3.5,68,29,34,9,23,621,7,29,
157,Adonal Foyle,29,GSW,C,78,50,1700,0,0,0,1,100,-0.7,3.1,16,19,116,13,36,130,8,21,
158,Darius Miles,23,POR,SF,63,22,1699,0,9,65,26,0,-2.3,4.2,58,39,101,30,91,290,18,36,
159,Clifford Robinson,38,2TM,C,71,29,1689,0,0,1,38,62,-8.7,-8.6,32,24,96,5,34,233,5,16,
159,Clifford Robinson,38,GSW,C,42,29,1090,0,0,0,15,85,-9.2,-9.3,22,13,55,4,21,165,4,9,
159,Clifford Robinson,38,NJN,PF,29,0,599,0,0,2,78,20,-8.0,-7.4,10,11,41,1,13,68,1,7,
160,Darius Songaila,26,SAC,PF,81,21,1668,0,0,0,67,33,4.6,3.7,31,19,107,12,43,263,13,41,
161,Luol Deng,19,CHI,SF,61,45,1663,0,0,81,18,1,4.4,5.5,55,39,43,9,68,303,22,48,ROY-5
162,Gordan GiriÄek,27,UTA,SG,81,44,1660,0,87,13,0,0,-3.0,3.7,44,29,64,6,60,285,14,38,
163,Quinton Ross,23,LAC,SG,78,19,1659,0,84,17,0,0,-4.8,-6.7,28,16,71,7,54,228,12,35,
164,Marko JariÄ,26,LAC,PG,50,41,1656,52,45,4,0,0,1.9,4.6,66,18,39,7,24,637,6,15,
165,Melvin Ely,26,CHA,PF,79,17,1649,0,0,0,44,57,-4.0,4.0,37,30,103,22,90,175,15,24,
166,Donyell Marshall,31,TOR,PF,65,2,1645,0,0,19,80,1,0.9,4.1,19,12,84,7,34,181,4,23,6MOY-9
167,Chris Kaman,22,LAC,C,63,50,1632,0,0,0,0,100,-4.0,-5.3,36,41,110,18,54,156,14,42,
168,Juwan Howard,31,HOU,PF,61,47,1624,0,0,0,95,5,1.7,-5.2,27,23,53,18,49,213,11,26,
169,Nick Van Exel,33,POR,SG,53,34,1619,33,67,0,0,0,-3.2,2.4,62,22,21,2,18,491,1,6,
170,Jerry Stackhouse,30,DAL,SG,56,7,1617,1,71,27,1,0,3.9,-3.9,50,30,38,18,94,296,18,49,6MOY-4
171,Jameer Nelson,22,ORL,PG,79,21,1612,97,3,0,0,0,-4.2,-2.6,68,34,77,7,31,522,8,39,
172,Erick Dampier,29,DAL,C,59,56,1609,0,0,0,0,100,9.7,5.8,24,34,115,23,103,118,20,40,
173,Zach Randolph,23,POR,PF,46,37,1603,0,0,0,78,22,-3.9,1.3,41,33,45,20,98,197,18,58,
174,Jeff Foster,28,IND,C,61,43,1594,0,0,0,12,88,7.8,11.6,18,14,87,20,70,105,18,27,
175,Baron Davis,25,2TM,PG,46,32,1581,59,41,0,0,0,1.9,8.4,87,23,37,11,93,829,23,24,
175,Baron Davis,25,NOH,PG,18,13,593,66,34,0,0,0,-3.6,5.6,21,10,14,2,39,287,10,4,
175,Baron Davis,25,GSW,PG,28,19,988,55,46,0,0,0,5.2,10.1,66,13,23,9,54,542,13,20,
176,Jarvis Hayes,23,WAS,SF,54,22,1560,0,24,73,3,0,-2.3,-3.3,30,13,40,13,45,207,9,22,
