Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Unnamed: 19_level_0,Misc.,Misc.,Misc.,Unnamed: 23_level_0
184,Greg Anthony,34,2TM,PG,60,38,1514,100,0,0,0,0,-9.3,-3.7,69,17,56,3,30,601,3,16,
184,Greg Anthony,34,CHI,PG,36,35,961,100,0,0,0,0,-10.7,-1.5,43,11,37,1,22,424,2,11,
184,Greg Anthony,34,MIL,PG,24,3,553,100,0,0,0,0,-6.8,-7.7,26,6,19,2,8,177,1,5,
185,Todd MacCulloch,26,NJN,C,62,61,1502,0,0,0,0,100,6.6,3.7,18,24,111,13,85,169,22,67,
186,Tyrone Nesby,26,WAS,SF,70,9,1498,1,10,66,23,0,-0.1,2.1,20,12,69,14,45,202,10,22,
187,Toni KukoÄ,33,ATL,SF,59,9,1494,0,2,90,8,0,-2.3,4.1,67,31,33,8,62,458,15,26,
188,Adonal Foyle,26,GSW,C,79,36,1485,0,0,0,5,96,-6.3,-0.5,28,17,115,14,35,86,11,29,
189,Aaron McKie,29,PHI,SG,48,16,1471,0,44,54,2,0,3.5,2.5,56,22,27,10,49,373,8,41,
190,Tyronn Lue,24,WAS,PG,71,0,1458,91,9,0,0,0,-0.6,1.2,58,29,30,1,22,511,11,34,
191,Troy Murphy,21,GSW,PF,82,4,1448,0,0,2,70,29,-7.9,-3.0,19,35,101,21,67,156,18,28,
192,Tony Delk,28,2TM,SG,63,17,1447,38,62,0,0,0,4.1,4.6,31,20,37,6,38,306,6,22,
192,Tony Delk,28,PHO,SG,41,1,877,38,62,0,0,0,3.0,5.0,23,13,19,4,26,179,6,16,
192,Tony Delk,28,BOS,SG,22,16,570,39,61,0,0,0,5.6,3.9,8,7,18,2,12,127,0,6,
193,Christian Laettner,32,WAS,PF,57,48,1441,0,0,1,65,34,-4.5,-4.9,47,18,45,12,27,327,7,15,
194,Jarron Collins,23,UTA,C,70,68,1440,0,0,0,1,99,2.3,1.6,19,17,104,8,69,128,9,61,
195,Corie Blount,33,PHI,PF,72,21,1426,0,0,1,89,10,-3.5,-8.6,21,8,78,12,18,96,5,18,
196,Michael Redd,22,MIL,SG,67,8,1417,3,75,22,1,0,2.0,3.4,26,11,42,12,49,204,9,32,
197,Kendall Gill,33,MIA,SG,65,49,1410,4,90,6,0,0,-3.5,-2.6,30,13,59,6,23,216,4,27,
198,Fred Hoiberg,29,CHI,SG,79,8,1408,6,91,3,0,0,-7.6,3.0,22,9,43,1,30,291,5,18,
199,Jason Collins,23,NJN,C,77,9,1407,0,0,0,4,96,3.5,-1.4,16,23,67,20,68,173,10,32,
200,Tyson Chandler,19,CHI,C,71,31,1389,0,0,2,54,45,-7.6,3.0,39,26,94,24,97,112,22,21,
201,Adrian Griffin,27,DAL,SG,58,34,1383,0,73,25,2,0,6.2,2.4,18,11,49,3,25,249,9,25,
202,Charles Oakley,38,CHI,PF,57,36,1383,0,0,6,93,1,-12.8,-5.0,70,10,99,5,8,241,0,4,
203,Hakeem Olajuwon,39,TOR,C,61,37,1378,0,0,0,0,100,1.1,2.5,49,31,79,3,42,148,10,32,
204,Hanno MÃ¶ttÃ¶lÃ¤,25,ATL,C,82,14,1371,0,0,0,0,100,-5.5,-1.1,39,17,91,7,35,120,4,39,
205,Eduardo NÃ¡jera,25,DAL,PF,62,11,1357,0,1,53,45,2,12.5,11.9,22,8,59,9,58,92,14,26,
206,Avery Johnson,36,2TM,PG,68,13,1352,100,0,0,0,0,-6.7,-1.7,47,21,28,5,71,651,12,45,
206,Avery Johnson,36,DEN,PG,51,13,1200,100,0,0,0,0,-7.5,-1.3,40,20,24,4,63,587,12,42,
206,Avery Johnson,36,DAL,PG,17,0,152,100,0,0,0,0,-0.1,-4.9,7,1,4,1,8,64,0,3,
207,Jahidi White,25,WAS,C,71,69,1346,0,0,0,3,97,-3.2,-2.7,13,24,87,12,73,38,20,28,
208,Vitaly Potapenko,26,BOS,C,79,9,1343,0,0,0,3,97,-3.0,-8.0,19,18,74,8,50,72,6,32,
209,Zydrunas Ilgauskas,26,CLE,C,62,23,1329,0,0,0,0,100,-4.0,-0.3,23,20,96,27,125,158,19,42,
210,Courtney Alexander,24,WAS,SG,56,28,1325,2,41,56,1,0,-6.0,-6.9,30,13,41,14,47,185,5,33,
211,Stacey Augmon,33,CHH,SG,77,3,1319,1,58,40,1,0,5.1,6.1,24,16,44,8,41,233,6,15,
212,Al Harrington,21,IND,PF,44,1,1313,0,0,41,58,1,-1.6,-2.4,17,20,59,25,64,123,15,26,
213,Scott Padgett,25,UTA,PF,75,1,1295,0,0,21,74,5,3.1,2.7,36,17,76,6,43,182,13,38,
214,Terry Porter,38,SAS,PG,72,0,1294,91,9,0,0,0,14.6,11.2,50,17,34,12,13,458,4,13,
215,Austin Croshere,26,IND,PF,76,1,1286,0,0,12,70,17,0.8,1.0,26,19,61,11,44,181,7,26,
216,Monty Williams,30,ORL,SF,68,19,1284,0,5,78,16,0,-3.0,-7.0,25,29,60,15,61,217,12,45,
217,Ira Newble,27,ATL,SF,42,35,1273,0,84,17,0,0,-0.3,6.7,27,9,62,6,38,106,8,28,
218,Brendan Haywood,22,WAS,C,62,2,1266,0,0,0,0,100,-1.4,0.0,9,13,69,16,67,63,11,29,
219,Lorenzen Wright,26,MEM,C,43,33,1251,0,0,0,71,29,-6.4,2.6,30,15,56,14,53,100,19,47,
220,Tony Massenburg,34,MEM,PF,73,31,1247,0,0,6,89,5,-13.8,-8.1,12,37,106,9,53,54,13,35,
221,Chris Mills,32,GSW,SF,66,0,1237,0,7,89,4,0,-5.8,0.2,25,21,42,3,30,163,7,18,
222,Shawn Kemp,32,POR,PF,75,5,1232,0,0,0,49,51,-1.3,-7.2,23,20,106,23,56,115,9,46,
223,Hubert Davis,31,WAS,SG,51,17,1231,17,78,5,0,0,-1.6,-0.4,26,13,19,4,9,232,0,6,
224,Eddie House,23,MIA,PG,64,3,1230,100,0,0,0,0,-2.9,-1.5,40,20,40,7,14,272,2,21,
225,Vladimir RadmanoviÄ,21,SEA,PF,61,16,1230,0,0,5,77,19,2.8,-0.9,29,24,67,11,28,180,2,28,
226,Darvin Ham,28,MIL,SF,70,2,1208,0,21,70,9,0,1.6,2.6,28,24,69,21,53,171,16,14,
227,Dan Majerle,36,PHO,SG,65,1,1180,2,43,54,2,0,1.8,3.8,23,7,40,3,8,188,1,7,
228,Å½eljko RebraÄa,29,DET,C,74,4,1179,0,0,0,0,100,2.6,-0.1,6,19,65,30,60,96,9,29,
229,Predrag Drobnjak,26,SEA,C,64,12,1174,0,0,0,20,80,3.5,0.1,17,16,40,11,32,114,7,34,
230,Dion Glover,23,ATL,SG,55,25,1156,1,62,37,0,0,-10.8,-8.5,33,21,38,16,45,185,8,41,
231,Gilbert Arenas,20,GSW,PG,47,30,1155,96,4,0,0,0,-6.4,-0.6,58,17,36,14,60,390,10,30,
232,Brevin Knight,26,MEM,PG,53,11,1151,100,0,0,0,0,-6.3,2.6,82,14,49,10,29,645,7,25,
233,Eddy Curry,19,CHI,C,72,31,1150,0,0,0,0,100,-12.1,-3.6,15,25,85,23,81,53,16,60,
234,Charles Smith,26,SAS,SG,60,22,1141,21,79,1,0,0,-0.3,-10.5,25,19,52,8,28,173,8,37,
235,Gary Trent,27,MIN,PF,64,10,1140,0,0,46,53,1,-2.7,-9.0,16,16,85,15,66,138,20,40,
236,DeShawn Stevenson,20,UTA,SG,67,23,1134,12,86,3,0,0,-5.6,-9.6,35,18,36,8,19,239,0,34,
237,Tom Gugliotta,32,PHO,PF,44,40,1129,0,0,0,63,37,-1.9,-1.6,38,10,64,11,19,164,5,15,
238,Joel Przybilla,22,MIL,C,71,62,1128,0,0,0,0,100,-2.7,-3.5,16,8,111,12,44,45,10,23,
239,Walt Williams,31,HOU,SF,48,25,1117,0,1,78,21,0,-3.0,3.6,27,13,53,8,15,149,5,27,
240,Terence Morris,23,HOU,SF,68,12,1110,0,1,71,28,0,-11.1,-7.6,25,11,46,6,10,142,2,22,
241,Greg Ostertag,28,UTA,C,74,14,1107,0,0,0,0,100,3.2,2.7,17,18,114,5,58,111,10,27,
242,Brian Skinner,25,CLE,PF,65,8,1107,0,0,0,65,35,-1.5,3.1,13,13,55,10,37,41,10,27,
243,Damon Jones,25,DET,PG,67,0,1083,98,2,0,0,0,6.3,5.0,40,15,31,1,19,314,3,15,
244,Ãscar Torres,25,HOU,SG,65,13,1075,0,45,53,2,0,-8.6,-4.1,23,12,23,4,44,86,6,27,
245,Charlie Ward,31,NYK,PG,63,0,1058,94,7,0,0,0,-0.8,4.6,47,25,47,1,19,442,3,5,
246,Anthony Carter,26,MIA,PG,46,18,1050,70,30,0,0,0,-9.6,-10.6,44,18,47,6,14,477,4,11,
247,Marcus Camby,27,NYK,C,29,29,1007,0,0,0,5,95,-4.5,-0.5,22,12,63,3,46,74,8,22,
248,Lamar Odom,22,LAC,SF,29,25,999,0,0,59,41,0,-0.2,0.5,56,14,48,13,44,370,10,18,
249,Art Long,29,SEA,PF,63,27,989,0,0,6,74,20,0.1,-4.3,19,17,79,14,37,88,4,20,
250,Earl Watson,22,SEA,PG,64,0,964,100,0,0,0,0,3.5,0.2,34,10,35,3,13,272,6,20,
251,Terrell Brandon,31,MIN,PG,32,28,962,100,0,0,0,0,7.6,5.0,28,12,17,1,28,556,3,14,
252,Jerome James,26,SEA,C,56,40,949,0,0,0,0,100,10.2,8.9,8,24,80,24,27,54,4,10,
253,John Starks,36,UTA,SG,66,1,929,10,90,0,0,0,-0.2,-1.9,24,12,44,14,12,149,1,22,
254,Patrick Ewing,39,ORL,C,65,4,901,0,0,0,0,100,-1.5,-4.2,20,24,67,11,58,84,13,22,
255,Jake Voskuhl,24,PHO,C,59,34,900,0,0,0,0,100,-5.0,-5.4,11,10,47,17,53,38,7,26,
256,George Lynch,31,CHH,SF,45,18,893,0,48,48,5,0,0.4,-0.8,25,12,44,2,16,114,3,23,
257,Raja Bell,25,PHI,SG,74,12,890,1,60,38,1,0,-4.8,-8.8,20,13,37,7,18,156,1,16,
258,Dell Curry,37,TOR,SG,56,4,886,6,83,11,0,0,-0.1,0.5,28,9,22,4,6,126,1,9,
259,Greg Buckner,25,DAL,SG,44,16,885,1,80,19,0,0,1.6,-3.9,17,3,45,0,17,106,4,21,
260,Vladimir Stepania,25,MIA,C,67,4,884,0,0,0,1,99,-4.9,-4.0,11,19,43,12,43,34,10,22,
261,Will Solomon,23,MEM,SG,62,4,872,38,61,1,0,0,-6.4,2.3,33,18,26,4,21,195,3,22,
262,Kevin Willis,39,HOU,PF,52,5,865,0,0,0,0,100,-7.1,-1.9,13,11,34,10,40,36,6,17,
263,Zendon Hamilton,26,DEN,PF,54,15,848,0,0,1,45,54,-13.7,-9.1,14,22,40,13,84,32,18,46,
264,Donnell Harvey,21,2TM,PF,47,4,841,0,2,27,67,4,0.6,6.2,16,9,60,5,30,79,9,25,
264,Donnell Harvey,21,DAL,PF,18,0,162,0,10,52,34,4,1.5,-3.2,3,3,9,1,7,11,0,3,
264,Donnell Harvey,21,DEN,PF,29,4,679,0,0,21,76,4,0.4,8.4,13,6,51,4,23,68,9,22,
265,Kwame Brown,19,WAS,PF,57,3,817,0,0,2,60,38,-4.8,-4.3,13,18,67,5,47,93,9,28,
266,Tyrone Hill,33,CLE,PF,26,26,810,0,0,0,74,26,-2.2,1.9,16,11,54,13,43,49,9,31,
267,Chris Gatling,34,MIA,PF,54,1,809,0,0,0,95,5,-3.6,-2.3,21,21,31,14,47,60,10,21,
268,John Crotty,32,UTA,PG,41,0,802,86,14,0,0,0,3.5,2.8,33,11,19,5,10,313,2,13,
269,Danny Ferry,35,SAS,SF,50,2,799,0,0,91,9,0,8.6,1.8,17,2,34,1,4,107,0,5,
270,Milt Palacio,23,2TM,PG,69,1,790,92,8,0,0,0,-6.2,-8.6,22,12,30,3,27,196,6,25,
270,Milt Palacio,23,BOS,PG,41,0,518,99,1,0,0,0,-10.1,-14.2,8,10,23,3,18,132,3,14,
270,Milt Palacio,23,PHO,SG,28,1,272,78,22,0,0,0,1.2,2.1,14,2,7,0,9,64,3,11,
271,Derrick McKey,35,PHI,SF,41,1,784,0,0,45,54,1,0.7,-1.6,11,5,50,2,4,92,0,5,
272,Steve Kerr,36,POR,PG,65,0,775,46,54,0,0,0,3.0,-0.8,13,8,19,1,8,142,2,3,
273,Bryce Drew,27,CHH,PG,61,0,774,100,0,0,0,0,2.0,1.3,17,6,20,2,5,221,0,5,
274,Emanual Davis,33,ATL,PG,28,20,774,85,16,0,0,0,-8.9,-5.0,30,8,31,4,8,150,5,7,
275,Earl Boykins,25,LAC,PG,68,2,761,100,0,0,0,0,0.2,0.9,30,11,12,1,10,316,2,15,
276,Shawn Bradley,29,DAL,C,53,16,757,0,0,0,0,100,5.5,1.1,10,7,67,3,28,41,6,19,
277,Scott Williams,33,DEN,PF,41,16,737,0,0,0,46,54,-11.5,-6.0,11,12,44,3,20,33,4,16,
278,Stanislav Medvedenko,22,LAL,C,71,6,729,0,0,0,22,78,6.6,-1.1,18,13,54,4,28,96,10,23,
279,Sean Rooks,32,LAC,C,61,2,728,0,0,0,14,86,-1.0,-0.5,11,4,72,4,12,53,3,5,
280,Sam Mitchell,38,MIN,SF,74,10,726,0,45,49,5,0,2.4,-1.7,13,8,31,4,19,103,4,12,
281,Johnny Newman,38,DAL,SF,47,17,724,2,56,41,1,0,1.2,-4.2,6,6,22,4,23,31,2,9,
282,Lawrence Funderburke,31,SAC,PF,56,1,722,0,0,0,88,12,5.0,-3.7,13,11,32,3,21,72,6,6,
283,Walter McCarty,27,BOS,PF,56,0,718,0,0,5,67,29,-0.7,-3.7,11,7,41,4,6,100,1,6,
284,Don Reid,28,ORL,PF,68,5,714,0,0,7,82,11,-2.8,-5.6,23,11,92,17,35,60,12,22,
285,Mitch Richmond,36,LAL,SG,64,2,709,15,80,5,0,0,9.7,2.8,15,13,23,10,16,130,3,10,
286,Michael Doleac,24,CLE,C,42,15,705,0,0,0,44,56,-9.1,-6.5,16,10,55,8,20,52,2,16,
287,Bimbo Coles,33,CLE,PG,47,1,693,100,0,0,0,0,-14.9,-13.5,18,8,18,4,12,228,3,9,
288,Jud Buechler,33,2TM,SF,66,2,684,0,54,44,2,0,-6.8,-10.0,11,2,28,1,0,72,0,2,
288,Jud Buechler,33,PHO,SF,6,0,54,0,32,68,0,0,4.6,5.4,1,0,4,0,0,6,0,0,
288,Jud Buechler,33,ORL,SF,60,2,630,0,56,42,3,0,-7.8,-11.3,10,2,24,1,0,66,0,2,
289,Robert Traylor,24,CHH,PF,61,1,678,0,0,4,77,19,-3.8,-5.8,9,11,66,14,38,78,6,31,
290,Bryant Stith,31,CLE,SG,50,5,665,2,88,11,0,0,-8.8,-6.1,15,5,22,5,24,88,11,15,
291,Eric Montross,30,TOR,C,49,24,655,0,0,0,0,100,-9.0,-10.1,7,8,57,7,10,36,1,12,
292,Mark Strickland,31,ATL,SF,46,10,654,0,5,77,18,0,-6.6,-2.1,16,4,22,2,20,49,2,15,
293,Eddie Robinson,25,CHI,SF,29,12,653,0,28,70,2,0,-11.0,-1.7,16,14,20,2,23,76,4,10,
294,Mark Madsen,26,LAL,PF,59,5,650,0,0,0,71,29,7.3,-0.2,5,10,46,3,20,98,4,21,
295,Dalibor BagariÄ,21,CHI,C,50,0,638,0,0,0,9,91,-11.6,-2.4,15,12,49,9,31,53,8,19,
296,Andrew DeClercq,28,ORL,C,61,14,633,0,0,0,22,79,0.0,-2.0,13,6,79,6,24,52,4,21,
297,Brian Shaw,35,LAL,PG,58,0,631,38,61,1,0,0,7.6,0.2,23,5,15,4,5,201,0,7,
298,Etan Thomas,23,WAS,C,47,0,618,0,0,0,28,72,1.6,3.5,5,6,40,11,37,13,12,17,
299,Howard Eisley,29,NYK,PG,39,0,609,100,1,0,0,0,0.0,5.0,29,15,28,3,8,217,1,11,
300,A.J. Guyton,23,CHI,PG,45,6,607,98,3,0,0,0,-5.0,5.4,22,12,9,1,8,178,1,3,
301,Glen Rice,34,HOU,SF,20,20,606,0,4,93,3,0,-2.4,3.8,10,5,16,4,12,64,5,8,
302,Shammond Williams,26,SEA,SG,50,2,603,22,78,1,0,0,-1.4,-5.6,25,7,10,0,9,181,2,8,
303,Wang Zhizhi,24,DAL,C,55,0,600,0,0,0,13,87,6.0,1.7,13,7,43,2,24,50,2,12,
304,Rafer Alston,25,MIL,PG,50,7,600,95,5,0,0,0,-4.0,-4.5,19,14,18,1,12,333,0,10,
305,Mookie Blaylock,34,GSW,PG,35,0,599,100,0,0,0,0,-7.5,-1.9,28,8,13,1,1,241,1,6,
306,John Amaechi,31,UTA,PF,54,0,586,0,0,0,14,86,-12.7,-16.4,18,15,29,13,44,63,7,38,
307,Cal Bowdler,24,ATL,PF,52,0,585,0,0,1,41,58,-1.6,3.8,2,5,43,1,22,23,3,13,
308,Dana Barros,34,DET,PG,29,20,582,100,0,0,0,0,0.6,-2.4,20,7,14,3,11,166,4,6,
309,Felipe LÃ³pez,27,MIN,SG,67,0,581,3,59,38,0,0,-2.7,-7.6,13,6,32,12,22,84,3,21,
310,Kenny Satterfield,20,DEN,PG,36,4,560,98,2,0,0,0,-5.9,0.8,33,14,9,6,15,228,4,21,
311,Danny Manning,35,DAL,PF,41,10,552,0,0,9,73,18,-3.1,-8.9,20,0,45,3,14,64,3,8,
312,Rusty LaRue,28,UTA,PG,33,0,542,90,10,0,0,0,-6.3,-8.7,29,8,28,3,9,154,3,9,
313,Rick Brunson,29,POR,PG,59,2,520,52,47,1,0,0,-0.9,-5.2,26,12,19,4,12,246,3,12,
314,Loren Woods,23,MIN,C,60,0,516,0,0,0,0,100,-3.6,-8.5,12,11,33,6,24,50,3,8,
315,Steven Hunter,20,ORL,C,53,21,516,0,0,0,6,95,-7.5,-10.7,6,5,52,1,44,13,5,19,
316,Grant Hill,29,ORL,SF,14,14,512,0,2,80,18,0,0.0,-1.9,23,7,17,5,36,141,8,16,
317,Vonteego Cummings,25,PHI,PG,58,1,501,60,41,0,0,0,-11.5,-15.4,16,15,25,2,11,127,4,12,
318,Marc Jackson,27,2TM,C,39,0,495,0,0,0,13,87,-3.0,-3.8,2,9,20,11,37,29,8,21,
318,Marc Jackson,27,GSW,C,17,0,169,0,0,0,1,99,-5.3,0.6,1,3,3,6,21,14,4,8,
318,Marc Jackson,27,MIN,C,22,0,326,0,0,0,20,81,-1.8,-6.0,1,6,17,5,16,15,4,13,
319,John Wallace,27,PHO,SF,46,0,490,0,5,12,68,15,-7.4,-7.5,13,9,37,3,23,63,6,18,
320,Quincy Lewis,24,UTA,SG,36,19,490,0,93,7,0,0,-2.6,-4.4,11,5,33,11,9,78,2,5,
321,Jamal Crawford,21,CHI,PG,23,6,481,98,2,0,0,0,-13.1,-4.1,22,8,11,0,7,118,3,3,
322,Trajan Langdon,25,CLE,SG,44,0,477,59,39,2,0,0,-0.7,3.4,19,9,24,8,16,128,5,9,
323,Tracy Murray,30,TOR,SF,40,3,473,0,6,90,4,0,-7.1,-7.5,16,6,13,2,8,40,0,10,
324,Alton Ford,20,PHO,PF,53,0,452,0,0,0,29,71,-10.0,-10.3,7,11,33,10,27,14,7,10,
325,Tariq Abdul-Wahad,27,2TM,SG,24,12,441,0,63,36,1,0,-5.6,0.4,10,10,26,5,18,54,5,19,
325,Tariq Abdul-Wahad,27,DEN,SG,20,12,417,0,64,35,1,0,-5.8,0.9,8,9,23,5,17,48,5,18,
325,Tariq Abdul-Wahad,27,DAL,SG,4,0,24,0,47,53,0,0,-2.5,-7.1,2,1,3,0,1,6,0,1,
326,Dan Langhi,24,HOU,SF,34,8,434,0,0,62,37,1,-20.6,-16.9,3,1,15,4,4,32,1,4,
327,Gerald Wallace,19,SAC,SF,54,1,430,0,32,60,8,0,2.3,-6.4,7,8,20,4,21,61,6,21,
328,Travis Knight,27,NYK,C,49,0,429,0,0,0,8,92,-11.0,-7.6,13,6,50,4,9,18,1,6,
329,Mark Pope,29,MIL,PF,45,12,426,0,0,2,37,62,-4.9,-5.3,5,4,23,3,9,43,1,3,
330,Alan Henderson,29,ATL,PF,26,1,422,0,0,0,32,69,2.2,7.9,3,9,21,5,18,23,5,18,
331,Mark Blount,26,BOS,C,44,0,415,0,0,0,0,100,-6.9,-10.3,6,7,32,3,15,24,3,10,
332,Mengke Bateer,26,DEN,C,27,10,408,0,0,0,0,100,-7.8,-1.4,12,2,33,15,20,46,8,14,
333,Tierre Brown,22,HOU,SG,40,1,403,81,18,1,0,0,-18.3,-14.2,18,18,13,3,12,157,2,12,
334,Eddie Gill,23,MEM,PG,23,5,384,100,0,0,0,0,-19.8,-12.8,19,12,11,3,11,104,1,3,
335,Carlos Arroyo,22,2TM,PG,37,1,371,80,20,0,0,0,-4.9,0.3,13,4,13,3,5,147,0,13,
335,Carlos Arroyo,22,TOR,PG,17,0,96,100,0,0,0,0,-14.5,-14.3,7,0,5,2,2,46,0,5,
335,Carlos Arroyo,22,DEN,PG,20,1,275,73,27,0,0,0,-1.5,5.4,6,4,8,1,3,101,0,8,
336,Anthony Johnson,27,NJN,SG,34,0,366,86,14,0,0,0,5.1,0.8,10,5,8,1,11,103,1,5,
337,Jason Collier,24,HOU,C,25,2,365,0,0,0,0,100,-16.4,-11.9,4,7,27,1,18,21,4,13,
338,Matt Bullard,34,CHH,PF,31,0,350,0,1,32,67,0,-6.3,-8.1,7,3,13,1,3,36,1,6,
339,Bobby Simmons,21,WAS,SF,30,3,343,0,2,80,14,4,0.2,1.8,4,6,9,2,14,37,4,9,
340,Tremaine Fowlkes,25,LAC,SF,22,17,343,0,0,99,1,0,-7.3,-7.3,4,5,18,3,13,39,1,8,
341,Chris Dudley,36,POR,C,43,2,327,0,0,0,3,97,3.3,-0.3,5,6,21,2,6,31,1,6,
342,Antonis Fotsis,20,MEM,PF,28,1,320,0,0,14,67,19,-6.2,2.1,6,9,12,1,9,21,2,9,
343,Sean Marks,26,MIA,C,21,6,319,0,0,0,23,77,-7.4,-6.1,5,6,17,2,15,18,2,7,
344,Isaac Austin,32,MEM,C,21,8,307,0,0,0,78,22,-14.1,-6.4,8,1,24,1,1,28,0,3,
345,Evan Eschmeyer,26,DAL,C,31,6,299,0,0,4,55,41,3.5,-1.2,4,6,34,6,13,21,1,9,
346,Derrick Dial,26,2TM,SG,32,0,299,88,12,0,0,0,5.0,1.3,5,5,6,4,11,75,6,8,
346,Derrick Dial,26,NJN,SG,25,0,249,96,4,0,0,0,0.7,-3.9,4,4,6,3,9,66,6,7,
346,Derrick Dial,26,TOR,SG,7,0,50,49,51,0,0,0,26.7,27.6,1,1,0,1,2,9,0,1,
347,Brian Scalabrine,23,NJN,PF,28,0,290,0,0,0,63,37,2.7,-1.8,11,4,13,4,6,51,1,9,
348,Jason Caffey,28,MIL,PF,23,0,283,0,0,4,43,53,-3.7,-3.8,6,5,13,8,18,29,1,11,
349,Jermaine Jackson,25,TOR,SG,24,0,280,18,64,18,1,0,-4.8,-4.6,9,4,8,1,5,124,0,5,
350,Calvin Booth,25,SEA,C,15,15,279,0,0,0,57,44,-8.5,-12.8,3,7,24,5,12,33,2,4,
351,Chris Andersen,23,DEN,C,24,1,262,0,0,0,31,69,6.0,13.5,6,7,24,0,14,15,4,6,
352,William Avery,22,MIN,PG,28,0,258,100,0,0,0,0,-1.4,-5.5,14,3,5,1,9,79,2,9,
353,Shawnelle Scott,29,DEN,C,21,10,252,0,0,0,53,48,-6.0,0.7,4,6,20,2,11,17,4,9,
354,Robert Pack,32,MIN,PG,16,0,252,100,0,0,0,0,-3.6,-7.9,9,3,4,5,7,103,1,4,
355,Felton Spencer,34,NYK,C,32,8,248,0,0,0,0,100,-3.2,1.1,2,1,37,6,15,7,1,6,
356,Ruben Boumtje-Boumtje,23,POR,C,33,1,245,0,0,0,0,100,-14.6,-19.4,4,3,15,5,12,10,4,5,
357,Kedrick Brown,20,BOS,SF,29,5,245,0,20,80,0,0,-0.6,-3.1,1,4,6,1,7,39,0,3,
358,Zach Randolph,20,POR,PF,41,0,238,0,0,0,40,60,-3.3,-7.3,5,3,9,5,14,30,5,13,
359,Antonio McDyess,27,DEN,PF,10,10,236,0,0,0,87,13,-15.5,-9.5,12,3,7,3,15,41,2,6,
360,Cherokee Parks,29,SAS,C,42,1,234,0,0,0,31,69,-12.3,-20.7,4,7,15,3,5,21,2,5,
361,Erick Barkley,23,POR,PG,19,4,228,97,3,0,0,0,1.2,-2.5,9,1,8,1,5,73,0,4,
362,Stephen Jackson,23,SAS,SF,23,1,227,0,4,96,0,0,-3.5,-11.3,7,12,17,4,8,23,1,4,
363,Olumide Oyedeji,20,SEA,C,36,1,221,0,0,1,64,36,5.5,2.2,2,6,19,1,9,8,0,9,
364,Nick Anderson,34,MEM,SG,15,0,219,0,63,36,1,0,-14.2,-6.4,11,2,6,1,4,30,1,2,
365,Mikki Moore,26,DET,C,30,0,217,0,0,0,34,66,1.2,-1.6,7,5,18,2,10,26,2,3,
366,Mark Bryant,36,SAS,PF,30,3,206,0,0,0,75,25,-3.9,-11.7,3,0,11,2,2,22,0,3,
367,Brandon Armstrong,21,NJN,SG,35,0,196,17,82,1,0,0,-10.2,-15.3,4,2,9,2,4,17,0,4,
368,Dean Garrett,35,2TM,C,34,0,183,0,0,0,28,72,1.5,-0.8,7,3,16,0,1,11,1,7,
368,Dean Garrett,35,MIN,C,29,0,152,0,0,0,23,77,0.0,-4.0,6,1,13,0,1,9,1,6,
368,Dean Garrett,35,GSW,C,5,0,31,0,0,0,52,48,8.6,14.7,1,2,3,0,0,2,0,1,
369,Jabari Smith,24,2TM,C,23,0,181,0,0,0,53,47,5.9,1.6,2,1,15,0,12,22,2,1,
369,Jabari Smith,24,SAC,C,12,0,71,0,0,0,35,65,5.4,-2.6,1,0,8,0,4,12,0,0,
369,Jabari Smith,24,PHI,C,11,0,110,0,0,0,65,35,6.2,4.3,1,1,7,0,8,10,2,1,
370,Lavor Postell,23,NYK,SG,23,0,179,0,92,8,0,0,5.4,10.1,3,4,3,2,13,10,2,8,
371,Samuel Dalembert,20,PHI,C,34,0,177,0,0,0,11,89,-3.1,-5.3,3,5,14,5,5,10,0,5,
372,Harold Jamison,25,LAC,PF,25,2,176,0,0,0,85,15,-3.5,-3.0,3,0,9,1,6,13,1,8,
373,Randy Livingston,26,SEA,PG,13,0,176,60,40,0,0,0,15.7,12.9,1,0,5,0,3,55,1,5,
374,Isaiah Rider,30,DEN,SG,10,1,173,0,62,38,0,0,9.1,16.4,4,5,4,2,7,24,1,8,
375,Michael Ruffin,25,PHI,PF,15,0,169,0,0,0,73,27,-10.4,-12.9,3,4,10,2,4,11,0,4,
376,Carlos Rogers,30,IND,C,22,1,168,0,0,1,35,65,-6.1,-6.5,3,1,9,1,10,6,3,1,
377,Malik Allen,23,MIA,PF,12,2,161,0,0,19,69,12,-5.2,-3.6,2,0,8,0,4,12,2,4,
378,PrimoÅ¾ Brezec,22,IND,C,22,4,160,0,0,0,0,100,-6.6,-6.9,2,2,13,1,6,13,1,4,
379,Sam Mack,31,MIA,SF,12,1,159,0,10,90,1,0,-0.5,1.4,3,1,8,0,3,8,1,1,
380,Joe Crispin,22,2TM,PG,21,0,156,100,0,0,0,0,-5.0,-5.7,6,4,4,0,2,56,0,4,
380,Joe Crispin,22,LAL,PG,6,0,27,100,0,0,0,0,-36.3,-44.1,0,1,1,0,1,4,0,0,
