Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Unnamed: 19_level_0,Misc.,Misc.,Misc.,Unnamed: 23_level_0
66,Raef LaFrentz,25,DAL,C,27,25,787,0,0,1,77,23,5.4,1.0,17,7,72,7,22,66,4,15,
67,Dale Davis,32,POR,C,78,77,2447,0,0,0,1,99,5.4,4.6,13,22,104,13,97,215,18,46,
68,Jamaal Tinsley,23,IND,PG,80,78,2442,94,6,0,0,0,0.7,1.6,187,48,96,22,61,1423,10,61,ROY-3
69,Kenny Anderson,31,BOS,PG,76,76,2430,100,0,0,0,0,4.9,6.7,71,33,103,6,50,960,12,52,
70,Shaquille O'Neal,29,LAL,C,67,66,2422,0,0,0,0,100,11.3,9.9,56,36,103,43,318,446,108,56,"MVP-3,AS,NBA1"
71,Vlade Divac,33,SAC,C,80,80,2420,0,0,0,0,100,9.3,3.5,79,43,133,22,145,636,29,62,
72,Desmond Mason,24,SEA,SF,75,20,2420,0,6,89,5,0,5.2,4.7,31,33,62,19,102,248,18,44,6MOY-5
73,Pat Garrity,25,ORL,PF,80,43,2406,0,0,1,80,19,4.3,6.4,26,19,110,16,17,239,3,19,
74,Vince Carter,25,TOR,SG,60,60,2385,0,70,29,0,0,1.3,4.9,76,44,89,24,106,519,22,37,AS
75,Mark Jackson,36,NYK,PG,82,82,2367,100,0,0,0,0,-6.4,-5.5,108,28,48,10,30,1339,5,29,
76,Chauncey Billups,25,MIN,PG,82,54,2355,98,2,0,0,0,3.4,-0.9,78,30,67,15,85,969,11,44,
77,Bonzi Wells,25,POR,SG,74,69,2348,0,66,33,1,0,4.7,2.7,80,66,86,28,115,439,19,62,
78,Glenn Robinson,29,MIL,SF,66,63,2346,0,15,73,12,0,-2.1,-4.7,67,64,81,19,104,384,24,52,
79,Steve Francis,24,HOU,PG,57,56,2343,61,39,0,0,0,-1.2,10.6,113,57,56,26,174,816,33,71,AS
80,Lamond Murray,28,CLE,SF,71,68,2312,0,1,83,16,0,-3.0,1.7,52,46,68,28,111,334,21,63,
81,David Robinson,36,SAS,C,78,78,2303,0,0,0,0,100,9.3,5.1,38,38,86,16,178,207,33,59,
82,Rod Strickland,35,MIA,PG,76,64,2294,83,16,1,0,0,1.8,8.6,100,40,47,7,75,1005,22,32,
83,Rick Fox,32,LAL,SF,82,82,2289,0,2,98,1,0,5.8,-4.0,86,28,97,14,37,617,9,30,
84,Chucky Atkins,27,DET,PG,79,62,2285,100,0,0,0,0,1.0,-4.0,77,28,67,10,39,587,11,37,
85,Tony Parker,19,SAS,PG,77,72,2267,100,0,0,0,0,4.7,-5.7,87,30,78,10,54,743,6,42,
86,Brad Miller,25,2TM,C,76,75,2263,0,0,0,9,91,-4.4,1.9,52,39,124,14,161,322,45,111,
86,Brad Miller,25,CHI,C,48,47,1391,0,0,0,15,85,-8.6,1.5,33,29,82,7,106,214,27,72,
86,Brad Miller,25,IND,C,28,28,872,0,0,0,0,100,2.2,2.7,19,10,42,7,55,108,18,39,
87,Brian Grant,29,MIA,PF,72,72,2256,0,0,0,78,22,-1.7,0.2,53,30,96,23,54,290,11,56,
88,Moochie Norris,28,HOU,PG,82,26,2249,100,0,0,0,0,-5.1,1.1,75,45,50,15,55,936,9,29,
89,James Posey,25,DEN,SF,73,63,2238,0,1,43,54,2,-5.8,1.7,59,25,76,21,78,410,11,56,
90,Trenton Hassell,22,CHI,SG,78,47,2237,0,74,26,0,0,-11.2,-3.7,56,29,80,8,47,369,11,27,
91,Jason Williams,26,MEM,PG,65,65,2236,90,10,0,0,0,-7.6,1.4,144,51,29,6,23,1089,4,14,
92,Darius Miles,20,LAC,SF,82,6,2227,0,1,61,38,0,0.2,1.7,65,47,96,20,103,422,22,45,
93,Eric Snow,28,PHI,PG,61,61,2225,76,24,1,0,0,5.1,7.2,99,25,73,9,79,852,20,43,
94,Rasho NesteroviÄ,25,MIN,C,82,82,2218,0,0,0,2,98,6.3,5.8,27,21,148,18,32,167,5,47,
95,Danny Fortson,25,GSW,PF,77,76,2216,0,0,1,91,8,-4.7,2.9,68,26,74,27,118,278,25,73,
96,Steve Smith,32,SAS,SG,77,76,2211,0,56,44,0,0,6.3,-1.8,52,25,63,20,52,339,7,33,
97,Horace Grant,36,ORL,C,76,76,2210,0,0,0,31,69,5.7,8.9,20,15,62,4,53,248,14,13,
98,Richard Hamilton,23,WAS,SG,63,57,2203,9,81,10,0,0,-0.8,1.4,61,43,42,20,121,360,25,100,
99,Keon Clark,26,TOR,C,81,31,2185,0,0,0,30,70,-1.3,-1.6,47,47,159,24,108,198,23,73,
100,Antonio Daniels,26,SAS,SG,82,13,2175,9,72,19,0,0,7.5,0.7,37,20,47,8,63,519,16,27,
101,Chris Whitney,30,WAS,PG,82,81,2171,100,0,0,0,0,-1.7,-0.6,59,18,87,5,38,652,11,17,
102,Nazr Mohammed,24,ATL,C,82,73,2168,0,0,0,21,79,-6.7,-4.2,39,35,143,20,95,73,16,85,
103,Elden Campbell,33,CHH,PF,77,74,2156,0,0,0,74,26,-0.1,-2.4,33,44,118,42,176,226,24,54,
104,Quentin Richardson,21,LAC,SG,81,0,2152,0,69,31,0,0,1.8,5.2,39,36,63,13,81,280,17,67,6MOY-3
105,Andrei Kirilenko,20,UTA,SF,82,40,2151,0,1,71,28,1,8.3,15.5,46,33,68,10,148,196,18,60,ROY-3
106,Jumaine Jones,22,CLE,PF,81,36,2142,0,0,15,82,3,-2.2,3.4,37,22,110,12,23,253,3,25,
107,Robert Horry,31,LAL,PF,81,23,2140,0,0,0,98,2,8.1,1.3,54,21,86,8,35,509,4,12,6MOY-8
108,Mike Miller,21,ORL,SF,63,53,2123,0,17,74,10,0,3.9,4.6,45,34,68,19,77,444,17,46,
109,Michael Jordan,38,WAS,SF,60,53,2093,0,18,77,4,0,0.1,3.1,88,59,58,10,137,685,29,52,"MVP-13,AS"
110,Derrick Coleman,34,PHI,PF,58,58,2080,0,0,0,77,23,2.0,0.0,43,44,77,19,100,200,22,65,
111,Chris Webber,28,SAC,PF,54,54,2071,0,0,0,91,9,9.5,3.4,76,42,73,28,164,567,41,37,"MVP-7,AS,NBA2"
112,Anthony Peeler,32,MIN,SG,82,0,2060,8,92,1,0,0,0.2,-7.5,48,15,48,11,23,380,7,22,
113,Larry Hughes,23,GSW,SG,73,56,2049,53,44,2,0,0,-5.7,0.4,87,52,66,16,111,671,27,73,
114,Bryon Russell,31,UTA,SG,66,40,1998,0,73,27,0,0,4.7,6.9,65,20,75,19,34,288,7,31,
115,Scottie Pippen,36,POR,SF,62,60,1996,0,0,87,13,0,2.5,-2.3,108,40,53,14,53,797,11,26,
116,Morris Peterson,24,TOR,SF,63,56,1988,0,26,72,1,0,-0.3,0.4,38,29,82,12,76,329,20,35,
117,Tim Thomas,24,MIL,SF,74,22,1987,0,0,50,49,1,0.7,1.8,43,37,82,32,83,247,16,37,
118,Jon Barry,32,DET,SG,82,6,1985,1,99,1,0,0,4.5,3.7,79,24,53,4,26,609,10,13,
119,Derek Fisher,27,LAL,PG,70,35,1974,99,1,0,0,0,9.4,4.0,39,17,43,3,32,388,4,16,
120,Hedo TÃ¼rkoÄlu,22,SAC,SF,80,10,1970,0,0,67,32,1,11.0,6.0,36,32,93,8,96,369,14,28,6MOY-7
121,Marcus Fizer,23,CHI,PF,76,20,1963,0,0,3,76,21,-8.5,2.0,41,41,74,35,135,268,27,56,
122,Ricky Davis,22,CLE,SF,82,8,1954,0,30,68,2,0,-4.2,-1.0,68,50,74,6,108,401,23,48,6MOY-8
123,Bo Outlaw,30,2TM,PF,83,36,1928,0,0,5,65,30,2.3,4.6,52,20,110,11,43,275,16,42,
123,Bo Outlaw,30,ORL,PF,10,0,160,0,0,44,53,3,10.6,9.2,6,1,17,1,7,14,2,3,
123,Bo Outlaw,30,PHO,PF,73,36,1768,0,0,2,66,32,1.5,4.2,46,19,93,10,36,261,14,39,
124,Joe Smith,26,MIN,C,72,63,1922,0,0,0,69,31,9.4,10.9,32,23,126,19,86,183,17,44,
125,Popeye Jones,31,WAS,PF,79,40,1920,0,0,1,94,5,2.1,6.8,37,16,68,24,49,271,9,24,
126,Richard Jefferson,21,NJN,SF,79,9,1917,0,1,96,3,0,2.8,-3.0,50,24,88,18,122,305,28,53,ROY-2
127,Kelvin Cato,27,HOU,C,75,73,1917,0,0,0,0,100,-4.0,3.0,19,16,116,13,92,65,16,30,
128,Joe Johnson,20,2TM,SG,77,60,1916,0,37,60,3,0,-0.9,-2.2,36,22,56,8,19,407,3,32,
128,Joe Johnson,20,BOS,SG,48,33,1003,0,15,85,1,0,0.7,-2.1,15,8,29,2,11,179,1,15,
128,Joe Johnson,20,PHO,SG,29,27,913,0,61,33,6,0,-2.6,-2.3,21,14,27,6,8,228,2,17,
129,Michael Curry,33,DET,SG,82,75,1912,0,79,21,0,0,-0.3,-5.8,26,11,94,16,34,308,5,10,
130,Lee Nailon,26,CHH,SF,79,41,1912,0,1,79,20,0,-0.3,-2.7,40,19,55,16,69,202,15,43,
131,Eddie Griffin,19,HOU,PF,73,24,1896,0,0,0,63,37,-4.7,1.6,24,14,71,4,37,121,7,43,
132,Scot Pollard,26,SAC,C,80,29,1881,0,0,0,36,64,8.0,0.2,13,22,128,17,77,116,25,46,
133,Rodney Rogers,30,2TM,SF,77,8,1880,0,2,35,59,4,4.4,5.4,44,33,93,19,77,245,23,56,
133,Rodney Rogers,30,PHO,SF,50,7,1254,0,0,13,82,6,1.8,3.8,27,20,62,12,48,153,11,40,
133,Rodney Rogers,30,BOS,SF,27,1,626,0,7,80,13,0,9.5,8.6,17,13,31,7,29,92,12,16,
134,Grant Long,35,MEM,PF,66,56,1868,0,0,88,12,0,-10.0,-3.3,54,28,51,11,41,288,7,16,
135,Derek Anderson,27,POR,SG,70,27,1860,17,78,5,0,0,5.5,3.6,41,21,32,17,70,481,13,32,
136,Jacque Vaughn,26,ATL,PG,82,16,1856,100,0,0,0,0,-7.4,-4.7,70,21,63,6,39,769,0,15,6MOY-8
137,Troy Hudson,25,ORL,PG,81,4,1854,59,40,0,0,0,-1.1,-5.4,91,54,33,4,69,563,17,36,6MOY-5
138,George McCloud,34,DEN,SF,69,26,1830,4,31,53,13,0,-10.3,-7.0,93,39,96,7,56,441,11,34,
139,Jim Jackson,31,MIA,SF,55,19,1825,0,10,88,2,0,-0.2,2.9,55,29,81,12,21,298,6,31,
140,Tony Battie,25,BOS,C,74,73,1819,0,0,0,1,99,4.8,4.7,15,23,136,4,57,82,10,27,
141,Stromile Swift,22,MEM,PF,68,14,1805,0,0,10,68,22,-9.1,-1.6,39,43,89,21,134,108,27,66,
142,Jeff Foster,25,IND,C,82,48,1786,0,0,0,14,86,-0.3,-0.7,23,16,92,27,85,151,12,32,
143,Bob Sura,28,GSW,PG,78,5,1780,57,43,0,0,0,-4.7,2.1,63,46,59,13,127,595,17,42,
144,Rodney Buford,24,MEM,SG,63,21,1769,2,86,12,0,0,-9.6,-2.6,40,16,59,6,36,153,7,30,
145,Ruben Patterson,26,POR,SF,75,13,1765,0,16,72,12,0,2.9,-1.2,48,31,44,16,138,238,39,76,
146,Devean George,24,LAL,SF,82,1,1759,0,0,88,12,0,11.8,7.8,39,12,88,8,39,250,10,23,
147,Bobby Jackson,28,SAC,PG,81,3,1750,99,1,0,0,0,9.2,2.2,46,29,51,10,72,363,18,38,6MOY-2
148,Donyell Marshall,28,UTA,SF,58,42,1750,0,3,90,6,0,-5.8,-12.7,57,42,79,13,106,213,25,69,
149,Eric Williams,29,BOS,SF,74,30,1747,0,2,74,24,0,4.6,4.2,41,28,82,17,85,272,14,42,
150,Travis Best,29,2TM,PG,74,21,1747,100,0,0,0,0,-4.4,-0.3,49,30,80,17,43,712,10,22,
150,Travis Best,29,IND,PG,44,3,954,100,0,0,0,0,-3.4,-4.5,31,18,47,9,24,388,4,12,
150,Travis Best,29,CHI,PG,30,18,793,100,0,0,0,0,-5.6,4.9,18,12,33,8,19,324,6,10,
151,Erick Dampier,26,GSW,C,73,46,1740,0,0,0,0,100,-6.6,-1.2,28,62,132,35,96,192,28,59,
152,Clarence Weatherspoon,31,NYK,PF,56,41,1728,0,0,0,98,2,-6.1,-3.4,13,16,78,3,71,134,10,61,
153,DerMarr Johnson,21,ATL,SF,72,46,1727,0,26,73,1,0,-2.0,5.0,41,36,84,7,43,171,7,31,
154,Malik Rose,27,SAS,PF,82,1,1725,0,0,5,95,1,8.3,2.1,57,34,81,21,107,140,19,62,6MOY-4
155,Kevin Ollie,29,2TM,PG,81,17,1723,92,8,0,0,0,-5.1,1.4,69,20,30,9,93,640,18,28,
155,Kevin Ollie,29,CHI,PG,52,17,1146,93,7,0,0,0,-9.7,-0.3,54,13,20,7,52,416,11,18,
155,Kevin Ollie,29,IND,PG,29,0,577,89,11,0,0,0,4.2,4.8,15,7,10,2,41,224,7,10,
156,Eric Piatkowski,31,LAC,SG,71,64,1718,0,41,58,1,0,-1.7,-2.0,39,13,57,8,30,231,3,23,
157,Ron Mercer,25,2TM,SG,53,41,1716,0,39,60,1,0,-11.0,-3.7,39,28,45,8,50,281,6,31,
157,Ron Mercer,25,CHI,SG,40,40,1503,0,38,62,0,0,-11.3,-2.8,35,25,33,7,46,258,6,30,
157,Ron Mercer,25,IND,SG,13,1,213,0,44,50,7,0,-9.3,-9.8,4,3,12,1,4,23,0,1,
158,Vin Baker,30,SEA,C,55,41,1710,0,0,0,19,81,-0.7,-7.2,16,47,84,38,110,171,33,60,
159,Corliss Williamson,28,DET,SF,78,7,1701,0,1,67,32,0,4.4,3.1,49,33,89,38,127,226,26,56,6MOY-1
160,Bruce Bowen,30,SAS,SF,59,59,1699,0,9,91,0,0,10.3,5.5,32,21,48,9,33,201,5,20,DEF2
161,Ryan Bowen,26,DEN,SF,75,21,1686,0,8,61,30,1,1.7,14.4,13,15,88,7,46,115,12,35,
162,LaPhonso Ellis,31,MIA,SF,66,14,1684,0,0,37,62,0,-5.2,-5.8,23,22,84,12,31,122,5,21,
163,Voshon Lenard,28,DEN,SG,71,19,1665,14,80,6,0,0,-7.1,-0.8,41,24,49,19,43,286,7,61,
164,Ervin Johnson,34,MIL,C,81,9,1660,0,0,0,0,100,0.6,1.4,16,16,126,9,28,64,8,17,
165,Chris Mihm,22,CLE,C,74,60,1659,0,0,0,11,90,-8.7,-8.6,17,21,114,41,84,56,12,50,
166,Samaki Walker,25,LAL,PF,69,63,1655,0,0,0,60,40,2.3,-8.8,16,13,91,10,64,150,21,46,
167,Jonathan Bender,21,IND,SF,78,17,1647,0,13,72,15,0,-1.8,-3.2,22,37,62,26,83,135,13,46,
168,Erick Strickland,28,BOS,PG,79,4,1643,48,52,0,0,0,-2.3,-7.9,57,20,49,9,42,455,8,30,
169,Metta World Peace,22,2TM,SF,55,50,1642,0,16,77,7,0,-0.5,5.3,38,33,49,32,93,272,20,37,
169,Metta World Peace,22,CHI,SF,27,26,823,0,0,88,12,0,-6.1,4.3,21,18,24,21,59,165,11,19,
169,Metta World Peace,22,IND,SF,28,24,819,0,32,66,2,0,5.1,6.3,17,15,25,11,34,107,9,18,
170,Jerome Williams,28,TOR,PF,68,32,1641,0,0,64,36,0,3.5,6.8,26,12,52,17,77,169,16,35,
171,Calbert Cheaney,30,DEN,SG,68,47,1631,14,54,32,0,0,-10.1,-5.9,36,17,75,11,33,243,13,37,
172,Lindsey Hunter,31,LAL,PG,82,47,1616,100,0,0,0,0,3.9,-6.0,25,20,48,3,10,281,1,18,
173,Corey Maggette,22,LAC,SG,63,52,1615,0,99,1,0,0,-2.8,-3.8,39,36,51,26,97,243,10,59,
174,Jamal Mashburn,29,CHH,SF,40,40,1601,0,7,80,13,0,1.2,0.3,59,33,49,12,84,374,14,42,
175,Tim Hardaway,35,2TM,PG,68,16,1601,99,1,0,0,0,-0.9,-3.7,89,13,63,5,21,601,4,10,
175,Tim Hardaway,35,DAL,PG,54,2,1276,98,2,0,0,0,4.0,-0.9,60,6,47,3,16,444,2,7,
175,Tim Hardaway,35,DEN,PG,14,14,325,100,0,0,0,0,-20.1,-14.8,29,7,16,2,5,157,2,3,
176,Shandon Anderson,28,NYK,SG,82,6,1596,0,53,46,1,0,-3.5,1.3,64,22,71,4,51,168,10,26,
177,Jake Tsakalidis,22,PHO,C,67,47,1582,0,0,0,0,100,0.8,2.6,16,30,86,19,81,50,16,53,
178,Chris Childs,34,TOR,PG,69,4,1576,100,0,0,0,0,-1.1,-0.9,92,16,67,9,16,757,5,17,
179,Othella Harrington,28,NYK,PF,77,4,1563,0,0,0,73,27,2.4,10.7,28,17,95,34,63,89,22,26,
180,Lucious Harris,31,NJN,SG,74,0,1553,0,93,7,0,0,3.2,-1.9,33,17,40,8,56,259,13,31,
181,Jamaal Magloire,23,CHH,C,82,8,1549,0,0,0,0,100,3.7,4.4,26,34,93,30,131,66,27,47,
182,Aaron Williams,30,NJN,PF,82,13,1546,0,0,5,76,20,4.1,-0.4,20,34,121,21,88,163,16,45,
183,Speedy Claxton,23,PHI,PG,67,18,1528,100,0,0,0,0,-0.6,-4.3,56,28,50,6,54,426,13,50,
