Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 24_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1,Monta Ellis,25,GSW,SG,80,80,3227,21,78,1,0,0,-4.0,-7.2,104,90,77,33,183,31,1057,40,59,
2,LaMarcus Aldridge,25,POR,PF,81,81,3211,0,0,0,51,50,4.5,15.0,35,64,139,19,197,11,411,46,54,NBA3
3,Luol Deng,25,CHI,SF,82,82,3208,0,0,87,13,0,8.7,2.5,50,44,73,28,148,14,517,30,61,DPOY-10
4,Dorell Wright,25,GSW,SF,82,82,3147,0,1,88,11,0,-2.7,-0.1,78,36,98,6,99,10,578,14,48,
5,Blake Griffin,21,LAC,PF,82,82,3112,0,0,0,76,24,-2.5,5.5,68,81,110,36,320,21,743,84,93,"MVP-10,ROY-1,AS"
6,LeBron James,26,MIA,SF,79,79,3063,0,0,81,19,0,10.6,9.0,132,85,59,40,272,5,1260,77,38,"MVP-3,DPOY-9,AS,NBA1,DEF1"
7,Kevin Durant,22,OKC,SF,78,78,3038,0,3,85,12,0,4.0,-0.6,69,97,88,31,239,8,476,42,49,"MVP-5,AS,NBA1"
8,Pau Gasol,30,LAL,C,82,82,3037,0,0,0,29,72,9.1,9.5,67,51,105,9,180,11,609,52,85,"AS,NBA2"
9,Derrick Rose,22,CHI,PG,81,81,3026,95,5,0,0,0,8.8,2.8,151,90,76,14,243,14,1409,50,127,"MVP-1,AS,NBA1"
10,Al Jefferson,26,UTA,C,82,82,2940,0,0,0,2,98,-3.2,-4.6,37,40,167,9,159,7,338,57,91,
11,Dwight Howard,25,ORL,C,78,78,2935,0,0,0,0,100,8.4,8.8,34,89,117,72,391,10,271,80,79,"MVP-2,DPOY-1,AS,NBA1,DEF1"
12,Jrue Holiday,20,PHI,PG,82,82,2901,100,1,0,0,0,3.0,4.8,129,58,85,9,94,14,1159,31,60,
13,Ray Allen,35,BOS,SG,80,80,2890,2,95,3,0,0,8.3,8.3,56,38,67,15,59,7,461,17,35,AS
14,Brook Lopez,22,NJN,C,82,82,2889,0,0,0,0,100,-6.9,0.9,40,68,132,38,250,9,290,66,82,
15,Chris Paul,25,NOH,PG,80,80,2880,100,0,0,0,0,4.5,13.9,102,42,52,21,101,35,1735,29,29,"MVP-13,DPOY-12,AS,NBA3,DEF2"
16,Mike Conley,23,MEM,PG,81,81,2872,100,0,0,0,0,5.3,10.4,108,47,83,9,92,24,1121,14,71,
17,Amar'e Stoudemire,28,NYK,C,78,78,2870,0,0,0,32,68,1.0,-0.4,49,104,136,51,305,10,491,71,120,"MVP-9,AS,NBA2"
18,DeMar DeRozan,21,TOR,SG,82,82,2851,1,76,23,0,0,-7.8,-3.3,45,47,120,29,202,9,329,49,90,
19,Russell Westbrook,22,OKC,PG,82,82,2847,97,3,0,0,0,1.8,-8.5,133,103,51,51,266,7,1476,44,103,"AS,NBA2"
20,Dwyane Wade,29,MIA,SG,76,76,2823,7,90,2,0,0,10.8,7.8,99,78,80,40,320,11,794,82,71,"MVP-7,DPOY-16,AS,NBA2"
21,Elton Brand,31,PHI,PF,81,81,2809,0,0,0,61,39,2.1,1.2,16,48,135,12,127,4,272,26,47,
22,Chris Bosh,26,MIA,PF,77,77,2795,0,0,0,86,14,11.5,9.9,40,58,90,22,226,6,331,46,52,AS
23,Kobe Bryant,32,LAL,SG,82,82,2779,0,87,13,0,0,8.2,4.3,103,69,44,39,234,11,871,59,70,"MVP-4,DPOY-11,AS,NBA1,DEF1"
24,Boris Diaw,28,CHA,PF,82,82,2778,0,0,2,87,11,-4.8,-0.9,83,32,113,23,46,15,739,13,30,
25,Paul Pierce,33,BOS,SF,80,80,2774,0,3,94,3,0,11.2,17.6,86,50,130,17,191,7,567,48,51,AS
26,Danny Granger,27,IND,SF,79,79,2763,0,0,74,26,0,-0.9,1.7,68,65,86,39,187,5,458,28,102,
27,Wesley Matthews,24,POR,SG,82,69,2758,2,68,30,0,0,2.7,3.8,60,48,85,10,112,33,366,19,64,
28,D.J. Augustin,23,CHA,PG,82,82,2757,100,0,0,0,0,-5.7,-3.7,84,42,63,17,94,11,1114,26,81,
29,Carmelo Anthony,26,2TM,SF,77,77,2751,0,1,81,19,0,3.5,-0.5,68,52,86,50,277,12,517,68,108,AS
29,Carmelo Anthony,26,DEN,SF,50,50,1774,0,0,77,23,0,4.4,-1.2,46,37,53,32,190,9,334,42,87,
29,Carmelo Anthony,26,NYK,SF,27,27,977,0,2,87,11,0,1.7,0.8,22,15,33,18,87,3,183,26,21,
30,Raymond Felton,26,2TM,SG,75,54,2737,89,11,0,0,0,2.6,-0.6,157,44,56,13,69,20,1440,15,39,
30,Raymond Felton,26,NYK,PG,54,54,2074,100,0,0,0,0,-0.6,-3.6,128,35,41,9,48,17,1117,10,26,
