Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 24_level_0
78,Mo Williams,27,CLE,PG,69,68,2359,100.0,0.0,0.0,0.0,0.0,5.1,-5.6,111,34,80,10,56,10,799,10,23,
79,Jason Thompson,23,SAC,C,75,58,2357,0.0,0.0,0.0,36.0,64.0,-5.1,-1.1,47,40,117,39,133,8,281,32,68,
80,Brendan Haywood,30,2TM,C,77,67,2355,0.0,0.0,0.0,0.0,100.0,1.2,6.1,9,31,104,20,122,13,96,34,59,DPOY-17
80,Brendan Haywood,30,WAS,C,49,48,1614,0.0,0.0,0.0,0.0,100.0,-1.8,6.2,6,17,72,13,80,12,40,24,40,
80,Brendan Haywood,30,DAL,C,28,19,741,0.0,0.0,0.0,0.0,100.0,7.7,5.9,3,14,32,7,42,1,56,10,19,
81,Thabo Sefolosha,25,OKC,SG,82,82,2348,0.0,83.0,16.0,1.0,0.0,2.3,-4.8,44,28,84,5,38,8,314,9,25,"DPOY-8,DEF2"
82,Troy Murphy,29,IND,PF,72,69,2344,0.0,0.0,0.0,69.0,31.0,-6.0,-6.9,46,29,103,12,94,11,354,31,41,
83,Jonny Flynn,20,MIN,PG,81,81,2339,100.0,0.0,0.0,0.0,0.0,-13.2,-7.8,117,66,36,16,112,11,808,15,61,ROY-5
84,Michael Beasley,21,MIA,PF,78,78,2328,0.0,0.0,0.0,84.0,16.0,0.1,-6.7,31,51,120,28,117,4,231,25,70,
85,Earl Watson,30,IND,PG,79,52,2322,82.0,18.0,0.0,0.0,0.0,-2.5,1.5,103,30,82,11,71,32,949,10,31,
86,Wilson Chandler,22,NYK,SG,65,64,2320,0.0,55.0,41.0,3.0,0.0,-2.6,3.0,28,29,106,28,79,9,334,21,42,
87,Marcus Camby,35,2TM,PF,74,74,2314,0.0,0.0,0.0,57.0,43.0,2.4,8.9,67,19,107,2,46,18,393,14,16,DPOY-10
87,Marcus Camby,35,LAC,PF,51,51,1596,0.0,0.0,0.0,82.0,18.0,-2.2,8.1,47,12,71,2,34,11,319,9,14,
87,Marcus Camby,35,POR,C,23,23,718,0.0,0.0,0.0,0.0,100.0,12.7,10.7,20,7,36,0,12,7,74,5,2,
88,Vince Carter,33,ORL,SG,75,74,2310,0.0,85.0,15.0,0.0,0.0,11.2,7.0,48,36,98,10,104,13,585,20,39,
89,Elton Brand,30,PHI,PF,76,57,2297,0.0,0.0,0.0,79.0,21.0,-2.4,5.6,22,56,116,22,126,3,258,36,55,
90,Anthony Parker,34,CLE,SG,81,81,2289,1.0,82.0,17.0,0.0,0.0,9.0,3.8,36,16,67,5,37,33,349,10,11,
91,Carlos Delfino,27,MIL,SF,75,66,2279,0.0,7.0,87.0,7.0,0.0,2.8,2.0,69,23,65,7,52,13,455,10,34,
92,Danny Granger,26,IND,SF,62,62,2278,0.0,5.0,68.0,27.0,0.0,-1.0,5.0,56,58,80,20,181,11,407,39,65,
93,Paul Millsap,24,UTA,PF,82,8,2277,0.0,0.0,1.0,94.0,5.0,7.7,5.0,44,27,172,23,122,20,287,25,61,6MOY-7
94,George Hill,23,SAS,PG,78,43,2276,77.0,23.0,0.0,0.0,0.0,5.2,-1.2,58,18,99,13,82,29,517,24,52,
95,Hedo TÃ¼rkoÄlu,30,TOR,SF,74,69,2272,0.0,0.0,92.0,8.0,0.0,-4.0,-4.3,61,31,112,20,100,3,696,18,24,
96,Andray Blatche,23,WAS,PF,81,36,2256,0.0,0.0,0.0,63.0,37.0,-6.9,-3.1,56,59,105,21,127,28,386,39,87,
97,Jarrett Jack,26,TOR,PG,82,43,2243,83.0,17.0,0.0,0.0,0.0,-2.4,-0.7,90,44,69,13,90,26,911,22,38,
98,Jonas Jerebko,22,DET,PF,80,73,2232,0.0,0.0,39.0,58.0,3.0,-2.5,7.8,26,21,103,12,83,22,125,19,53,
99,Andrew Bogut,25,MIL,C,69,69,2229,0.0,0.0,0.0,0.0,100.0,5.4,7.8,41,44,132,28,114,51,302,33,64,"DPOY-7,NBA3"
100,Eric Gordon,21,LAC,SG,62,60,2229,3.0,95.0,2.0,0.0,0.0,-5.4,3.7,81,40,43,11,144,10,401,38,52,
101,Derek Fisher,35,LAL,PG,82,82,2227,99.0,1.0,0.0,0.0,0.0,7.9,6.4,51,16,78,7,47,48,434,7,18,
102,Arron Afflalo,24,DEN,SG,82,75,2221,0.0,92.0,7.0,0.0,0.0,3.6,-1.5,20,19,121,11,47,9,297,12,50,DPOY-17
103,Devin Harris,26,NJN,PG,64,61,2221,94.0,7.0,0.0,0.0,0.0,-11.5,-3.1,106,44,96,11,174,41,921,35,56,
104,Ryan Gomes,27,MIN,SF,76,64,2210,0.0,0.0,68.0,32.0,0.0,-9.7,0.7,43,23,83,13,61,4,279,15,35,
105,Taj Gibson,24,CHI,PF,82,70,2204,0.0,0.0,15.0,77.0,9.0,-0.8,1.8,28,26,162,32,87,7,157,18,51,ROY-5
106,Mike Bibby,31,ATL,PG,80,80,2195,100.0,0.0,0.0,0.0,0.0,7.0,4.2,67,13,67,4,25,15,663,5,10,
107,Al Harrington,29,NYK,PF,72,15,2195,0.0,0.0,27.0,60.0,14.0,-4.8,-2.1,43,40,104,25,145,23,251,34,51,6MOY-11
108,Channing Frye,26,PHO,C,81,41,2190,0.0,0.0,0.0,6.0,95.0,8.0,5.7,31,10,168,17,51,13,279,9,14,
109,Udonis Haslem,29,MIA,PF,78,0,2177,0.0,0.0,15.0,85.0,1.0,2.3,-1.4,24,30,101,11,68,24,123,13,32,6MOY-9
110,Shane Battier,31,HOU,SG,67,62,2168,0.0,76.0,25.0,0.0,0.0,-0.2,0.7,38,14,97,5,42,34,372,8,21,DPOY-15
111,Anderson VarejÃ£o,27,CLE,PF,76,7,2166,0.0,0.0,0.0,61.0,39.0,13.3,12.9,23,19,107,12,79,28,199,25,36,"DPOY-9,6MOY-3,DEF2"
112,Steve Blake,29,2TM,PG,80,38,2159,98.0,2.0,0.0,0.0,0.0,-2.6,-3.3,91,22,38,4,6,24,862,1,8,
112,Steve Blake,29,POR,PG,51,28,1397,100.0,0.0,0.0,0.0,0.0,3.7,-0.4,45,11,25,4,4,17,456,1,6,
112,Steve Blake,29,LAC,PG,29,10,762,94.0,6.0,0.0,0.0,0.0,-14.1,-8.7,46,11,13,0,2,7,406,0,2,
113,Kendrick Perkins,25,BOS,C,78,78,2154,0.0,0.0,0.0,0.0,100.0,7.0,6.5,49,33,98,45,121,3,180,26,66,DPOY-17
114,Manu GinÃ³bili,32,SAS,SG,75,21,2150,2.0,65.0,33.0,1.0,0.0,8.7,6.7,101,31,61,12,124,38,817,31,47,"MVP-11,6MOY-4"
115,Mehmet Okur,30,UTA,C,73,73,2149,0.0,0.0,0.0,1.0,99.0,3.6,-4.3,37,39,156,19,106,20,259,17,39,
116,Thaddeus Young,21,PHI,PF,67,45,2145,0.0,0.0,31.0,69.0,0.0,-4.1,1.5,42,38,63,10,73,18,226,17,52,
117,Samuel Dalembert,28,PHI,C,82,80,2124,0.0,0.0,0.0,0.0,100.0,-4.8,-0.2,33,29,143,16,58,7,143,7,25,
118,Darren Collison,22,NOH,PG,76,37,2109,88.0,12.0,0.0,0.0,0.0,-4.9,-4.2,110,54,38,7,78,5,971,21,60,ROY-4
119,Matt Barnes,29,ORL,SF,81,58,2097,0.0,1.0,94.0,5.0,0.0,11.5,6.8,67,21,85,11,65,16,323,15,35,DPOY-17
120,Quentin Richardson,29,MIA,SF,76,75,2082,0.0,10.0,90.0,0.0,0.0,5.4,5.2,36,13,88,3,30,24,202,5,20,
121,J.R. Smith,24,DEN,SG,75,0,2082,0.0,56.0,43.0,1.0,0.0,6.4,4.6,73,39,87,19,72,15,403,23,31,6MOY-5
122,Corey Maggette,30,GSW,PF,70,49,2081,0.0,0.0,39.0,58.0,4.0,-6.3,-5.5,45,63,93,31,229,27,401,34,84,
123,Al Thornton,26,2TM,SF,75,46,2079,0.0,1.0,87.0,13.0,0.0,-8.1,-1.9,31,23,92,27,89,14,209,22,46,
123,Al Thornton,26,LAC,SF,51,30,1405,0.0,1.0,85.0,14.0,0.0,-7.0,0.1,21,11,65,17,58,8,143,18,33,
123,Al Thornton,26,WAS,SF,24,16,674,0.0,0.0,91.0,9.0,0.0,-10.5,-6.0,10,12,27,10,31,6,66,4,13,
124,Chris Duhon,27,NYK,PG,67,59,2072,88.0,12.0,0.0,0.0,0.0,-3.2,1.3,78,19,37,5,24,14,878,3,16,
125,Kevin Garnett,33,BOS,PF,69,69,2060,0.0,0.0,0.0,96.0,4.0,7.7,7.7,34,15,81,27,96,9,409,21,22,AS
126,Roy Hibbert,23,IND,C,81,69,2035,0.0,0.0,0.0,0.0,100.0,0.4,7.4,46,40,200,26,111,19,355,34,65,
127,Wesley Matthews,23,UTA,SG,82,48,2025,1.0,94.0,5.0,0.0,0.0,4.8,-1.6,36,29,75,12,84,30,273,18,44,
128,Anthony Morrow,24,GSW,SG,69,37,2018,1.0,31.0,64.0,4.0,0.0,-1.8,3.9,29,35,89,3,36,12,248,12,33,
129,Martell Webster,23,POR,SF,82,49,2005,0.0,0.0,92.0,8.0,0.0,3.0,-1.9,22,16,70,6,65,10,143,7,32,
130,Jared Dudley,24,PHO,SF,82,1,1991,1.0,26.0,71.0,2.0,0.0,6.3,1.7,30,13,77,9,62,28,261,10,34,6MOY-11
131,Jermaine O'Neal,31,MIA,C,70,70,1991,0.0,0.0,0.0,1.0,99.0,4.9,4.1,26,39,127,27,113,31,211,27,62,
132,Kenyon Martin,32,DEN,PF,58,58,1986,0.0,0.0,0.0,99.0,1.0,3.2,-2.1,29,32,99,13,77,1,252,15,34,DPOY-17
133,Andrew Bynum,22,LAL,C,65,65,1977,0.0,0.0,0.0,0.0,100.0,6.9,3.5,21,28,109,23,130,4,157,35,51,
134,Ben Wallace,35,DET,C,69,67,1975,0.0,0.0,0.0,2.0,99.0,-1.0,9.6,32,17,68,7,59,30,224,12,18,DPOY-17
135,Brad Miller,33,CHI,C,82,37,1950,0.0,0.0,0.0,0.0,100.0,-1.6,-0.1,63,18,99,10,89,26,328,24,32,
136,Peja StojakoviÄ,32,NOH,SF,62,55,1947,0.0,0.0,86.0,14.0,0.0,-2.0,1.8,28,21,41,4,31,4,202,2,22,
137,Omri Casspi,21,SAC,SF,77,31,1931,0.0,12.0,67.0,21.0,0.0,-3.0,3.2,39,22,66,13,78,18,206,19,31,
138,Joakim Noah,24,CHI,C,64,54,1925,0.0,0.0,0.0,22.0,78.0,-1.3,0.5,51,18,91,19,96,11,286,16,46,
139,Lou Williams,23,PHI,PG,64,38,1912,100.0,0.0,0.0,0.0,0.0,-3.2,2.9,60,25,40,9,109,15,595,27,44,
140,Spencer Hawes,21,SAC,C,72,59,1904,0.0,0.0,0.0,0.0,100.0,-6.2,-3.0,52,40,145,15,54,11,347,16,51,
141,Ersan Ä°lyasova,22,MIL,PF,81,31,1898,0.0,0.0,0.0,85.0,15.0,4.3,4.5,25,19,148,10,73,47,198,25,38,
142,Dahntay Jones,29,IND,SF,76,26,1892,0.0,31.0,61.0,8.0,0.0,-5.7,-4.9,53,36,98,26,119,23,357,27,46,
143,Marcus Thornton,22,NOH,SG,73,17,1872,9.0,86.0,5.0,0.0,0.0,-2.7,0.6,26,31,57,14,83,7,247,21,46,6MOY-10
144,Luc Mbah a Moute,23,MIL,PF,73,62,1866,0.0,0.0,37.0,63.0,0.0,1.9,0.0,21,18,92,13,64,10,192,15,40,DPOY-17
145,Jameer Nelson,27,ORL,PG,65,64,1860,100.0,0.0,0.0,0.0,0.0,9.4,2.1,82,33,63,9,38,19,850,14,39,
146,Charlie Villanueva,25,DET,PF,78,16,1848,0.0,0.0,1.0,85.0,14.0,-9.3,-6.4,21,24,122,16,58,11,116,11,27,
147,JosÃ© CalderÃ³n,28,TOR,PG,68,39,1817,100.0,0.0,0.0,0.0,0.0,-2.2,-0.2,77,17,58,4,31,14,899,6,25,
148,JJ Redick,25,ORL,SG,82,9,1808,0.0,99.0,1.0,0.0,0.0,5.1,-5.9,30,15,57,7,80,26,392,13,15,
149,Mario Chalmers,23,MIA,PG,73,22,1807,100.0,0.0,0.0,0.0,0.0,0.8,-3.9,58,31,69,18,36,31,544,9,21,
150,Mike Miller,29,WAS,SG,54,50,1805,0.0,52.0,47.0,1.0,0.0,-5.5,0.1,63,24,67,15,33,5,456,12,16,
151,Jared Jeffries,28,2TM,SF,70,37,1794,0.0,0.0,0.0,82.0,18.0,-0.6,4.3,32,18,115,15,61,59,241,16,31,
151,Jared Jeffries,28,NYK,PF,52,37,1462,0.0,0.0,0.0,79.0,21.0,0.0,6.0,27,13,83,14,46,44,198,11,22,
151,Jared Jeffries,28,HOU,SF,18,0,332,0.0,0.0,0.0,97.0,3.0,-3.1,-2.9,5,5,32,1,15,15,43,5,9,
152,C.J. Watson,25,GSW,PG,65,15,1788,100.0,0.0,0.0,0.0,0.0,0.0,6.8,34,17,56,8,70,16,423,21,22,
153,Rasheed Wallace,35,BOS,C,79,13,1780,0.0,0.0,0.0,18.0,82.0,1.3,-5.0,29,18,140,14,49,5,178,12,19,
