Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 24_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1,Michael Finley,26,DAL,SF,82,82,3464,0,7,61,29,3,-2.7,3.2,119,38,74,14,117,37,992,22,77,"MVP-13,AS"
2,Gary Payton,31,SEA,PG,82,82,3425,91,9,0,0,0,3.7,14.7,103,56,41,31,125,30,1618,30,69,"MVP-6,DPOY-5,AS,NBA1,DEF1"
3,Latrell Sprewell,29,NYK,SF,82,82,3276,0,27,72,1,0,3.0,5.7,99,48,62,29,139,20,748,29,87,
4,Kevin Garnett,23,MIN,PF,81,81,3243,0,0,5,87,7,5.4,11.6,102,38,70,38,144,15,855,28,41,"MVP-2,DPOY-7,AS,NBA1,DEF1"
5,Shareef Abdur-Rahim,23,VAN,SF,82,82,3223,0,0,63,35,3,-4.8,1.5,85,71,102,51,212,17,597,42,138,
6,Allan Houston,28,NYK,SG,82,82,3169,9,88,3,0,0,2.8,4.1,71,42,85,32,91,29,501,26,44,AS
7,Shaquille O'Neal,27,LAL,C,79,79,3163,0,0,0,0,100,10.4,10.9,87,33,144,45,327,12,665,110,59,"MVP-1,DPOY-2,AS,NBA1,DEF2"
8,Mike Bibby,21,VAN,PG,82,82,3155,99,1,0,0,0,-5.8,-3.8,157,47,61,15,74,25,1416,12,38,
9,Jerry Stackhouse,25,DET,SG,82,82,3148,1,72,27,0,0,-1.4,-6.7,122,82,53,36,250,19,824,40,107,AS
10,Anthony Mason,33,CHH,SF,82,81,3133,0,0,64,35,1,3.4,1.8,73,26,109,27,139,25,823,28,70,DPOY-8
11,Vince Carter,23,TOR,SF,82,82,3126,0,48,49,3,0,4.0,17.5,65,34,104,41,211,30,717,41,71,"MVP-10,AS,NBA3"
12,Michael Dickerson,24,VAN,SG,82,82,3103,1,98,1,0,0,-5.2,-0.7,61,40,101,29,130,11,468,28,92,
13,Ray Allen,24,MIL,SG,82,82,3070,1,96,3,0,0,2.3,8.5,72,59,87,24,148,11,664,42,61,AS
14,Antoine Walker,23,BOS,PF,82,82,3003,0,0,13,87,0,0.2,3.2,100,70,89,41,190,9,684,43,141,
15,Elton Brand,20,CHI,PF,81,80,2999,0,0,0,40,60,-13.3,-6.6,42,80,95,48,209,25,354,50,121,ROY-1
16,Reggie Miller,34,IND,SG,81,81,2987,2,91,6,0,0,5.9,-1.7,58,21,31,31,118,49,429,27,34,"MVP-13,AS"
17,Dikembe Mutombo,33,ATL,C,82,82,2984,0,0,0,0,100,-1.5,13.1,32,43,103,50,143,19,229,34,44,"DPOY-3,AS"
18,Jalen Rose,27,IND,SF,80,80,2978,0,20,79,0,0,5.5,-3.3,85,35,101,45,106,22,738,27,43,"MVP-13,MIP-1"
19,Nick Van Exel,28,DEN,PG,79,79,2950,100,0,0,0,0,-1.8,3.4,145,40,42,10,77,12,1542,15,47,
20,Karl Malone,36,UTA,PF,82,82,2947,0,0,4,90,7,8.2,14.4,115,21,77,60,292,22,658,75,78,"MVP-4,AS,NBA2"
21,Dirk Nowitzki,21,DAL,PF,82,81,2938,0,0,1,68,31,-1.6,5.9,64,36,138,18,134,52,459,31,54,
22,Lindsey Hunter,29,DET,PG,82,82,2919,100,0,0,0,0,0.1,0.7,72,37,77,10,48,69,712,15,33,
23,Juwan Howard,26,WAS,PF,82,82,2909,0,0,0,73,27,-4.1,-2.9,85,36,100,63,106,9,546,32,90,
24,Glenn Robinson,27,MIL,SF,81,81,2909,0,2,76,22,0,2.1,6.6,100,51,100,20,109,13,429,21,65,AS
