Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Unnamed: 19_level_0,Misc.,Misc.,Misc.,Unnamed: 23_level_0
23,Jason Kidd,29,NJN,PG,80,80,2989,95,6,0,0,0,8.5,11.0,209,61,43,15,131,1505,30,35,"MVP-9,AS,NBA2,DEF2"
24,Tracy McGrady,23,ORL,SG,75,74,2954,7,74,19,0,0,3.2,13.0,95,81,72,9,303,943,66,77,"MVP-4,AS,NBA1"
25,Morris Peterson,25,TOR,SF,82,80,2949,0,19,80,1,0,-5.6,4.1,62,26,108,19,108,408,29,52,
26,Pau Gasol,22,MEM,PF,82,82,2948,0,0,0,50,50,-2.5,3.8,65,97,119,29,225,523,59,94,
27,Karl Malone,39,UTA,PF,81,81,2936,0,0,0,85,15,3.8,2.5,133,40,93,25,240,778,49,61,
28,Andre Miller,26,LAC,PG,80,80,2913,100,0,0,0,0,-5.7,-4.3,108,52,55,32,151,1165,34,72,
29,Ray Allen,27,2TM,SG,76,75,2880,1,90,9,0,0,3.0,4.0,102,57,108,21,114,771,16,63,
29,Ray Allen,27,MIL,SG,47,46,1683,2,96,2,0,0,1.9,2.3,59,32,75,16,69,380,8,35,
29,Ray Allen,27,SEA,SG,29,29,1197,0,82,18,0,0,4.6,6.3,43,25,33,5,45,391,8,28,
30,Richard Jefferson,22,NJN,SF,80,80,2879,0,0,97,3,0,7.0,4.2,62,55,83,22,184,451,35,74,
31,Ben Wallace,28,DET,C,73,73,2873,0,0,0,10,90,5.1,3.4,44,22,114,8,71,265,13,22,"MVP-8,DPOY-1,AS,NBA2,DEF1"
32,Gilbert Arenas,21,GSW,PG,82,82,2866,87,13,0,0,0,-1.5,-1.5,147,75,96,42,174,1112,39,98,MIP-1
33,Jermaine O'Neal,24,IND,PF,77,76,2864,0,0,0,68,32,3.0,-2.1,41,53,125,44,219,331,49,132,"AS,NBA3"
34,Latrell Sprewell,32,NYK,SF,74,73,2859,1,24,76,0,0,-2.1,-1.6,83,58,61,10,81,764,16,43,
35,Caron Butler,22,MIA,SF,78,78,2858,0,0,94,6,0,-7.2,-5.6,64,66,81,43,145,462,31,95,ROY-3
36,Derek Fisher,28,LAL,PG,82,82,2829,100,1,0,0,0,4.5,7.5,62,15,62,12,41,669,11,17,
37,Clifford Robinson,36,DET,PF,81,69,2825,0,0,1,96,4,3.0,-4.2,84,38,112,21,101,610,22,36,
38,Tony Parker,20,SAS,PG,82,82,2774,99,1,0,0,0,8.6,8.4,95,51,66,25,76,966,10,49,
39,Desmond Mason,25,2TM,SF,80,40,2763,0,30,68,2,0,0.2,-0.5,27,46,91,23,96,380,17,41,
39,Desmond Mason,25,SEA,SF,52,15,1811,0,42,57,1,0,-1.1,-2.3,15,29,53,18,56,222,11,25,
39,Desmond Mason,25,MIL,SF,28,25,952,0,6,88,6,0,2.7,2.8,12,17,38,5,40,158,6,16,
40,Jerry Stackhouse,28,WAS,SG,70,70,2747,1,90,9,0,0,-0.7,1.3,86,71,45,26,158,673,25,65,
41,Juwan Howard,29,DEN,PF,77,77,2730,0,0,5,89,5,-10.7,-4.2,82,51,86,35,146,505,31,102,
42,Steve Nash,28,DAL,PG,82,82,2711,99,2,0,0,0,9.6,4.1,125,39,44,15,100,1353,21,53,"MVP-11,AS,NBA3"
43,Doug Christie,32,SAC,SG,80,80,2710,2,96,2,0,0,9.6,9.4,86,31,78,17,48,814,9,21,"DPOY-5,DEF1"
44,David Wesley,32,NOH,SG,73,73,2710,28,67,5,0,0,2.7,1.2,68,43,80,14,80,545,15,46,
45,Sam Cassell,33,MIL,PG,78,77,2700,100,0,0,0,0,-2.0,-8.0,92,54,63,17,137,996,17,41,
46,Jason Richardson,22,GSW,SG,82,82,2698,1,81,17,1,0,-3.0,-6.1,68,65,75,29,111,543,25,81,
47,Rasheed Wallace,28,POR,PF,74,74,2684,0,0,2,95,4,5.4,7.7,74,44,120,11,125,328,26,30,
48,Michael Finley,29,DAL,SF,69,69,2642,0,24,74,3,0,12.3,12.1,54,35,45,14,94,482,18,44,
49,Brian Grant,30,MIA,C,82,82,2641,0,0,0,23,77,-5.8,-0.5,63,29,140,21,86,225,22,57,
50,Richard Hamilton,24,DET,SG,82,82,2640,1,89,11,0,0,2.7,-4.3,66,63,82,46,181,470,34,93,
51,Alvin Williams,28,TOR,PG,78,78,2638,83,17,0,0,0,-5.4,3.9,75,37,97,8,87,919,18,35,
52,Kenyon Martin,25,NJN,PF,77,77,2628,0,0,9,90,2,8.0,6.4,67,59,96,37,181,403,34,84,DPOY-12
53,Chris Webber,29,SAC,PF,67,67,2622,0,0,0,96,4,7.3,1.9,100,62,94,36,165,818,39,56,"MVP-10,AS,NBA2"
54,P.J. Brown,33,NOH,PF,78,78,2609,0,0,1,96,4,2.2,-0.5,34,26,88,21,96,327,11,39,
55,Troy Hudson,26,MIN,PG,79,74,2600,100,0,0,0,0,1.9,-1.3,104,52,41,12,53,949,5,39,
56,Glenn Robinson,30,ATL,SF,69,68,2591,0,0,91,9,0,-4.2,-1.1,106,98,81,14,106,462,15,50,
57,Pat Garrity,26,ORL,PF,81,53,2584,0,0,2,89,10,1.6,4.6,36,16,106,13,28,277,7,15,
58,Kurt Thomas,30,NYK,C,81,81,2577,0,0,0,6,94,-0.5,3.3,58,26,174,39,73,381,16,47,
59,Amar'e Stoudemire,20,PHO,PF,82,71,2570,0,0,1,81,18,-0.8,-5.5,39,66,96,49,236,165,72,104,ROY-1
60,Bruce Bowen,31,SAS,SF,82,82,2566,0,4,96,0,0,8.8,7.6,39,16,64,10,35,266,6,25,"DPOY-7,DEF2"
61,Matt Harpring,26,UTA,SF,78,69,2557,0,33,67,0,0,5.7,7.3,57,61,68,23,118,277,17,87,
62,Derek Anderson,28,POR,PG,76,76,2556,53,47,0,0,0,4.3,3.9,66,33,57,10,78,708,17,19,
63,Shaquille O'Neal,30,LAL,C,67,66,2535,0,0,0,0,100,7.0,12.8,60,50,137,44,323,470,95,49,"MVP-5,DPOY-13,AS,NBA1,DEF2"
64,Theo Ratliff,29,ATL,C,81,81,2518,0,0,0,0,100,-1.5,6.2,33,47,116,30,90,159,10,39,DPOY-9
65,James Posey,26,2TM,SF,83,71,2518,0,11,85,4,0,-3.3,-1.3,61,40,74,18,89,403,18,38,
65,James Posey,26,DEN,SF,25,24,872,0,30,68,2,0,-12.5,-3.9,27,20,20,7,29,161,9,24,
65,James Posey,26,HOU,SF,58,47,1646,0,1,94,5,0,1.6,0.0,34,20,54,11,60,242,9,14,
66,Troy Murphy,22,GSW,PF,79,79,2510,0,0,0,90,10,-2.5,-4.0,36,40,102,17,98,239,11,62,
67,Brent Barry,31,SEA,SG,75,68,2480,30,69,2,0,0,0.3,0.5,81,29,88,25,69,845,13,38,
68,Al Harrington,22,IND,SF,82,37,2467,0,5,57,38,0,2.9,-1.8,42,51,97,40,118,286,25,83,6MOY-8
69,Elton Brand,23,LAC,PF,62,61,2454,0,0,0,93,7,-3.1,3.8,45,53,88,23,151,364,48,60,
70,Peja StojakoviÄ,25,SAC,SF,72,72,2450,0,6,87,7,0,8.2,4.2,48,34,63,8,91,317,19,37,AS
71,Jamaal Magloire,24,NOH,C,82,82,2443,0,0,0,0,100,2.5,0.5,40,41,117,44,122,197,22,58,
72,Zydrunas Ilgauskas,27,CLE,C,81,81,2432,0,0,0,0,100,-9.0,3.9,72,58,134,37,224,277,37,78,AS
73,Jason Williams,27,MEM,PG,76,76,2407,100,0,0,0,0,-3.4,0.2,117,34,54,7,29,1392,5,14,
74,Bonzi Wells,26,POR,SG,75,65,2396,2,57,41,0,0,2.3,-1.6,98,68,74,34,128,525,20,62,
75,Vlade Divac,34,SAC,C,80,80,2384,0,0,0,0,100,9.6,7.4,75,47,131,16,109,609,19,64,
76,Shane Battier,24,MEM,SF,78,47,2383,0,9,89,2,0,-2.0,3.7,30,16,131,13,57,231,19,26,
77,Yao Ming,22,HOU,C,82,72,2382,0,0,0,0,100,2.9,3.2,67,51,152,19,143,310,34,61,"ROY-2,AS"
78,Donyell Marshall,29,CHI,PF,78,53,2378,0,0,10,90,1,-5.3,0.3,48,42,116,27,79,295,21,76,
79,Aaron McKie,30,PHI,SF,80,40,2374,0,9,88,3,0,4.5,5.2,51,31,66,17,54,596,13,72,
80,Tim Thomas,25,MIL,SF,80,70,2358,0,1,70,29,0,-0.8,-3.3,53,34,136,28,81,238,14,40,
81,Calbert Cheaney,31,UTA,SG,81,74,2351,0,97,3,0,0,5.1,4.9,56,27,80,15,33,343,5,36,
82,Darrell Armstrong,34,ORL,PG,82,23,2350,93,7,0,0,0,0.5,1.1,95,42,43,8,25,740,7,23,
83,Eric Williams,30,BOS,SF,82,79,2350,0,3,94,3,0,1.8,5.1,28,41,107,19,114,330,22,45,
84,Jerome Williams,29,TOR,PF,71,63,2346,0,0,9,91,1,-4.1,6.1,23,30,67,25,129,214,25,52,
85,Robert Horry,32,LAL,PF,80,26,2343,0,0,0,94,6,4.1,4.2,70,24,123,10,55,519,14,14,
86,Rasho NesteroviÄ,26,MIN,C,77,77,2337,0,0,0,8,93,2.3,-0.1,31,19,141,23,44,244,10,58,
87,Keith Van Horn,27,PHI,PF,74,73,2337,0,0,1,87,11,2.3,-0.3,38,41,110,20,98,196,15,69,
88,Chauncey Billups,26,DET,PG,74,74,2327,98,3,0,0,0,4.0,-0.5,70,41,48,18,127,619,23,54,
89,Malik Allen,24,MIA,PF,80,73,2318,0,0,0,94,6,-8.1,-5.8,47,44,134,18,49,123,13,49,
90,Metta World Peace,23,IND,SF,69,67,2317,0,29,70,1,0,7.2,8.8,49,48,74,21,158,438,37,72,"DPOY-2,DEF2"
91,Michael Redd,23,MIL,SG,82,14,2316,2,53,45,0,0,2.4,4.6,35,23,54,13,73,267,20,43,6MOY-2
92,Dale Davis,33,POR,C,78,78,2282,0,0,0,4,96,2.4,-1.2,18,28,83,9,77,217,13,35,
93,John Stockton,40,UTA,PG,82,82,2275,100,0,0,0,0,5.7,6.2,130,33,59,15,63,1313,16,36,
94,Brad Miller,26,IND,C,73,72,2270,0,0,0,0,100,6.1,5.9,66,29,96,11,144,412,35,94,AS
95,NenÃª,20,DEN,C,80,53,2258,0,0,0,3,97,-6.4,7.0,64,41,103,42,137,319,25,79,ROY-6
96,Joe Johnson,21,PHO,SG,82,34,2255,9,77,14,0,0,1.1,-0.1,46,35,49,11,44,460,7,43,6MOY-11
97,Stephen Jackson,24,SAS,SG,80,58,2254,0,63,37,0,0,4.6,-3.4,78,48,86,21,76,401,17,40,
98,Anthony Peeler,33,MIN,SG,82,39,2245,0,98,2,0,0,1.0,-3.0,49,26,62,4,17,512,4,32,
99,Howard Eisley,30,NYK,PG,82,76,2243,100,0,0,0,0,-1.9,-0.6,99,32,74,11,27,995,4,18,
100,Jamaal Tinsley,24,IND,PG,73,69,2237,100,0,0,0,0,2.9,-1.5,145,31,78,9,34,1176,8,33,
101,Christian Laettner,33,WAS,PF,76,66,2215,0,0,0,86,14,-1.1,0.1,44,17,67,20,51,506,12,21,
102,Andrei Kirilenko,21,UTA,SF,80,11,2213,0,1,92,7,0,2.7,-1.0,69,39,86,13,143,293,20,36,6MOY-3
103,Jumaine Jones,23,CLE,SF,80,12,2204,0,9,86,5,0,-9.5,2.1,62,23,78,14,32,238,7,25,
104,Mike Miller,22,2TM,SF,65,52,2186,0,19,75,5,0,1.9,3.5,43,36,69,28,71,381,16,43,
104,Mike Miller,22,ORL,SF,49,39,1826,0,21,72,7,0,1.2,2.1,35,28,54,22,59,313,14,36,
104,Mike Miller,22,MEM,SF,16,13,360,0,10,90,0,0,5.7,10.1,8,8,15,6,12,68,2,7,
105,Rick Fox,33,LAL,SF,76,75,2181,0,0,95,5,0,3.3,2.1,78,23,100,12,33,539,9,26,
106,Gordan GiriÄek,25,2TM,SG,76,62,2148,0,51,47,2,0,-3.6,-2.6,65,38,57,14,66,302,16,43,
106,Gordan GiriÄek,25,MEM,SG,49,35,1187,1,92,7,0,0,-10.5,-10.0,39,24,41,12,32,154,6,25,
106,Gordan GiriÄek,25,ORL,SF,27,27,961,0,1,95,4,0,4.9,6.5,26,14,16,2,34,148,10,18,
107,Larry Hughes,24,WAS,PG,67,56,2137,70,29,1,0,0,-1.1,-0.1,71,39,63,15,90,429,25,51,
108,Anthony Mason,36,MIL,C,65,58,2119,0,0,0,50,51,-3.3,-8.2,22,27,66,18,44,491,8,35,
109,Reggie Miller,37,IND,SG,70,70,2117,11,87,2,0,0,3.6,0.1,33,16,22,14,64,366,8,10,
110,Kendall Gill,34,MIN,SG,82,34,2068,0,66,34,0,0,-0.1,-5.0,50,32,75,18,59,322,11,47,
111,Corliss Williamson,29,DET,SF,82,1,2061,0,3,89,8,0,8.4,8.7,42,34,97,32,128,254,27,65,6MOY-5
112,Carlos Boozer,21,CLE,PF,81,54,2049,0,0,1,88,11,-12.2,-3.7,39,32,117,20,88,224,16,59,ROY-7
113,Nick Van Exel,31,DAL,SG,73,1,2026,41,58,0,0,0,5.3,-6.0,82,25,35,4,58,726,13,16,6MOY-4
114,Clarence Weatherspoon,32,NYK,PF,79,19,2024,0,0,2,94,4,-2.7,-2.1,23,18,103,6,77,154,12,57,
115,Darius Miles,21,CLE,SF,67,62,2008,0,0,73,27,0,-10.7,-0.6,79,53,74,22,70,370,11,48,
116,Corey Maggette,23,LAC,SG,64,57,2006,7,88,5,0,0,-7.5,-6.2,52,58,73,24,172,263,37,63,
117,Junior Harrington,22,DEN,PG,82,51,2003,87,13,0,0,0,-7.9,3.1,87,27,99,27,35,577,8,42,
118,Trenton Hassell,23,CHI,SG,82,53,1999,0,92,7,0,0,-10.0,-9.1,49,22,90,6,17,343,5,20,
119,Jamal Crawford,22,CHI,PG,80,31,1992,92,8,0,0,0,-1.1,8.7,74,34,56,9,51,715,9,23,
120,Tyronn Lue,25,WAS,PG,75,24,1986,100,0,0,0,0,-1.8,-1.4,44,21,56,3,22,556,2,27,
121,Predrag Drobnjak,27,SEA,C,82,69,1984,0,0,0,7,93,-1.6,-3.6,15,18,81,11,51,198,13,49,
122,Lorenzen Wright,27,MEM,C,70,49,1982,0,0,0,1,99,-5.3,-3.6,47,33,87,15,100,179,25,62,
123,Erick Dampier,27,GSW,C,82,82,1978,0,0,0,0,100,-3.9,-5.6,27,42,141,19,96,136,22,45,
124,Kenny Thomas,25,2TM,PF,66,42,1978,0,0,30,70,1,3.1,1.5,37,37,72,16,90,244,25,56,
124,Kenny Thomas,25,HOU,PF,20,14,586,0,0,16,84,1,0.5,-1.3,13,12,23,7,23,92,7,20,
124,Kenny Thomas,25,PHI,PF,46,28,1392,0,0,36,64,1,4.2,2.7,24,25,49,9,67,152,18,36,
125,Milt Palacio,24,CLE,PG,80,46,1976,93,7,0,0,0,-12.1,-3.2,79,21,76,13,32,563,4,28,
126,Lucious Harris,32,NJN,SG,77,25,1973,2,88,10,0,0,3.4,-5.0,32,24,34,10,64,340,8,35,6MOY-11
127,Jay Williams,21,CHI,PG,75,54,1961,100,0,0,0,0,-9.6,-8.2,91,46,77,18,63,748,15,56,
128,Kerry Kittles,28,NJN,SG,65,57,1951,8,91,1,0,0,6.0,0.3,30,20,58,1,57,372,12,25,
129,Walter McCarty,28,BOS,SF,82,8,1949,0,0,54,44,2,-1.6,-2.5,33,15,109,4,30,249,4,11,
130,Wesley Person,31,MEM,SG,66,44,1941,0,95,5,0,0,-1.2,4.6,27,21,28,5,22,252,1,16,
131,Malik Rose,28,SAS,PF,79,13,1933,0,0,0,96,4,6.1,0.0,66,53,84,24,115,273,17,87,6MOY-6
132,Ira Newble,28,ATL,SF,73,45,1931,0,56,38,6,0,-6.8,-5.9,37,18,81,12,45,220,14,31,
133,Brendan Haywood,23,WAS,C,81,69,1930,0,0,0,0,100,0.6,3.3,5,21,122,18,112,63,24,38,
134,Voshon Lenard,29,TOR,SG,63,24,1929,1,91,8,0,0,-8.4,-3.5,55,26,67,14,73,320,16,41,
135,Greg Ostertag,29,UTA,C,81,74,1926,0,0,0,0,100,9.3,11.9,39,25,172,9,87,119,13,25,
136,Scottie Pippen,37,POR,SF,64,58,1911,0,3,85,11,0,8.1,10.0,97,41,48,14,51,625,14,34,
137,Vladimir RadmanoviÄ,22,SEA,PF,72,16,1910,0,0,6,78,16,4.7,8.8,32,40,62,17,39,213,13,39,
138,Jason Collins,24,NJN,C,81,66,1900,0,0,0,1,99,8.7,5.3,15,22,114,26,94,185,18,44,
139,Kevin Ollie,30,2TM,PG,82,5,1897,86,14,0,0,0,4.8,5.9,37,19,48,9,71,699,16,40,
139,Kevin Ollie,30,MIL,PG,53,4,1127,76,24,0,0,0,5.6,7.0,18,10,34,1,41,435,5,17,
139,Kevin Ollie,30,SEA,PG,29,1,770,100,0,0,0,0,3.6,4.2,19,9,14,8,30,264,11,23,
140,Antonio Davis,34,TOR,C,53,52,1894,0,0,0,28,72,-3.1,6.7,36,41,69,27,111,291,7,62,
141,Eddie Griffin,20,HOU,PF,77,66,1890,0,0,0,93,7,4.4,5.4,36,21,86,9,44,193,6,40,
142,Dion Glover,24,ATL,SG,76,42,1890,0,93,7,0,0,0.3,7.7,55,22,59,18,69,318,19,48,
143,Baron Davis,23,NOH,PG,50,47,1889,92,8,0,0,0,4.3,3.7,94,31,51,12,58,700,14,42,
144,Shammond Williams,27,2TM,PG,78,11,1881,73,27,0,0,0,-3.6,0.3,63,30,61,3,31,601,10,19,
144,Shammond Williams,27,BOS,PG,51,2,1169,56,44,0,0,0,0.0,0.5,30,17,39,2,17,313,5,11,
144,Shammond Williams,27,DEN,PG,27,9,712,100,0,0,0,0,-9.5,-0.1,33,13,22,1,14,288,5,8,
145,Tony Delk,29,BOS,PG,67,39,1873,99,1,0,0,0,-1.3,-1.9,32,23,58,6,25,344,4,13,
146,Drew Gooden,21,2TM,SF,70,47,1873,0,0,53,38,8,-3.9,-2.3,56,50,90,17,93,181,17,70,ROY-5
146,Drew Gooden,21,MEM,SF,51,29,1329,0,0,74,26,0,-6.2,-4.1,43,32,64,14,58,138,11,49,
146,Drew Gooden,21,ORL,PF,19,18,544,0,0,2,69,29,1.9,2.2,13,18,26,3,35,43,6,21,
147,Othella Harrington,29,NYK,PF,74,64,1850,0,0,0,86,14,-0.5,2.2,23,24,79,18,59,150,23,25,
148,Wally Szczerbiak,25,MIN,SF,52,42,1836,0,13,86,1,0,3.9,2.9,33,26,49,22,56,291,16,34,
149,Mike Bibby,24,SAC,PG,55,55,1835,87,13,0,0,0,8.9,4.2,71,40,45,12,55,611,11,25,
150,Tyson Chandler,20,CHI,C,75,68,1827,0,0,0,34,66,-8.5,-5.6,41,52,102,28,123,162,29,41,
151,Travis Best,30,MIA,PG,72,52,1807,100,0,0,0,0,-6.8,-2.1,66,31,74,5,43,566,7,28,
152,Bo Outlaw,31,PHO,C,80,20,1800,0,0,0,38,62,5.5,7.8,35,16,91,12,51,243,17,25,
153,Eddie Jones,31,MIA,SG,47,47,1789,0,84,16,0,0,-2.8,5.3,40,28,54,7,72,376,13,31,
154,Adonal Foyle,27,GSW,C,82,0,1787,0,0,0,6,95,3.4,8.1,23,27,131,14,41,76,11,24,DPOY-13
155,Keon Clark,27,SAC,C,80,11,1780,0,0,0,37,63,5.6,-1.9,36,40,158,10,57,179,10,30,6MOY-11
156,Anfernee Hardaway,31,PHO,SG,58,51,1777,18,82,0,0,0,0.8,-0.7,94,31,75,12,32,497,5,26,
157,Kwame Brown,20,WAS,C,80,20,1773,0,0,0,31,69,-3.1,-3.7,29,51,82,16,96,125,21,33,
158,Derrick Coleman,35,PHI,C,64,35,1742,0,0,0,3,97,6.8,7.8,51,27,102,8,70,183,9,47,
159,Shandon Anderson,29,NYK,SF,82,9,1731,0,10,85,6,0,-0.9,1.4,52,35,72,20,86,193,22,27,
160,Shawn Bradley,30,DAL,C,81,39,1731,0,0,0,0,100,9.7,2.4,22,14,140,15,74,118,18,21,
161,Mike James,27,MIA,PG,78,8,1722,69,31,0,0,0,-2.2,6.1,60,20,60,20,53,542,11,37,
162,Toni KukoÄ,34,MIL,PF,63,0,1704,0,0,19,72,8,7.6,12.3,90,15,57,6,75,522,14,17,6MOY-10
163,Jacque Vaughn,27,ORL,PG,80,48,1686,76,24,0,0,0,-0.3,-0.6,54,24,54,8,45,529,7,36,
164,Tony Battie,26,BOS,C,67,62,1683,0,0,0,0,100,5.5,10.1,15,16,135,7,49,120,6,13,
165,Lamar Odom,23,LAC,SF,49,47,1679,0,0,83,16,0,-6.8,-3.9,67,37,85,16,78,382,17,33,
166,David Robinson,37,SAS,C,64,64,1676,0,0,0,0,100,10.6,7.6,32,28,77,6,95,132,16,38,
167,Bobby Jackson,29,SAC,PG,59,26,1676,100,0,0,0,0,4.8,-3.2,53,32,47,12,55,396,14,38,6MOY-1
168,Ron Mercer,26,IND,SG,72,3,1671,11,65,24,0,0,1.5,-3.4,24,17,50,4,27,256,7,17,
169,Ruben Patterson,27,POR,SF,78,17,1655,0,27,64,9,0,4.2,2.1,46,34,51,21,107,220,25,49,
170,Shawn Kemp,33,ORL,C,79,55,1633,0,0,0,11,89,-2.6,-4.4,25,27,142,30,69,121,15,49,
171,Donnell Harvey,22,DEN,SF,77,27,1613,0,0,85,15,0,-10.9,-2.4,42,34,82,26,73,211,18,49,
172,Devean George,25,LAL,SF,71,7,1613,0,0,84,16,0,2.3,-0.2,26,20,79,14,30,209,5,25,
173,Raef LaFrentz,26,DAL,C,69,43,1611,0,0,0,19,81,7.5,-1.4,19,7,146,12,44,120,18,43,
174,Aaron Williams,31,NJN,C,81,0,1597,0,0,0,9,91,1.6,-7.2,37,25,118,15,58,192,15,46,
175,Vladimir Stepania,26,MIA,C,79,6,1594,0,0,0,0,100,-5.7,0.0,16,26,67,13,57,54,12,44,
176,Eddy Curry,20,CHI,C,81,48,1571,0,0,0,0,100,-5.3,0.2,23,55,116,36,140,84,31,49,
177,Rodney White,22,DEN,SG,72,19,1563,0,69,31,0,0,-11.3,-3.1,51,48,69,24,49,255,11,58,
178,Michael Curry,34,DET,SF,78,77,1555,0,1,99,0,0,-2.0,-10.0,18,8,64,13,18,240,2,9,
179,Glen Rice,35,HOU,SF,62,26,1532,0,4,93,3,0,-0.7,-3.8,33,15,48,6,27,141,8,12,
180,Greg Buckner,26,PHI,SG,75,5,1514,1,48,51,1,0,4.3,3.0,32,13,84,9,33,205,6,24,
181,Rasual Butler,23,MIA,SG,72,28,1514,1,57,42,0,0,-8.0,-3.7,36,24,60,6,36,205,6,26,
182,J.R. Bremer,22,BOS,PG,64,41,1503,85,15,0,0,0,-2.6,-3.7,23,19,34,10,37,392,1,23,
183,George Lynch,32,NOH,SG,81,32,1497,0,49,41,11,0,4.9,4.0,29,8,72,7,30,224,4,37,
184,Alan Henderson,30,ATL,C,82,3,1494,0,0,0,43,57,-7.1,-5.4,26,16,99,7,65,86,11,22,
185,Stromile Swift,23,MEM,PF,67,26,1478,0,0,0,73,27,-2.6,1.5,31,39,78,12,112,96,21,48,
186,Jon Barry,33,DET,SG,80,0,1473,14,85,1,0,0,10.4,9.8,59,15,50,4,34,458,6,13,6MOY-9
187,Vince Carter,26,TOR,SG,43,42,1471,0,65,35,0,0,-0.7,9.4,43,16,54,10,45,321,12,20,AS
188,Mark Jackson,37,UTA,PG,82,0,1467,99,1,0,0,0,0.2,-4.6,111,21,23,17,26,789,6,24,
