Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,James Harden,26.0,HOU,SG,82.0,82.0,3125.0,0.439,0.494,0.359,0.512,0.86,0.598,0.518,0.406,97.0,100.0,102.0,102.0,114.0,111.0,187.0,143.0,31.0,227.0,"MVP-9,AS"
2.0,Gordon Hayward,25.0,UTA,SF,80.0,80.0,2893.0,0.433,0.477,0.349,0.493,0.824,0.559,0.397,0.341,96.0,97.0,99.0,98.0,109.0,103.0,144.0,120.0,-23.0,49.7,
3.0,Kemba Walker,25.0,CHO,PG,81.0,81.0,2885.0,0.427,0.459,0.371,0.495,0.847,0.554,0.329,0.368,94.0,93.0,105.0,99.0,112.0,102.0,119.0,129.0,-19.6,39.7,
4.0,Trevor Ariza,30.0,HOU,SF,81.0,81.0,2859.0,0.416,0.478,0.371,0.523,0.783,0.551,0.187,0.581,92.0,97.0,105.0,104.0,103.0,102.0,68.0,204.0,35.7,18.5,DPOY-13
5.0,Marcus Morris,26.0,DET,SF,80.0,80.0,2856.0,0.434,0.467,0.362,0.491,0.749,0.531,0.287,0.315,96.0,95.0,102.0,98.0,99.0,98.0,104.0,111.0,-21.7,-21.0,
6.0,Khris Middleton,24.0,MIL,SG,79.0,79.0,2852.0,0.444,0.466,0.396,0.507,0.888,0.56,0.273,0.316,98.0,95.0,112.0,101.0,117.0,104.0,99.0,111.0,9.3,49.3,
7.0,Kyle Lowry,29.0,TOR,PG,77.0,77.0,2851.0,0.427,0.461,0.388,0.516,0.811,0.578,0.41,0.457,95.0,94.0,110.0,103.0,107.0,107.0,148.0,160.0,32.0,103.4,"MVP-10,DPOY-13,AS,NBA3"
8.0,Andrew Wiggins,20.0,MIN,SF,81.0,81.0,2845.0,0.459,0.486,0.3,0.481,0.761,0.543,0.437,0.147,102.0,99.0,85.0,96.0,101.0,100.0,158.0,52.0,-55.4,5.2,
9.0,Giannis Antetokounmpo,21.0,MIL,PG,80.0,79.0,2823.0,0.506,0.537,0.257,0.52,0.724,0.566,0.404,0.108,112.0,109.0,73.0,104.0,96.0,105.0,146.0,38.0,36.0,58.7,
