Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Bradley Beal,25.0,WAS,SG,82.0,82.0,3028.0,0.475,0.548,0.351,0.54,0.808,0.581,0.278,0.37,103.0,105.0,99.0,103.0,105.0,104.0,108.0,103.0,50.1,77.6,AS
2.0,James Harden,29.0,HOU,PG,78.0,78.0,2867.0,0.442,0.528,0.368,0.541,0.879,0.616,0.449,0.539,96.0,102.0,104.0,103.0,115.0,110.0,174.0,150.0,62.6,258.9,"MVP-2,AS,NBA1"
3.0,Kemba Walker,28.0,CHO,PG,82.0,82.0,2863.0,0.434,0.494,0.356,0.511,0.844,0.558,0.267,0.434,94.0,95.0,100.0,98.0,110.0,100.0,103.0,121.0,-43.5,-4.4,"AS,NBA3"
4.0,Tobias Harris,26.0,2TM,PF,82.0,82.0,2847.0,0.487,0.528,0.397,0.549,0.866,0.592,0.245,0.313,106.0,102.0,112.0,105.0,113.0,106.0,95.0,87.0,63.3,89.3,
4.0,Tobias Harris,26.0,LAC,PF,55.0,55.0,1903.0,0.496,0.523,0.434,0.561,0.877,0.605,0.256,0.302,108.0,101.0,122.0,107.0,114.0,108.0,99.0,84.0,63.6,87.2,
4.0,Tobias Harris,26.0,PHI,PF,27.0,27.0,944.0,0.469,0.542,0.326,0.524,0.841,0.562,0.221,0.338,102.0,104.0,92.0,100.0,110.0,100.0,85.0,94.0,-0.3,2.1,
5.0,Paul George,28.0,OKC,SF,77.0,77.0,2841.0,0.438,0.484,0.386,0.529,0.839,0.583,0.335,0.469,95.0,93.0,109.0,101.0,109.0,104.0,129.0,131.0,13.9,86.6,"MVP-3,DPOY-3,AS,NBA1,DEF1"
6.0,Damian Lillard,28.0,POR,PG,80.0,80.0,2838.0,0.444,0.499,0.369,0.522,0.912,0.588,0.335,0.419,96.0,96.0,104.0,99.0,119.0,105.0,129.0,117.0,-8.2,98.6,"MVP-6,AS,NBA2"
7.0,P.J. Tucker,33.0,HOU,PF,82.0,82.0,2802.0,0.396,0.449,0.377,0.535,0.695,0.547,0.113,0.74,86.0,86.0,106.0,102.0,91.0,98.0,44.0,206.0,11.7,-13.4,
