Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Andrew Wiggins,21.0,MIN,SF,82.0,82.0,3048.0,0.452,0.473,0.356,0.484,0.76,0.534,0.345,0.184,99.0,94.0,100.0,94.0,98.0,97.0,128.0,58.0,-92.0,-64.9,
2.0,Karl-Anthony Towns,21.0,MIN,C,82.0,82.0,3030.0,0.542,0.582,0.367,0.576,0.832,0.618,0.289,0.186,119.0,116.0,103.0,112.0,108.0,112.0,107.0,59.0,184.5,218.0,
3.0,James Harden,27.0,HOU,PG,81.0,81.0,2947.0,0.44,0.53,0.347,0.525,0.847,0.613,0.575,0.493,96.0,105.0,97.0,102.0,110.0,111.0,212.0,156.0,35.0,234.2,"MVP-2,AS,NBA1"
4.0,Giannis Antetokounmpo,22.0,MIL,SF,80.0,80.0,2845.0,0.521,0.563,0.272,0.541,0.77,0.599,0.486,0.143,114.0,112.0,76.0,105.0,100.0,109.0,180.0,45.0,67.5,143.7,"MVP-7,MIP-1,AS,NBA2,DEF2"
5.0,John Wall,26.0,WAS,PG,78.0,78.0,2836.0,0.451,0.48,0.327,0.482,0.801,0.541,0.367,0.19,99.0,95.0,92.0,94.0,104.0,98.0,136.0,60.0,-91.3,-36.4,"MVP-7,AS,NBA3"
6.0,Jimmy Butler,27.0,CHI,SF,76.0,75.0,2809.0,0.455,0.477,0.367,0.492,0.865,0.586,0.54,0.198,100.0,95.0,103.0,96.0,112.0,106.0,200.0,63.0,-55.3,104.3,"AS,NBA3"
7.0,Harrison Barnes,24.0,DAL,PF,79.0,79.0,2803.0,0.468,0.492,0.351,0.498,0.861,0.541,0.22,0.173,102.0,98.0,98.0,97.0,112.0,98.0,81.0,55.0,-39.1,-32.6,
8.0,Russell Westbrook,28.0,OKC,PG,81.0,81.0,2802.0,0.425,0.459,0.343,0.476,0.845,0.554,0.433,0.3,93.0,91.0,96.0,93.0,110.0,100.0,160.0,95.0,-146.2,5.4,"MVP-1,AS,NBA1"
9.0,CJ McCollum,25.0,POR,SG,80.0,80.0,2796.0,0.48,0.506,0.421,0.544,0.912,0.585,0.204,0.305,105.0,101.0,118.0,106.0,118.0,106.0,75.0,96.0,88.5,102.2,
10.0,LeBron James,32.0,CLE,SF,74.0,74.0,2794.0,0.548,0.611,0.363,0.594,0.674,0.619,0.395,0.254,120.0,121.0,101.0,116.0,87.0,112.0,146.0,80.0,215.2,211.2,"MVP-4,DPOY-5,AS,NBA1"
11.0,Trevor Ariza,31.0,HOU,SF,80.0,80.0,2773.0,0.409,0.556,0.344,0.528,0.738,0.548,0.158,0.695,89.0,110.0,96.0,103.0,96.0,99.0,58.0,220.0,23.1,-6.8,
12.0,Rudy Gobert,24.0,UTA,C,81.0,81.0,2744.0,0.661,0.662,0.0,0.661,0.653,0.681,0.762,0.002,145.0,132.0,0.0,129.0,85.0,123.0,281.0,1.0,183.9,215.2,"DPOY-2,NBA2,DEF1"
13.0,Kemba Walker,26.0,CHO,PG,79.0,79.0,2739.0,0.444,0.476,0.399,0.527,0.847,0.569,0.248,0.415,97.0,95.0,112.0,103.0,110.0,103.0,92.0,131.0,37.3,54.8,AS
14.0,Devin Booker,20.0,PHO,SG,78.0,78.0,2730.0,0.423,0.447,0.363,0.475,0.832,0.531,0.308,0.283,93.0,89.0,102.0,92.0,108.0,96.0,114.0,90.0,-111.2,-69.2,
15.0,Anthony Davis,23.0,NOP,C,75.0,75.0,2708.0,0.505,0.524,0.299,0.518,0.802,0.58,0.424,0.088,110.0,104.0,83.0,101.0,104.0,105.0,157.0,28.0,12.2,98.7,"MVP-9,AS,NBA1,DEF2"
16.0,Damian Lillard,26.0,POR,PG,75.0,75.0,2694.0,0.444,0.492,0.37,0.516,0.895,0.586,0.366,0.389,97.0,98.0,103.0,100.0,116.0,106.0,135.0,123.0,7.2,115.3,
17.0,Paul George,26.0,IND,SF,75.0,75.0,2689.0,0.461,0.501,0.393,0.534,0.898,0.587,0.277,0.368,101.0,100.0,110.0,104.0,116.0,106.0,103.0,116.0,54.1,104.1,AS
18.0,Bradley Beal,23.0,WAS,SG,77.0,77.0,2684.0,0.482,0.538,0.404,0.566,0.825,0.604,0.259,0.418,105.0,107.0,113.0,110.0,107.0,109.0,96.0,132.0,138.8,152.3,
19.0,Jeff Teague,28.0,IND,PG,82.0,82.0,2657.0,0.442,0.475,0.357,0.492,0.867,0.574,0.457,0.277,97.0,94.0,100.0,96.0,112.0,104.0,169.0,88.0,-39.9,48.1,
20.0,Gorgui Dieng,27.0,MIN,PF,82.0,82.0,2653.0,0.502,0.511,0.372,0.514,0.814,0.555,0.253,0.065,110.0,102.0,104.0,100.0,106.0,101.0,93.0,21.0,0.9,4.6,
21.0,Klay Thompson,26.0,GSW,SG,78.0,78.0,2649.0,0.468,0.516,0.414,0.565,0.853,0.592,0.158,0.47,102.0,102.0,116.0,110.0,111.0,107.0,59.0,149.0,142.3,115.9,AS
22.0,Stephen Curry,28.0,GSW,PG,79.0,79.0,2638.0,0.468,0.537,0.411,0.58,0.898,0.624,0.251,0.547,102.0,107.0,115.0,113.0,116.0,113.0,93.0,173.0,191.5,228.9,"MVP-6,AS,NBA2"
23.0,DeMar DeRozan,27.0,TOR,SG,74.0,74.0,2620.0,0.467,0.484,0.266,0.477,0.842,0.552,0.419,0.08,102.0,96.0,74.0,93.0,109.0,100.0,155.0,25.0,-112.3,-1.3,"MVP-11,AS,NBA3"
24.0,Nicolas Batum,28.0,CHO,SG,77.0,77.0,2617.0,0.403,0.453,0.333,0.472,0.856,0.529,0.291,0.415,88.0,90.0,93.0,92.0,111.0,96.0,108.0,131.0,-80.7,-51.1,
25.0,Otto Porter Jr.,23.0,WAS,SF,80.0,80.0,2605.0,0.516,0.576,0.434,0.608,0.832,0.628,0.148,0.425,113.0,114.0,121.0,118.0,108.0,114.0,55.0,134.0,151.0,130.1,
26.0,DeAndre Jordan,28.0,LAC,C,81.0,81.0,2570.0,0.714,0.717,0.0,0.714,0.482,0.673,0.737,0.003,156.0,142.0,0.0,139.0,62.0,122.0,272.0,1.0,231.2,185.0,"AS,NBA3"
27.0,Isaiah Thomas,27.0,BOS,PG,76.0,76.0,2569.0,0.463,0.528,0.379,0.546,0.909,0.625,0.441,0.439,101.0,105.0,106.0,106.0,118.0,113.0,163.0,139.0,95.7,256.3,"MVP-5,AS,NBA2"
28.0,Tobias Harris,24.0,DET,PF,82.0,48.0,2567.0,0.481,0.537,0.347,0.532,0.841,0.568,0.213,0.295,105.0,107.0,97.0,104.0,109.0,103.0,79.0,93.0,38.9,36.8,
29.0,Marcus Morris,27.0,DET,SF,79.0,79.0,2565.0,0.418,0.466,0.331,0.477,0.784,0.508,0.184,0.355,91.0,93.0,92.0,93.0,102.0,92.0,68.0,112.0,-74.6,-97.4,
30.0,Marcin Gortat,32.0,WAS,C,82.0,82.0,2556.0,0.579,0.58,0.0,0.579,0.648,0.593,0.236,0.003,127.0,115.0,0.0,113.0,84.0,107.0,87.0,1.0,87.5,61.1,
31.0,Myles Turner,20.0,IND,C,81.0,81.0,2541.0,0.511,0.536,0.348,0.534,0.809,0.585,0.349,0.132,112.0,106.0,97.0,104.0,105.0,106.0,129.0,42.0,35.2,65.7,
32.0,Carmelo Anthony,32.0,NYK,SF,74.0,74.0,2538.0,0.433,0.466,0.359,0.488,0.833,0.535,0.263,0.303,95.0,93.0,100.0,95.0,108.0,97.0,97.0,96.0,-72.0,-52.9,AS
33.0,Marc Gasol,32.0,MEM,C,74.0,74.0,2531.0,0.459,0.48,0.388,0.503,0.837,0.554,0.286,0.231,100.0,95.0,109.0,98.0,108.0,100.0,106.0,73.0,-23.8,3.2,AS
34.0,Kentavious Caldwell-Pope,23.0,DET,SG,76.0,75.0,2529.0,0.399,0.442,0.35,0.481,0.832,0.519,0.199,0.471,87.0,88.0,98.0,94.0,108.0,94.0,74.0,149.0,-60.4,-68.1,
35.0,Kyrie Irving,24.0,CLE,PG,72.0,72.0,2525.0,0.473,0.505,0.401,0.535,0.905,0.58,0.231,0.311,103.0,100.0,112.0,104.0,117.0,105.0,85.0,98.0,60.1,87.9,AS
36.0,Gordon Hayward,26.0,UTA,SF,73.0,73.0,2516.0,0.471,0.506,0.398,0.536,0.844,0.595,0.371,0.324,103.0,101.0,111.0,104.0,109.0,108.0,137.0,102.0,51.3,115.4,AS
37.0,Hassan Whiteside,27.0,MIA,C,77.0,77.0,2513.0,0.557,0.557,,0.557,0.628,0.579,0.368,0.0,122.0,111.0,,108.0,81.0,105.0,136.0,0.0,84.3,60.1,DPOY-5
38.0,Wesley Matthews,30.0,DAL,SG,73.0,73.0,2495.0,0.393,0.432,0.363,0.496,0.816,0.533,0.211,0.566,86.0,86.0,102.0,97.0,106.0,96.0,78.0,179.0,-30.2,-36.7,
39.0,Dennis SchrÃ¶der,23.0,ATL,PG,79.0,78.0,2485.0,0.451,0.487,0.34,0.493,0.855,0.533,0.21,0.242,99.0,97.0,95.0,96.0,111.0,97.0,78.0,77.0,-51.3,-51.1,
40.0,Kawhi Leonard,25.0,SAS,SF,74.0,74.0,2474.0,0.485,0.529,0.38,0.541,0.88,0.61,0.406,0.295,106.0,105.0,106.0,105.0,114.0,111.0,150.0,93.0,71.1,179.5,"MVP-3,DPOY-3,AS,NBA1,DEF1"
41.0,Draymond Green,26.0,GSW,PF,76.0,76.0,2471.0,0.418,0.494,0.308,0.481,0.709,0.522,0.328,0.405,92.0,98.0,86.0,94.0,92.0,94.0,121.0,128.0,-42.8,-45.6,"DPOY-1,AS,NBA3,DEF1"
42.0,Ricky Rubio,26.0,MIN,PG,75.0,75.0,2469.0,0.402,0.443,0.306,0.448,0.891,0.539,0.438,0.302,88.0,88.0,86.0,87.0,115.0,98.0,162.0,95.0,-85.8,-20.6,
43.0,DeMarcus Cousins,26.0,2TM,C,72.0,72.0,2465.0,0.452,0.483,0.361,0.498,0.772,0.562,0.468,0.253,99.0,96.0,101.0,97.0,100.0,102.0,173.0,80.0,-46.2,34.4,AS
43.0,DeMarcus Cousins,26.0,SAC,C,55.0,55.0,1891.0,0.452,0.482,0.356,0.494,0.77,0.562,0.491,0.239,99.0,96.0,100.0,96.0,100.0,102.0,181.0,76.0,-43.6,26.1,
43.0,DeMarcus Cousins,26.0,NOP,C,17.0,17.0,574.0,0.452,0.486,0.375,0.51,0.777,0.564,0.385,0.306,99.0,97.0,105.0,99.0,101.0,102.0,142.0,97.0,-2.6,8.3,
44.0,Courtney Lee,31.0,NYK,SG,77.0,74.0,2459.0,0.456,0.49,0.401,0.533,0.867,0.559,0.139,0.382,100.0,97.0,112.0,104.0,112.0,101.0,51.0,121.0,26.7,9.6,
45.0,Goran DragiÄ,30.0,MIA,PG,73.0,73.0,2459.0,0.475,0.499,0.405,0.527,0.79,0.575,0.335,0.257,104.0,99.0,113.0,103.0,102.0,104.0,124.0,81.0,30.2,58.1,
46.0,Serge Ibaka,27.0,2TM,PF,79.0,79.0,2422.0,0.48,0.522,0.391,0.543,0.856,0.566,0.127,0.323,105.0,104.0,109.0,106.0,111.0,102.0,47.0,102.0,57.1,27.5,
46.0,Serge Ibaka,27.0,ORL,PF,56.0,56.0,1710.0,0.488,0.532,0.388,0.547,0.846,0.569,0.129,0.304,107.0,106.0,108.0,106.0,110.0,103.0,48.0,96.0,46.7,25.2,
46.0,Serge Ibaka,27.0,TOR,PF,23.0,23.0,712.0,0.459,0.494,0.398,0.532,0.882,0.556,0.122,0.369,100.0,98.0,111.0,104.0,114.0,101.0,45.0,117.0,10.4,2.3,
47.0,Elfrid Payton,22.0,ORL,PG,82.0,58.0,2412.0,0.471,0.509,0.274,0.493,0.692,0.52,0.231,0.16,103.0,101.0,77.0,96.0,90.0,94.0,86.0,51.0,-37.0,-64.1,
48.0,Andre Drummond,23.0,DET,C,81.0,81.0,2409.0,0.53,0.532,0.286,0.531,0.386,0.518,0.39,0.008,116.0,106.0,80.0,103.0,50.0,94.0,144.0,2.0,32.0,-74.0,
49.0,Marcus Smart,22.0,BOS,SG,79.0,24.0,2399.0,0.359,0.42,0.283,0.422,0.812,0.486,0.334,0.443,79.0,83.0,79.0,82.0,105.0,88.0,123.0,140.0,-137.5,-114.0,
50.0,Jordan Clarkson,24.0,LAL,SG,82.0,19.0,2397.0,0.445,0.503,0.329,0.5,0.798,0.526,0.157,0.332,97.0,100.0,92.0,97.0,103.0,95.0,58.0,105.0,-29.3,-59.8,
51.0,Steven Adams,23.0,OKC,C,80.0,80.0,2389.0,0.571,0.572,0.0,0.571,0.611,0.589,0.392,0.002,125.0,114.0,0.0,111.0,79.0,107.0,145.0,0.0,75.1,56.5,
52.0,Andre Roberson,25.0,OKC,SF,79.0,79.0,2376.0,0.464,0.609,0.245,0.513,0.423,0.51,0.24,0.397,102.0,121.0,68.0,100.0,55.0,92.0,89.0,126.0,-0.7,-43.4,"DPOY-5,DEF2"
53.0,Solomon Hill,25.0,NOP,SF,80.0,71.0,2374.0,0.383,0.428,0.348,0.481,0.805,0.527,0.268,0.565,84.0,85.0,97.0,94.0,104.0,95.0,99.0,179.0,-31.1,-27.3,
54.0,Markieff Morris,27.0,WAS,PF,76.0,76.0,2374.0,0.457,0.483,0.362,0.497,0.837,0.54,0.242,0.22,100.0,96.0,101.0,97.0,108.0,98.0,89.0,70.0,-30.3,-23.6,
55.0,Michael Kidd-Gilchrist,23.0,CHO,SF,81.0,81.0,2349.0,0.477,0.483,0.111,0.478,0.784,0.528,0.314,0.015,104.0,96.0,31.0,93.0,102.0,96.0,116.0,5.0,-43.9,-34.0,
56.0,Paul Millsap,31.0,ATL,PF,69.0,67.0,2343.0,0.442,0.486,0.311,0.481,0.768,0.542,0.417,0.248,97.0,97.0,87.0,94.0,99.0,98.0,154.0,78.0,-63.6,-24.6,AS
57.0,Tony Snell,25.0,MIL,SG,80.0,80.0,2336.0,0.455,0.548,0.406,0.588,0.81,0.603,0.107,0.656,99.0,109.0,113.0,114.0,105.0,109.0,40.0,208.0,80.2,57.2,
58.0,Tristan Thompson,25.0,CLE,C,78.0,78.0,2336.0,0.6,0.604,0.0,0.6,0.498,0.594,0.487,0.007,131.0,120.0,0.0,117.0,64.0,107.0,180.0,2.0,75.0,43.7,
59.0,LaMarcus Aldridge,31.0,SAS,PF,72.0,72.0,2335.0,0.477,0.48,0.411,0.488,0.812,0.532,0.258,0.053,104.0,95.0,115.0,95.0,105.0,96.0,95.0,17.0,-54.7,-47.6,DPOY-8
60.0,Jae Crowder,26.0,BOS,SF,72.0,72.0,2335.0,0.463,0.54,0.398,0.572,0.811,0.613,0.301,0.547,101.0,107.0,111.0,111.0,105.0,111.0,111.0,173.0,83.3,98.1,
61.0,Eric Gordon,28.0,HOU,SG,75.0,15.0,2323.0,0.406,0.468,0.372,0.527,0.84,0.557,0.172,0.651,89.0,93.0,104.0,103.0,109.0,101.0,64.0,206.0,26.2,9.5,6MOY-1
62.0,Aaron Gordon,21.0,ORL,SF,80.0,72.0,2298.0,0.454,0.528,0.288,0.499,0.719,0.53,0.251,0.309,99.0,105.0,81.0,97.0,93.0,96.0,93.0,98.0,-25.7,-42.1,
63.0,Marvin Williams,30.0,CHO,PF,76.0,76.0,2295.0,0.422,0.494,0.35,0.51,0.873,0.551,0.213,0.503,92.0,98.0,98.0,99.0,113.0,100.0,79.0,159.0,-5.3,-1.6,
64.0,Mike Conley,29.0,MEM,PG,69.0,68.0,2292.0,0.46,0.497,0.408,0.545,0.859,0.604,0.365,0.415,101.0,99.0,114.0,106.0,111.0,109.0,135.0,131.0,62.4,121.5,
65.0,Brandon Ingram,19.0,LAL,SF,79.0,40.0,2279.0,0.402,0.443,0.294,0.442,0.621,0.474,0.312,0.273,88.0,88.0,82.0,86.0,81.0,86.0,115.0,86.0,-97.8,-121.9,
66.0,Robin Lopez,28.0,CHI,C,81.0,81.0,2271.0,0.493,0.494,0.0,0.493,0.721,0.511,0.134,0.003,108.0,98.0,0.0,96.0,93.0,93.0,50.0,1.0,-32.2,-67.7,
67.0,Allen Crabbe,24.0,POR,SG,79.0,7.0,2254.0,0.468,0.49,0.444,0.572,0.847,0.602,0.192,0.467,102.0,97.0,124.0,111.0,110.0,109.0,71.0,148.0,75.3,70.0,
68.0,Kyle Lowry,30.0,TOR,PG,60.0,60.0,2244.0,0.464,0.518,0.412,0.569,0.819,0.623,0.398,0.51,102.0,103.0,115.0,111.0,106.0,113.0,147.0,161.0,101.9,152.5,AS
69.0,Thaddeus Young,28.0,IND,PF,74.0,74.0,2237.0,0.527,0.557,0.381,0.56,0.523,0.562,0.125,0.172,115.0,111.0,107.0,109.0,68.0,102.0,46.0,54.0,63.2,13.3,
70.0,P.J. Tucker,31.0,2TM,SF,81.0,21.0,2236.0,0.413,0.451,0.357,0.485,0.774,0.516,0.193,0.407,90.0,90.0,100.0,95.0,100.0,93.0,71.0,129.0,-27.2,-37.7,
70.0,P.J. Tucker,31.0,PHO,SF,57.0,17.0,1627.0,0.415,0.463,0.338,0.48,0.792,0.517,0.218,0.384,91.0,92.0,95.0,93.0,103.0,94.0,80.0,122.0,-23.7,-27.5,
70.0,P.J. Tucker,31.0,TOR,SF,24.0,4.0,609.0,0.406,0.412,0.4,0.5,0.688,0.515,0.125,0.469,89.0,82.0,112.0,97.0,89.0,93.0,46.0,148.0,-3.5,-10.2,
71.0,Evan Fournier,24.0,ORL,SG,68.0,66.0,2234.0,0.439,0.491,0.356,0.508,0.805,0.555,0.298,0.387,96.0,98.0,99.0,99.0,104.0,100.0,110.0,122.0,-11.5,5.0,
72.0,Maurice Harkless,23.0,POR,SF,77.0,69.0,2223.0,0.503,0.572,0.351,0.558,0.621,0.57,0.199,0.311,110.0,114.0,98.0,109.0,80.0,103.0,73.0,98.0,54.9,23.4,
