Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,LeBron James,20.0,CLE,SF,80.0,80.0,3388.0,0.472,0.499,0.351,0.504,0.75,0.554,0.378,0.183,105.0,106.0,99.0,105.0,99.0,105.0,116.0,93.0,73.5,95.7,"MVP-6,AS,NBA2"
2.0,Stephon Marbury,27.0,NYK,PG,82.0,82.0,3281.0,0.462,0.497,0.354,0.506,0.834,0.575,0.42,0.248,103.0,106.0,100.0,105.0,110.0,109.0,129.0,127.0,61.2,140.3,
3.0,Gilbert Arenas,23.0,WAS,PG,80.0,80.0,3274.0,0.431,0.469,0.365,0.498,0.814,0.565,0.42,0.369,96.0,100.0,103.0,103.0,108.0,107.0,130.0,188.0,47.8,127.3,"MVP-12,AS,NBA3"
4.0,Joe Johnson,23.0,PHO,SF,82.0,82.0,3240.0,0.461,0.454,0.478,0.536,0.75,0.556,0.153,0.314,103.0,97.0,135.0,111.0,99.0,105.0,47.0,160.0,127.6,67.8,
5.0,Tracy McGrady,25.0,HOU,SF,78.0,78.0,3182.0,0.431,0.468,0.326,0.473,0.774,0.526,0.336,0.262,96.0,100.0,92.0,98.0,102.0,99.0,103.0,134.0,-29.4,-14.1,"MVP-7,AS,NBA3"
6.0,Allen Iverson,29.0,PHI,PG,75.0,75.0,3174.0,0.424,0.451,0.308,0.453,0.835,0.532,0.432,0.186,95.0,96.0,87.0,94.0,110.0,100.0,133.0,95.0,-107.8,10.9,"MVP-5,DPOY-11,AS,NBA1"
7.0,Shawn Marion,26.0,PHO,PF,81.0,81.0,3146.0,0.476,0.526,0.334,0.52,0.833,0.556,0.213,0.265,106.0,112.0,94.0,108.0,110.0,105.0,66.0,135.0,96.5,76.1,"MVP-14,DPOY-5,AS,NBA3"
8.0,Kevin Garnett,28.0,MIN,PF,82.0,82.0,3121.0,0.502,0.507,0.24,0.504,0.811,0.567,0.404,0.018,112.0,108.0,68.0,105.0,107.0,107.0,124.0,9.0,60.0,121.3,"MVP-11,DPOY-9,AS,NBA2,DEF1"
9.0,Mike Bibby,26.0,SAC,PG,80.0,80.0,3084.0,0.443,0.477,0.36,0.495,0.775,0.543,0.327,0.288,99.0,101.0,101.0,103.0,102.0,103.0,101.0,147.0,31.6,40.3,
