Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Michael Finley,27.0,DAL,SF,82.0,82.0,3443.0,0.458,0.481,0.346,0.487,0.775,0.521,0.209,0.169,103.0,104.0,98.0,103.0,104.0,101.0,68.0,100.0,45.3,9.5,"MVP-15,AS"
2.0,Antoine Walker,24.0,BOS,PF,81.0,81.0,3396.0,0.413,0.439,0.367,0.478,0.716,0.505,0.202,0.351,93.0,95.0,104.0,101.0,96.0,98.0,66.0,206.0,16.4,-48.0,
3.0,Antawn Jamison,24.0,GSW,SF,82.0,82.0,3394.0,0.442,0.459,0.302,0.459,0.715,0.499,0.295,0.113,100.0,100.0,86.0,97.0,96.0,96.0,96.0,67.0,-51.6,-76.1,
4.0,Anthony Mason,34.0,MIA,PF,80.0,80.0,3254.0,0.482,0.482,,0.482,0.781,0.555,0.497,0.0,109.0,105.0,,102.0,104.0,107.0,161.0,0.0,17.8,85.9,"MVP-15,DPOY-8,AS"
5.0,Gary Payton,32.0,SEA,PG,79.0,79.0,3244.0,0.456,0.472,0.375,0.488,0.766,0.522,0.223,0.171,103.0,102.0,106.0,103.0,102.0,101.0,72.0,101.0,47.4,13.9,"AS,NBA3,DEF1"
6.0,Shareef Abdur-Rahim,24.0,VAN,SF,81.0,81.0,3241.0,0.472,0.487,0.188,0.477,0.834,0.549,0.415,0.05,107.0,106.0,53.0,101.0,112.0,106.0,134.0,29.0,9.5,95.3,
7.0,Jerry Stackhouse,26.0,DET,SG,80.0,80.0,3215.0,0.402,0.418,0.351,0.445,0.822,0.521,0.42,0.245,91.0,91.0,99.0,94.0,110.0,101.0,136.0,144.0,-108.3,15.0,"MVP-14,AS"
8.0,Kevin Garnett,24.0,MIN,PF,81.0,81.0,3202.0,0.477,0.486,0.288,0.484,0.764,0.531,0.317,0.045,108.0,105.0,81.0,102.0,102.0,102.0,103.0,26.0,32.1,43.5,"MVP-5,DPOY-2,AS,NBA2,DEF1"
9.0,Steve Francis,23.0,HOU,PG,80.0,79.0,3194.0,0.451,0.472,0.396,0.506,0.817,0.563,0.359,0.276,102.0,102.0,112.0,107.0,109.0,109.0,116.0,162.0,80.2,128.9,
10.0,Baron Davis,21.0,CHH,PG,82.0,82.0,3192.0,0.427,0.474,0.31,0.472,0.677,0.512,0.352,0.286,97.0,103.0,88.0,100.0,91.0,99.0,114.0,168.0,-2.0,-13.8,
11.0,Mike Bibby,22.0,VAN,PG,82.0,82.0,3190.0,0.454,0.478,0.379,0.5,0.761,0.525,0.162,0.246,102.0,104.0,107.0,106.0,102.0,101.0,53.0,145.0,63.8,17.0,
12.0,Reggie Miller,35.0,IND,SG,81.0,81.0,3181.0,0.44,0.487,0.366,0.512,0.928,0.574,0.296,0.395,99.0,106.0,104.0,108.0,124.0,111.0,96.0,232.0,91.9,150.4,
13.0,Tim Duncan,24.0,SAS,PF,82.0,82.0,3174.0,0.499,0.504,0.259,0.502,0.618,0.536,0.471,0.019,113.0,109.0,73.0,106.0,83.0,104.0,153.0,11.0,81.4,62.1,"MVP-2,DPOY-3,AS,NBA1,DEF1"
14.0,Ray Allen,25.0,MIL,SG,82.0,82.0,3129.0,0.48,0.506,0.433,0.557,0.888,0.61,0.299,0.357,108.0,110.0,122.0,118.0,119.0,118.0,97.0,210.0,220.1,271.6,"MVP-11,AS,NBA3"
15.0,Dirk Nowitzki,22.0,DAL,PF,82.0,82.0,3125.0,0.474,0.513,0.387,0.534,0.838,0.601,0.431,0.313,107.0,111.0,110.0,113.0,112.0,116.0,140.0,184.0,153.7,247.3,NBA3
16.0,Paul Pierce,23.0,BOS,SF,82.0,82.0,3120.0,0.454,0.478,0.383,0.503,0.745,0.563,0.488,0.254,103.0,104.0,108.0,106.0,100.0,109.0,158.0,149.0,90.2,167.6,MVP-13
17.0,David Wesley,30.0,CHH,SG,82.0,82.0,3106.0,0.422,0.434,0.376,0.461,0.799,0.509,0.274,0.208,95.0,94.0,106.0,98.0,107.0,98.0,89.0,122.0,-28.7,-23.7,
18.0,Jason Terry,23.0,ATL,SG,82.0,77.0,3089.0,0.436,0.448,0.395,0.481,0.846,0.531,0.262,0.23,98.0,97.0,112.0,102.0,113.0,103.0,85.0,135.0,23.2,40.0,
19.0,Tracy McGrady,21.0,ORL,SG,77.0,77.0,3087.0,0.457,0.468,0.355,0.474,0.733,0.521,0.34,0.096,103.0,101.0,101.0,100.0,98.0,101.0,110.0,57.0,4.6,11.9,"MVP-6,MIP-1,AS,NBA2"
20.0,Jason Kidd,27.0,PHO,PG,77.0,76.0,3065.0,0.411,0.442,0.297,0.443,0.814,0.51,0.367,0.211,93.0,96.0,84.0,94.0,109.0,98.0,119.0,124.0,-66.4,-20.8,"MVP-8,DPOY-11,AS,NBA1,DEF1"
21.0,Latrell Sprewell,30.0,NYK,SF,77.0,77.0,3017.0,0.43,0.446,0.304,0.447,0.783,0.497,0.288,0.111,97.0,97.0,86.0,94.0,105.0,96.0,93.0,65.0,-63.8,-58.5,AS
