Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Gilbert Arenas,24.0,WAS,PG,80.0,80.0,3384.0,0.447,0.485,0.369,0.507,0.82,0.581,0.479,0.324,99.0,101.0,103.0,103.0,110.0,108.0,144.0,160.0,56.5,182.7,"AS,NBA3"
2.0,LeBron James,21.0,CLE,SF,79.0,79.0,3361.0,0.48,0.518,0.335,0.515,0.738,0.568,0.447,0.208,106.0,108.0,94.0,105.0,99.0,106.0,134.0,103.0,90.6,141.6,"MVP-2,AS,NBA1"
3.0,Joe Johnson,24.0,ATL,SG,82.0,82.0,3340.0,0.453,0.487,0.356,0.499,0.791,0.537,0.237,0.258,100.0,102.0,99.0,102.0,106.0,100.0,71.0,128.0,25.0,3.2,
4.0,Antawn Jamison,29.0,WAS,SF,82.0,80.0,3288.0,0.442,0.458,0.394,0.491,0.731,0.518,0.199,0.25,97.0,96.0,110.0,100.0,98.0,97.0,60.0,123.0,3.0,-56.3,
5.0,Kobe Bryant,27.0,LAL,SG,80.0,80.0,3277.0,0.45,0.482,0.347,0.491,0.85,0.559,0.377,0.238,99.0,101.0,97.0,100.0,114.0,104.0,113.0,118.0,6.6,118.3,"MVP-4,AS,NBA1,DEF1"
6.0,Shawn Marion,27.0,PHO,PF,81.0,81.0,3263.0,0.525,0.577,0.331,0.56,0.809,0.591,0.218,0.212,116.0,121.0,92.0,114.0,109.0,110.0,66.0,105.0,190.4,166.4,"MVP-10,DPOY-7,AS,NBA3"
7.0,Lamar Odom,26.0,LAL,PF,80.0,80.0,3221.0,0.481,0.514,0.372,0.524,0.69,0.558,0.338,0.232,106.0,108.0,104.0,107.0,93.0,104.0,102.0,115.0,63.6,47.6,
8.0,Ricky Davis,26.0,2TM,SG,78.0,78.0,3207.0,0.448,0.481,0.302,0.476,0.797,0.521,0.265,0.186,99.0,101.0,84.0,97.0,107.0,97.0,79.0,92.0,-36.9,-43.5,
8.0,Ricky Davis,26.0,BOS,SG,42.0,42.0,1747.0,0.464,0.495,0.32,0.492,0.787,0.529,0.231,0.176,102.0,104.0,89.0,100.0,106.0,99.0,69.0,87.0,3.2,-9.8,
8.0,Ricky Davis,26.0,MIN,SF,36.0,36.0,1460.0,0.429,0.464,0.282,0.456,0.807,0.511,0.304,0.197,94.0,97.0,79.0,93.0,108.0,95.0,91.0,97.0,-40.1,-33.7,
9.0,Mike Bibby,27.0,SAC,PG,82.0,82.0,3167.0,0.432,0.458,0.386,0.501,0.849,0.554,0.292,0.36,95.0,96.0,108.0,102.0,114.0,103.0,88.0,178.0,31.7,57.7,
10.0,Morris Peterson,28.0,TOR,SG,82.0,77.0,3140.0,0.436,0.465,0.395,0.517,0.82,0.561,0.268,0.409,96.0,97.0,110.0,105.0,110.0,105.0,81.0,202.0,59.0,61.4,
11.0,Pau Gasol,25.0,MEM,PF,80.0,80.0,3135.0,0.503,0.505,0.25,0.504,0.689,0.555,0.517,0.01,111.0,106.0,70.0,103.0,92.0,104.0,155.0,5.0,32.9,58.2,AS
12.0,Michael Redd,26.0,MIL,SG,80.0,80.0,3130.0,0.45,0.471,0.395,0.504,0.877,0.574,0.377,0.272,99.0,98.0,110.0,103.0,118.0,107.0,113.0,135.0,41.4,135.0,
13.0,Allen Iverson,30.0,PHI,PG,72.0,72.0,3103.0,0.447,0.465,0.323,0.467,0.814,0.543,0.455,0.122,99.0,97.0,90.0,95.0,109.0,101.0,137.0,60.0,-83.5,34.6,"MVP-10,AS,NBA3"
14.0,Elton Brand,26.0,LAC,PF,79.0,79.0,3099.0,0.527,0.527,0.333,0.527,0.775,0.58,0.396,0.002,116.0,110.0,93.0,108.0,104.0,108.0,119.0,1.0,106.8,148.1,"MVP-7,DPOY-10,AS,NBA2"
15.0,Dirk Nowitzki,27.0,DAL,PF,81.0,81.0,3089.0,0.48,0.496,0.406,0.515,0.901,0.589,0.382,0.173,106.0,104.0,113.0,105.0,121.0,110.0,115.0,86.0,79.4,193.8,"MVP-3,AS,NBA1"
16.0,Andre Iguodala,22.0,PHI,SF,82.0,82.0,3086.0,0.5,0.543,0.354,0.541,0.754,0.598,0.507,0.23,110.0,114.0,99.0,110.0,101.0,112.0,152.0,114.0,69.8,105.5,DPOY-12
17.0,Paul Pierce,28.0,BOS,SF,79.0,79.0,3084.0,0.471,0.503,0.354,0.509,0.772,0.582,0.555,0.215,104.0,105.0,99.0,104.0,104.0,109.0,167.0,106.0,56.3,167.2,AS
18.0,Richard Jefferson,25.0,NJN,SF,78.0,78.0,3059.0,0.493,0.532,0.319,0.522,0.812,0.603,0.577,0.187,109.0,111.0,89.0,107.0,109.0,113.0,173.0,92.0,65.2,171.1,
19.0,Ray Allen,30.0,SEA,SG,78.0,78.0,3022.0,0.454,0.486,0.412,0.544,0.903,0.59,0.239,0.435,100.0,102.0,115.0,111.0,121.0,110.0,72.0,215.0,161.1,179.0,AS
20.0,Dwight Howard,20.0,ORL,PF,82.0,81.0,3021.0,0.531,0.532,0.0,0.531,0.595,0.565,0.679,0.002,117.0,111.0,0.0,108.0,80.0,105.0,204.0,1.0,72.7,66.4,
21.0,Cuttino Mobley,30.0,LAC,SG,79.0,74.0,2979.0,0.426,0.453,0.339,0.467,0.839,0.519,0.271,0.243,94.0,95.0,95.0,95.0,113.0,97.0,81.0,120.0,-46.8,-38.4,
22.0,Jason Kidd,32.0,NJN,PG,80.0,80.0,2975.0,0.404,0.445,0.352,0.481,0.795,0.526,0.27,0.436,89.0,93.0,98.0,98.0,107.0,98.0,81.0,216.0,-15.9,-19.4,DEF1
23.0,Raja Bell,29.0,PHO,SG,79.0,79.0,2959.0,0.457,0.471,0.442,0.563,0.788,0.584,0.157,0.48,101.0,99.0,123.0,115.0,106.0,109.0,47.0,237.0,135.7,97.0,DPOY-13
24.0,Kevin Garnett,29.0,MIN,PF,76.0,76.0,2957.0,0.526,0.532,0.267,0.529,0.81,0.589,0.411,0.025,116.0,111.0,74.0,108.0,109.0,110.0,123.0,12.0,92.9,149.7,"DPOY-13,AS,DEF2"
25.0,Kirk Hinrich,25.0,CHI,PG,81.0,81.0,2955.0,0.418,0.441,0.37,0.477,0.815,0.528,0.291,0.316,92.0,92.0,103.0,97.0,109.0,99.0,87.0,156.0,-28.4,-18.7,
26.0,Mehmet Okur,26.0,UTA,PF,82.0,82.0,2945.0,0.46,0.491,0.342,0.496,0.78,0.554,0.402,0.207,101.0,103.0,95.0,101.0,105.0,103.0,121.0,103.0,12.6,49.7,
27.0,Carmelo Anthony,21.0,DEN,SF,80.0,80.0,2941.0,0.481,0.506,0.243,0.493,0.808,0.563,0.451,0.097,106.0,106.0,68.0,101.0,108.0,105.0,135.0,48.0,8.5,103.9,NBA3
28.0,Andre Miller,29.0,DEN,PG,82.0,82.0,2937.0,0.463,0.472,0.185,0.466,0.738,0.532,0.486,0.031,102.0,99.0,52.0,95.0,99.0,99.0,146.0,15.0,-41.5,-7.9,
29.0,Chauncey Billups,29.0,DET,PG,81.0,81.0,2925.0,0.418,0.407,0.433,0.509,0.894,0.602,0.514,0.42,92.0,85.0,121.0,104.0,120.0,112.0,154.0,208.0,38.3,165.9,"MVP-5,AS,NBA2,DEF2"
30.0,Mike James,30.0,TOR,PG,79.0,79.0,2925.0,0.469,0.481,0.442,0.538,0.837,0.583,0.275,0.311,103.0,101.0,123.0,110.0,112.0,109.0,83.0,154.0,117.6,129.3,
31.0,Brad Miller,29.0,SAC,C,79.0,79.0,2923.0,0.495,0.507,0.386,0.514,0.828,0.576,0.385,0.1,109.0,106.0,108.0,105.0,111.0,108.0,116.0,50.0,42.6,83.3,
32.0,Stephen Jackson,27.0,IND,SG,81.0,81.0,2910.0,0.411,0.439,0.345,0.462,0.786,0.512,0.297,0.295,91.0,92.0,96.0,94.0,105.0,96.0,89.0,146.0,-64.0,-61.4,
33.0,Vince Carter,29.0,NJN,SG,79.0,79.0,2906.0,0.43,0.459,0.341,0.471,0.799,0.536,0.396,0.242,95.0,96.0,95.0,96.0,107.0,100.0,119.0,119.0,-56.6,1.7,AS
34.0,Tayshaun Prince,25.0,DET,SF,82.0,82.0,2898.0,0.455,0.479,0.35,0.487,0.765,0.524,0.238,0.183,100.0,100.0,98.0,99.0,103.0,98.0,72.0,91.0,-5.0,-26.3,"DPOY-13,DEF2"
35.0,Chris Webber,32.0,PHI,PF,75.0,75.0,2893.0,0.434,0.443,0.273,0.441,0.756,0.482,0.245,0.054,96.0,93.0,76.0,90.0,101.0,90.0,73.0,27.0,-138.5,-169.2,
36.0,Dwyane Wade,24.0,MIA,SG,75.0,75.0,2892.0,0.495,0.513,0.171,0.499,0.783,0.577,0.568,0.054,109.0,107.0,48.0,102.0,105.0,108.0,171.0,27.0,26.3,148.0,"MVP-6,AS,NBA2"
37.0,Ben Wallace,31.0,DET,C,82.0,82.0,2890.0,0.51,0.514,0.0,0.51,0.416,0.501,0.637,0.009,112.0,108.0,0.0,104.0,56.0,94.0,191.0,4.0,18.3,-40.6,"DPOY-1,AS,NBA2,DEF1"
38.0,Jason Richardson,25.0,GSW,SG,75.0,75.0,2877.0,0.446,0.477,0.384,0.509,0.673,0.538,0.285,0.332,98.0,100.0,107.0,104.0,90.0,100.0,86.0,164.0,55.8,7.4,
39.0,Rashard Lewis,26.0,SEA,SF,78.0,77.0,2876.0,0.467,0.507,0.384,0.529,0.818,0.585,0.372,0.321,103.0,106.0,107.0,108.0,110.0,109.0,112.0,159.0,90.1,133.3,
40.0,Boris Diaw,23.0,PHO,PF,81.0,70.0,2874.0,0.526,0.536,0.267,0.531,0.731,0.564,0.279,0.035,116.0,112.0,74.0,108.0,98.0,105.0,84.0,17.0,70.1,54.1,MIP-1
41.0,Shane Battier,27.0,MEM,SF,81.0,81.0,2839.0,0.488,0.522,0.394,0.54,0.707,0.574,0.335,0.266,108.0,109.0,110.0,110.0,95.0,107.0,101.0,131.0,62.5,54.8,DPOY-10
42.0,Richard Hamilton,27.0,DET,SG,80.0,80.0,2825.0,0.491,0.494,0.458,0.512,0.845,0.553,0.229,0.091,108.0,103.0,128.0,104.0,113.0,103.0,69.0,45.0,57.5,50.1,AS
43.0,Chris Paul,20.0,NOK,PG,78.0,78.0,2808.0,0.43,0.464,0.282,0.456,0.847,0.546,0.491,0.187,95.0,97.0,79.0,93.0,114.0,102.0,147.0,92.0,-64.0,24.4,ROY-1
