Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Andre Iguodala,25.0,PHI,SF,82.0,82.0,3269.0,0.473,0.521,0.307,0.507,0.724,0.56,0.454,0.228,103.0,107.0,84.0,102.0,94.0,103.0,149.0,102.0,17.5,42.6,DPOY-13
2.0,Joe Johnson,27.0,ATL,SG,79.0,79.0,3124.0,0.437,0.468,0.36,0.489,0.826,0.534,0.255,0.292,95.0,96.0,98.0,98.0,107.0,98.0,83.0,130.0,-30.4,-31.5,AS
3.0,O.J. Mayo,21.0,MEM,SG,82.0,82.0,3120.0,0.438,0.461,0.384,0.495,0.879,0.539,0.219,0.295,95.0,95.0,105.0,99.0,114.0,99.0,72.0,132.0,-13.5,-15.5,ROY-2
4.0,Antawn Jamison,32.0,WAS,PF,81.0,81.0,3096.0,0.468,0.501,0.351,0.507,0.754,0.549,0.314,0.221,102.0,103.0,96.0,101.0,98.0,101.0,103.0,99.0,19.6,15.5,
5.0,Raymond Felton,24.0,CHA,PG,82.0,81.0,3086.0,0.408,0.437,0.285,0.435,0.805,0.483,0.251,0.191,89.0,90.0,78.0,87.0,104.0,89.0,82.0,85.0,-139.6,-147.4,
6.0,Tayshaun Prince,28.0,DET,SF,82.0,82.0,3057.0,0.45,0.458,0.397,0.477,0.778,0.516,0.238,0.138,98.0,94.0,108.0,96.0,101.0,95.0,78.0,62.0,-45.6,-64.0,
7.0,LeBron James,24.0,CLE,SF,81.0,81.0,3054.0,0.489,0.535,0.344,0.53,0.78,0.591,0.472,0.238,107.0,110.0,94.0,106.0,101.0,109.0,155.0,106.0,97.7,182.8,"MVP-1,DPOY-2,AS,NBA1,DEF1"
8.0,Dirk Nowitzki,30.0,DAL,PF,81.0,81.0,3050.0,0.479,0.493,0.359,0.498,0.89,0.564,0.337,0.105,104.0,102.0,98.0,100.0,115.0,104.0,110.0,47.0,-6.3,73.5,"MVP-10,AS,NBA1"
9.0,Dwyane Wade,27.0,MIA,SG,79.0,79.0,3048.0,0.491,0.524,0.317,0.516,0.765,0.574,0.443,0.16,107.0,108.0,86.0,103.0,99.0,105.0,145.0,71.0,57.7,123.3,"MVP-3,DPOY-3,AS,NBA1,DEF2"
10.0,Paul Pierce,31.0,BOS,SF,81.0,81.0,3035.0,0.457,0.48,0.391,0.508,0.83,0.582,0.468,0.257,100.0,99.0,107.0,102.0,108.0,107.0,153.0,115.0,18.5,107.2,"MVP-7,AS,NBA2"
11.0,LaMarcus Aldridge,23.0,POR,PF,81.0,81.0,3004.0,0.484,0.489,0.25,0.486,0.781,0.529,0.269,0.023,105.0,101.0,68.0,97.0,101.0,97.0,88.0,10.0,-33.5,-43.3,
12.0,Chris Paul,23.0,NOH,PG,78.0,78.0,3002.0,0.503,0.525,0.364,0.528,0.868,0.599,0.418,0.14,110.0,108.0,99.0,106.0,113.0,110.0,137.0,63.0,71.5,163.6,"MVP-5,DPOY-6,AS,NBA2,DEF1"
13.0,Derrick Rose,20.0,CHI,PG,81.0,80.0,3000.0,0.475,0.491,0.222,0.482,0.788,0.516,0.207,0.06,104.0,101.0,61.0,96.0,102.0,95.0,68.0,27.0,-43.5,-74.0,ROY-1
14.0,Ben Gordon,25.0,CHI,SG,82.0,76.0,2999.0,0.455,0.476,0.41,0.521,0.864,0.573,0.29,0.321,99.0,98.0,112.0,104.0,112.0,105.0,95.0,143.0,54.5,84.3,
15.0,Pau Gasol,28.0,LAL,C,81.0,81.0,2999.0,0.567,0.567,0.5,0.567,0.781,0.617,0.42,0.002,123.0,117.0,136.0,113.0,101.0,113.0,137.0,1.0,140.4,179.9,"AS,NBA3"
16.0,David West,28.0,NOH,PF,76.0,76.0,2982.0,0.472,0.477,0.24,0.474,0.884,0.54,0.321,0.019,103.0,98.0,65.0,95.0,115.0,99.0,105.0,9.0,-65.5,-12.5,AS
17.0,Andre Miller,32.0,PHI,PG,82.0,82.0,2976.0,0.473,0.483,0.283,0.48,0.826,0.548,0.393,0.051,103.0,99.0,77.0,96.0,107.0,101.0,129.0,23.0,-41.6,7.7,
18.0,Kobe Bryant,30.0,LAL,SG,82.0,82.0,2960.0,0.467,0.496,0.351,0.502,0.856,0.561,0.329,0.196,102.0,102.0,96.0,100.0,111.0,103.0,108.0,88.0,6.7,66.8,"MVP-2,DPOY-7,AS,NBA1,DEF1"
19.0,John Salmons,29.0,2TM,SF,79.0,74.0,2959.0,0.472,0.493,0.417,0.53,0.83,0.58,0.317,0.276,103.0,102.0,114.0,106.0,108.0,107.0,104.0,123.0,65.4,89.7,
19.0,John Salmons,29.0,SAC,SF,53.0,53.0,1980.0,0.472,0.489,0.418,0.524,0.823,0.573,0.312,0.247,103.0,101.0,114.0,105.0,107.0,105.0,102.0,110.0,35.3,48.8,
19.0,John Salmons,29.0,CHI,SF,26.0,21.0,979.0,0.473,0.502,0.415,0.543,0.843,0.596,0.33,0.338,103.0,103.0,113.0,109.0,109.0,109.0,108.0,151.0,30.1,40.9,
20.0,Vince Carter,32.0,NJN,SG,80.0,80.0,2946.0,0.437,0.459,0.385,0.493,0.817,0.545,0.305,0.291,95.0,94.0,105.0,99.0,106.0,100.0,100.0,130.0,-17.4,1.2,
21.0,Rudy Gay,22.0,MEM,SF,79.0,78.0,2945.0,0.453,0.477,0.351,0.487,0.767,0.528,0.273,0.192,99.0,98.0,96.0,97.0,100.0,97.0,89.0,86.0,-32.5,-45.8,
