Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,James Harden,25.0,HOU,SG,81.0,81.0,2981.0,0.44,0.48,0.375,0.511,0.868,0.605,0.561,0.378,98.0,99.0,107.0,103.0,116.0,113.0,205.0,141.0,44.1,259.2,"MVP-2,AS,NBA1"
2.0,Andrew Wiggins,19.0,MIN,SF,82.0,82.0,2969.0,0.437,0.453,0.31,0.454,0.76,0.517,0.41,0.111,97.0,93.0,88.0,92.0,101.0,97.0,150.0,41.0,-94.6,-46.8,ROY-1
3.0,Trevor Ariza,29.0,HOU,SF,82.0,82.0,2930.0,0.402,0.485,0.35,0.509,0.853,0.539,0.157,0.61,90.0,100.0,100.0,103.0,114.0,101.0,57.0,227.0,23.5,8.6,DPOY-13
4.0,Damian Lillard,24.0,POR,PG,82.0,82.0,2925.0,0.434,0.5,0.343,0.506,0.864,0.56,0.293,0.421,97.0,103.0,98.0,102.0,115.0,105.0,107.0,157.0,27.2,80.0,AS
5.0,Chris Paul,29.0,LAC,PG,82.0,82.0,2857.0,0.485,0.523,0.398,0.545,0.9,0.596,0.274,0.298,108.0,108.0,114.0,110.0,120.0,112.0,100.0,111.0,114.7,163.2,"MVP-6,DPOY-15,AS,NBA2,DEF1"
6.0,John Wall,24.0,WAS,PG,79.0,79.0,2837.0,0.445,0.478,0.3,0.473,0.785,0.523,0.31,0.186,99.0,99.0,86.0,95.0,105.0,98.0,114.0,69.0,-53.4,-28.8,"AS,DEF2"
7.0,DeAndre Jordan,26.0,LAC,C,82.0,82.0,2820.0,0.71,0.713,0.25,0.711,0.397,0.638,0.882,0.007,158.0,147.0,71.0,143.0,53.0,119.0,323.0,3.0,229.4,154.1,"DPOY-3,NBA3,DEF1"
8.0,Eric Bledsoe,25.0,PHO,PG,81.0,81.0,2800.0,0.447,0.491,0.324,0.489,0.8,0.555,0.422,0.26,100.0,101.0,92.0,99.0,107.0,104.0,154.0,97.0,-13.4,52.2,
9.0,Joe Johnson,33.0,BRK,SG,80.0,80.0,2791.0,0.435,0.472,0.359,0.494,0.801,0.523,0.172,0.329,97.0,97.0,103.0,100.0,107.0,98.0,63.0,123.0,-3.5,-23.8,
