Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Mikal Bridges,26.0,2TM,SG,83.0,83.0,2963.0,0.468,0.514,0.382,0.535,0.895,0.587,0.279,0.349,98.0,94.0,106.0,98.0,115.0,101.0,105.0,90.0,-26.6,17.5,
1.0,Mikal Bridges,26.0,PHO,SF,56.0,56.0,2040.0,0.463,0.503,0.387,0.529,0.897,0.574,0.228,0.342,97.0,92.0,107.0,97.0,115.0,99.0,85.0,88.0,-24.1,-12.2,
1.0,Mikal Bridges,26.0,BRK,SG,27.0,27.0,923.0,0.475,0.531,0.376,0.543,0.894,0.607,0.356,0.36,100.0,97.0,104.0,100.0,114.0,104.0,134.0,93.0,-2.5,29.7,
2.0,Anthony Edwards,21.0,MIN,SG,79.0,79.0,2842.0,0.459,0.513,0.369,0.528,0.756,0.564,0.274,0.375,97.0,94.0,102.0,97.0,97.0,97.0,103.0,97.0,-53.5,-61.3,AS
3.0,Zach LaVine,27.0,CHI,SG,77.0,77.0,2768.0,0.485,0.556,0.375,0.558,0.848,0.607,0.308,0.392,102.0,101.0,104.0,102.0,108.0,104.0,116.0,101.0,36.4,80.5,
4.0,Nikola VuÄeviÄ,32.0,CHI,C,82.0,82.0,2746.0,0.52,0.594,0.349,0.573,0.835,0.594,0.138,0.302,109.0,108.0,97.0,105.0,107.0,102.0,52.0,78.0,63.1,31.6,
5.0,Julius Randle,28.0,NYK,PF,77.0,77.0,2737.0,0.459,0.553,0.343,0.536,0.757,0.581,0.371,0.444,97.0,101.0,95.0,98.0,97.0,100.0,139.0,115.0,-27.6,-0.3,"CPOY-14,AS,NBA3"
6.0,Domantas Sabonis,26.0,SAC,C,79.0,79.0,2736.0,0.615,0.639,0.373,0.632,0.742,0.668,0.467,0.088,129.0,117.0,104.0,116.0,95.0,115.0,175.0,23.0,162.1,195.5,"MVP-7,AS,NBA3"
7.0,Jayson Tatum,24.0,BOS,SF,74.0,74.0,2732.0,0.466,0.558,0.35,0.543,0.854,0.607,0.399,0.44,98.0,102.0,97.0,100.0,109.0,104.0,150.0,114.0,-6.1,94.5,"MVP-4,CPOY-10,AS,NBA1"
8.0,Spencer Dinwiddie,29.0,2TM,SG,79.0,79.0,2725.0,0.438,0.498,0.369,0.524,0.812,0.573,0.314,0.467,92.0,91.0,102.0,96.0,104.0,99.0,118.0,120.0,-44.0,-20.5,
8.0,Spencer Dinwiddie,29.0,DAL,SG,53.0,53.0,1808.0,0.455,0.504,0.405,0.555,0.821,0.599,0.298,0.491,96.0,92.0,112.0,102.0,105.0,103.0,112.0,127.0,13.2,27.3,
8.0,Spencer Dinwiddie,29.0,BRK,PG,26.0,26.0,917.0,0.404,0.488,0.289,0.465,0.797,0.523,0.346,0.419,85.0,89.0,80.0,85.0,102.0,90.0,130.0,108.0,-57.2,-47.8,
9.0,Evan Mobley,21.0,CLE,PF,79.0,79.0,2715.0,0.554,0.595,0.216,0.566,0.674,0.591,0.321,0.108,117.0,109.0,60.0,104.0,86.0,102.0,120.0,28.0,39.3,20.6,"DPOY-3,DEF1"
10.0,Dejounte Murray,26.0,ATL,SG,74.0,74.0,2693.0,0.464,0.514,0.344,0.514,0.832,0.54,0.144,0.293,98.0,94.0,95.0,94.0,106.0,93.0,54.0,76.0,-81.4,-115.5,
11.0,DeMar DeRozan,33.0,CHI,SF,74.0,74.0,2682.0,0.504,0.526,0.324,0.522,0.872,0.592,0.401,0.109,106.0,96.0,90.0,96.0,112.0,102.0,151.0,28.0,-60.9,33.7,"CPOY-3,AS"
