Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Allen Iverson,32.0,DEN,SG,82.0,82.0,3424.0,0.458,0.482,0.345,0.488,0.809,0.567,0.512,0.177,100.0,99.0,95.0,98.0,107.0,105.0,167.0,80.0,-28.9,103.9,AS
2.0,Joe Johnson,26.0,ATL,SG,82.0,82.0,3343.0,0.432,0.454,0.381,0.489,0.834,0.535,0.253,0.297,95.0,94.0,105.0,98.0,110.0,99.0,83.0,134.0,-26.2,-18.7,AS
3.0,Andre Iguodala,24.0,PHI,SF,82.0,82.0,3242.0,0.456,0.496,0.329,0.495,0.721,0.543,0.396,0.24,100.0,102.0,91.0,100.0,96.0,101.0,129.0,108.0,-5.4,9.7,
4.0,Richard Jefferson,27.0,NJN,SF,82.0,82.0,3200.0,0.466,0.486,0.362,0.495,0.798,0.571,0.511,0.16,102.0,100.0,100.0,100.0,106.0,106.0,167.0,72.0,-6.1,99.3,
5.0,Baron Davis,28.0,GSW,PG,82.0,82.0,3196.0,0.426,0.477,0.33,0.483,0.75,0.523,0.278,0.344,93.0,98.0,91.0,97.0,99.0,97.0,91.0,155.0,-45.1,-59.4,
6.0,Kobe Bryant,29.0,LAL,SG,82.0,82.0,3192.0,0.459,0.49,0.361,0.503,0.84,0.576,0.439,0.246,100.0,101.0,100.0,101.0,111.0,107.0,143.0,111.0,18.8,144.2,"MVP-1,DPOY-5,AS,NBA1,DEF1"
7.0,Jamal Crawford,27.0,NYK,SG,80.0,80.0,3190.0,0.41,0.439,0.356,0.473,0.864,0.528,0.274,0.355,90.0,91.0,98.0,95.0,114.0,98.0,89.0,160.0,-67.8,-39.1,
8.0,Jason Richardson,27.0,CHA,SF,82.0,82.0,3149.0,0.441,0.466,0.406,0.524,0.752,0.554,0.225,0.408,97.0,96.0,112.0,105.0,100.0,103.0,74.0,184.0,78.6,44.5,
9.0,Dwight Howard,22.0,ORL,C,82.0,82.0,3088.0,0.599,0.601,0.0,0.599,0.59,0.619,0.921,0.004,131.0,124.0,0.0,120.0,78.0,115.0,301.0,2.0,197.0,216.2,"MVP-5,DPOY-7,AS,NBA1,DEF2"
10.0,Rashard Lewis,28.0,ORL,PF,81.0,81.0,3076.0,0.455,0.498,0.409,0.554,0.838,0.591,0.229,0.487,99.0,103.0,113.0,111.0,111.0,109.0,75.0,219.0,128.9,126.0,
11.0,Monta Ellis,22.0,GSW,SG,81.0,72.0,3071.0,0.531,0.545,0.231,0.536,0.767,0.58,0.34,0.042,116.0,112.0,64.0,108.0,102.0,107.0,111.0,19.0,95.4,112.0,
