Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Damian Lillard,22.0,POR,PG,82.0,82.0,3167.0,0.429,0.469,0.368,0.501,0.844,0.546,0.249,0.391,95.0,97.0,103.0,101.0,112.0,102.0,92.0,160.0,12.2,33.8,ROY-1
2.0,Kevin Durant,24.0,OKC,SF,81.0,81.0,3119.0,0.51,0.539,0.416,0.559,0.905,0.647,0.523,0.233,113.0,112.0,116.0,113.0,120.0,121.0,193.0,96.0,178.2,394.9,"MVP-2,AS,NBA1"
3.0,Monta Ellis,27.0,MIL,SG,82.0,82.0,3076.0,0.416,0.454,0.287,0.448,0.773,0.493,0.26,0.228,92.0,94.0,80.0,90.0,103.0,92.0,96.0,94.0,-137.7,-134.4,
4.0,DeMar DeRozan,23.0,TOR,SG,82.0,82.0,3013.0,0.445,0.463,0.283,0.459,0.831,0.523,0.347,0.097,98.0,96.0,79.0,92.0,110.0,98.0,128.0,40.0,-92.2,-32.1,
5.0,Kobe Bryant,34.0,LAL,SG,78.0,78.0,3013.0,0.463,0.51,0.324,0.504,0.839,0.57,0.392,0.255,102.0,106.0,90.0,102.0,111.0,107.0,145.0,105.0,24.4,133.1,"MVP-5,AS,NBA1"
6.0,James Harden,23.0,HOU,SG,78.0,78.0,2985.0,0.438,0.477,0.368,0.504,0.851,0.6,0.592,0.364,97.0,99.0,103.0,102.0,113.0,112.0,219.0,149.0,21.6,220.8,"MVP-8,AS,NBA3"
7.0,Stephen Curry,24.0,GSW,PG,78.0,78.0,2983.0,0.451,0.449,0.453,0.549,0.9,0.589,0.21,0.432,100.0,93.0,126.0,111.0,120.0,110.0,78.0,178.0,145.9,165.0,MVP-11
8.0,Paul George,22.0,IND,SF,79.0,79.0,2972.0,0.419,0.457,0.362,0.491,0.807,0.531,0.233,0.399,93.0,95.0,101.0,99.0,107.0,99.0,86.0,164.0,-11.6,-9.3,"DPOY-8,MIP-1,AS,NBA3,DEF2"
9.0,Klay Thompson,22.0,GSW,SG,82.0,82.0,2936.0,0.422,0.437,0.401,0.509,0.841,0.533,0.13,0.437,93.0,91.0,112.0,103.0,112.0,100.0,48.0,179.0,30.6,-3.3,
10.0,Jrue Holiday,22.0,PHI,PG,78.0,78.0,2926.0,0.431,0.446,0.368,0.466,0.752,0.496,0.188,0.192,95.0,92.0,103.0,94.0,100.0,93.0,69.0,79.0,-77.8,-108.0,AS
11.0,O.J. Mayo,25.0,DAL,SG,82.0,82.0,2913.0,0.449,0.471,0.407,0.519,0.82,0.556,0.227,0.34,99.0,98.0,113.0,104.0,109.0,104.0,84.0,140.0,45.3,48.3,
12.0,David Lee,29.0,GSW,PF,79.0,79.0,2907.0,0.519,0.521,0.0,0.519,0.797,0.561,0.276,0.003,115.0,108.0,0.0,105.0,106.0,105.0,102.0,1.0,52.3,68.1,"MVP-12,AS,NBA3"
13.0,Luol Deng,27.0,CHI,SF,75.0,75.0,2903.0,0.426,0.455,0.322,0.461,0.816,0.508,0.258,0.213,94.0,94.0,90.0,93.0,108.0,95.0,95.0,88.0,-78.2,-64.3,"DPOY-15,AS"
14.0,Brandon Jennings,23.0,MIL,PG,80.0,80.0,2897.0,0.399,0.412,0.375,0.468,0.819,0.51,0.225,0.37,88.0,85.0,105.0,94.0,109.0,95.0,83.0,152.0,-71.1,-68.5,
15.0,Evan Turner,24.0,PHI,SF,82.0,82.0,2892.0,0.419,0.428,0.365,0.446,0.74,0.478,0.198,0.151,92.0,89.0,102.0,90.0,98.0,89.0,73.0,62.0,-105.5,-129.8,
16.0,LeBron James,28.0,MIA,PF,76.0,76.0,2877.0,0.565,0.602,0.406,0.603,0.753,0.64,0.395,0.188,125.0,125.0,113.0,121.0,100.0,120.0,146.0,77.0,288.7,336.6,"MVP-1,DPOY-2,AS,NBA1,DEF1"
17.0,Russell Westbrook,24.0,OKC,PG,82.0,82.0,2861.0,0.438,0.466,0.323,0.47,0.8,0.532,0.375,0.195,97.0,97.0,90.0,95.0,106.0,100.0,138.0,80.0,-81.0,-8.8,"MVP-9,DPOY-17,AS,NBA2"
18.0,Kemba Walker,22.0,CHA,PG,82.0,82.0,2859.0,0.423,0.459,0.322,0.466,0.798,0.517,0.298,0.267,93.0,95.0,90.0,94.0,106.0,97.0,110.0,110.0,-76.1,-49.7,
19.0,Deron Williams,28.0,BRK,PG,78.0,78.0,2842.0,0.44,0.482,0.378,0.516,0.859,0.574,0.328,0.398,97.0,100.0,105.0,104.0,114.0,107.0,121.0,163.0,43.0,100.6,
20.0,Nicolas Batum,24.0,POR,SF,73.0,73.0,2807.0,0.423,0.481,0.372,0.522,0.848,0.566,0.252,0.533,93.0,100.0,104.0,105.0,113.0,106.0,93.0,219.0,42.0,57.5,
21.0,Marc Gasol,28.0,MEM,C,80.0,80.0,2796.0,0.494,0.501,0.071,0.494,0.848,0.559,0.364,0.016,109.0,104.0,20.0,100.0,113.0,105.0,134.0,7.0,-3.8,49.2,"MVP-12,DPOY-1,NBA2,DEF2"
22.0,LaMarcus Aldridge,27.0,POR,PF,74.0,74.0,2790.0,0.484,0.488,0.143,0.485,0.81,0.53,0.264,0.011,107.0,101.0,40.0,98.0,108.0,99.0,98.0,4.0,-30.6,-13.0,AS
23.0,Andre Iguodala,29.0,DEN,SG,80.0,80.0,2779.0,0.451,0.515,0.317,0.502,0.574,0.52,0.307,0.327,100.0,107.0,88.0,101.0,76.0,97.0,114.0,134.0,10.3,-28.9,DPOY-9
24.0,Chandler Parsons,24.0,HOU,SF,76.0,76.0,2758.0,0.486,0.559,0.385,0.567,0.729,0.584,0.165,0.421,107.0,116.0,107.0,114.0,97.0,109.0,61.0,173.0,131.7,100.1,
25.0,Mike Conley,25.0,MEM,PG,80.0,80.0,2757.0,0.44,0.476,0.362,0.497,0.83,0.549,0.3,0.312,97.0,99.0,101.0,100.0,110.0,103.0,111.0,128.0,0.7,30.2,"DPOY-21,DEF2"
26.0,Al Horford,26.0,ATL,C,74.0,74.0,2756.0,0.543,0.544,0.5,0.545,0.644,0.56,0.196,0.006,120.0,113.0,139.0,110.0,86.0,105.0,73.0,2.0,102.6,57.8,
27.0,Dwight Howard,27.0,LAL,C,76.0,76.0,2722.0,0.578,0.581,0.167,0.579,0.492,0.573,0.887,0.007,128.0,120.0,46.0,117.0,65.0,107.0,328.0,3.0,133.8,87.5,"DPOY-14,AS,NBA3"
28.0,Greg Monroe,22.0,DET,C,81.0,81.0,2687.0,0.486,0.488,0.0,0.486,0.689,0.527,0.371,0.004,107.0,101.0,0.0,98.0,91.0,99.0,137.0,2.0,-22.4,-17.7,
29.0,Rudy Gay,26.0,2TM,SF,75.0,74.0,2687.0,0.416,0.44,0.323,0.449,0.814,0.494,0.235,0.208,92.0,91.0,90.0,91.0,108.0,92.0,87.0,85.0,-118.1,-112.5,
29.0,Rudy Gay,26.0,MEM,SF,42.0,42.0,1541.0,0.408,0.431,0.31,0.438,0.776,0.478,0.227,0.188,90.0,89.0,86.0,88.0,103.0,89.0,84.0,77.0,-81.1,-86.0,
29.0,Rudy Gay,26.0,TOR,SF,33.0,32.0,1146.0,0.425,0.452,0.336,0.464,0.856,0.513,0.246,0.232,94.0,94.0,94.0,93.0,114.0,96.0,91.0,95.0,-37.0,-26.5,
30.0,Greivis VÃ¡squez,26.0,NOH,PG,78.0,78.0,2685.0,0.433,0.462,0.342,0.474,0.805,0.502,0.152,0.24,96.0,96.0,95.0,95.0,107.0,94.0,56.0,99.0,-45.8,-71.5,
31.0,Josh Smith,27.0,ATL,PF,76.0,76.0,2683.0,0.465,0.498,0.303,0.491,0.517,0.501,0.272,0.17,103.0,103.0,85.0,99.0,69.0,94.0,100.0,70.0,-12.5,-87.9,
32.0,J.R. Smith,27.0,NYK,SG,80.0,0.0,2678.0,0.422,0.458,0.356,0.484,0.762,0.522,0.249,0.349,93.0,95.0,99.0,97.0,101.0,98.0,92.0,143.0,-31.1,-35.8,6MOY-1
33.0,Joe Johnson,31.0,BRK,SG,72.0,72.0,2642.0,0.423,0.452,0.375,0.493,0.82,0.521,0.153,0.375,93.0,94.0,104.0,99.0,109.0,97.0,57.0,154.0,-6.5,-30.6,
34.0,Jeremy Lin,24.0,HOU,PG,82.0,82.0,2640.0,0.441,0.483,0.339,0.49,0.785,0.538,0.307,0.287,98.0,100.0,94.0,99.0,104.0,101.0,113.0,118.0,-11.6,6.5,
35.0,Tayshaun Prince,32.0,2TM,SF,82.0,81.0,2631.0,0.438,0.442,0.404,0.461,0.738,0.486,0.159,0.115,97.0,92.0,113.0,93.0,98.0,91.0,59.0,47.0,-58.1,-86.0,
35.0,Tayshaun Prince,32.0,DET,SF,45.0,45.0,1457.0,0.444,0.445,0.434,0.468,0.796,0.502,0.192,0.11,98.0,92.0,121.0,94.0,106.0,94.0,71.0,45.0,-27.5,-34.3,
35.0,Tayshaun Prince,32.0,MEM,SF,37.0,36.0,1174.0,0.429,0.437,0.366,0.451,0.595,0.461,0.11,0.122,95.0,91.0,102.0,91.0,79.0,86.0,41.0,50.0,-30.6,-51.7,
36.0,Thaddeus Young,24.0,PHI,PF,76.0,76.0,2629.0,0.531,0.535,0.125,0.532,0.574,0.541,0.196,0.008,117.0,111.0,35.0,107.0,76.0,101.0,73.0,3.0,67.9,14.2,
37.0,Jeff Teague,24.0,ATL,PG,80.0,78.0,2628.0,0.451,0.482,0.359,0.496,0.881,0.543,0.232,0.255,100.0,100.0,100.0,100.0,117.0,102.0,86.0,105.0,0.0,18.2,
38.0,George Hill,26.0,IND,PG,76.0,76.0,2620.0,0.443,0.494,0.368,0.518,0.817,0.558,0.245,0.405,98.0,102.0,103.0,104.0,109.0,104.0,90.0,167.0,37.2,44.5,
39.0,Zach Randolph,31.0,MEM,PF,76.0,75.0,2607.0,0.46,0.469,0.087,0.461,0.75,0.506,0.293,0.022,102.0,97.0,24.0,93.0,100.0,95.0,108.0,9.0,-72.7,-67.0,AS
40.0,Blake Griffin,23.0,LAC,PF,80.0,80.0,2598.0,0.538,0.548,0.179,0.541,0.66,0.572,0.397,0.026,119.0,113.0,50.0,109.0,88.0,107.0,147.0,11.0,94.7,93.4,"AS,NBA2"
41.0,Goran DragiÄ,26.0,PHO,PG,77.0,77.0,2581.0,0.443,0.497,0.319,0.491,0.748,0.54,0.36,0.305,98.0,103.0,89.0,99.0,99.0,101.0,133.0,125.0,-9.5,11.9,
42.0,Al Jefferson,28.0,UTA,C,78.0,78.0,2578.0,0.494,0.5,0.118,0.495,0.77,0.522,0.176,0.014,109.0,103.0,33.0,100.0,102.0,98.0,65.0,6.0,-3.2,-32.7,
