Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Antoine Walker,25.0,BOS,PF,81.0,81.0,3406.0,7.0,17.9,0.394,2.3,6.8,0.344,4.7,11.0,0.425,0.46,2.5,3.4,0.741,1.6,6.0,7.5,4.3,1.3,0.4,2.7,2.5,19.0,AS
2.0,Tim Duncan,25.0,SAS,PF,82.0,82.0,3329.0,8.3,16.3,0.508,0.0,0.1,0.1,8.3,16.2,0.511,0.508,6.1,7.6,0.799,2.9,8.4,11.3,3.3,0.7,2.2,2.8,2.3,22.6,"MVP-1,AS,NBA1,DEF1"
3.0,Latrell Sprewell,31.0,NYK,SF,81.0,81.0,3326.0,6.2,15.4,0.404,1.6,4.4,0.36,4.6,11.0,0.421,0.455,3.1,3.7,0.821,0.6,2.6,3.2,3.4,1.0,0.2,2.4,1.7,17.0,
4.0,Baron Davis,22.0,CHH,PG,82.0,82.0,3318.0,6.1,14.5,0.417,1.8,5.2,0.356,4.2,9.4,0.451,0.48,2.1,3.7,0.58,1.0,2.8,3.8,7.6,1.9,0.5,2.7,2.6,16.1,AS
5.0,Paul Pierce,24.0,BOS,SG,82.0,82.0,3302.0,7.7,17.4,0.442,2.3,5.7,0.404,5.4,11.8,0.461,0.508,5.7,7.0,0.809,0.9,5.3,6.2,2.8,1.7,0.9,2.6,2.6,23.4,"MVP-11,AS,NBA3"
6.0,Gary Payton,33.0,SEA,PG,82.0,82.0,3301.0,8.0,17.2,0.467,0.8,2.6,0.314,7.2,14.6,0.494,0.49,2.9,3.7,0.797,0.9,3.4,4.3,8.0,1.4,0.3,2.3,2.0,19.8,"MVP-6,AS,NBA2,DEF1"
7.0,Stephon Marbury,24.0,PHO,PG,82.0,80.0,3187.0,7.1,16.0,0.442,0.8,2.8,0.286,6.3,13.2,0.476,0.467,4.0,5.1,0.781,0.8,2.2,3.0,7.5,0.9,0.1,3.2,2.1,18.9,
8.0,Kevin Garnett,25.0,MIN,PF,81.0,81.0,3175.0,7.5,15.9,0.47,0.4,1.3,0.319,7.1,14.6,0.484,0.484,4.1,5.1,0.801,2.8,8.4,11.1,4.8,1.1,1.4,2.6,2.1,19.4,"MVP-12,DPOY-2,AS,NBA2,DEF1"
9.0,Eddie Jones,30.0,MIA,SG,81.0,81.0,3156.0,5.9,13.7,0.432,1.7,4.4,0.39,4.2,9.3,0.451,0.494,3.4,4.0,0.837,0.7,3.6,4.3,3.0,1.3,0.9,1.7,2.9,16.9,
10.0,Jalen Rose,29.0,2TM,SF,83.0,83.0,3153.0,7.6,16.6,0.455,1.0,2.8,0.362,6.6,13.8,0.474,0.485,3.2,3.8,0.839,0.5,3.8,4.3,4.1,0.9,0.5,2.3,2.9,19.4,
10.0,Jalen Rose,29.0,IND,SF,53.0,53.0,1937.0,7.2,16.2,0.444,1.0,2.7,0.356,6.2,13.5,0.462,0.474,2.9,3.5,0.839,0.5,4.1,4.6,3.7,0.8,0.5,2.0,2.8,18.3,
10.0,Jalen Rose,29.0,CHI,SF,30.0,30.0,1216.0,8.2,17.4,0.47,1.1,3.0,0.37,7.1,14.4,0.491,0.502,3.7,4.4,0.839,0.4,3.3,3.7,4.7,1.0,0.5,2.8,3.0,21.1,
11.0,Anthony Mason,35.0,MIL,PF,82.0,82.0,3143.0,3.6,7.2,0.505,0.0,0.0,1.0,3.6,7.2,0.504,0.506,1.8,2.5,0.697,1.4,6.0,7.4,4.0,0.7,0.3,1.5,2.1,9.0,
