Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Kevin Durant,23.0,OKC,SF,66.0,66.0,2546.0,9.1,18.3,0.496,1.9,4.9,0.387,7.2,13.5,0.535,0.547,6.1,7.1,0.86,0.6,6.9,7.5,3.3,1.2,1.1,3.5,1.9,26.2,"MVP-2,AS,NBA1"
2.0,Pau Gasol,31.0,LAL,PF,65.0,65.0,2430.0,6.8,13.6,0.501,0.1,0.4,0.259,6.7,13.2,0.508,0.504,3.0,3.9,0.782,2.7,7.3,10.0,3.5,0.5,1.3,2.1,1.9,16.7,
3.0,Rudy Gay,25.0,MEM,SF,65.0,65.0,2422.0,7.2,15.9,0.455,0.8,2.6,0.312,6.4,13.3,0.482,0.48,3.1,3.9,0.791,1.9,4.3,6.2,2.2,1.4,0.8,2.4,2.1,18.3,
4.0,Blake Griffin,22.0,LAC,PF,66.0,66.0,2392.0,8.4,15.4,0.549,0.0,0.2,0.125,8.4,15.1,0.556,0.55,3.7,7.0,0.521,3.3,7.5,10.8,3.2,0.8,0.7,2.3,3.3,20.6,"AS,NBA2"
5.0,John Wall,21.0,WAS,PG,66.0,66.0,2386.0,5.7,13.5,0.423,0.0,0.6,0.071,5.7,12.9,0.44,0.424,4.8,6.1,0.789,0.7,3.8,4.5,8.0,1.4,0.9,3.8,2.1,16.2,
6.0,Marc Gasol,27.0,MEM,C,65.0,65.0,2370.0,5.4,11.2,0.482,0.0,0.2,0.083,5.4,11.1,0.489,0.483,3.6,4.8,0.748,1.8,7.0,8.8,3.1,0.9,1.8,1.8,3.1,14.5,"DPOY-12,AS"
7.0,Brandon Jennings,22.0,MIL,PG,66.0,66.0,2331.0,7.2,17.3,0.418,2.0,6.0,0.332,5.3,11.3,0.464,0.476,3.0,3.7,0.808,0.8,2.7,3.5,5.6,1.6,0.3,2.3,1.8,19.5,
8.0,Russell Westbrook,23.0,OKC,PG,66.0,66.0,2331.0,8.9,19.6,0.457,1.0,3.0,0.316,8.0,16.5,0.482,0.481,5.3,6.4,0.823,1.5,3.2,4.6,5.6,1.7,0.3,3.7,2.3,24.1,"MVP-12,DPOY-18,AS,NBA2"
9.0,Josh Smith,26.0,ATL,PF,66.0,66.0,2329.0,7.8,17.0,0.458,0.4,1.7,0.257,7.4,15.3,0.48,0.47,3.1,5.0,0.63,2.1,7.7,9.8,4.0,1.4,1.8,2.5,2.7,19.2,DPOY-10
10.0,LeBron James,27.0,MIA,SF,62.0,62.0,2326.0,9.6,18.1,0.531,0.8,2.3,0.362,8.8,15.8,0.556,0.554,6.0,7.8,0.771,1.5,6.2,7.6,6.0,1.8,0.8,3.3,1.5,26.0,"MVP-1,DPOY-4,AS,NBA1,DEF1"
11.0,Kobe Bryant,33.0,LAL,SG,58.0,58.0,2232.0,9.3,21.5,0.43,1.4,4.6,0.303,7.9,16.9,0.464,0.462,6.1,7.3,0.845,1.1,4.0,5.0,4.3,1.1,0.3,3.3,1.7,26.1,"MVP-4,AS,NBA1,DEF2"
12.0,Wesley Matthews,25.0,POR,SG,66.0,53.0,2228.0,5.1,12.3,0.412,2.1,5.4,0.383,3.0,6.9,0.434,0.496,2.4,2.8,0.86,0.9,2.7,3.6,1.8,1.6,0.2,1.2,2.4,14.6,
13.0,Andre Iguodala,28.0,PHI,SF,62.0,62.0,2209.0,4.7,10.3,0.454,1.2,3.1,0.394,3.4,7.2,0.481,0.514,2.0,3.2,0.617,0.9,5.3,6.2,5.5,1.7,0.5,1.9,1.5,12.6,"DPOY-7,AS"
14.0,DeMar DeRozan,22.0,TOR,SG,63.0,63.0,2206.0,6.2,14.7,0.422,0.4,1.5,0.261,5.8,13.2,0.44,0.435,4.4,5.4,0.81,0.7,2.8,3.4,2.1,0.8,0.3,2.0,2.6,17.2,
15.0,Jrue Holiday,21.0,PHI,PG,65.0,65.0,2196.0,5.9,13.7,0.432,1.1,2.8,0.38,4.8,10.9,0.445,0.471,1.5,2.0,0.783,0.9,2.5,3.5,4.8,1.7,0.3,2.2,2.2,14.4,
16.0,Jeff Teague,23.0,ATL,PG,66.0,66.0,2183.0,5.3,11.1,0.476,0.8,2.5,0.342,4.4,8.6,0.514,0.514,2.3,3.1,0.757,0.3,2.3,2.6,5.3,1.7,0.6,2.2,2.4,13.7,
17.0,Chris Paul,26.0,LAC,PG,60.0,60.0,2181.0,7.0,14.7,0.478,1.3,3.5,0.371,5.7,11.2,0.511,0.522,4.3,5.0,0.861,0.7,2.8,3.5,9.0,2.5,0.1,2.0,2.3,19.6,"MVP-3,DPOY-12,AS,NBA1,DEF1"
18.0,Mike Conley,24.0,MEM,PG,62.0,61.0,2174.0,4.9,11.3,0.433,1.0,2.6,0.377,3.9,8.7,0.45,0.477,2.3,2.6,0.861,0.4,2.2,2.6,6.7,2.3,0.2,2.1,2.2,13.0,DPOY-14
19.0,Tyreke Evans,22.0,SAC,SG,63.0,61.0,2162.0,6.8,15.0,0.453,0.3,1.6,0.202,6.5,13.3,0.484,0.464,3.3,4.3,0.779,1.1,3.7,4.8,4.7,1.4,0.5,2.8,2.3,17.3,
20.0,Kris Humphries,26.0,NJN,PF,62.0,62.0,2162.0,5.4,11.2,0.481,0.0,0.0,,5.4,11.2,0.481,0.481,3.5,4.6,0.752,3.9,7.5,11.3,1.5,0.8,1.2,2.0,2.9,14.2,
21.0,Antawn Jamison,35.0,CLE,PF,65.0,65.0,2151.0,7.0,17.5,0.403,1.5,4.5,0.341,5.5,13.0,0.425,0.447,3.1,4.5,0.683,2.1,4.8,6.8,2.2,0.9,0.7,1.5,2.7,18.7,
22.0,Kevin Love,23.0,MIN,PF,55.0,55.0,2145.0,8.0,17.8,0.448,1.8,4.7,0.372,6.2,13.0,0.475,0.497,6.4,7.7,0.824,3.8,8.5,12.3,1.9,0.8,0.5,2.1,2.6,24.0,"MVP-6,AS,NBA2"
23.0,Brandon Knight,20.0,DET,PG,66.0,60.0,2129.0,5.4,13.0,0.415,1.8,4.7,0.38,3.6,8.3,0.434,0.483,1.8,2.3,0.759,0.6,3.0,3.6,4.2,0.8,0.2,2.9,2.6,14.3,ROY-8
