Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,LeBron James,22.0,CLE,SF,78.0,78.0,3190.0,8.7,18.3,0.476,1.1,3.5,0.319,7.6,14.8,0.513,0.507,5.5,7.9,0.698,0.9,5.0,5.9,5.3,1.4,0.6,2.8,1.9,24.1,"MVP-5,AS,NBA2"
2.0,Kobe Bryant,28.0,LAL,SG,77.0,77.0,3140.0,9.3,20.1,0.463,1.6,4.6,0.344,7.8,15.6,0.497,0.502,7.6,8.8,0.868,0.9,4.2,5.0,4.7,1.3,0.4,2.9,2.4,27.9,"MVP-3,DPOY-24,AS,NBA1,DEF1"
3.0,Vince Carter,30.0,NJN,SG,82.0,82.0,3126.0,8.4,18.4,0.454,1.8,5.0,0.357,6.6,13.4,0.491,0.503,5.3,6.6,0.802,1.3,4.4,5.7,4.5,0.9,0.3,2.5,3.1,23.8,AS
4.0,Elton Brand,27.0,LAC,PF,80.0,80.0,3077.0,7.5,14.2,0.533,0.0,0.0,1.0,7.5,14.2,0.532,0.533,4.1,5.4,0.761,3.1,5.6,8.7,2.7,0.9,2.1,2.4,2.8,19.2,
5.0,Luol Deng,21.0,CHI,SF,82.0,82.0,3071.0,7.4,14.3,0.517,0.0,0.1,0.143,7.4,14.2,0.519,0.518,3.3,4.2,0.777,1.7,5.1,6.8,2.4,1.1,0.6,1.8,2.0,18.1,DPOY-20
6.0,Andre Iguodala,23.0,PHI,SG,76.0,76.0,3062.0,5.2,11.7,0.447,0.6,1.8,0.31,4.6,9.8,0.472,0.471,5.3,6.5,0.82,0.9,4.2,5.1,5.1,1.8,0.4,3.1,2.4,16.3,DPOY-24
7.0,Rafer Alston,30.0,HOU,PG,82.0,82.0,3040.0,4.5,12.1,0.375,2.3,6.3,0.363,2.3,5.8,0.389,0.47,1.5,2.1,0.734,0.3,3.0,3.3,5.3,1.5,0.1,2.0,2.3,12.9,
8.0,Dwight Howard,21.0,ORL,C,82.0,82.0,3023.0,6.3,10.4,0.603,0.0,0.0,0.5,6.3,10.4,0.603,0.603,4.6,7.9,0.586,3.4,8.6,12.0,1.9,0.8,1.9,3.8,2.9,17.2,"DPOY-16,AS,NBA3"
9.0,Ricky Davis,27.0,MIN,SF,81.0,81.0,3021.0,6.0,13.0,0.465,1.5,3.7,0.397,4.6,9.3,0.492,0.521,2.8,3.4,0.839,0.6,3.1,3.8,4.6,1.0,0.3,2.5,2.3,16.4,
10.0,Shawn Marion,28.0,PHO,SF,80.0,80.0,3010.0,6.7,12.8,0.524,1.0,3.0,0.317,5.8,9.8,0.587,0.561,2.4,3.0,0.81,2.1,7.3,9.4,1.6,1.9,1.5,1.4,2.6,16.8,"DPOY-4,AS"
11.0,Tayshaun Prince,26.0,DET,SF,82.0,82.0,3001.0,5.5,12.0,0.46,1.0,2.5,0.386,4.5,9.4,0.48,0.501,2.1,2.7,0.768,1.7,3.4,5.1,2.7,0.6,0.7,1.2,1.4,14.0,"DPOY-11,DEF2"
12.0,Kevin Garnett,30.0,MIN,PF,76.0,76.0,2995.0,7.7,16.1,0.476,0.1,0.7,0.214,7.5,15.4,0.487,0.48,5.0,6.0,0.835,2.2,9.5,11.7,3.8,1.1,1.5,2.5,2.2,20.5,"MVP-9,DPOY-13,AS,NBA3,DEF2"
13.0,Shane Battier,28.0,HOU,SF,82.0,82.0,2988.0,3.5,7.9,0.446,1.9,4.5,0.421,1.6,3.4,0.48,0.567,1.1,1.4,0.779,0.8,3.3,4.1,2.1,1.0,0.7,0.9,2.3,10.0,DPOY-5
14.0,Andre Miller,30.0,2TM,PG,80.0,79.0,2966.0,5.1,11.0,0.466,0.1,0.4,0.143,5.1,10.6,0.479,0.469,2.7,3.4,0.784,1.2,3.1,4.3,7.6,1.3,0.1,2.7,2.2,13.0,
14.0,Andre Miller,30.0,DEN,PG,23.0,23.0,822.0,5.1,10.9,0.472,0.2,0.7,0.25,4.9,10.2,0.487,0.48,2.7,3.7,0.729,1.1,3.5,4.6,9.2,1.6,0.2,3.1,2.5,13.1,
14.0,Andre Miller,30.0,PHI,PG,57.0,56.0,2144.0,5.2,11.1,0.464,0.0,0.3,0.053,5.1,10.8,0.477,0.465,2.7,3.3,0.808,1.2,3.0,4.2,7.0,1.2,0.1,2.6,2.1,13.0,
15.0,Deron Williams,22.0,UTA,PG,80.0,80.0,2950.0,6.0,13.2,0.456,1.0,3.1,0.322,5.0,10.1,0.498,0.494,2.8,3.6,0.767,0.5,2.8,3.3,9.1,1.0,0.2,3.0,3.1,15.8,
16.0,Gilbert Arenas,25.0,WAS,PG,74.0,73.0,2942.0,7.9,18.9,0.418,2.5,7.1,0.351,5.4,11.8,0.459,0.484,7.4,8.8,0.844,0.7,3.4,4.1,5.4,1.7,0.2,2.9,3.0,25.8,"MVP-8,AS,NBA2"
17.0,Jason Kidd,33.0,NJN,PG,80.0,80.0,2933.0,4.5,11.1,0.406,1.5,4.4,0.343,3.0,6.7,0.448,0.475,2.2,2.8,0.778,1.7,6.4,8.0,9.0,1.6,0.3,2.6,1.8,12.8,"AS,DEF2"
18.0,Raja Bell,30.0,PHO,SG,78.0,78.0,2917.0,5.1,11.7,0.432,2.5,6.1,0.413,2.5,5.6,0.452,0.539,1.5,1.9,0.776,0.6,2.5,3.1,2.4,0.6,0.3,1.0,2.9,14.1,"DPOY-23,DEF1"
19.0,Eddy Curry,24.0,NYK,C,81.0,81.0,2849.0,7.4,12.8,0.576,0.0,0.0,1.0,7.4,12.8,0.575,0.576,5.1,8.3,0.615,2.5,4.8,7.2,0.9,0.4,0.5,3.7,3.3,19.9,
