Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
24.0,Kevin Love,26.0,CLE,PF,75.0,75.0,2532.0,5.9,13.5,0.434,2.0,5.6,0.367,3.8,8.0,0.48,0.509,3.7,4.6,0.804,2.0,8.4,10.4,2.4,0.7,0.6,1.7,2.0,17.5,
25.0,Nikola VuÄeviÄ,24.0,ORL,C,74.0,74.0,2529.0,9.0,17.2,0.523,0.0,0.1,0.333,9.0,17.1,0.524,0.524,2.3,3.1,0.752,3.4,8.1,11.5,2.1,0.8,0.8,2.1,3.1,20.3,
26.0,Jimmy Butler,25.0,CHI,SG,65.0,65.0,2513.0,6.0,13.1,0.462,1.0,2.8,0.378,5.0,10.3,0.484,0.502,5.5,6.6,0.834,1.6,3.8,5.4,3.0,1.6,0.5,1.3,1.5,18.6,"DPOY-10,MIP-1,AS,DEF2"
27.0,LaMarcus Aldridge,29.0,POR,PF,71.0,71.0,2512.0,9.4,20.3,0.466,0.5,1.5,0.352,8.9,18.8,0.475,0.479,4.4,5.2,0.845,2.5,7.9,10.4,1.8,0.7,1.0,1.7,1.8,23.8,"MVP-7,AS,NBA2"
28.0,Andre Drummond,21.0,DET,C,82.0,82.0,2502.0,7.1,13.8,0.514,0.0,0.0,0.0,7.1,13.8,0.515,0.514,2.0,5.3,0.389,6.3,9.6,15.9,0.8,1.1,2.2,1.7,4.1,16.3,
29.0,Arron Afflalo,29.0,2TM,SG,78.0,72.0,2502.0,5.4,12.7,0.424,1.7,4.8,0.354,3.7,7.9,0.466,0.491,2.4,2.8,0.843,0.4,3.2,3.6,1.9,0.6,0.1,1.7,2.4,14.9,
29.0,Arron Afflalo,29.0,DEN,SG,53.0,53.0,1750.0,5.8,13.5,0.428,1.7,5.0,0.337,4.1,8.5,0.481,0.49,2.6,3.1,0.841,0.4,3.3,3.7,2.1,0.7,0.1,1.7,2.2,15.9,
29.0,Arron Afflalo,29.0,POR,SG,25.0,19.0,752.0,4.5,10.9,0.414,1.7,4.3,0.4,2.8,6.6,0.423,0.493,1.9,2.3,0.851,0.3,2.9,3.2,1.3,0.4,0.1,1.6,2.8,12.6,
30.0,LeBron James,30.0,CLE,SF,69.0,69.0,2493.0,9.0,18.5,0.488,1.7,4.9,0.354,7.3,13.6,0.536,0.535,5.4,7.6,0.71,0.7,5.3,6.0,7.4,1.6,0.7,3.9,1.9,25.2,"MVP-3,DPOY-13,AS,NBA1"
31.0,Draymond Green,24.0,GSW,PF,79.0,79.0,2490.0,4.9,11.1,0.443,1.6,4.8,0.337,3.3,6.3,0.523,0.516,1.9,2.9,0.66,1.6,7.7,9.4,4.2,1.8,1.4,1.9,3.7,13.3,"DPOY-2,DEF1"
32.0,Elfrid Payton,20.0,ORL,PG,82.0,63.0,2489.0,4.4,10.2,0.425,0.2,0.6,0.262,4.2,9.6,0.435,0.433,1.7,3.1,0.551,1.5,3.5,5.0,7.7,2.1,0.3,2.9,2.8,10.6,ROY-4
33.0,Wilson Chandler,27.0,DEN,SF,78.0,75.0,2471.0,6.1,14.2,0.429,2.0,5.9,0.342,4.1,8.3,0.49,0.5,1.6,2.1,0.775,1.4,5.5,6.9,2.0,0.8,0.4,1.6,3.4,15.8,
34.0,Klay Thompson,24.0,GSW,SG,77.0,77.0,2455.0,8.8,19.0,0.463,3.5,8.0,0.439,5.3,11.1,0.481,0.555,3.3,3.8,0.879,0.4,3.2,3.6,3.3,1.3,0.9,2.2,1.8,24.5,"MVP-10,AS,NBA3"
35.0,Anthony Davis,21.0,NOP,PF,68.0,68.0,2455.0,9.4,17.6,0.535,0.0,0.2,0.083,9.4,17.4,0.54,0.536,5.4,6.8,0.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.3,"MVP-5,DPOY-4,AS,NBA1,DEF2"
36.0,Jeff Green,28.0,2TM,SF,78.0,70.0,2454.0,6.1,14.2,0.43,1.4,4.3,0.332,4.7,9.9,0.473,0.48,3.5,4.2,0.833,0.9,3.9,4.8,2.0,0.8,0.5,1.6,2.2,17.1,
36.0,Jeff Green,28.0,BOS,SF,33.0,33.0,1093.0,6.8,15.6,0.434,1.5,5.1,0.305,5.2,10.6,0.495,0.483,4.0,4.7,0.84,0.7,4.0,4.6,1.7,0.9,0.4,1.8,2.2,19.1,
36.0,Jeff Green,28.0,MEM,SF,45.0,37.0,1361.0,5.6,13.0,0.427,1.3,3.7,0.362,4.2,9.4,0.452,0.478,3.1,3.8,0.825,1.1,3.8,4.9,2.1,0.7,0.6,1.4,2.1,15.6,
37.0,Marcin Gortat,30.0,WAS,C,82.0,82.0,2453.0,6.4,11.4,0.566,0.0,0.0,0.0,6.4,11.3,0.569,0.566,1.8,2.6,0.703,2.6,7.9,10.5,1.4,0.7,1.6,1.5,2.8,14.7,
38.0,Thaddeus Young,26.0,2TM,PF,76.0,68.0,2434.0,6.7,14.3,0.466,0.6,1.7,0.33,6.1,12.6,0.484,0.486,1.9,3.0,0.655,1.9,4.2,6.1,2.6,1.8,0.4,1.7,2.5,15.8,
38.0,Thaddeus Young,26.0,MIN,PF,48.0,48.0,1605.0,6.5,14.4,0.451,0.4,1.5,0.292,6.1,12.9,0.469,0.466,2.0,2.9,0.682,1.7,3.8,5.5,3.0,1.9,0.4,1.7,2.6,15.4,
38.0,Thaddeus Young,26.0,BRK,PF,28.0,20.0,829.0,7.0,14.2,0.495,0.8,2.2,0.38,6.2,12.0,0.516,0.524,1.9,3.1,0.606,2.3,5.0,7.2,1.7,1.7,0.3,1.8,2.4,16.8,
39.0,Avery Bradley,24.0,BOS,SG,77.0,77.0,2428.0,6.4,15.0,0.429,1.8,5.2,0.352,4.6,9.8,0.47,0.49,1.2,1.5,0.79,0.7,2.9,3.6,2.0,1.2,0.2,1.6,2.6,15.9,
40.0,Luol Deng,29.0,MIA,SF,72.0,72.0,2421.0,5.5,11.7,0.469,1.2,3.3,0.355,4.3,8.4,0.513,0.518,2.8,3.7,0.761,1.5,4.1,5.6,2.1,1.0,0.3,1.6,1.6,15.0,
41.0,Kyle Korver,33.0,ATL,SG,75.0,75.0,2418.0,4.3,8.9,0.487,3.3,6.7,0.492,1.1,2.2,0.47,0.671,1.6,1.8,0.898,0.2,4.3,4.5,2.9,0.8,0.6,1.6,2.1,13.6,AS
42.0,Kyle Lowry,28.0,TOR,PG,70.0,70.0,2414.0,6.4,15.6,0.412,2.0,5.8,0.338,4.4,9.7,0.457,0.476,3.8,4.7,0.808,0.8,4.1,4.9,7.1,1.6,0.2,2.6,3.2,18.6,AS
43.0,JJ Redick,30.0,LAC,SG,78.0,78.0,2409.0,6.7,14.0,0.477,3.0,6.8,0.437,3.7,7.2,0.515,0.583,2.7,3.0,0.901,0.3,2.2,2.5,2.0,0.6,0.1,1.4,2.0,19.1,
44.0,Rudy Gay,28.0,SAC,SF,68.0,67.0,2408.0,7.6,16.7,0.455,1.2,3.3,0.359,6.4,13.4,0.479,0.491,5.0,5.9,0.858,1.5,4.5,6.0,3.7,1.1,0.6,2.7,2.3,21.4,
45.0,Paul Millsap,29.0,ATL,PF,73.0,73.0,2390.0,6.7,14.0,0.476,1.2,3.3,0.356,5.5,10.8,0.513,0.518,3.8,5.1,0.757,2.1,6.5,8.6,3.4,2.0,1.0,2.5,3.0,18.3,AS
46.0,P.J. Tucker,29.0,PHO,SF,78.0,63.0,2383.0,3.9,9.0,0.438,1.3,3.8,0.345,2.6,5.2,0.506,0.511,1.6,2.2,0.727,1.7,5.9,7.6,1.8,1.6,0.3,1.5,2.7,10.8,
47.0,Solomon Hill,23.0,IND,SF,82.0,78.0,2381.0,3.8,9.6,0.396,1.0,3.1,0.327,2.8,6.4,0.43,0.45,2.4,2.9,0.824,1.1,3.7,4.7,2.8,1.0,0.3,1.7,2.7,11.0,
48.0,Nicolas Batum,26.0,POR,SF,71.0,71.0,2380.0,3.6,9.1,0.4,1.5,4.7,0.324,2.1,4.4,0.481,0.483,1.3,1.5,0.857,0.9,5.4,6.3,5.2,1.2,0.6,2.0,1.6,10.0,
49.0,Khris Middleton,23.0,MIL,SF,79.0,58.0,2378.0,6.1,13.2,0.467,1.7,4.1,0.407,4.5,9.1,0.494,0.53,2.0,2.4,0.859,0.7,4.5,5.3,2.8,1.8,0.2,1.7,2.8,16.0,
50.0,Tobias Harris,22.0,ORL,SF,68.0,63.0,2369.0,6.7,14.4,0.466,1.3,3.6,0.364,5.4,10.8,0.5,0.512,2.9,3.7,0.788,1.1,5.4,6.5,1.9,1.0,0.5,1.7,2.0,17.7,
51.0,Mario Chalmers,28.0,MIA,PG,80.0,37.0,2368.0,4.1,10.1,0.403,1.1,3.8,0.294,2.9,6.3,0.467,0.458,3.1,4.0,0.774,0.4,2.8,3.1,4.7,1.9,0.2,2.6,3.8,12.4,
52.0,Blake Griffin,25.0,LAC,PF,67.0,67.0,2356.0,8.8,17.5,0.502,0.2,0.4,0.4,8.6,17.1,0.504,0.506,4.8,6.5,0.728,1.9,5.8,7.8,5.4,1.0,0.5,2.3,3.0,22.4,"MVP-8,AS,NBA3"
53.0,Courtney Lee,29.0,MEM,SG,77.0,74.0,2354.0,4.4,9.8,0.448,1.4,3.4,0.402,3.0,6.4,0.473,0.518,1.7,2.0,0.86,0.3,2.4,2.7,2.3,1.1,0.2,1.2,2.0,11.9,
54.0,Harrison Barnes,22.0,GSW,SF,82.0,82.0,2318.0,4.9,10.2,0.482,1.4,3.3,0.405,3.6,6.8,0.519,0.548,1.7,2.3,0.72,1.8,5.2,7.0,1.8,0.9,0.3,1.1,2.3,12.8,
55.0,Al Horford,28.0,ATL,C,76.0,76.0,2318.0,8.1,15.0,0.538,0.2,0.6,0.306,7.9,14.4,0.547,0.544,1.7,2.2,0.759,2.0,6.4,8.4,3.8,1.1,1.5,1.6,1.9,18.0,AS
56.0,Gerald Henderson,27.0,CHO,SG,80.0,72.0,2315.0,5.8,13.2,0.437,0.7,2.1,0.331,5.1,11.1,0.457,0.463,2.9,3.4,0.848,0.6,3.7,4.2,3.2,0.8,0.3,1.7,2.1,15.1,
57.0,Danny Green,27.0,SAS,SG,81.0,80.0,2312.0,5.0,11.5,0.436,3.0,7.1,0.418,2.0,4.4,0.466,0.566,1.7,2.0,0.874,0.8,4.5,5.3,2.5,1.6,1.4,1.4,2.5,14.7,
58.0,Nerlens Noel,20.0,PHI,C,75.0,71.0,2311.0,4.7,10.2,0.462,0.0,0.0,,4.7,10.2,0.462,0.462,2.2,3.6,0.609,2.9,6.6,9.5,2.0,2.1,2.2,2.3,3.2,11.6,"ROY-3,DPOY-15"
59.0,Zach Randolph,33.0,MEM,PF,71.0,71.0,2304.0,7.1,14.6,0.487,0.1,0.3,0.35,7.0,14.2,0.49,0.491,3.6,4.7,0.765,3.5,8.2,11.7,2.4,1.1,0.2,2.4,2.7,17.9,
60.0,Russell Westbrook,26.0,OKC,PG,67.0,67.0,2302.0,9.8,23.0,0.426,1.3,4.5,0.299,8.5,18.5,0.457,0.455,8.5,10.2,0.835,1.9,5.7,7.6,9.0,2.2,0.2,4.6,2.9,29.5,"MVP-4,AS,NBA2"
61.0,Josh Smith,29.0,2TM,PF,83.0,35.0,2300.0,6.5,15.4,0.419,1.1,3.6,0.316,5.4,11.9,0.451,0.456,2.0,4.0,0.498,2.4,5.9,8.3,4.3,1.4,1.8,3.2,3.6,16.1,
61.0,Josh Smith,29.0,DET,PF,28.0,28.0,896.0,6.1,15.7,0.391,0.4,1.5,0.243,5.8,14.2,0.407,0.403,2.1,4.5,0.468,2.1,6.0,8.1,5.3,1.5,1.9,2.9,3.3,14.7,
61.0,Josh Smith,29.0,HOU,PF,55.0,7.0,1404.0,6.7,15.3,0.438,1.6,4.9,0.33,5.1,10.4,0.489,0.491,1.9,3.7,0.521,2.6,5.8,8.4,3.7,1.3,1.7,3.4,3.7,16.9,
62.0,Trey Burke,22.0,UTA,PG,76.0,43.0,2288.0,5.8,15.8,0.368,2.0,6.1,0.318,3.9,9.7,0.4,0.43,1.7,2.3,0.752,0.5,2.7,3.2,5.2,1.0,0.2,2.0,1.9,15.3,
63.0,Tyson Chandler,32.0,DAL,C,75.0,75.0,2286.0,4.6,6.9,0.666,0.0,0.0,,4.6,6.9,0.666,0.666,2.9,4.0,0.72,4.6,9.0,13.6,1.3,0.7,1.4,1.7,2.7,12.1,
64.0,Dirk Nowitzki,36.0,DAL,PF,77.0,77.0,2282.0,7.7,16.8,0.459,1.6,4.3,0.38,6.0,12.4,0.486,0.508,4.0,4.6,0.882,0.7,6.5,7.2,2.3,0.6,0.5,1.3,2.5,21.0,AS
65.0,Derrick Favors,23.0,UTA,PF,74.0,74.0,2280.0,7.6,14.5,0.525,0.0,0.1,0.167,7.6,14.4,0.527,0.526,3.5,5.2,0.669,3.1,6.5,9.6,1.8,0.9,1.9,1.9,3.3,18.7,
66.0,Matt Barnes,34.0,LAC,SF,76.0,74.0,2271.0,4.4,9.9,0.444,2.2,6.0,0.362,2.2,3.9,0.569,0.553,1.2,1.5,0.779,0.8,4.0,4.8,1.8,1.1,0.8,1.4,3.8,12.1,
67.0,Reggie Jackson,24.0,2TM,PG,77.0,40.0,2268.0,6.9,15.8,0.434,1.1,3.8,0.299,5.7,12.0,0.477,0.47,2.9,3.5,0.83,0.9,4.3,5.2,7.3,1.0,0.1,3.0,2.7,17.7,
67.0,Reggie Jackson,24.0,OKC,PG,50.0,13.0,1398.0,6.4,14.8,0.432,1.1,4.1,0.278,5.3,10.8,0.49,0.47,2.5,3.0,0.861,0.7,4.5,5.2,5.5,1.1,0.1,2.3,2.4,16.5,
67.0,Reggie Jackson,24.0,DET,PG,27.0,27.0,870.0,7.6,17.4,0.436,1.2,3.4,0.337,6.4,13.9,0.46,0.469,3.4,4.3,0.796,1.2,4.1,5.2,10.3,0.8,0.2,3.9,3.0,19.7,
68.0,Evan Turner,26.0,BOS,SG,82.0,57.0,2260.0,5.1,11.9,0.429,0.5,1.9,0.277,4.6,10.0,0.458,0.451,1.7,2.2,0.752,0.6,6.0,6.6,7.2,1.3,0.3,3.2,2.9,12.4,
69.0,Wesley Johnson,27.0,LAL,SF,76.0,59.0,2245.0,4.6,11.1,0.414,1.5,4.2,0.351,3.1,6.9,0.451,0.48,1.4,1.8,0.804,1.1,4.0,5.1,2.0,0.9,0.7,1.4,2.6,12.1,
70.0,Jarrett Jack,31.0,BRK,PG,80.0,27.0,2241.0,5.8,13.1,0.439,0.6,2.3,0.267,5.1,10.8,0.477,0.463,3.2,3.6,0.881,0.3,3.6,3.9,6.0,1.2,0.2,3.1,2.3,15.4,
71.0,Jeff Teague,26.0,ATL,PG,73.0,72.0,2228.0,6.6,14.3,0.46,1.1,3.3,0.343,5.4,11.0,0.496,0.5,4.4,5.2,0.862,0.5,2.5,3.0,8.3,2.0,0.5,3.3,2.2,18.8,AS
72.0,Tim Duncan,38.0,SAS,C,77.0,77.0,2227.0,6.8,13.2,0.512,0.0,0.1,0.286,6.7,13.1,0.514,0.513,3.7,5.0,0.74,2.7,8.6,11.4,3.7,1.0,2.4,2.1,2.7,17.3,"MVP-10,DPOY-8,AS,NBA3,DEF2"
73.0,Mike Conley,27.0,MEM,PG,70.0,70.0,2225.0,6.4,14.3,0.446,1.7,4.5,0.386,4.6,9.8,0.473,0.506,3.5,4.0,0.859,0.5,2.9,3.4,6.1,1.4,0.2,2.5,2.2,17.9,
74.0,Dion Waiters,23.0,2TM,SG,80.0,23.0,2208.0,6.1,15.4,0.396,1.2,4.0,0.297,4.9,11.4,0.431,0.435,1.9,2.8,0.68,0.7,2.5,3.1,2.7,1.5,0.3,1.8,2.5,15.3,
74.0,Dion Waiters,23.0,CLE,SG,33.0,3.0,786.0,6.3,15.7,0.404,1.0,3.9,0.256,5.3,11.7,0.453,0.436,2.2,2.7,0.783,0.5,2.1,2.6,3.4,2.0,0.5,2.3,2.7,15.8,
74.0,Dion Waiters,23.0,OKC,SG,47.0,20.0,1422.0,6.0,15.3,0.392,1.3,4.1,0.319,4.7,11.2,0.419,0.435,1.8,2.8,0.625,0.7,2.7,3.4,2.3,1.2,0.3,1.6,2.4,15.1,
75.0,Tristan Thompson,23.0,CLE,PF,82.0,15.0,2194.0,4.4,8.0,0.547,0.0,0.0,,4.4,8.0,0.547,0.547,2.6,4.1,0.641,4.5,6.3,10.8,0.6,0.6,1.0,1.4,3.1,11.4,6MOY-5
76.0,Gorgui Dieng,25.0,MIN,C,73.0,49.0,2193.0,4.3,8.4,0.506,0.0,0.1,0.167,4.2,8.3,0.51,0.507,3.1,4.0,0.783,3.7,6.3,10.0,2.4,1.2,2.1,2.1,3.1,11.7,
77.0,DeMarre Carroll,28.0,ATL,SF,70.0,69.0,2189.0,5.2,10.7,0.487,2.0,5.0,0.395,3.3,5.7,0.567,0.579,2.1,3.0,0.702,1.6,4.5,6.1,1.9,1.5,0.3,1.2,2.5,14.5,DPOY-15
78.0,Chandler Parsons,26.0,DAL,SF,66.0,66.0,2186.0,6.3,13.7,0.462,2.2,5.7,0.38,4.1,7.9,0.521,0.542,2.3,3.2,0.72,1.1,4.3,5.3,2.7,1.1,0.3,1.6,2.3,17.1,
79.0,Rudy Gobert,22.0,UTA,C,82.0,37.0,2158.0,4.3,7.1,0.604,0.0,0.0,0.0,4.3,7.1,0.607,0.604,2.8,4.6,0.623,4.4,8.5,12.9,1.8,1.1,3.2,1.9,2.9,11.4,DPOY-5
80.0,Patrick Patterson,25.0,TOR,PF,81.0,4.0,2156.0,4.0,8.9,0.449,1.8,4.7,0.371,2.3,4.2,0.536,0.547,1.1,1.3,0.788,2.1,5.1,7.2,2.6,1.0,0.7,0.9,2.5,10.8,
81.0,Michael Carter-Williams,23.0,2TM,PG,66.0,63.0,2149.0,6.1,15.4,0.396,0.6,2.6,0.235,5.5,12.8,0.428,0.416,3.4,4.9,0.694,1.1,4.8,5.9,7.4,1.9,0.5,4.2,2.8,16.2,
81.0,Michael Carter-Williams,23.0,PHI,PG,41.0,38.0,1391.0,6.0,15.8,0.38,0.8,3.2,0.256,5.2,12.6,0.412,0.406,3.0,4.7,0.643,1.1,5.5,6.6,7.8,1.6,0.5,4.5,2.7,15.9,
81.0,Michael Carter-Williams,23.0,MIL,PG,25.0,25.0,758.0,6.3,14.6,0.429,0.2,1.3,0.143,6.1,13.3,0.457,0.435,4.0,5.2,0.78,1.0,3.7,4.7,6.6,2.4,0.6,3.8,3.0,16.8,
82.0,Greg Monroe,24.0,DET,PF,69.0,57.0,2137.0,7.1,14.4,0.496,0.0,0.0,,7.1,14.4,0.496,0.496,4.2,5.7,0.75,3.9,8.0,11.9,2.4,1.3,0.6,2.5,2.5,18.5,
83.0,Enes Freedom,22.0,2TM,C,75.0,74.0,2135.0,8.1,15.6,0.519,0.3,0.8,0.356,7.9,14.9,0.528,0.528,3.1,3.9,0.782,4.7,6.6,11.3,0.9,0.6,0.5,2.4,3.2,19.6,
83.0,Enes Freedom,22.0,UTA,C,49.0,48.0,1326.0,7.8,15.8,0.491,0.4,1.1,0.317,7.4,14.7,0.505,0.503,2.5,3.2,0.788,4.0,6.4,10.4,0.7,0.6,0.4,2.5,3.1,18.4,
83.0,Enes Freedom,22.0,OKC,C,26.0,26.0,809.0,8.7,15.4,0.566,0.1,0.2,0.75,8.6,15.2,0.564,0.571,4.0,5.2,0.776,5.8,7.0,12.8,1.3,0.6,0.6,2.3,3.3,21.6,
84.0,Kemba Walker,24.0,CHO,PG,62.0,58.0,2119.0,6.4,16.7,0.385,1.4,4.8,0.304,5.0,11.9,0.418,0.429,4.0,4.8,0.827,0.6,3.1,3.7,5.4,1.5,0.5,1.7,1.6,18.3,
85.0,Serge Ibaka,25.0,OKC,PF,64.0,64.0,2116.0,6.4,13.4,0.476,1.3,3.5,0.376,5.1,9.9,0.511,0.525,1.6,1.9,0.836,2.3,6.2,8.5,0.9,0.5,2.6,1.7,3.3,15.6,
86.0,Deron Williams,30.0,BRK,PG,68.0,55.0,2114.0,5.1,13.1,0.387,1.5,4.0,0.367,3.6,9.1,0.395,0.443,3.4,4.1,0.834,0.5,3.5,4.0,7.6,1.1,0.3,2.6,2.7,15.1,
87.0,Bradley Beal,21.0,WAS,SG,63.0,59.0,2107.0,6.2,14.5,0.427,1.8,4.4,0.409,4.4,10.1,0.434,0.489,2.2,2.8,0.783,1.0,3.1,4.1,3.3,1.3,0.3,2.1,2.3,16.4,
88.0,Brook Lopez,26.0,BRK,C,72.0,44.0,2100.0,8.7,16.9,0.513,0.0,0.2,0.1,8.7,16.7,0.517,0.513,3.8,4.7,0.814,3.7,5.5,9.2,0.9,0.7,2.2,1.8,3.5,21.2,
89.0,DeMar DeRozan,25.0,TOR,SG,60.0,60.0,2100.0,7.0,17.0,0.413,0.4,1.5,0.284,6.6,15.5,0.426,0.426,6.2,7.4,0.832,0.7,4.0,4.7,3.6,1.3,0.2,2.3,2.1,20.6,
