Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Kevin Durant,25.0,OKC,SF,81.0,81.0,3122.0,9.8,19.5,0.503,2.2,5.7,0.391,7.6,13.8,0.549,0.56,8.1,9.3,0.873,0.7,6.2,6.9,5.1,1.2,0.7,3.3,2.0,29.9,"MVP-1,AS,NBA1"
2.0,Monta Ellis,28.0,DAL,SG,82.0,82.0,3023.0,6.9,15.2,0.451,0.8,2.5,0.33,6.0,12.7,0.474,0.478,4.0,5.1,0.788,0.5,3.1,3.5,5.6,1.7,0.3,3.1,2.3,18.6,
3.0,DeMar DeRozan,24.0,TOR,SG,79.0,79.0,3017.0,7.2,16.8,0.429,0.8,2.5,0.305,6.4,14.3,0.451,0.452,6.2,7.5,0.824,0.6,3.5,4.1,3.7,1.0,0.3,2.1,2.4,21.4,AS
4.0,Carmelo Anthony,29.0,NYK,PF,77.0,77.0,2982.0,9.0,19.8,0.452,2.0,5.0,0.402,7.0,14.8,0.469,0.503,5.5,6.5,0.848,1.8,5.8,7.5,2.9,1.1,0.6,2.4,2.7,25.5,"MVP-15,AS"
5.0,John Wall,23.0,WAS,PG,82.0,82.0,2980.0,7.0,16.2,0.433,1.3,3.7,0.351,5.7,12.4,0.458,0.473,3.8,4.8,0.805,0.5,3.6,4.0,8.7,1.8,0.5,3.6,2.6,19.1,AS
6.0,Nicolas Batum,25.0,POR,SF,82.0,82.0,2956.0,4.6,10.0,0.465,1.8,4.9,0.361,2.9,5.1,0.566,0.554,2.0,2.5,0.803,1.4,6.0,7.4,5.1,0.9,0.7,2.5,1.9,13.0,
7.0,Damian Lillard,23.0,POR,PG,82.0,82.0,2937.0,6.8,16.0,0.424,2.7,6.8,0.394,4.1,9.2,0.447,0.508,4.5,5.2,0.871,0.4,3.1,3.5,5.6,0.8,0.3,2.4,2.4,20.8,"AS,NBA3"
8.0,LeBron James,29.0,MIA,PF,77.0,77.0,2902.0,9.5,16.8,0.567,1.4,3.8,0.379,8.1,13.0,0.622,0.61,5.4,7.3,0.75,1.0,5.6,6.6,6.1,1.5,0.3,3.3,1.6,25.9,"MVP-2,DPOY-6,AS,NBA1,DEF2"
9.0,Paul George,23.0,IND,SF,80.0,80.0,2898.0,7.2,16.9,0.424,2.3,6.2,0.364,4.9,10.7,0.458,0.49,5.0,5.8,0.864,0.8,5.9,6.7,3.5,1.9,0.3,2.8,2.5,21.6,"MVP-9,DPOY-7,AS,NBA3,DEF1"
10.0,DeAndre Jordan,25.0,LAC,C,82.0,82.0,2870.0,4.4,6.5,0.676,0.0,0.0,,4.4,6.5,0.676,0.676,2.0,4.7,0.428,4.2,9.8,14.0,0.9,1.0,2.5,1.5,3.3,10.7,DPOY-3
11.0,Klay Thompson,23.0,GSW,SG,81.0,81.0,2868.0,7.0,15.8,0.444,2.8,6.7,0.417,4.2,9.1,0.464,0.533,1.8,2.3,0.795,0.5,2.6,3.1,2.3,0.9,0.5,1.7,2.9,18.7,
12.0,Blake Griffin,24.0,LAC,PF,80.0,80.0,2863.0,9.0,17.1,0.528,0.2,0.6,0.273,8.9,16.5,0.537,0.533,6.1,8.5,0.715,2.4,7.1,9.5,3.9,1.2,0.6,2.8,3.3,24.3,"MVP-3,AS,NBA2"
13.0,Kyle Lowry,27.0,TOR,PG,79.0,79.0,2862.0,5.7,13.6,0.423,2.4,6.3,0.38,3.4,7.3,0.46,0.511,3.9,4.8,0.813,1.1,3.5,4.6,7.4,1.5,0.2,2.4,3.4,17.8,
14.0,Stephen Curry,25.0,GSW,PG,78.0,78.0,2846.0,8.2,17.5,0.471,3.3,7.8,0.424,4.9,9.7,0.509,0.566,3.9,4.4,0.885,0.6,3.6,4.2,8.4,1.6,0.2,3.7,2.5,23.7,"MVP-6,AS,NBA2"
15.0,Joakim Noah,28.0,CHI,C,80.0,80.0,2820.0,4.9,10.2,0.475,0.0,0.0,0.0,4.9,10.2,0.476,0.475,3.2,4.3,0.737,3.6,7.9,11.5,5.5,1.3,1.5,2.5,3.1,12.9,"MVP-4,DPOY-1,AS,NBA1,DEF1"
16.0,Jeff Green,27.0,BOS,SF,82.0,82.0,2805.0,6.2,15.0,0.412,1.7,5.1,0.341,4.5,9.9,0.448,0.469,3.6,4.6,0.795,0.7,4.2,4.9,1.8,0.7,0.6,2.1,2.3,17.7,
17.0,Gordon Hayward,23.0,UTA,SF,77.0,77.0,2800.0,5.5,13.3,0.413,1.1,3.6,0.304,4.4,9.7,0.453,0.454,4.0,4.9,0.816,0.8,4.2,5.0,5.1,1.4,0.5,2.7,2.0,16.0,
18.0,Kevin Love,25.0,MIN,PF,77.0,77.0,2797.0,8.4,18.3,0.457,2.4,6.5,0.376,5.9,11.8,0.502,0.524,6.7,8.1,0.821,2.9,9.5,12.4,4.4,0.8,0.5,2.5,1.8,25.9,"MVP-11,AS,NBA2"
19.0,Chandler Parsons,25.0,HOU,SF,74.0,74.0,2783.0,6.0,12.8,0.472,1.7,4.5,0.37,4.3,8.2,0.528,0.538,2.1,2.9,0.742,0.9,4.4,5.3,3.9,1.1,0.4,1.9,2.2,15.9,
20.0,Wesley Matthews,27.0,POR,SG,82.0,82.0,2780.0,5.8,13.1,0.441,2.6,6.6,0.393,3.2,6.4,0.49,0.541,3.3,3.9,0.837,0.7,3.1,3.7,2.6,1.0,0.2,1.4,2.3,17.4,
21.0,James Harden,24.0,HOU,SG,73.0,73.0,2777.0,7.1,15.6,0.456,2.3,6.3,0.366,4.8,9.4,0.515,0.529,7.5,8.6,0.866,0.8,3.7,4.5,5.8,1.5,0.4,3.4,2.3,24.0,"MVP-5,AS,NBA1"
22.0,Lance Stephenson,23.0,IND,SG,78.0,78.0,2752.0,5.6,11.4,0.491,1.1,3.2,0.352,4.5,8.2,0.545,0.54,1.8,2.6,0.711,1.2,6.1,7.3,4.7,0.7,0.1,2.7,2.6,14.1,
23.0,Josh Smith,28.0,DET,SF,77.0,76.0,2730.0,6.8,16.3,0.419,0.9,3.5,0.264,5.9,12.8,0.462,0.448,2.1,4.0,0.532,1.3,5.5,6.9,3.3,1.4,1.5,2.6,2.6,16.7,
24.0,Brandon Jennings,24.0,DET,PG,80.0,79.0,2728.0,5.6,15.0,0.373,2.0,6.0,0.337,3.5,8.9,0.397,0.441,3.2,4.2,0.751,0.8,2.4,3.2,8.0,1.3,0.1,2.8,2.1,16.4,
25.0,Trevor Ariza,28.0,WAS,SF,77.0,77.0,2723.0,5.1,11.3,0.456,2.4,5.8,0.407,2.8,5.4,0.509,0.562,2.0,2.6,0.772,1.3,5.0,6.3,2.5,1.7,0.3,1.7,2.4,14.6,DPOY-15
26.0,Thaddeus Young,25.0,PHI,PF,79.0,78.0,2718.0,7.7,17.0,0.454,1.2,3.9,0.308,6.5,13.1,0.496,0.489,2.2,3.0,0.712,2.2,4.1,6.3,2.4,2.2,0.5,2.2,2.8,18.8,
27.0,Zach Randolph,32.0,MEM,PF,79.0,79.0,2705.0,7.5,15.9,0.467,0.0,0.3,0.1,7.4,15.7,0.474,0.468,3.3,4.5,0.742,3.5,7.1,10.6,2.7,0.7,0.3,2.4,2.8,18.3,
28.0,Greg Monroe,23.0,DET,PF,82.0,82.0,2690.0,6.7,13.6,0.497,0.0,0.0,0.0,6.7,13.6,0.497,0.497,3.2,4.9,0.657,3.4,6.7,10.2,2.3,1.2,0.6,2.2,2.7,16.7,
29.0,Goran DragiÄ,27.0,PHO,SG,76.0,75.0,2668.0,7.4,14.7,0.505,1.6,4.0,0.408,5.8,10.7,0.542,0.561,4.3,5.6,0.76,0.9,2.4,3.3,6.0,1.4,0.3,2.9,2.8,20.8,"MVP-16,MIP-1,NBA3"
30.0,Serge Ibaka,24.0,OKC,PF,81.0,81.0,2666.0,7.1,13.2,0.536,0.3,0.8,0.383,6.8,12.4,0.546,0.548,2.1,2.7,0.784,3.0,6.5,9.6,1.1,0.5,3.0,1.7,3.1,16.6,"DPOY-4,DEF1"
31.0,Marcin Gortat,29.0,WAS,C,81.0,80.0,2655.0,6.2,11.4,0.542,0.0,0.0,1.0,6.2,11.4,0.541,0.542,2.1,3.1,0.686,2.7,7.7,10.4,1.9,0.6,1.6,1.7,2.7,14.5,
32.0,Ricky Rubio,23.0,MIN,PG,82.0,82.0,2638.0,3.5,9.1,0.381,0.6,1.8,0.331,2.9,7.3,0.393,0.413,3.1,3.9,0.802,0.8,3.8,4.7,9.6,2.6,0.2,3.0,3.0,10.7,
33.0,Dirk Nowitzki,35.0,DAL,PF,80.0,80.0,2628.0,8.7,17.4,0.497,1.8,4.5,0.398,6.9,12.9,0.532,0.549,4.6,5.2,0.899,0.5,6.3,6.8,3.0,1.0,0.6,1.6,2.3,23.8,"MVP-14,AS"
34.0,Andre Drummond,20.0,DET,C,81.0,81.0,2619.0,6.6,10.6,0.623,0.0,0.0,0.0,6.6,10.5,0.625,0.623,1.9,4.5,0.418,6.0,8.7,14.7,0.5,1.4,1.8,1.5,3.8,15.1,
35.0,Kemba Walker,23.0,CHA,PG,73.0,73.0,2614.0,6.2,15.7,0.393,1.5,4.5,0.333,4.7,11.2,0.417,0.441,3.9,4.6,0.837,0.5,3.7,4.2,6.2,1.2,0.4,2.3,1.8,17.8,
36.0,Corey Brewer,27.0,MIN,SF,81.0,81.0,2609.0,5.4,11.1,0.481,0.8,2.9,0.28,4.5,8.2,0.552,0.517,2.2,3.1,0.718,0.9,2.0,2.9,1.9,2.1,0.4,1.4,2.9,13.8,
37.0,Robin Lopez,25.0,POR,C,82.0,82.0,2603.0,4.9,8.9,0.551,0.0,0.0,0.0,4.9,8.9,0.552,0.551,2.7,3.3,0.818,4.5,5.2,9.7,1.0,0.3,1.9,1.2,2.7,12.6,
38.0,Tristan Thompson,22.0,CLE,PF,82.0,82.0,2594.0,5.0,10.6,0.477,0.0,0.0,0.0,5.0,10.5,0.478,0.477,3.3,4.7,0.693,3.7,6.7,10.5,1.0,0.6,0.5,1.5,2.6,13.3,
39.0,Jimmy Butler,24.0,CHI,SG,67.0,67.0,2591.0,3.8,9.6,0.397,0.9,3.3,0.283,2.9,6.3,0.457,0.446,3.6,4.7,0.769,1.2,3.4,4.6,2.4,1.8,0.5,1.4,1.5,12.2,DEF2
40.0,Mike Dunleavy,33.0,CHI,SF,82.0,61.0,2584.0,4.6,10.8,0.43,1.7,4.5,0.38,2.9,6.3,0.467,0.51,2.0,2.3,0.854,0.6,4.2,4.8,2.6,0.9,0.6,1.5,2.3,12.9,
41.0,Joe Johnson,32.0,BRK,SG,79.0,79.0,2575.0,6.5,14.2,0.454,2.3,5.6,0.401,4.2,8.6,0.489,0.533,2.2,2.7,0.815,0.7,3.1,3.8,3.0,0.7,0.1,1.7,1.8,17.4,AS
42.0,Jodie Meeks,26.0,LAL,SG,77.0,70.0,2556.0,5.8,12.6,0.463,2.3,5.7,0.401,3.5,6.9,0.514,0.554,3.1,3.6,0.857,0.4,2.3,2.7,1.9,1.6,0.1,1.6,1.7,17.0,
43.0,Al Jefferson,29.0,CHA,C,73.0,73.0,2553.0,9.9,19.4,0.509,0.0,0.2,0.2,9.8,19.2,0.512,0.51,2.7,3.9,0.69,2.2,9.0,11.2,2.2,0.9,1.1,1.7,2.5,22.5,"MVP-8,NBA3"
44.0,Arron Afflalo,28.0,ORL,SG,73.0,73.0,2552.0,6.5,14.3,0.459,1.8,4.2,0.427,4.7,10.0,0.473,0.522,3.9,4.7,0.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,
45.0,Jeff Teague,25.0,ATL,PG,79.0,79.0,2542.0,6.5,14.7,0.438,1.0,3.2,0.329,5.4,11.5,0.469,0.474,4.5,5.3,0.846,0.5,2.5,2.9,7.5,1.3,0.2,3.3,2.2,18.5,
46.0,Chris Bosh,29.0,MIA,C,79.0,79.0,2531.0,7.0,13.6,0.516,1.1,3.1,0.339,5.9,10.5,0.569,0.555,3.2,3.9,0.82,1.4,6.0,7.4,1.2,1.1,1.1,1.8,2.7,18.2,AS
47.0,Rudy Gay,27.0,2TM,SF,73.0,73.0,2531.0,7.6,16.8,0.455,0.9,2.8,0.33,6.7,14.0,0.481,0.483,4.5,5.5,0.822,1.6,4.6,6.2,3.0,1.4,0.8,3.2,2.4,20.7,
47.0,Rudy Gay,27.0,TOR,SF,18.0,18.0,639.0,7.3,18.9,0.388,1.2,3.3,0.373,6.1,15.5,0.391,0.421,3.8,5.0,0.773,1.6,5.9,7.5,2.3,1.6,1.3,3.3,2.6,19.7,
47.0,Rudy Gay,27.0,SAC,SF,55.0,55.0,1892.0,7.7,16.1,0.482,0.8,2.6,0.312,6.9,13.4,0.516,0.508,4.8,5.7,0.836,1.6,4.2,5.8,3.2,1.3,0.6,3.1,2.4,21.1,
48.0,Bradley Beal,20.0,WAS,SG,73.0,73.0,2530.0,6.8,16.3,0.419,2.0,4.9,0.402,4.9,11.5,0.426,0.479,2.1,2.7,0.788,0.8,3.1,3.9,3.5,1.0,0.3,1.8,2.2,17.8,
49.0,LaMarcus Aldridge,28.0,POR,PF,69.0,69.0,2498.0,9.4,20.5,0.458,0.0,0.2,0.2,9.4,20.3,0.461,0.459,4.3,5.2,0.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,"MVP-10,AS,NBA3"
50.0,Isaiah Thomas,24.0,SAC,PG,72.0,54.0,2497.0,7.2,15.8,0.453,1.8,5.2,0.349,5.3,10.6,0.504,0.51,5.0,5.9,0.85,0.7,2.4,3.0,6.5,1.3,0.1,3.1,2.7,21.1,
51.0,Kyrie Irving,21.0,CLE,PG,71.0,71.0,2496.0,7.7,17.8,0.43,1.8,5.0,0.358,5.9,12.9,0.458,0.48,4.2,4.9,0.861,0.7,3.0,3.7,6.2,1.6,0.3,2.7,2.4,21.3,AS
52.0,P.J. Tucker,28.0,PHO,SF,81.0,81.0,2490.0,3.8,8.9,0.431,1.1,2.8,0.387,2.8,6.1,0.45,0.491,2.3,2.9,0.776,2.3,5.3,7.6,2.0,1.6,0.3,1.5,2.9,11.0,DPOY-12
53.0,Victor Oladipo,21.0,ORL,PG,80.0,44.0,2487.0,5.7,13.5,0.419,1.1,3.3,0.327,4.6,10.3,0.448,0.458,3.6,4.6,0.78,0.6,4.1,4.8,4.7,1.9,0.5,3.7,3.0,16.0,ROY-2
54.0,Randy Foye,30.0,DEN,SG,81.0,78.0,2485.0,5.2,12.7,0.413,2.7,7.2,0.38,2.5,5.5,0.456,0.521,2.3,2.7,0.849,0.5,2.8,3.4,4.2,1.0,0.6,2.1,3.0,15.5,
