Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Michael Finley,27.0,DAL,SF,82.0,82.0,3443.0,7.4,16.2,0.458,1.0,2.7,0.346,6.5,13.5,0.481,0.487,2.6,3.4,0.775,1.1,3.3,4.4,3.8,1.2,0.3,2.0,1.8,18.5,"MVP-15,AS"
2.0,Antoine Walker,24.0,BOS,PF,81.0,81.0,3396.0,7.5,18.2,0.413,2.3,6.4,0.367,5.2,11.8,0.439,0.478,2.6,3.7,0.716,1.6,6.0,7.6,4.7,1.5,0.5,3.2,2.7,20.1,
3.0,Antawn Jamison,24.0,GSW,SF,82.0,82.0,3394.0,8.5,19.2,0.442,0.7,2.2,0.302,7.8,17.0,0.459,0.459,4.1,5.7,0.715,3.0,4.6,7.6,1.7,1.2,0.3,2.1,2.4,21.7,
4.0,Anthony Mason,34.0,MIA,PF,80.0,80.0,3254.0,5.1,10.6,0.482,0.0,0.0,,5.1,10.6,0.482,0.482,4.1,5.2,0.781,1.9,6.6,8.5,2.7,0.9,0.3,2.0,2.6,14.3,"MVP-15,DPOY-8,AS"
5.0,Gary Payton,32.0,SEA,PG,79.0,79.0,3244.0,8.0,17.7,0.456,1.1,3.0,0.375,6.9,14.6,0.472,0.488,3.0,3.9,0.766,0.8,3.2,4.0,7.1,1.4,0.3,2.3,2.0,20.2,"AS,NBA3,DEF1"
6.0,Shareef Abdur-Rahim,24.0,VAN,SF,81.0,81.0,3241.0,6.7,14.2,0.472,0.1,0.7,0.188,6.6,13.5,0.487,0.477,4.9,5.9,0.834,1.9,6.2,8.2,2.8,1.0,0.9,2.6,2.6,18.5,
7.0,Jerry Stackhouse,26.0,DET,SG,80.0,80.0,3215.0,8.7,21.6,0.402,1.9,5.3,0.351,6.8,16.3,0.418,0.445,7.5,9.1,0.822,1.1,2.4,3.5,4.6,1.1,0.6,3.7,1.8,26.7,"MVP-14,AS"
8.0,Kevin Garnett,24.0,MIN,PF,81.0,81.0,3202.0,7.9,16.6,0.477,0.2,0.7,0.288,7.7,15.8,0.486,0.484,4.0,5.3,0.764,2.5,7.9,10.4,4.5,1.2,1.6,2.6,2.3,20.1,"MVP-5,DPOY-2,AS,NBA2,DEF1"
9.0,Steve Francis,23.0,HOU,PG,80.0,79.0,3194.0,6.2,13.7,0.451,1.5,3.8,0.396,4.7,10.0,0.472,0.506,4.0,4.9,0.817,2.1,4.1,6.2,5.8,1.6,0.3,3.0,3.1,17.9,
10.0,Baron Davis,21.0,CHH,PG,82.0,82.0,3192.0,4.6,10.8,0.427,1.0,3.1,0.31,3.7,7.7,0.474,0.472,2.6,3.8,0.677,1.5,3.1,4.6,6.7,1.9,0.4,2.5,3.0,12.8,
