Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,LeBron James,20.0,CLE,SF,80.0,80.0,3388.0,8.4,17.9,0.472,1.1,3.3,0.351,7.3,14.6,0.499,0.504,5.1,6.8,0.75,1.2,5.1,6.2,6.1,1.9,0.6,2.8,1.6,23.1,"MVP-6,AS,NBA2"
2.0,Stephon Marbury,27.0,NYK,PG,82.0,82.0,3281.0,6.6,14.4,0.462,1.3,3.6,0.354,5.4,10.8,0.497,0.506,5.0,6.0,0.834,0.5,2.2,2.7,7.3,1.3,0.1,2.6,2.0,19.5,
3.0,Gilbert Arenas,23.0,WAS,PG,80.0,80.0,3274.0,7.2,16.7,0.431,2.3,6.2,0.365,5.0,10.6,0.469,0.498,5.7,7.0,0.814,0.9,3.2,4.2,4.5,1.5,0.3,2.7,2.7,22.4,"MVP-12,AS,NBA3"
4.0,Joe Johnson,23.0,PHO,SF,82.0,82.0,3240.0,6.0,13.1,0.461,2.0,4.1,0.478,4.1,9.0,0.454,0.536,1.5,2.0,0.75,1.3,3.4,4.7,3.2,0.9,0.3,1.6,1.9,15.6,
5.0,Tracy McGrady,25.0,HOU,SF,78.0,78.0,3182.0,8.1,18.8,0.431,1.6,4.9,0.326,6.5,13.9,0.468,0.473,4.9,6.3,0.774,0.8,4.7,5.5,5.1,1.5,0.6,2.3,1.9,22.7,"MVP-7,AS,NBA3"
6.0,Allen Iverson,29.0,PHI,PG,75.0,75.0,3174.0,8.7,20.6,0.424,1.2,3.8,0.308,7.6,16.8,0.451,0.453,7.4,8.9,0.835,0.6,2.8,3.4,6.8,2.0,0.1,3.9,1.6,26.1,"MVP-5,DPOY-11,AS,NBA1"
7.0,Shawn Marion,26.0,PHO,PF,81.0,81.0,3146.0,7.0,14.8,0.476,1.3,3.9,0.334,5.7,10.8,0.526,0.52,2.6,3.1,0.833,2.7,7.8,10.5,1.8,1.9,1.4,1.4,2.3,18.0,"MVP-14,DPOY-5,AS,NBA3"
8.0,Kevin Garnett,28.0,MIN,PF,82.0,82.0,3121.0,7.9,15.7,0.502,0.1,0.3,0.24,7.8,15.4,0.507,0.504,5.1,6.3,0.811,2.8,9.9,12.8,5.4,1.4,1.3,2.6,2.4,21.0,"MVP-11,DPOY-9,AS,NBA2,DEF1"
9.0,Mike Bibby,26.0,SAC,PG,80.0,80.0,3084.0,6.5,14.8,0.443,1.5,4.2,0.36,5.0,10.5,0.477,0.495,3.7,4.8,0.775,0.9,3.0,3.9,6.3,1.4,0.4,2.4,2.2,18.3,
10.0,Ray Allen,29.0,SEA,SG,78.0,78.0,3064.0,7.5,17.6,0.428,2.5,6.5,0.376,5.1,11.0,0.459,0.498,4.4,5.0,0.883,0.9,3.1,4.1,3.4,1.0,0.1,2.0,2.0,21.9,"MVP-9,AS,NBA2"
11.0,Tayshaun Prince,24.0,DET,SF,82.0,82.0,3039.0,5.6,11.4,0.487,0.6,1.6,0.341,5.0,9.8,0.512,0.511,2.6,3.2,0.807,1.6,3.6,5.2,2.9,0.7,0.8,1.6,1.9,14.3,"DPOY-7,DEF2"
12.0,Dirk Nowitzki,26.0,DAL,PF,78.0,78.0,3020.0,7.9,17.2,0.459,1.1,2.7,0.399,6.8,14.5,0.47,0.49,7.3,8.4,0.869,1.1,7.9,9.0,2.9,1.2,1.4,2.1,2.6,24.2,"MVP-3,AS,NBA1"
13.0,Chris Bosh,20.0,TOR,PF,81.0,81.0,3017.0,5.6,12.0,0.471,0.0,0.1,0.3,5.6,11.9,0.472,0.472,4.9,6.5,0.76,2.3,6.3,8.6,1.8,0.9,1.3,2.2,2.7,16.2,
14.0,Elton Brand,25.0,LAC,PF,81.0,81.0,3001.0,7.5,15.0,0.503,0.0,0.0,0.0,7.5,15.0,0.504,0.503,4.4,5.8,0.752,3.6,5.7,9.2,2.5,0.7,2.0,2.2,2.9,19.5,
15.0,Steve Francis,27.0,ORL,PG,78.0,78.0,2978.0,6.8,16.1,0.423,0.5,1.5,0.299,6.3,14.5,0.436,0.438,6.0,7.3,0.823,1.5,3.9,5.4,6.6,1.4,0.3,3.8,3.3,20.1,
16.0,Dwyane Wade,23.0,MIA,SG,77.0,77.0,2974.0,7.6,16.0,0.478,0.2,0.5,0.289,7.5,15.4,0.485,0.483,7.0,9.2,0.762,1.3,3.5,4.8,6.3,1.5,1.0,3.9,2.8,22.4,"MVP-8,DPOY-21,AS,NBA2,DEF2"
17.0,Paul Pierce,27.0,BOS,SF,82.0,82.0,2960.0,6.8,14.9,0.455,1.3,3.6,0.37,5.4,11.3,0.481,0.499,6.7,8.1,0.822,0.9,5.6,6.6,4.2,1.6,0.5,2.8,3.1,21.5,AS
18.0,Antoine Walker,28.0,2TM,PF,77.0,77.0,2955.0,7.1,16.8,0.422,1.3,4.2,0.323,5.7,12.6,0.455,0.462,2.4,4.5,0.539,2.2,6.2,8.5,3.2,1.1,0.7,3.1,2.6,17.9,
18.0,Antoine Walker,28.0,ATL,PF,53.0,53.0,2128.0,7.1,17.1,0.415,1.4,4.5,0.317,5.7,12.6,0.45,0.457,2.7,5.0,0.534,2.1,6.3,8.4,3.3,1.1,0.5,3.1,2.5,18.3,
18.0,Antoine Walker,28.0,BOS,PF,24.0,24.0,827.0,7.0,15.8,0.442,1.1,3.2,0.342,5.9,12.7,0.467,0.477,1.9,3.4,0.557,2.4,6.2,8.6,3.1,1.1,1.1,3.0,3.0,17.0,
19.0,Richard Hamilton,26.0,DET,SG,76.0,76.0,2926.0,6.3,14.3,0.44,0.4,1.5,0.305,5.8,12.8,0.455,0.455,4.5,5.3,0.858,0.9,2.7,3.6,4.6,0.9,0.2,2.7,2.9,17.5,
20.0,Chucky Atkins,30.0,LAL,PG,82.0,82.0,2903.0,4.8,11.3,0.426,2.2,5.6,0.387,2.6,5.6,0.466,0.523,2.0,2.5,0.803,0.4,2.1,2.4,4.4,0.9,0.0,1.9,2.2,13.8,
21.0,Desmond Mason,27.0,MIL,SF,80.0,71.0,2893.0,5.9,13.4,0.443,0.0,0.1,0.125,5.9,13.3,0.445,0.443,5.2,6.5,0.802,1.1,2.8,3.9,2.7,0.7,0.3,2.0,2.5,17.1,
22.0,Amar'e Stoudemire,22.0,PHO,C,80.0,80.0,2889.0,9.3,16.6,0.559,0.0,0.2,0.188,9.3,16.4,0.564,0.56,7.3,9.9,0.733,2.7,6.2,8.9,1.6,1.0,1.6,2.4,3.5,25.9,"MVP-9,AS,NBA2"
