Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Joe Johnson,22.0,PHO,SG,82.0,77.0,3331.0,6.0,14.0,0.43,0.9,2.9,0.305,5.1,11.0,0.463,0.462,1.9,2.5,0.75,0.9,3.3,4.2,3.9,1.0,0.3,2.2,1.9,14.8,
2.0,Peja StojakoviÄ,26.0,SAC,SF,81.0,81.0,3264.0,7.3,15.3,0.48,2.6,6.1,0.433,4.7,9.2,0.511,0.566,4.3,4.7,0.927,1.0,4.6,5.6,1.9,1.2,0.2,1.7,1.8,21.7,"MVP-4,AS,NBA2"
3.0,Stephon Marbury,26.0,2TM,PG,81.0,81.0,3254.0,6.6,15.3,0.431,1.0,3.0,0.318,5.7,12.3,0.46,0.463,3.9,4.8,0.817,0.6,2.3,2.9,8.0,1.4,0.1,2.8,1.9,18.1,
3.0,Stephon Marbury,26.0,PHO,PG,34.0,34.0,1415.0,6.7,15.4,0.432,0.9,3.0,0.314,5.7,12.4,0.461,0.463,3.7,4.7,0.795,0.5,2.5,3.0,7.1,1.6,0.1,2.5,1.9,18.0,
3.0,Stephon Marbury,26.0,NYK,PG,47.0,47.0,1839.0,6.6,15.3,0.431,1.0,3.1,0.321,5.6,12.2,0.458,0.463,4.1,4.9,0.833,0.8,2.1,2.9,8.6,1.3,0.1,3.0,1.9,18.2,
4.0,Kevin Garnett,27.0,MIN,PF,82.0,82.0,3231.0,9.0,17.9,0.499,0.1,0.5,0.256,8.8,17.5,0.506,0.502,4.1,5.2,0.791,2.7,10.0,12.7,4.6,1.3,2.0,2.4,2.3,22.1,"MVP-1,DPOY-6,AS,NBA1,DEF1"
5.0,Cuttino Mobley,28.0,HOU,SG,80.0,80.0,3229.0,5.1,12.1,0.426,1.8,4.7,0.39,3.3,7.4,0.448,0.501,2.0,2.4,0.811,0.4,3.6,4.0,2.9,1.2,0.4,2.0,2.0,14.0,
6.0,Shawn Marion,25.0,PHO,SF,79.0,79.0,3217.0,6.6,15.0,0.44,1.0,3.0,0.34,5.6,12.0,0.465,0.474,2.6,3.0,0.851,2.4,5.9,8.2,2.4,1.9,1.2,1.7,2.3,16.8,
7.0,Steve Francis,26.0,HOU,PG,79.0,79.0,3194.0,5.1,12.6,0.403,0.8,2.8,0.292,4.2,9.8,0.435,0.436,3.8,4.9,0.775,1.3,3.6,4.9,5.6,1.6,0.4,3.3,2.9,14.8,AS
8.0,Richard Jefferson,23.0,NJN,SF,82.0,82.0,3133.0,6.4,12.8,0.498,0.6,1.5,0.364,5.8,11.3,0.516,0.519,4.1,5.4,0.763,1.3,4.1,5.3,3.6,1.1,0.3,2.3,2.6,17.4,
9.0,LeBron James,19.0,CLE,SG,79.0,79.0,3122.0,7.2,17.2,0.417,0.7,2.5,0.29,6.4,14.7,0.438,0.438,4.0,5.3,0.754,1.1,3.8,5.0,5.4,1.5,0.7,3.1,1.7,19.1,"MVP-9,ROY-1"
10.0,Jim Jackson,33.0,HOU,SF,80.0,80.0,3119.0,4.4,10.4,0.424,1.9,4.7,0.4,2.5,5.7,0.444,0.514,1.2,1.5,0.843,0.6,5.0,5.6,2.6,1.0,0.3,2.0,2.6,11.9,
11.0,Damon Stoudamire,30.0,POR,PG,82.0,82.0,3118.0,4.7,11.8,0.401,1.8,4.9,0.365,2.9,6.8,0.426,0.477,1.5,1.7,0.876,0.6,3.0,3.6,5.8,1.1,0.1,2.1,2.0,12.7,
12.0,Latrell Sprewell,33.0,MIN,SF,82.0,82.0,3100.0,6.0,14.7,0.409,1.1,3.5,0.331,4.9,11.2,0.433,0.448,2.8,3.4,0.814,0.7,2.9,3.6,3.3,1.0,0.2,1.8,1.2,16.0,
