Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1.0,Michael Finley,27.0,DAL,SF,82.0,82.0,3443.0,10.6,23.2,0.458,1.4,3.9,0.346,9.3,19.3,0.481,0.487,3.8,4.9,0.775,1.6,4.7,6.4,5.4,1.8,0.5,2.8,2.6,26.4,105.0,105.0,"MVP-15,AS"
2.0,Antoine Walker,24.0,BOS,PF,81.0,81.0,3396.0,10.9,26.3,0.413,3.4,9.2,0.367,7.5,17.1,0.439,0.478,3.8,5.3,0.716,2.3,8.7,11.0,6.8,2.1,0.7,4.6,3.8,28.9,99.0,102.0,
3.0,Antawn Jamison,24.0,GSW,SF,82.0,82.0,3394.0,12.0,27.2,0.442,0.9,3.1,0.302,11.1,24.2,0.459,0.459,5.7,8.0,0.715,4.2,6.5,10.7,2.5,1.7,0.4,3.0,3.4,30.7,104.0,108.0,
4.0,Anthony Mason,34.0,MIA,PF,80.0,80.0,3254.0,7.8,16.2,0.482,0.0,0.0,,7.8,16.2,0.482,0.482,6.3,8.0,0.781,2.9,10.2,13.0,4.2,1.4,0.4,3.0,3.9,21.9,109.0,98.0,"MVP-15,DPOY-8,AS"
5.0,Gary Payton,32.0,SEA,PG,79.0,79.0,3244.0,11.7,25.7,0.456,1.6,4.4,0.375,10.1,21.3,0.472,0.488,4.4,5.7,0.766,1.2,4.7,5.8,10.4,2.1,0.4,3.4,3.0,29.5,111.0,107.0,"AS,NBA3,DEF1"
6.0,Shareef Abdur-Rahim,24.0,VAN,SF,81.0,81.0,3241.0,9.8,20.7,0.472,0.2,1.0,0.188,9.6,19.6,0.487,0.477,7.2,8.6,0.834,2.8,9.0,11.9,4.0,1.5,1.2,3.7,3.8,26.9,106.0,104.0,
7.0,Jerry Stackhouse,26.0,DET,SG,80.0,80.0,3215.0,12.2,30.4,0.402,2.6,7.5,0.351,9.6,22.9,0.418,0.445,10.5,12.8,0.822,1.6,3.4,5.0,6.5,1.5,0.9,5.1,2.5,37.5,104.0,105.0,"MVP-14,AS"
8.0,Kevin Garnett,24.0,MIN,PF,81.0,81.0,3202.0,11.5,24.1,0.477,0.3,1.1,0.288,11.2,23.0,0.486,0.484,5.8,7.6,0.764,3.6,11.5,15.0,6.5,1.8,2.4,3.8,3.3,29.1,108.0,99.0,"MVP-5,DPOY-2,AS,NBA2,DEF1"
9.0,Steve Francis,23.0,HOU,PG,80.0,79.0,3194.0,9.1,20.3,0.451,2.2,5.6,0.396,6.9,14.7,0.472,0.506,6.0,7.3,0.817,3.2,6.0,9.2,8.6,2.3,0.5,4.4,4.6,26.4,113.0,104.0,
10.0,Baron Davis,21.0,CHH,PG,82.0,82.0,3192.0,6.9,16.1,0.427,1.4,4.6,0.31,5.4,11.5,0.474,0.472,3.8,5.7,0.677,2.2,4.7,6.9,10.1,2.9,0.6,3.8,4.5,19.0,105.0,100.0,
11.0,Mike Bibby,22.0,VAN,PG,82.0,82.0,3190.0,8.6,19.0,0.454,1.8,4.7,0.379,6.8,14.3,0.478,0.5,2.3,3.1,0.761,0.8,4.2,5.0,11.2,1.8,0.2,4.1,2.4,21.4,104.0,108.0,
12.0,Reggie Miller,35.0,IND,SG,81.0,81.0,3181.0,8.7,19.8,0.44,2.9,7.8,0.366,5.9,12.0,0.487,0.512,5.5,5.9,0.928,0.6,4.2,4.8,4.4,1.4,0.3,2.2,2.7,25.8,115.0,106.0,
13.0,Tim Duncan,24.0,SAS,PF,82.0,82.0,3174.0,11.9,23.7,0.499,0.1,0.5,0.259,11.7,23.3,0.504,0.502,6.9,11.2,0.618,4.4,12.5,16.8,4.1,1.2,3.2,4.1,4.2,30.7,106.0,94.0,"MVP-2,DPOY-3,AS,NBA1,DEF1"
14.0,Ray Allen,25.0,MIL,SG,82.0,82.0,3129.0,10.5,21.8,0.48,3.4,7.8,0.433,7.1,14.0,0.506,0.557,5.8,6.5,0.888,1.7,5.4,7.1,6.2,2.1,0.3,3.4,3.2,30.1,119.0,106.0,"MVP-11,AS,NBA3"
15.0,Dirk Nowitzki,22.0,DAL,PF,82.0,82.0,3125.0,9.7,20.5,0.474,2.5,6.4,0.387,7.3,14.1,0.513,0.534,7.4,8.9,0.838,2.0,10.5,12.4,2.9,1.3,1.7,2.6,4.0,29.4,118.0,100.0,NBA3
16.0,Paul Pierce,23.0,BOS,SF,82.0,82.0,3120.0,11.4,25.1,0.454,2.4,6.4,0.383,9.0,18.8,0.478,0.503,9.1,12.3,0.745,1.6,7.1,8.7,4.2,2.3,1.1,4.4,4.2,34.4,107.0,102.0,MVP-13
17.0,David Wesley,30.0,CHH,SG,82.0,82.0,3106.0,9.0,21.4,0.422,1.7,4.5,0.376,7.4,17.0,0.434,0.461,4.7,5.9,0.799,1.1,2.8,3.9,6.2,2.2,0.3,3.0,3.8,24.4,104.0,103.0,
18.0,Jason Terry,23.0,ATL,SG,82.0,77.0,3089.0,10.1,23.1,0.436,2.1,5.3,0.395,8.0,17.8,0.448,0.481,5.1,6.1,0.846,0.7,3.8,4.5,6.8,1.8,0.2,4.0,3.4,27.4,105.0,107.0,
19.0,Tracy McGrady,21.0,ORL,SG,77.0,77.0,3087.0,13.2,28.8,0.457,1.0,2.8,0.355,12.2,26.0,0.468,0.474,7.2,9.8,0.733,3.2,6.5,9.7,5.9,1.9,2.0,3.3,2.7,34.5,109.0,101.0,"MVP-6,MIP-1,AS,NBA2"
20.0,Jason Kidd,27.0,PHO,PG,77.0,76.0,3065.0,7.6,18.4,0.411,1.2,3.9,0.297,6.4,14.5,0.442,0.443,5.5,6.8,0.814,1.5,6.8,8.3,12.7,2.8,0.4,4.8,2.9,21.8,104.0,97.0,"MVP-8,DPOY-11,AS,NBA1,DEF1"
21.0,Latrell Sprewell,30.0,NYK,SF,77.0,77.0,3017.0,9.6,22.4,0.43,0.8,2.5,0.304,8.9,19.9,0.446,0.447,5.0,6.4,0.783,0.9,5.5,6.4,4.9,1.9,0.5,4.0,2.9,25.0,96.0,99.0,AS
22.0,Cuttino Mobley,25.0,HOU,SG,79.0,49.0,3002.0,9.3,21.5,0.434,1.6,4.5,0.357,7.7,17.0,0.454,0.471,7.0,8.4,0.831,1.5,5.6,7.0,3.4,1.5,0.5,2.9,3.0,27.2,109.0,106.0,
23.0,Jamal Mashburn,28.0,CHH,SF,76.0,76.0,2989.0,10.3,24.9,0.413,1.8,5.2,0.356,8.4,19.7,0.428,0.45,5.0,6.5,0.766,1.7,8.7,10.3,7.4,1.5,0.2,3.8,3.3,27.4,101.0,100.0,
24.0,Vince Carter,24.0,TOR,SF,75.0,75.0,2979.0,13.5,29.3,0.46,2.9,7.0,0.408,10.6,22.3,0.477,0.509,6.8,8.9,0.765,3.1,4.3,7.4,5.2,2.0,1.5,3.0,3.6,36.7,114.0,104.0,"MVP-11,AS,NBA2"
25.0,Allen Iverson,25.0,PHI,SG,71.0,71.0,2979.0,13.6,32.2,0.42,1.7,5.4,0.32,11.8,26.8,0.441,0.447,10.4,12.8,0.814,0.9,4.0,4.9,5.8,3.2,0.4,4.2,2.6,39.3,106.0,99.0,"MVP-1,DPOY-11,AS,NBA1"
26.0,Juwan Howard,27.0,2TM,PF,81.0,81.0,2974.0,10.1,21.2,0.479,0.0,0.1,0.0,10.1,21.1,0.48,0.479,5.1,6.7,0.773,3.0,7.0,9.9,3.9,1.3,0.6,4.2,5.1,25.4,101.0,107.0,
26.0,Juwan Howard,27.0,WAS,PF,54.0,54.0,1981.0,10.2,21.6,0.474,0.0,0.0,,10.2,21.6,0.474,0.474,5.2,6.7,0.77,3.2,6.7,9.9,4.0,1.2,0.5,4.4,4.9,25.6,100.0,109.0,
26.0,Juwan Howard,27.0,DAL,PF,27.0,27.0,993.0,9.9,20.3,0.488,0.0,0.2,0.0,9.9,20.1,0.492,0.488,5.1,6.6,0.78,2.6,7.4,10.0,3.6,1.5,0.8,3.8,5.5,24.9,102.0,103.0,
27.0,Jalen Rose,28.0,IND,SF,72.0,72.0,2943.0,10.3,22.7,0.457,1.1,3.2,0.339,9.3,19.5,0.476,0.48,5.2,6.3,0.828,0.7,5.9,6.5,7.9,1.2,0.8,3.8,4.2,27.0,105.0,104.0,
28.0,Rasheed Wallace,26.0,POR,PF,77.0,75.0,2940.0,10.8,21.6,0.501,1.0,3.0,0.321,9.9,18.6,0.53,0.523,4.5,5.9,0.766,2.7,8.3,11.0,3.9,1.6,2.5,2.9,3.8,27.1,111.0,100.0,AS
29.0,Doug Christie,30.0,SAC,SG,81.0,81.0,2939.0,5.4,13.6,0.395,1.6,4.3,0.376,3.8,9.3,0.403,0.454,4.8,5.4,0.897,1.6,4.5,6.1,5.0,3.2,0.8,2.7,3.9,17.2,109.0,99.0,"DPOY-4,DEF2"
30.0,Shaquille O'Neal,28.0,LAL,C,74.0,74.0,2924.0,14.5,25.4,0.572,0.0,0.0,0.0,14.5,25.4,0.573,0.572,8.9,17.4,0.513,5.2,11.6,16.8,5.0,0.8,3.7,3.9,4.6,38.0,114.0,101.0,"MVP-3,DPOY-8,AS,NBA1,DEF2"
31.0,Elton Brand,21.0,CHI,PF,74.0,74.0,2906.0,10.7,22.5,0.476,0.0,0.0,0.0,10.7,22.4,0.477,0.476,6.2,8.7,0.708,5.3,8.5,13.8,4.4,1.3,2.2,4.0,4.5,27.6,103.0,106.0,
32.0,Peja StojakoviÄ,23.0,SAC,SF,75.0,75.0,2905.0,9.8,20.8,0.47,2.5,6.3,0.4,7.3,14.5,0.501,0.531,4.7,5.5,0.856,1.6,6.0,7.6,2.9,1.6,0.2,2.6,2.5,26.8,113.0,102.0,
33.0,Karl Malone,37.0,UTA,PF,81.0,81.0,2895.0,12.4,24.8,0.498,0.0,0.1,0.4,12.3,24.8,0.499,0.499,9.9,12.5,0.793,2.1,10.3,12.4,6.7,1.7,1.1,4.5,4.0,34.7,112.0,100.0,"MVP-7,AS,NBA3"
34.0,Derek Anderson,26.0,SAS,SG,82.0,82.0,2859.0,7.7,18.6,0.416,1.9,4.7,0.399,5.8,13.9,0.422,0.467,6.4,7.5,0.851,1.4,5.4,6.8,5.6,2.2,0.3,3.1,3.5,23.8,109.0,99.0,
35.0,Allan Houston,29.0,NYK,SG,78.0,78.0,2858.0,10.5,23.4,0.449,1.9,4.9,0.381,8.6,18.5,0.467,0.488,5.4,5.9,0.909,0.4,5.1,5.5,3.4,1.0,0.2,3.1,3.7,28.3,104.0,102.0,AS
36.0,Shawn Marion,22.0,PHO,SF,79.0,79.0,2857.0,10.0,20.9,0.48,0.4,1.5,0.256,9.7,19.4,0.497,0.489,4.2,5.2,0.81,4.0,11.3,15.3,2.9,2.4,1.9,2.3,3.8,24.7,109.0,93.0,DPOY-11
37.0,Wally Szczerbiak,23.0,MIN,SF,82.0,82.0,2856.0,8.6,16.8,0.51,0.5,1.4,0.338,8.1,15.4,0.526,0.524,3.3,3.8,0.87,2.4,5.7,8.2,4.8,1.1,0.6,2.5,4.1,21.0,112.0,106.0,
38.0,Andre Miller,24.0,CLE,PG,82.0,82.0,2848.0,8.4,18.5,0.452,0.3,1.2,0.266,8.0,17.3,0.465,0.461,6.9,8.3,0.833,1.7,4.9,6.7,12.1,2.2,0.5,4.9,4.2,23.9,109.0,106.0,
39.0,Lamar Odom,21.0,LAC,PF,76.0,74.0,2836.0,9.1,19.7,0.46,1.5,4.8,0.316,7.6,15.0,0.506,0.498,4.9,7.3,0.679,2.1,9.1,11.2,7.4,1.4,2.3,5.0,4.5,24.6,102.0,102.0,
40.0,Chris Webber,27.0,SAC,PF,70.0,70.0,2836.0,14.1,29.3,0.481,0.0,0.5,0.071,14.1,28.8,0.488,0.481,5.8,8.3,0.703,3.2,10.7,13.9,5.3,1.7,2.1,3.5,4.1,34.0,105.0,97.0,"MVP-4,AS,NBA1"
41.0,Jeff McInnis,26.0,LAC,PG,81.0,81.0,2831.0,8.2,17.6,0.463,1.0,2.7,0.361,7.2,14.9,0.482,0.491,2.5,3.0,0.807,0.8,3.4,4.2,8.5,1.4,0.1,2.1,3.8,19.8,112.0,108.0,
