Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1.0,LeBron James,22.0,CLE,SF,78.0,78.0,3190.0,12.8,26.9,0.476,1.6,5.1,0.319,11.2,21.7,0.513,0.507,8.1,11.6,0.698,1.4,7.3,8.7,7.8,2.1,0.9,4.1,2.8,35.3,112.0,100.0,"MVP-5,AS,NBA2"
2.0,Kobe Bryant,28.0,LAL,SG,77.0,77.0,3140.0,13.3,28.7,0.463,2.2,6.5,0.344,11.0,22.2,0.497,0.502,10.9,12.6,0.868,1.2,5.9,7.2,6.7,1.8,0.6,4.2,3.4,39.7,115.0,109.0,"MVP-3,DPOY-24,AS,NBA1,DEF1"
3.0,Vince Carter,30.0,NJN,SG,82.0,82.0,3126.0,12.2,26.9,0.454,2.6,7.3,0.357,9.6,19.5,0.491,0.503,7.8,9.7,0.802,1.9,6.4,8.3,6.6,1.4,0.5,3.6,4.5,34.8,111.0,107.0,AS
4.0,Elton Brand,27.0,LAC,PF,80.0,80.0,3077.0,11.1,20.8,0.533,0.0,0.0,1.0,11.1,20.8,0.532,0.533,6.0,7.9,0.761,4.6,8.2,12.8,4.0,1.3,3.1,3.5,4.1,28.2,114.0,103.0,
5.0,Luol Deng,21.0,CHI,SF,82.0,82.0,3071.0,10.5,20.3,0.517,0.0,0.1,0.143,10.5,20.2,0.519,0.518,4.7,6.0,0.777,2.5,7.2,9.7,3.4,1.6,0.8,2.6,2.8,25.7,112.0,100.0,DPOY-20
6.0,Andre Iguodala,23.0,PHI,SG,76.0,76.0,3062.0,7.7,17.1,0.447,0.8,2.7,0.31,6.8,14.4,0.472,0.471,7.8,9.5,0.82,1.3,6.2,7.5,7.5,2.6,0.6,4.5,3.5,24.0,107.0,105.0,DPOY-24
7.0,Rafer Alston,30.0,HOU,PG,82.0,82.0,3040.0,6.7,17.8,0.375,3.3,9.2,0.363,3.3,8.5,0.389,0.47,2.3,3.1,0.734,0.5,4.4,4.9,7.7,2.2,0.2,3.0,3.4,18.9,103.0,102.0,
8.0,Dwight Howard,21.0,ORL,C,82.0,82.0,3023.0,9.3,15.4,0.603,0.0,0.0,0.5,9.3,15.4,0.603,0.603,6.9,11.8,0.586,5.0,12.8,17.8,2.8,1.2,2.8,5.6,4.3,25.5,107.0,99.0,"DPOY-16,AS,NBA3"
9.0,Ricky Davis,27.0,MIN,SF,81.0,81.0,3021.0,8.8,19.0,0.465,2.1,5.4,0.397,6.7,13.6,0.492,0.521,4.2,5.0,0.839,0.9,4.6,5.5,6.7,1.4,0.4,3.7,3.3,24.0,108.0,110.0,
10.0,Shawn Marion,28.0,PHO,SF,80.0,80.0,3010.0,9.4,17.9,0.524,1.3,4.2,0.317,8.0,13.7,0.587,0.561,3.4,4.1,0.81,2.9,10.2,13.1,2.2,2.6,2.0,1.9,3.6,23.4,118.0,100.0,"DPOY-4,AS"
11.0,Tayshaun Prince,26.0,DET,SF,82.0,82.0,3001.0,8.4,18.3,0.46,1.5,3.8,0.386,6.9,14.4,0.48,0.501,3.2,4.1,0.768,2.6,5.2,7.9,4.2,0.9,1.0,1.8,2.1,21.5,113.0,107.0,"DPOY-11,DEF2"
12.0,Kevin Garnett,30.0,MIN,PF,76.0,76.0,2995.0,11.2,23.6,0.476,0.2,1.0,0.214,11.0,22.6,0.487,0.48,7.3,8.8,0.835,3.2,14.0,17.2,5.5,1.6,2.2,3.6,3.2,30.0,110.0,101.0,"MVP-9,DPOY-13,AS,NBA3,DEF2"
13.0,Shane Battier,28.0,HOU,SF,82.0,82.0,2988.0,5.2,11.6,0.446,2.8,6.6,0.421,2.4,5.0,0.48,0.567,1.6,2.0,0.779,1.2,4.8,6.0,3.1,1.4,1.1,1.3,3.4,14.7,119.0,102.0,DPOY-5
14.0,Andre Miller,30.0,2TM,PG,80.0,79.0,2966.0,7.4,15.9,0.466,0.1,0.6,0.143,7.3,15.3,0.479,0.469,3.9,4.9,0.784,1.7,4.5,6.2,10.9,1.9,0.2,3.9,3.2,18.8,107.0,108.0,
