Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1.0,Kevin Durant,21.0,OKC,SF,82.0,82.0,3239.0,12.6,26.6,0.476,2.0,5.6,0.365,10.6,21.0,0.506,0.514,12.0,13.4,0.9,1.7,8.2,9.9,3.7,1.8,1.3,4.3,2.7,39.4,118.0,104.0,"MVP-2,AS,NBA1"
2.0,Andre Iguodala,26.0,PHI,SF,82.0,82.0,3193.0,8.1,18.4,0.443,1.5,5.0,0.31,6.6,13.4,0.492,0.485,5.2,7.1,0.733,1.3,7.3,8.7,7.7,2.3,0.9,3.6,2.4,23.0,108.0,109.0,
3.0,Rudy Gay,23.0,MEM,SF,80.0,80.0,3175.0,9.7,20.8,0.466,1.1,3.3,0.327,8.6,17.5,0.492,0.491,4.9,6.5,0.753,1.9,5.8,7.6,2.5,1.9,1.0,2.7,3.2,25.3,109.0,110.0,
4.0,Stephen Jackson,31.0,2TM,SG,81.0,81.0,3129.0,10.1,23.8,0.423,2.2,6.6,0.328,7.9,17.2,0.46,0.469,5.7,7.3,0.779,1.3,5.4,6.7,5.0,2.2,0.7,4.4,3.3,28.0,100.0,104.0,MVP-12
4.0,Stephen Jackson,31.0,GSW,PF,9.0,9.0,300.0,8.9,21.2,0.421,1.8,6.4,0.275,7.2,14.8,0.484,0.462,4.1,5.9,0.703,1.0,4.6,5.6,6.7,2.2,1.0,4.1,2.6,23.8,97.0,112.0,
4.0,Stephen Jackson,31.0,CHA,SG,72.0,72.0,2829.0,10.2,24.1,0.423,2.2,6.6,0.334,8.0,17.5,0.457,0.469,5.9,7.5,0.786,1.4,5.5,6.9,4.8,2.2,0.7,4.4,3.4,28.5,100.0,103.0,
5.0,Gerald Wallace,27.0,CHA,SF,76.0,76.0,3119.0,7.8,16.1,0.484,0.9,2.4,0.371,6.9,13.7,0.503,0.511,7.2,9.3,0.776,2.6,10.4,13.0,2.7,2.0,1.4,3.0,3.3,23.6,113.0,100.0,"DPOY-3,AS,DEF1"
6.0,O.J. Mayo,22.0,MEM,SG,82.0,82.0,3113.0,8.9,19.5,0.458,2.2,5.9,0.383,6.7,13.6,0.49,0.516,3.5,4.3,0.809,1.0,4.1,5.1,4.0,1.6,0.3,2.9,2.9,23.6,110.0,112.0,
7.0,Zach Randolph,28.0,MEM,PF,81.0,81.0,3051.0,11.0,22.5,0.488,0.3,0.9,0.288,10.7,21.6,0.496,0.494,6.1,7.8,0.778,5.5,10.4,16.0,2.5,1.3,0.6,2.9,3.8,28.3,115.0,109.0,AS
8.0,Jeff Green,23.0,OKC,PF,82.0,82.0,3043.0,8.2,18.1,0.453,1.8,5.3,0.333,6.5,12.8,0.503,0.502,2.8,3.8,0.74,1.9,6.4,8.3,2.3,1.8,1.2,2.3,3.7,21.0,106.0,105.0,
9.0,Dirk Nowitzki,31.0,DAL,PF,81.0,80.0,3039.0,12.3,25.5,0.481,0.9,2.1,0.421,11.4,23.5,0.487,0.498,9.2,10.0,0.915,1.4,9.2,10.6,3.7,1.2,1.3,2.5,3.6,34.6,116.0,105.0,"MVP-7,AS,NBA2"
10.0,Brook Lopez,21.0,NJN,C,82.0,82.0,3027.0,9.8,19.6,0.499,0.0,0.0,0.0,9.8,19.6,0.5,0.499,7.2,8.8,0.817,4.7,7.6,12.3,3.2,1.0,2.4,3.5,4.4,26.8,112.0,110.0,
11.0,David Lee,26.0,NYK,C,81.0,81.0,3019.0,11.6,21.3,0.545,0.0,0.1,0.0,11.6,21.1,0.549,0.545,4.5,5.6,0.812,3.9,12.2,16.1,5.0,1.4,0.7,3.2,4.3,27.7,116.0,108.0,"DPOY-17,AS"
12.0,LeBron James,25.0,CLE,SF,76.0,76.0,2966.0,13.6,27.1,0.503,2.3,6.9,0.333,11.3,20.2,0.56,0.545,10.5,13.7,0.767,1.3,8.6,9.8,11.5,2.2,1.4,4.6,2.1,40.0,121.0,102.0,"MVP-1,DPOY-4,AS,NBA1,DEF1"
13.0,Rajon Rondo,23.0,BOS,PG,81.0,81.0,2963.0,8.1,16.0,0.508,0.3,1.4,0.213,7.8,14.6,0.536,0.517,3.1,5.0,0.621,1.8,4.6,6.4,14.0,3.3,0.2,4.3,3.5,19.6,111.0,103.0,"DPOY-5,AS,DEF1"
14.0,David West,29.0,NOH,PF,81.0,81.0,2949.0,10.9,21.5,0.505,0.1,0.5,0.259,10.8,21.1,0.51,0.508,5.2,6.0,0.865,2.9,7.7,10.6,4.2,1.3,1.1,3.0,4.1,27.1,111.0,110.0,
15.0,LaMarcus Aldridge,24.0,POR,PF,78.0,78.0,2922.0,10.8,21.9,0.495,0.1,0.3,0.313,10.7,21.6,0.498,0.497,4.3,5.7,0.757,3.6,8.1,11.7,3.0,1.3,0.9,1.9,4.3,26.1,113.0,107.0,
16.0,Aaron Brooks,25.0,HOU,PG,82.0,82.0,2919.0,10.1,23.3,0.432,3.7,9.2,0.398,6.4,14.1,0.454,0.511,4.3,5.2,0.822,0.9,2.8,3.8,7.6,1.2,0.2,4.1,3.5,28.0,108.0,112.0,MIP-1
17.0,Boris Diaw,27.0,CHA,PF,82.0,82.0,2906.0,6.8,14.1,0.483,1.2,3.8,0.32,5.6,10.4,0.541,0.525,2.1,2.7,0.769,2.4,5.4,7.8,5.9,1.1,1.0,3.3,4.0,16.9,107.0,105.0,
18.0,Stephen Curry,21.0,GSW,PG,80.0,77.0,2896.0,8.7,18.9,0.462,2.7,6.3,0.437,6.0,12.6,0.474,0.535,2.9,3.3,0.885,0.8,5.1,5.9,7.8,2.5,0.3,4.0,4.2,23.1,107.0,111.0,ROY-2
19.0,Joe Johnson,28.0,ATL,SG,76.0,76.0,2886.0,11.7,25.6,0.458,2.4,6.5,0.369,9.3,19.1,0.488,0.505,4.1,5.0,0.818,1.4,5.1,6.5,6.8,1.5,0.1,2.7,2.7,29.9,112.0,109.0,"MVP-12,AS,NBA3"
20.0,Jason Kidd,36.0,DAL,PG,80.0,80.0,2881.0,5.1,12.1,0.423,3.2,7.5,0.425,1.9,4.6,0.42,0.554,1.4,1.8,0.808,0.9,7.2,8.0,13.0,2.6,0.6,3.5,2.6,14.8,115.0,105.0,AS
21.0,Josh Smith,24.0,ATL,PF,81.0,81.0,2871.0,9.4,18.5,0.505,0.0,0.1,0.0,9.4,18.4,0.508,0.505,4.8,7.8,0.618,4.1,8.9,13.1,6.3,2.4,3.2,3.7,4.5,23.5,109.0,101.0,"DPOY-2,DEF2"
22.0,Derrick Rose,21.0,CHI,PG,78.0,78.0,2871.0,12.1,24.7,0.489,0.3,1.1,0.267,11.8,23.6,0.5,0.495,4.7,6.1,0.766,1.2,4.1,5.3,8.4,1.0,0.5,3.9,1.7,29.1,106.0,109.0,AS
23.0,Al Horford,23.0,ATL,C,81.0,81.0,2845.0,8.7,15.9,0.551,0.0,0.0,1.0,8.7,15.8,0.551,0.552,4.0,5.1,0.789,4.4,10.5,15.0,3.5,1.1,1.7,2.3,4.2,21.5,121.0,105.0,AS
24.0,Dwight Howard,24.0,ORL,C,82.0,82.0,2843.0,9.4,15.3,0.612,0.0,0.1,0.0,9.4,15.2,0.617,0.612,8.9,15.0,0.592,5.2,14.6,19.8,2.6,1.4,4.2,5.0,5.3,27.6,113.0,95.0,"MVP-4,DPOY-1,AS,NBA1,DEF1"
25.0,Amar'e Stoudemire,27.0,PHO,PF,82.0,82.0,2838.0,12.5,22.4,0.557,0.0,0.1,0.167,12.5,22.3,0.559,0.557,8.6,11.2,0.771,4.1,8.9,13.0,1.5,0.9,1.5,3.8,5.0,33.6,117.0,109.0,"MVP-10,AS,NBA2"
26.0,Kobe Bryant,31.0,LAL,SG,73.0,73.0,2835.0,13.1,28.6,0.456,1.8,5.5,0.329,11.3,23.1,0.487,0.488,8.0,9.9,0.811,1.4,5.7,7.1,6.7,2.1,0.4,4.3,3.4,35.9,109.0,104.0,"MVP-3,DPOY-12,AS,NBA1,DEF1"
27.0,John Salmons,30.0,2TM,SG,81.0,56.0,2824.0,8.0,18.2,0.441,2.2,5.7,0.382,5.9,12.5,0.468,0.501,4.6,5.6,0.83,0.6,4.3,5.0,4.1,1.8,0.5,2.3,3.0,22.9,110.0,106.0,
27.0,John Salmons,30.0,CHI,SG,51.0,28.0,1695.0,7.0,16.7,0.42,2.2,5.8,0.38,4.8,10.8,0.441,0.486,3.5,4.5,0.789,0.5,4.7,5.3,3.8,2.0,0.7,2.1,3.1,19.7,106.0,106.0,
27.0,John Salmons,30.0,MIL,SG,30.0,28.0,1129.0,9.6,20.5,0.467,2.1,5.4,0.385,7.5,15.1,0.497,0.518,6.4,7.3,0.867,0.8,3.7,4.5,4.5,1.6,0.2,2.5,3.0,27.6,116.0,106.0,
28.0,Ray Allen,34.0,BOS,SG,80.0,80.0,2819.0,8.6,18.1,0.477,2.7,7.4,0.363,5.9,10.7,0.556,0.551,4.3,4.7,0.913,0.8,3.9,4.7,3.9,1.2,0.5,2.4,3.4,24.2,115.0,108.0,
29.0,Russell Westbrook,21.0,OKC,PG,82.0,82.0,2813.0,8.9,21.3,0.418,0.4,1.9,0.221,8.5,19.4,0.438,0.428,6.0,7.7,0.78,2.6,4.7,7.4,12.0,2.0,0.6,4.9,3.7,24.2,105.0,106.0,
30.0,Deron Williams,25.0,UTA,PG,76.0,76.0,2802.0,9.0,19.2,0.469,1.8,4.7,0.371,7.3,14.5,0.501,0.515,6.1,7.6,0.801,0.9,4.6,5.5,14.6,1.8,0.3,4.6,3.8,25.9,116.0,107.0,"MVP-9,AS,NBA2"
31.0,Andrea Bargnani,24.0,TOR,PF,80.0,80.0,2799.0,9.9,21.1,0.47,2.2,6.0,0.372,7.7,15.1,0.509,0.523,3.3,4.3,0.774,1.9,7.2,9.1,1.7,0.5,2.0,2.2,4.0,25.4,108.0,113.0,
32.0,Dwyane Wade,28.0,MIA,SG,77.0,77.0,2792.0,13.8,29.0,0.476,1.4,4.7,0.3,12.4,24.3,0.509,0.5,10.2,13.5,0.761,2.1,5.1,7.2,9.6,2.7,1.6,4.8,3.5,39.2,113.0,103.0,"MVP-5,DPOY-10,AS,NBA1,DEF2"
33.0,Caron Butler,29.0,2TM,SG,74.0,74.0,2783.0,8.4,19.7,0.428,0.8,2.7,0.29,7.7,17.0,0.45,0.448,5.0,5.9,0.838,2.0,6.7,8.6,2.9,2.2,0.5,3.0,3.6,22.6,101.0,108.0,
33.0,Caron Butler,29.0,WAS,SF,47.0,47.0,1853.0,8.3,19.6,0.422,0.7,2.7,0.263,7.6,16.9,0.447,0.44,5.2,6.0,0.877,1.9,7.0,8.9,3.0,1.9,0.4,3.2,3.6,22.5,101.0,109.0,
