Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1.0,Allen Iverson,32.0,DEN,SG,82.0,82.0,3424.0,10.0,21.9,0.458,1.3,3.9,0.345,8.7,18.0,0.482,0.488,9.1,11.2,0.809,0.7,2.8,3.4,8.2,2.2,0.2,3.4,1.5,30.4,115.0,109.0,AS
2.0,Joe Johnson,26.0,ATL,SG,82.0,82.0,3343.0,10.2,23.6,0.432,2.7,7.0,0.381,7.5,16.6,0.454,0.489,5.0,6.0,0.834,1.3,4.5,5.8,7.5,1.3,0.3,3.5,2.6,28.1,109.0,112.0,AS
3.0,Andre Iguodala,24.0,PHI,SF,82.0,82.0,3242.0,9.5,20.9,0.456,1.7,5.0,0.329,7.9,15.9,0.496,0.495,6.0,8.3,0.721,1.4,5.9,7.3,6.4,2.8,0.8,3.5,3.1,26.7,110.0,105.0,
4.0,Richard Jefferson,27.0,NJN,SF,82.0,82.0,3200.0,10.2,21.8,0.466,1.3,3.5,0.362,8.9,18.3,0.486,0.495,8.9,11.1,0.798,1.5,4.1,5.6,4.1,1.2,0.3,3.3,3.7,30.5,112.0,112.0,
5.0,Baron Davis,28.0,GSW,PG,82.0,82.0,3196.0,9.9,23.2,0.426,2.6,8.0,0.33,7.2,15.2,0.477,0.483,4.8,6.4,0.75,1.5,4.4,5.8,9.5,2.9,0.7,3.5,3.8,27.2,111.0,109.0,
6.0,Kobe Bryant,29.0,LAL,SG,82.0,82.0,3192.0,12.2,26.6,0.459,2.4,6.5,0.361,9.8,20.1,0.49,0.503,9.8,11.7,0.84,1.5,6.7,8.1,6.9,2.4,0.6,4.0,3.6,36.5,115.0,105.0,"MVP-1,DPOY-5,AS,NBA1,DEF1"
7.0,Jamal Crawford,27.0,NYK,SG,80.0,80.0,3190.0,9.4,22.8,0.41,2.9,8.1,0.356,6.5,14.7,0.439,0.473,5.4,6.3,0.864,0.6,2.8,3.4,6.5,1.3,0.3,3.2,2.4,27.0,109.0,115.0,
8.0,Jason Richardson,27.0,CHA,SF,82.0,82.0,3149.0,10.8,24.4,0.441,4.0,9.9,0.406,6.7,14.4,0.466,0.524,4.1,5.5,0.752,1.3,6.0,7.3,4.3,1.9,0.9,2.8,4.0,29.7,109.0,109.0,
9.0,Dwight Howard,22.0,ORL,C,82.0,82.0,3088.0,9.7,16.2,0.599,0.0,0.1,0.0,9.7,16.1,0.601,0.599,8.8,14.9,0.59,4.6,14.7,19.3,1.8,1.2,2.9,4.4,4.6,28.2,113.0,99.0,"MVP-5,DPOY-7,AS,NBA1,DEF2"
10.0,Rashard Lewis,28.0,ORL,PF,81.0,81.0,3076.0,8.6,19.0,0.455,3.8,9.2,0.409,4.8,9.7,0.498,0.554,3.6,4.3,0.838,1.6,5.7,7.3,3.3,1.7,0.6,2.3,3.6,24.7,115.0,106.0,
11.0,Monta Ellis,22.0,GSW,SG,81.0,72.0,3071.0,10.3,19.4,0.531,0.2,0.8,0.231,10.1,18.6,0.545,0.536,5.1,6.6,0.767,2.1,4.3,6.4,5.0,2.0,0.4,2.7,3.1,25.9,117.0,111.0,
12.0,Antawn Jamison,31.0,WAS,PF,79.0,79.0,3061.0,10.8,24.8,0.436,2.1,6.2,0.339,8.7,18.6,0.468,0.478,5.8,7.7,0.76,3.8,10.4,14.1,2.1,1.9,0.6,2.0,3.4,29.6,112.0,107.0,"MVP-14,AS"
13.0,Deron Williams,23.0,UTA,PG,82.0,82.0,3059.0,9.5,18.8,0.507,1.4,3.5,0.395,8.1,15.3,0.533,0.544,5.6,6.9,0.803,0.6,3.5,4.1,14.5,1.5,0.4,4.7,3.4,26.0,118.0,110.0,"MVP-12,NBA2"
14.0,LeBron James,23.0,CLE,SF,75.0,74.0,3027.0,14.0,28.9,0.484,2.0,6.3,0.315,12.0,22.6,0.531,0.518,9.7,13.6,0.712,2.3,8.1,10.4,9.5,2.4,1.4,4.5,2.9,39.6,116.0,104.0,"MVP-4,AS,NBA1"
15.0,Hedo TÃ¼rkoÄlu,28.0,ORL,SF,82.0,82.0,3026.0,9.4,20.7,0.456,2.8,7.1,0.4,6.6,13.7,0.485,0.524,5.5,6.6,0.829,1.4,6.6,8.0,6.9,1.3,0.4,4.2,4.1,27.2,111.0,107.0,MIP-1
16.0,Andre Miller,31.0,PHI,PG,82.0,82.0,3016.0,10.0,20.3,0.492,0.1,0.6,0.088,10.0,19.7,0.504,0.494,4.5,5.9,0.772,1.7,4.0,5.7,9.9,1.8,0.1,3.6,3.2,24.6,112.0,109.0,
17.0,Chris Paul,22.0,NOH,PG,80.0,80.0,3006.0,11.2,22.9,0.488,1.6,4.4,0.369,9.6,18.5,0.516,0.524,5.9,6.9,0.851,1.1,4.6,5.7,16.4,3.9,0.1,3.6,3.3,29.9,125.0,103.0,"MVP-2,DPOY-7,AS,NBA1,DEF2"
18.0,Rudy Gay,21.0,MEM,SF,81.0,81.0,3000.0,10.5,22.7,0.461,2.2,6.5,0.346,8.2,16.2,0.507,0.511,4.2,5.3,0.785,2.4,6.0,8.4,2.7,1.9,1.3,3.2,3.9,27.4,106.0,110.0,
19.0,Raymond Felton,23.0,CHA,PG,79.0,79.0,2972.0,7.2,17.5,0.413,1.0,3.5,0.28,6.3,14.0,0.447,0.441,4.6,5.7,0.8,0.7,3.5,4.2,10.3,1.7,0.2,3.7,3.2,20.1,104.0,112.0,
20.0,Ricky Davis,28.0,MIA,SF,82.0,47.0,2963.0,7.5,17.4,0.433,2.4,6.0,0.405,5.1,11.5,0.447,0.502,2.8,3.5,0.787,1.0,5.3,6.3,5.0,1.6,0.3,3.4,3.4,20.3,100.0,112.0,
21.0,Vince Carter,31.0,NJN,SG,76.0,72.0,2959.0,10.4,22.8,0.456,1.7,4.8,0.359,8.7,18.0,0.482,0.494,6.2,7.6,0.816,2.0,6.0,8.0,6.9,1.6,0.6,3.2,4.3,28.8,111.0,110.0,
22.0,Mike Dunleavy,27.0,IND,SG,82.0,82.0,2953.0,8.9,18.6,0.476,2.7,6.5,0.424,6.1,12.1,0.504,0.55,5.6,6.7,0.834,1.0,6.1,7.1,4.8,1.4,0.5,3.2,3.5,26.0,115.0,109.0,
23.0,Lamar Odom,28.0,LAL,PF,77.0,77.0,2921.0,7.2,13.7,0.525,0.5,1.9,0.274,6.6,11.7,0.566,0.544,3.9,5.6,0.698,3.4,10.7,14.1,4.7,1.3,1.2,2.7,3.8,18.8,116.0,104.0,
