Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
60.0,Tayshaun Prince,28.0,DET,SF,82.0,82.0,3057.0,459.0,1020.0,0.45,56.0,141.0,0.397,403.0,879.0,0.458,0.477,189.0,243.0,0.778,128.0,348.0,476.0,253.0,44.0,51.0,101.0,104.0,1163.0,0.0,
61.0,Raymond Felton,24.0,CHA,PG,82.0,81.0,3086.0,442.0,1083.0,0.408,59.0,207.0,0.285,383.0,876.0,0.437,0.435,219.0,272.0,0.805,54.0,256.0,310.0,553.0,126.0,30.0,228.0,191.0,1162.0,0.0,
62.0,Steve Nash,34.0,PHO,PG,74.0,74.0,2484.0,428.0,851.0,0.503,108.0,246.0,0.439,320.0,605.0,0.529,0.566,196.0,210.0,0.933,19.0,204.0,223.0,717.0,55.0,10.0,248.0,108.0,1160.0,0.0,
63.0,Al Jefferson,24.0,MIN,C,50.0,50.0,1836.0,485.0,975.0,0.497,0.0,4.0,0.0,485.0,971.0,0.499,0.497,186.0,252.0,0.738,172.0,376.0,548.0,79.0,39.0,83.0,92.0,141.0,1156.0,0.0,
64.0,Thaddeus Young,20.0,PHI,PF,75.0,71.0,2580.0,475.0,960.0,0.495,56.0,164.0,0.341,419.0,796.0,0.526,0.524,139.0,189.0,0.735,139.0,238.0,377.0,86.0,100.0,23.0,118.0,165.0,1145.0,0.0,
65.0,Randy Foye,25.0,MIN,SG,70.0,61.0,2494.0,399.0,981.0,0.407,111.0,308.0,0.36,288.0,673.0,0.428,0.463,230.0,272.0,0.846,34.0,180.0,214.0,303.0,72.0,26.0,150.0,201.0,1139.0,0.0,
66.0,Amar'e Stoudemire,26.0,PHO,PF,53.0,53.0,1948.0,404.0,749.0,0.539,3.0,7.0,0.429,401.0,742.0,0.54,0.541,323.0,387.0,0.835,116.0,314.0,430.0,104.0,49.0,57.0,150.0,163.0,1134.0,0.0,AS
67.0,Michael Beasley,20.0,MIA,PF,81.0,19.0,2009.0,452.0,957.0,0.472,33.0,81.0,0.407,419.0,876.0,0.478,0.49,186.0,241.0,0.772,110.0,329.0,439.0,83.0,41.0,37.0,121.0,184.0,1123.0,0.0,"ROY-7,6MOY-17"
68.0,Nen̻,26.0,DEN,C,77.0,76.0,2510.0,428.0,709.0,0.604,1.0,5.0,0.2,427.0,704.0,0.607,0.604,266.0,368.0,0.723,183.0,415.0,598.0,108.0,95.0,101.0,147.0,278.0,1123.0,0.0,
69.0,Ronnie Brewer,23.0,UTA,SF,81.0,80.0,2605.0,421.0,828.0,0.508,22.0,85.0,0.259,399.0,743.0,0.537,0.522,247.0,352.0,0.702,101.0,199.0,300.0,179.0,138.0,30.0,110.0,128.0,1111.0,0.0,
70.0,T.J. Ford,25.0,IND,PG,74.0,49.0,2258.0,413.0,913.0,0.452,35.0,104.0,0.337,378.0,809.0,0.467,0.472,245.0,281.0,0.872,59.0,200.0,259.0,392.0,89.0,16.0,180.0,180.0,1106.0,0.0,
71.0,Ryan Gomes,26.0,MIN,SF,82.0,76.0,2614.0,420.0,974.0,0.431,106.0,285.0,0.372,314.0,689.0,0.456,0.486,146.0,181.0,0.807,106.0,286.0,392.0,135.0,63.0,22.0,128.0,183.0,1092.0,0.0,
72.0,Emeka Okafor,26.0,CHA,C,82.0,81.0,2691.0,433.0,772.0,0.561,0.0,0.0,,433.0,772.0,0.561,0.561,219.0,369.0,0.593,275.0,552.0,827.0,53.0,48.0,136.0,144.0,247.0,1085.0,0.0,
73.0,Jarrett Jack,25.0,IND,SG,82.0,53.0,2716.0,386.0,853.0,0.453,78.0,221.0,0.353,308.0,632.0,0.487,0.498,224.0,263.0,0.852,44.0,232.0,276.0,338.0,88.0,17.0,184.0,179.0,1074.0,0.0,
74.0,Josh Smith,23.0,ATL,PF,69.0,69.0,2421.0,418.0,849.0,0.492,26.0,87.0,0.299,392.0,762.0,0.514,0.508,211.0,359.0,0.588,134.0,364.0,498.0,169.0,94.0,111.0,161.0,184.0,1073.0,0.0,DPOY-16
75.0,Boris Diaw,26.0,2TM,PF,81.0,59.0,2754.0,448.0,884.0,0.507,75.0,181.0,0.414,373.0,703.0,0.531,0.549,101.0,147.0,0.687,118.0,314.0,432.0,333.0,61.0,53.0,215.0,202.0,1072.0,0.0,
75.0,Boris Diaw,26.0,PHO,PF,22.0,0.0,538.0,80.0,141.0,0.567,5.0,14.0,0.357,75.0,127.0,0.591,0.585,18.0,26.0,0.692,24.0,60.0,84.0,46.0,11.0,9.0,37.0,39.0,183.0,0.0,
75.0,Boris Diaw,26.0,CHA,PF,59.0,59.0,2216.0,368.0,743.0,0.495,70.0,167.0,0.419,298.0,576.0,0.517,0.542,83.0,121.0,0.686,94.0,254.0,348.0,287.0,50.0,44.0,178.0,163.0,889.0,0.0,
76.0,Brook Lopez,20.0,NJN,C,82.0,75.0,2501.0,448.0,844.0,0.531,0.0,2.0,0.0,448.0,842.0,0.532,0.531,172.0,217.0,0.793,225.0,440.0,665.0,86.0,44.0,151.0,147.0,257.0,1068.0,0.0,ROY-3
77.0,Kelenna Azubuike,25.0,GSW,SF,74.0,51.0,2375.0,392.0,845.0,0.464,94.0,210.0,0.448,298.0,635.0,0.469,0.52,185.0,229.0,0.808,112.0,258.0,370.0,117.0,57.0,50.0,95.0,183.0,1063.0,0.0,
78.0,Rodney Stuckey,22.0,DET,PG,79.0,65.0,2517.0,401.0,913.0,0.439,23.0,78.0,0.295,378.0,835.0,0.453,0.452,233.0,290.0,0.803,69.0,206.0,275.0,387.0,78.0,11.0,173.0,217.0,1058.0,0.0,
79.0,Luis Scola,28.0,HOU,PF,82.0,82.0,2488.0,424.0,799.0,0.531,0.0,3.0,0.0,424.0,796.0,0.533,0.531,196.0,258.0,0.76,200.0,520.0,720.0,123.0,68.0,11.0,123.0,261.0,1044.0,0.0,
80.0,Troy Murphy,28.0,IND,PF,73.0,73.0,2482.0,364.0,767.0,0.475,161.0,358.0,0.45,203.0,409.0,0.496,0.58,152.0,184.0,0.826,146.0,715.0,861.0,172.0,58.0,34.0,114.0,226.0,1041.0,0.0,
81.0,Zach Randolph,27.0,2TM,PF,50.0,45.0,1757.0,415.0,873.0,0.475,32.0,97.0,0.33,383.0,776.0,0.494,0.494,179.0,244.0,0.734,157.0,347.0,504.0,103.0,43.0,16.0,114.0,133.0,1041.0,0.0,
81.0,Zach Randolph,27.0,NYK,C,11.0,11.0,388.0,82.0,189.0,0.434,7.0,24.0,0.292,75.0,165.0,0.455,0.452,55.0,67.0,0.821,40.0,97.0,137.0,15.0,13.0,3.0,23.0,28.0,226.0,0.0,
81.0,Zach Randolph,27.0,LAC,PF,39.0,34.0,1369.0,333.0,684.0,0.487,25.0,73.0,0.342,308.0,611.0,0.504,0.505,124.0,177.0,0.701,117.0,250.0,367.0,88.0,30.0,13.0,91.0,105.0,815.0,0.0,
82.0,Lou Williams,22.0,PHI,SG,81.0,0.0,1919.0,336.0,844.0,0.398,63.0,220.0,0.286,273.0,624.0,0.438,0.435,304.0,385.0,0.79,36.0,129.0,165.0,242.0,85.0,14.0,151.0,128.0,1039.0,0.0,6MOY-10
83.0,Travis Outlaw,24.0,POR,SF,81.0,6.0,2246.0,385.0,850.0,0.453,89.0,236.0,0.377,296.0,614.0,0.482,0.505,175.0,242.0,0.723,70.0,261.0,331.0,83.0,47.0,57.0,94.0,168.0,1034.0,0.0,6MOY-5
84.0,Paul Millsap,23.0,UTA,PF,76.0,38.0,2290.0,400.0,749.0,0.534,0.0,4.0,0.0,400.0,745.0,0.537,0.534,228.0,326.0,0.699,251.0,403.0,654.0,138.0,78.0,73.0,129.0,288.0,1028.0,0.0,6MOY-17
85.0,Allen Iverson,33.0,2TM,SG,57.0,53.0,2093.0,348.0,834.0,0.417,28.0,99.0,0.283,320.0,735.0,0.435,0.434,271.0,347.0,0.781,30.0,143.0,173.0,283.0,88.0,6.0,146.0,86.0,995.0,0.0,AS
85.0,Allen Iverson,33.0,DEN,SG,3.0,3.0,123.0,18.0,40.0,0.45,2.0,8.0,0.25,16.0,32.0,0.5,0.475,18.0,25.0,0.72,3.0,5.0,8.0,20.0,3.0,1.0,10.0,3.0,56.0,0.0,
85.0,Allen Iverson,33.0,DET,PG,54.0,50.0,1970.0,330.0,794.0,0.416,26.0,91.0,0.286,304.0,703.0,0.432,0.432,253.0,322.0,0.786,27.0,138.0,165.0,263.0,85.0,5.0,136.0,83.0,939.0,0.0,
86.0,Leandro Barbosa,26.0,PHO,SG,70.0,11.0,1705.0,366.0,759.0,0.482,90.0,240.0,0.375,276.0,519.0,0.532,0.542,171.0,194.0,0.881,34.0,147.0,181.0,162.0,82.0,7.0,93.0,115.0,993.0,0.0,6MOY-10
