Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
17.0,Kevin Garnett,29.0,MIN,PF,76.0,76.0,2957.0,626.0,1191.0,0.526,8.0,30.0,0.267,618.0,1161.0,0.532,0.529,396.0,489.0,0.81,214.0,752.0,966.0,308.0,104.0,107.0,180.0,206.0,1656.0,0.0,"DPOY-13,AS,DEF2"
18.0,Joe Johnson,24.0,ATL,SG,82.0,82.0,3340.0,632.0,1395.0,0.453,128.0,360.0,0.356,504.0,1035.0,0.487,0.499,261.0,330.0,0.791,98.0,237.0,335.0,536.0,103.0,31.0,267.0,187.0,1653.0,1.0,
19.0,Pau Gasol,25.0,MEM,PF,80.0,80.0,3135.0,600.0,1194.0,0.503,3.0,12.0,0.25,597.0,1182.0,0.505,0.504,425.0,617.0,0.689,191.0,522.0,713.0,371.0,46.0,153.0,235.0,184.0,1628.0,1.0,AS
20.0,Richard Hamilton,27.0,DET,SG,80.0,80.0,2825.0,649.0,1322.0,0.491,55.0,120.0,0.458,594.0,1202.0,0.494,0.512,256.0,303.0,0.845,84.0,172.0,256.0,275.0,52.0,16.0,173.0,207.0,1609.0,0.0,AS
21.0,Mike James,30.0,TOR,PG,79.0,79.0,2925.0,576.0,1228.0,0.469,169.0,382.0,0.442,407.0,846.0,0.481,0.538,283.0,338.0,0.837,45.0,217.0,262.0,460.0,72.0,3.0,206.0,214.0,1604.0,0.0,
22.0,Chris Bosh,21.0,TOR,C,70.0,70.0,2751.0,549.0,1087.0,0.505,0.0,13.0,0.0,549.0,1074.0,0.511,0.505,474.0,581.0,0.816,204.0,443.0,647.0,181.0,50.0,79.0,157.0,209.0,1572.0,0.0,AS
23.0,Rashard Lewis,26.0,SEA,SF,78.0,77.0,2876.0,538.0,1151.0,0.467,142.0,370.0,0.384,396.0,781.0,0.507,0.529,350.0,428.0,0.818,111.0,279.0,390.0,182.0,102.0,50.0,141.0,191.0,1568.0,0.0,
24.0,Richard Jefferson,25.0,NJN,SF,78.0,78.0,3059.0,495.0,1005.0,0.493,60.0,188.0,0.319,435.0,817.0,0.532,0.522,471.0,580.0,0.812,95.0,439.0,534.0,297.0,59.0,17.0,174.0,193.0,1521.0,0.0,
25.0,Chris Webber,32.0,PHI,PF,75.0,75.0,2893.0,617.0,1422.0,0.434,21.0,77.0,0.273,596.0,1345.0,0.443,0.441,263.0,348.0,0.756,184.0,557.0,741.0,256.0,103.0,62.0,182.0,219.0,1518.0,0.0,
26.0,Ricky Davis,26.0,2TM,SG,78.0,78.0,3207.0,584.0,1304.0,0.448,73.0,242.0,0.302,511.0,1062.0,0.481,0.476,275.0,345.0,0.797,65.0,286.0,351.0,394.0,91.0,17.0,213.0,190.0,1516.0,0.0,
26.0,Ricky Davis,26.0,BOS,SG,42.0,42.0,1747.0,329.0,709.0,0.464,40.0,125.0,0.32,289.0,584.0,0.495,0.492,129.0,164.0,0.787,40.0,147.0,187.0,221.0,49.0,9.0,115.0,91.0,827.0,0.0,
26.0,Ricky Davis,26.0,MIN,SF,36.0,36.0,1460.0,255.0,595.0,0.429,33.0,117.0,0.282,222.0,478.0,0.464,0.456,146.0,181.0,0.807,25.0,139.0,164.0,173.0,42.0,8.0,98.0,99.0,689.0,0.0,
27.0,Tony Parker,23.0,SAS,PG,80.0,80.0,2715.0,623.0,1136.0,0.548,11.0,36.0,0.306,612.0,1100.0,0.556,0.553,253.0,358.0,0.707,38.0,223.0,261.0,460.0,83.0,4.0,249.0,161.0,1510.0,0.0,"MVP-9,AS"
28.0,Chauncey Billups,29.0,DET,PG,81.0,81.0,2925.0,423.0,1012.0,0.418,184.0,425.0,0.433,239.0,587.0,0.407,0.509,465.0,520.0,0.894,41.0,211.0,252.0,699.0,71.0,8.0,170.0,160.0,1495.0,0.0,"MVP-5,AS,NBA2,DEF2"
29.0,Steve Nash,31.0,PHO,PG,79.0,79.0,2796.0,541.0,1056.0,0.512,150.0,342.0,0.439,391.0,714.0,0.548,0.583,257.0,279.0,0.921,47.0,286.0,333.0,826.0,61.0,12.0,276.0,120.0,1489.0,1.0,"MVP-1,AS,NBA1"
30.0,Tim Duncan,29.0,SAS,PF,80.0,80.0,2784.0,574.0,1185.0,0.484,2.0,5.0,0.4,572.0,1180.0,0.485,0.485,335.0,533.0,0.629,231.0,650.0,881.0,253.0,70.0,162.0,198.0,219.0,1485.0,0.0,"MVP-8,DPOY-6,AS,NBA2,DEF2"
31.0,Mehmet Okur,26.0,UTA,PF,82.0,82.0,2945.0,519.0,1128.0,0.46,80.0,234.0,0.342,439.0,894.0,0.491,0.496,354.0,454.0,0.78,211.0,535.0,746.0,194.0,40.0,73.0,163.0,285.0,1472.0,0.0,
32.0,Al Harrington,25.0,ATL,PF,76.0,76.0,2782.0,551.0,1220.0,0.452,66.0,191.0,0.346,485.0,1029.0,0.471,0.479,243.0,350.0,0.694,132.0,391.0,523.0,238.0,85.0,14.0,195.0,301.0,1411.0,0.0,
33.0,Morris Peterson,28.0,TOR,SG,82.0,77.0,3140.0,478.0,1096.0,0.436,177.0,448.0,0.395,301.0,648.0,0.465,0.517,241.0,294.0,0.82,65.0,316.0,381.0,190.0,104.0,15.0,126.0,223.0,1374.0,0.0,
34.0,Jason Terry,28.0,DAL,PG,80.0,80.0,2798.0,516.0,1099.0,0.47,171.0,416.0,0.411,345.0,683.0,0.505,0.547,168.0,210.0,0.8,31.0,127.0,158.0,306.0,100.0,27.0,135.0,196.0,1371.0,0.0,
35.0,Wally Szczerbiak,28.0,2TM,SF,72.0,71.0,2729.0,493.0,1012.0,0.487,102.0,255.0,0.4,391.0,757.0,0.517,0.538,278.0,310.0,0.897,77.0,236.0,313.0,213.0,40.0,19.0,136.0,150.0,1366.0,0.0,
35.0,Wally Szczerbiak,28.0,MIN,SF,40.0,40.0,1555.0,292.0,590.0,0.495,58.0,143.0,0.406,234.0,447.0,0.523,0.544,163.0,182.0,0.896,36.0,154.0,190.0,112.0,21.0,15.0,86.0,90.0,805.0,0.0,
35.0,Wally Szczerbiak,28.0,BOS,SF,32.0,31.0,1174.0,201.0,422.0,0.476,44.0,112.0,0.393,157.0,310.0,0.506,0.528,115.0,128.0,0.898,41.0,82.0,123.0,101.0,19.0,4.0,50.0,60.0,561.0,0.0,
36.0,Ben Gordon,22.0,CHI,SG,80.0,47.0,2482.0,486.0,1152.0,0.422,166.0,382.0,0.435,320.0,770.0,0.416,0.494,211.0,268.0,0.787,43.0,176.0,219.0,240.0,75.0,5.0,180.0,238.0,1349.0,0.0,
37.0,Sam Cassell,36.0,LAC,PG,78.0,75.0,2653.0,493.0,1112.0,0.443,70.0,190.0,0.368,423.0,922.0,0.459,0.475,289.0,335.0,0.863,40.0,247.0,287.0,491.0,74.0,11.0,175.0,225.0,1345.0,0.0,
38.0,Zach Randolph,24.0,POR,PF,74.0,71.0,2545.0,536.0,1229.0,0.436,16.0,55.0,0.291,520.0,1174.0,0.443,0.443,245.0,343.0,0.714,193.0,399.0,592.0,144.0,57.0,14.0,165.0,185.0,1333.0,0.0,
39.0,Stephen Jackson,27.0,IND,SG,81.0,81.0,2910.0,472.0,1148.0,0.411,117.0,339.0,0.345,355.0,809.0,0.439,0.462,268.0,341.0,0.786,48.0,264.0,312.0,225.0,104.0,43.0,203.0,195.0,1329.0,0.0,
40.0,Caron Butler,25.0,WAS,SF,75.0,54.0,2708.0,494.0,1086.0,0.455,41.0,120.0,0.342,453.0,966.0,0.469,0.474,289.0,332.0,0.87,114.0,352.0,466.0,186.0,127.0,18.0,175.0,238.0,1318.0,0.0,
41.0,Dwight Howard,20.0,ORL,PF,82.0,81.0,3021.0,468.0,881.0,0.531,0.0,2.0,0.0,468.0,879.0,0.532,0.531,356.0,598.0,0.595,288.0,734.0,1022.0,125.0,65.0,115.0,217.0,277.0,1292.0,0.0,
42.0,Peja StojakoviÄ,28.0,2TM,SF,71.0,71.0,2601.0,445.0,1018.0,0.437,162.0,404.0,0.401,283.0,614.0,0.461,0.517,238.0,260.0,0.915,79.0,336.0,415.0,136.0,45.0,10.0,103.0,171.0,1290.0,0.0,
42.0,Peja StojakoviÄ,28.0,SAC,SF,31.0,31.0,1147.0,171.0,424.0,0.403,71.0,179.0,0.397,100.0,245.0,0.408,0.487,98.0,105.0,0.933,34.0,131.0,165.0,68.0,19.0,2.0,51.0,82.0,511.0,0.0,
42.0,Peja StojakoviÄ,28.0,IND,SF,40.0,40.0,1454.0,274.0,594.0,0.461,91.0,225.0,0.404,183.0,369.0,0.496,0.538,140.0,155.0,0.903,45.0,205.0,250.0,68.0,26.0,8.0,52.0,89.0,779.0,0.0,
43.0,Kirk Hinrich,25.0,CHI,PG,81.0,81.0,2955.0,451.0,1078.0,0.418,126.0,341.0,0.37,325.0,737.0,0.441,0.477,256.0,314.0,0.815,29.0,259.0,288.0,514.0,94.0,21.0,188.0,251.0,1284.0,0.0,
44.0,Yao Ming,25.0,HOU,C,57.0,57.0,1949.0,467.0,900.0,0.519,0.0,1.0,0.0,467.0,899.0,0.519,0.519,337.0,395.0,0.853,148.0,433.0,581.0,85.0,30.0,94.0,147.0,195.0,1271.0,0.0,"AS,NBA3"
45.0,David West,25.0,NOK,PF,74.0,74.0,2526.0,530.0,1036.0,0.512,3.0,11.0,0.273,527.0,1025.0,0.514,0.513,199.0,236.0,0.843,168.0,380.0,548.0,92.0,61.0,64.0,105.0,214.0,1262.0,0.0,
46.0,Chris Paul,20.0,NOK,PG,78.0,78.0,2808.0,407.0,947.0,0.43,50.0,177.0,0.282,357.0,770.0,0.464,0.456,394.0,465.0,0.847,61.0,339.0,400.0,611.0,175.0,6.0,183.0,218.0,1258.0,2.0,ROY-1
47.0,Zydrunas Ilgauskas,30.0,CLE,C,78.0,78.0,2283.0,450.0,889.0,0.506,0.0,5.0,0.0,450.0,884.0,0.509,0.506,317.0,380.0,0.834,245.0,346.0,591.0,91.0,38.0,136.0,155.0,280.0,1217.0,0.0,
48.0,Rasheed Wallace,31.0,DET,PF,80.0,80.0,2780.0,459.0,1067.0,0.43,155.0,434.0,0.357,304.0,633.0,0.48,0.503,136.0,183.0,0.743,90.0,457.0,547.0,182.0,82.0,130.0,85.0,232.0,1209.0,0.0,"DPOY-13,AS"
49.0,Lamar Odom,26.0,LAL,PF,80.0,80.0,3221.0,445.0,925.0,0.481,80.0,215.0,0.372,365.0,710.0,0.514,0.524,216.0,313.0,0.69,181.0,557.0,738.0,443.0,75.0,64.0,213.0,256.0,1186.0,2.0,
50.0,Brad Miller,29.0,SAC,C,79.0,79.0,2923.0,434.0,877.0,0.495,34.0,88.0,0.386,400.0,789.0,0.507,0.514,280.0,338.0,0.828,122.0,493.0,615.0,374.0,61.0,62.0,180.0,234.0,1182.0,0.0,
51.0,Shaquille O'Neal,33.0,MIA,C,59.0,58.0,1806.0,480.0,800.0,0.6,0.0,0.0,,480.0,800.0,0.6,0.6,221.0,471.0,0.469,172.0,369.0,541.0,113.0,23.0,104.0,168.0,230.0,1181.0,1.0,"AS,NBA1"
52.0,Cuttino Mobley,30.0,LAC,SG,79.0,74.0,2979.0,429.0,1008.0,0.426,83.0,245.0,0.339,346.0,763.0,0.453,0.467,229.0,273.0,0.839,50.0,291.0,341.0,238.0,93.0,36.0,145.0,208.0,1170.0,0.0,
53.0,Hedo TÃ¼rkoÄlu,26.0,ORL,SF,78.0,59.0,2615.0,398.0,877.0,0.454,114.0,283.0,0.403,284.0,594.0,0.478,0.519,255.0,296.0,0.861,70.0,263.0,333.0,216.0,70.0,21.0,130.0,234.0,1165.0,0.0,
54.0,Raja Bell,29.0,PHO,SG,79.0,79.0,2959.0,425.0,930.0,0.457,197.0,446.0,0.442,228.0,484.0,0.471,0.563,115.0,146.0,0.788,44.0,209.0,253.0,207.0,76.0,22.0,89.0,248.0,1162.0,0.0,DPOY-13
55.0,Tayshaun Prince,25.0,DET,SF,82.0,82.0,2898.0,455.0,999.0,0.455,64.0,183.0,0.35,391.0,816.0,0.479,0.487,182.0,238.0,0.765,104.0,242.0,346.0,186.0,62.0,39.0,91.0,96.0,1156.0,0.0,"DPOY-13,DEF2"
56.0,Tracy McGrady,26.0,HOU,SF,47.0,47.0,1745.0,410.0,1011.0,0.406,73.0,234.0,0.312,337.0,777.0,0.434,0.442,254.0,340.0,0.747,46.0,261.0,307.0,225.0,59.0,41.0,120.0,88.0,1147.0,0.0,AS
57.0,Jamal Crawford,25.0,NYK,SG,79.0,27.0,2555.0,366.0,879.0,0.416,101.0,293.0,0.345,265.0,586.0,0.452,0.474,295.0,357.0,0.826,36.0,212.0,248.0,301.0,87.0,15.0,175.0,150.0,1128.0,0.0,6MOY-14
58.0,Andre Miller,29.0,DEN,PG,82.0,82.0,2937.0,404.0,872.0,0.463,5.0,27.0,0.185,399.0,845.0,0.472,0.466,313.0,424.0,0.738,92.0,259.0,351.0,674.0,106.0,18.0,256.0,213.0,1126.0,0.0,
59.0,Luol Deng,20.0,CHI,SF,78.0,56.0,2604.0,442.0,954.0,0.463,21.0,78.0,0.269,421.0,876.0,0.481,0.474,207.0,276.0,0.75,127.0,389.0,516.0,147.0,72.0,50.0,105.0,128.0,1112.0,0.0,
60.0,Derek Fisher,31.0,GSW,PG,82.0,36.0,2589.0,364.0,887.0,0.41,117.0,295.0,0.397,247.0,592.0,0.417,0.476,244.0,293.0,0.833,36.0,175.0,211.0,352.0,125.0,8.0,156.0,237.0,1089.0,0.0,6MOY-16
61.0,Boris Diaw,23.0,PHO,PF,81.0,70.0,2874.0,449.0,853.0,0.526,8.0,30.0,0.267,441.0,823.0,0.536,0.531,174.0,238.0,0.731,159.0,399.0,558.0,503.0,58.0,85.0,189.0,260.0,1080.0,4.0,MIP-1
62.0,Nenad KrstiÄ,22.0,NJN,PF,80.0,80.0,2469.0,447.0,881.0,0.507,1.0,4.0,0.25,446.0,877.0,0.509,0.508,185.0,265.0,0.698,182.0,331.0,513.0,88.0,32.0,63.0,133.0,297.0,1080.0,0.0,
63.0,Jason Kidd,32.0,NJN,PG,80.0,80.0,2975.0,366.0,905.0,0.404,139.0,395.0,0.352,227.0,510.0,0.445,0.481,194.0,244.0,0.795,86.0,494.0,580.0,672.0,150.0,29.0,192.0,157.0,1065.0,8.0,DEF1
64.0,AndrÃ©s Nocioni,26.0,CHI,PF,82.0,43.0,2239.0,383.0,831.0,0.461,93.0,238.0,0.391,290.0,593.0,0.489,0.517,204.0,242.0,0.843,89.0,411.0,500.0,117.0,40.0,52.0,120.0,252.0,1063.0,0.0,DPOY-13
65.0,Andrei Kirilenko,24.0,UTA,SF,69.0,63.0,2604.0,336.0,730.0,0.46,36.0,117.0,0.308,300.0,613.0,0.489,0.485,346.0,495.0,0.699,161.0,391.0,552.0,299.0,102.0,220.0,203.0,162.0,1054.0,2.0,"DPOY-3,DEF1"
66.0,Charlie Villanueva,21.0,TOR,PF,81.0,36.0,2361.0,435.0,940.0,0.463,70.0,214.0,0.327,365.0,726.0,0.503,0.5,113.0,160.0,0.706,181.0,340.0,521.0,88.0,60.0,63.0,99.0,247.0,1053.0,0.0,"ROY-2,6MOY-20"
67.0,Troy Murphy,25.0,GSW,PF,74.0,74.0,2516.0,363.0,838.0,0.433,58.0,181.0,0.32,305.0,657.0,0.464,0.468,251.0,319.0,0.787,195.0,548.0,743.0,101.0,47.0,26.0,108.0,191.0,1035.0,0.0,
68.0,Jermaine O'Neal,27.0,IND,PF,51.0,47.0,1802.0,380.0,805.0,0.472,3.0,10.0,0.3,377.0,795.0,0.474,0.474,261.0,368.0,0.709,102.0,374.0,476.0,133.0,27.0,117.0,151.0,177.0,1024.0,0.0,AS
69.0,Mike Miller,25.0,MEM,SG,74.0,9.0,2268.0,354.0,760.0,0.466,138.0,339.0,0.407,216.0,421.0,0.513,0.557,168.0,210.0,0.8,42.0,355.0,397.0,200.0,52.0,27.0,140.0,173.0,1014.0,1.0,6MOY-1
70.0,Andre Iguodala,22.0,PHI,SF,82.0,82.0,3086.0,344.0,688.0,0.5,56.0,158.0,0.354,288.0,530.0,0.543,0.541,263.0,349.0,0.754,117.0,364.0,481.0,255.0,135.0,21.0,153.0,198.0,1007.0,0.0,DPOY-12
71.0,Steve Francis,28.0,2TM,SG,70.0,60.0,2393.0,333.0,765.0,0.435,25.0,83.0,0.301,308.0,682.0,0.452,0.452,314.0,399.0,0.787,74.0,216.0,290.0,345.0,74.0,17.0,214.0,204.0,1005.0,1.0,
71.0,Steve Francis,28.0,ORL,PG,46.0,45.0,1734.0,249.0,575.0,0.433,18.0,70.0,0.257,231.0,505.0,0.457,0.449,231.0,290.0,0.797,60.0,159.0,219.0,262.0,51.0,11.0,156.0,142.0,747.0,1.0,
71.0,Steve Francis,28.0,NYK,SG,24.0,15.0,659.0,84.0,190.0,0.442,7.0,13.0,0.538,77.0,177.0,0.435,0.461,83.0,109.0,0.761,14.0,57.0,71.0,83.0,23.0,6.0,58.0,62.0,258.0,0.0,
72.0,Bobby Simmons,25.0,MIL,SF,75.0,74.0,2538.0,366.0,808.0,0.453,105.0,250.0,0.42,261.0,558.0,0.468,0.518,165.0,200.0,0.825,91.0,242.0,333.0,172.0,86.0,21.0,123.0,254.0,1002.0,0.0,
73.0,Antoine Walker,29.0,MIA,PF,82.0,19.0,2199.0,391.0,898.0,0.435,137.0,383.0,0.358,254.0,515.0,0.493,0.512,81.0,129.0,0.628,103.0,318.0,421.0,166.0,47.0,30.0,150.0,187.0,1000.0,0.0,6MOY-11
74.0,Metta World Peace,26.0,2TM,SF,56.0,56.0,2207.0,350.0,867.0,0.404,78.0,253.0,0.308,272.0,614.0,0.443,0.449,206.0,305.0,0.675,75.0,211.0,286.0,203.0,122.0,41.0,131.0,164.0,984.0,0.0,"DPOY-4,DEF1"
74.0,Metta World Peace,26.0,IND,SF,16.0,16.0,603.0,109.0,237.0,0.46,18.0,54.0,0.333,91.0,183.0,0.497,0.498,74.0,121.0,0.612,26.0,52.0,78.0,35.0,42.0,11.0,43.0,45.0,310.0,0.0,
74.0,Metta World Peace,26.0,SAC,SF,40.0,40.0,1604.0,241.0,630.0,0.383,60.0,199.0,0.302,181.0,431.0,0.42,0.43,132.0,184.0,0.717,49.0,159.0,208.0,168.0,80.0,30.0,88.0,119.0,674.0,0.0,
75.0,PrimoÅ¾ Brezec,26.0,CHA,C,79.0,79.0,2165.0,409.0,791.0,0.517,0.0,2.0,0.0,409.0,789.0,0.518,0.517,164.0,224.0,0.732,181.0,259.0,440.0,45.0,19.0,32.0,85.0,227.0,982.0,0.0,
76.0,Manu GinÃ³bili,28.0,SAS,SG,65.0,56.0,1813.0,309.0,669.0,0.462,83.0,217.0,0.382,226.0,452.0,0.5,0.524,280.0,360.0,0.778,42.0,188.0,230.0,235.0,101.0,26.0,121.0,156.0,981.0,0.0,
77.0,Eddy Curry,23.0,NYK,C,72.0,69.0,1865.0,336.0,597.0,0.563,0.0,0.0,,336.0,597.0,0.563,0.563,307.0,486.0,0.632,145.0,287.0,432.0,19.0,28.0,56.0,179.0,239.0,979.0,0.0,
78.0,Stephon Marbury,28.0,NYK,PG,60.0,60.0,2193.0,349.0,774.0,0.451,33.0,104.0,0.317,316.0,670.0,0.472,0.472,246.0,326.0,0.755,25.0,150.0,175.0,382.0,63.0,4.0,157.0,143.0,977.0,0.0,
79.0,Baron Davis,26.0,GSW,PG,54.0,48.0,1971.0,335.0,861.0,0.389,102.0,324.0,0.315,233.0,537.0,0.434,0.448,195.0,289.0,0.675,45.0,191.0,236.0,480.0,89.0,14.0,159.0,165.0,967.0,1.0,
80.0,Raymond Felton,21.0,CHA,PG,80.0,54.0,2406.0,345.0,883.0,0.391,97.0,271.0,0.358,248.0,612.0,0.405,0.446,161.0,222.0,0.725,77.0,188.0,265.0,446.0,102.0,8.0,182.0,181.0,948.0,0.0,ROY-4
81.0,Juwan Howard,32.0,HOU,PF,80.0,80.0,2537.0,394.0,859.0,0.459,0.0,4.0,0.0,394.0,855.0,0.461,0.459,154.0,191.0,0.806,168.0,367.0,535.0,112.0,49.0,8.0,133.0,235.0,942.0,0.0,
82.0,Smush Parker,24.0,LAL,PG,82.0,82.0,2773.0,348.0,779.0,0.447,120.0,328.0,0.366,228.0,451.0,0.506,0.524,125.0,180.0,0.694,37.0,234.0,271.0,302.0,140.0,16.0,147.0,213.0,941.0,0.0,
83.0,Kyle Korver,24.0,PHI,SF,82.0,43.0,2563.0,327.0,761.0,0.43,184.0,438.0,0.42,143.0,323.0,0.443,0.551,101.0,119.0,0.849,27.0,243.0,270.0,163.0,65.0,26.0,98.0,224.0,939.0,0.0,
84.0,Juan Dixon,27.0,POR,SG,76.0,42.0,1920.0,357.0,821.0,0.435,65.0,170.0,0.382,292.0,651.0,0.449,0.474,156.0,194.0,0.804,30.0,147.0,177.0,149.0,58.0,6.0,113.0,157.0,935.0,0.0,
85.0,Mike Dunleavy,25.0,GSW,SF,81.0,68.0,2578.0,331.0,816.0,0.406,74.0,260.0,0.285,257.0,556.0,0.462,0.451,196.0,252.0,0.778,78.0,321.0,399.0,237.0,60.0,32.0,120.0,199.0,932.0,0.0,
86.0,Chris Kaman,23.0,LAC,C,78.0,78.0,2560.0,369.0,706.0,0.523,0.0,2.0,0.0,369.0,704.0,0.524,0.523,194.0,252.0,0.77,187.0,563.0,750.0,79.0,45.0,108.0,176.0,269.0,932.0,0.0,
87.0,Josh Howard,25.0,DAL,SF,59.0,58.0,1915.0,350.0,743.0,0.471,27.0,63.0,0.429,323.0,680.0,0.475,0.489,196.0,267.0,0.734,123.0,248.0,371.0,111.0,68.0,26.0,79.0,167.0,923.0,0.0,
88.0,Mark Blount,30.0,2TM,C,81.0,55.0,2240.0,373.0,734.0,0.508,0.0,0.0,,373.0,734.0,0.508,0.508,168.0,222.0,0.757,96.0,269.0,365.0,99.0,40.0,76.0,194.0,254.0,914.0,0.0,
88.0,Mark Blount,30.0,BOS,C,39.0,25.0,1083.0,194.0,380.0,0.511,0.0,0.0,,194.0,380.0,0.511,0.511,97.0,127.0,0.764,36.0,126.0,162.0,66.0,15.0,36.0,120.0,107.0,485.0,0.0,
88.0,Mark Blount,30.0,MIN,C,42.0,30.0,1157.0,179.0,354.0,0.506,0.0,0.0,,179.0,354.0,0.506,0.506,71.0,95.0,0.747,60.0,143.0,203.0,33.0,25.0,40.0,74.0,147.0,429.0,0.0,
89.0,Zaza Pachulia,21.0,ATL,C,78.0,78.0,2452.0,307.0,681.0,0.451,0.0,2.0,0.0,307.0,679.0,0.452,0.451,297.0,404.0,0.735,264.0,349.0,613.0,129.0,89.0,39.0,180.0,286.0,911.0,0.0,
90.0,Luke Ridnour,24.0,SEA,PG,79.0,77.0,2625.0,334.0,799.0,0.418,43.0,149.0,0.289,291.0,650.0,0.448,0.445,199.0,227.0,0.877,47.0,188.0,235.0,550.0,123.0,22.0,162.0,178.0,910.0,0.0,
