Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
21.0,Jason Richardson,23.0,GSW,SG,78.0,78.0,2936.0,563.0,1284.0,0.438,77.0,273.0,0.282,486.0,1011.0,0.481,0.468,258.0,377.0,0.684,124.0,400.0,524.0,226.0,86.0,41.0,196.0,182.0,1461.0,0.0,
22.0,Stephen Jackson,25.0,ATL,SF,80.0,78.0,2940.0,536.0,1261.0,0.425,145.0,427.0,0.34,391.0,834.0,0.469,0.483,233.0,297.0,0.785,97.0,273.0,370.0,244.0,142.0,20.0,223.0,216.0,1450.0,0.0,
23.0,Shaquille O'Neal,31.0,LAL,C,67.0,67.0,2464.0,554.0,948.0,0.584,0.0,0.0,,554.0,948.0,0.584,0.584,331.0,676.0,0.49,246.0,523.0,769.0,196.0,34.0,166.0,195.0,225.0,1439.0,0.0,"MVP-6,DPOY-10,AS,NBA1"
24.0,Yao Ming,23.0,HOU,C,82.0,82.0,2692.0,535.0,1025.0,0.522,0.0,2.0,0.0,535.0,1023.0,0.523,0.522,361.0,446.0,0.809,197.0,538.0,735.0,122.0,22.0,156.0,204.0,273.0,1431.0,0.0,"MVP-14,AS,NBA3"
25.0,Rashard Lewis,24.0,SEA,SF,80.0,80.0,2931.0,535.0,1229.0,0.435,145.0,386.0,0.376,390.0,843.0,0.463,0.494,206.0,270.0,0.763,133.0,385.0,518.0,175.0,99.0,54.0,135.0,233.0,1421.0,0.0,
26.0,Eddie Jones,32.0,MIA,SG,81.0,81.0,2998.0,473.0,1156.0,0.409,177.0,479.0,0.37,296.0,677.0,0.437,0.486,278.0,333.0,0.835,38.0,270.0,308.0,258.0,92.0,34.0,129.0,226.0,1401.0,0.0,
27.0,Shareef Abdur-Rahim,27.0,2TM,PF,85.0,56.0,2684.0,501.0,1054.0,0.475,9.0,34.0,0.265,492.0,1020.0,0.482,0.48,373.0,429.0,0.869,189.0,450.0,639.0,174.0,68.0,37.0,184.0,222.0,1384.0,0.0,
27.0,Shareef Abdur-Rahim,27.0,ATL,PF,53.0,53.0,1956.0,383.0,790.0,0.485,5.0,23.0,0.217,378.0,767.0,0.493,0.488,294.0,334.0,0.88,141.0,354.0,495.0,127.0,44.0,19.0,131.0,147.0,1065.0,0.0,
27.0,Shareef Abdur-Rahim,27.0,POR,PF,32.0,3.0,728.0,118.0,264.0,0.447,4.0,11.0,0.364,114.0,253.0,0.451,0.455,79.0,95.0,0.832,48.0,96.0,144.0,47.0,24.0,18.0,53.0,75.0,319.0,0.0,
28.0,Jamal Crawford,23.0,CHI,SG,80.0,73.0,2811.0,509.0,1318.0,0.386,165.0,521.0,0.317,344.0,797.0,0.432,0.449,200.0,240.0,0.833,46.0,237.0,283.0,405.0,111.0,29.0,193.0,161.0,1383.0,0.0,
29.0,Pau Gasol,23.0,MEM,PF,78.0,78.0,2458.0,506.0,1049.0,0.482,4.0,15.0,0.267,502.0,1034.0,0.485,0.484,365.0,511.0,0.714,206.0,394.0,600.0,198.0,44.0,132.0,187.0,185.0,1381.0,0.0,
30.0,Elton Brand,24.0,LAC,PF,69.0,68.0,2670.0,484.0,982.0,0.493,0.0,1.0,0.0,484.0,981.0,0.493,0.493,411.0,532.0,0.773,269.0,445.0,714.0,227.0,64.0,154.0,193.0,229.0,1379.0,0.0,
31.0,Juwan Howard,30.0,ORL,PF,81.0,77.0,2877.0,529.0,1169.0,0.453,0.0,1.0,0.0,529.0,1168.0,0.453,0.453,318.0,393.0,0.809,171.0,399.0,570.0,158.0,54.0,22.0,178.0,284.0,1376.0,0.0,
32.0,Richard Hamilton,25.0,DET,SG,78.0,78.0,2772.0,530.0,1166.0,0.455,18.0,68.0,0.265,512.0,1098.0,0.466,0.462,297.0,342.0,0.868,78.0,201.0,279.0,310.0,103.0,17.0,210.0,222.0,1375.0,0.0,
33.0,Latrell Sprewell,33.0,MIN,SF,82.0,82.0,3100.0,518.0,1266.0,0.409,99.0,299.0,0.331,419.0,967.0,0.433,0.448,240.0,295.0,0.814,56.0,254.0,310.0,286.0,88.0,21.0,158.0,101.0,1375.0,0.0,
34.0,Lamar Odom,24.0,MIA,PF,80.0,80.0,3003.0,485.0,1127.0,0.43,61.0,205.0,0.298,424.0,922.0,0.46,0.457,340.0,458.0,0.742,160.0,616.0,776.0,327.0,85.0,71.0,236.0,273.0,1371.0,1.0,
35.0,Joe Johnson,22.0,PHO,SG,82.0,77.0,3331.0,555.0,1291.0,0.43,83.0,272.0,0.305,472.0,1019.0,0.463,0.462,174.0,232.0,0.75,80.0,305.0,385.0,362.0,93.0,26.0,199.0,177.0,1367.0,0.0,
36.0,Jason Terry,26.0,ATL,PG,81.0,78.0,3018.0,499.0,1196.0,0.417,146.0,421.0,0.347,353.0,775.0,0.455,0.478,215.0,260.0,0.827,49.0,287.0,336.0,437.0,124.0,16.0,229.0,192.0,1359.0,0.0,
37.0,Michael Finley,30.0,DAL,SG,72.0,72.0,2778.0,514.0,1159.0,0.443,150.0,370.0,0.405,364.0,789.0,0.461,0.508,164.0,193.0,0.85,78.0,247.0,325.0,212.0,84.0,39.0,83.0,118.0,1342.0,0.0,
38.0,Metta World Peace,24.0,IND,SF,73.0,71.0,2714.0,468.0,1112.0,0.421,75.0,242.0,0.31,393.0,870.0,0.452,0.455,322.0,439.0,0.733,100.0,285.0,385.0,272.0,152.0,50.0,202.0,194.0,1333.0,0.0,"DPOY-1,AS,NBA3,DEF1"
39.0,Chauncey Billups,27.0,DET,PG,78.0,78.0,2758.0,392.0,996.0,0.394,130.0,335.0,0.388,262.0,661.0,0.396,0.459,404.0,460.0,0.878,35.0,241.0,276.0,446.0,84.0,8.0,189.0,177.0,1318.0,1.0,
40.0,Steve Francis,26.0,HOU,PG,79.0,79.0,3194.0,450.0,1117.0,0.403,73.0,250.0,0.292,377.0,867.0,0.435,0.436,337.0,435.0,0.775,116.0,317.0,433.0,493.0,139.0,35.0,294.0,257.0,1310.0,0.0,AS
41.0,Ray Allen,28.0,SEA,SG,56.0,56.0,2152.0,447.0,1017.0,0.44,148.0,378.0,0.392,299.0,639.0,0.468,0.512,245.0,271.0,0.904,69.0,217.0,286.0,268.0,71.0,11.0,156.0,132.0,1287.0,1.0,AS
42.0,Andrei Kirilenko,22.0,UTA,PF,78.0,78.0,2895.0,412.0,931.0,0.443,68.0,201.0,0.338,344.0,730.0,0.471,0.479,392.0,496.0,0.79,226.0,403.0,629.0,244.0,150.0,215.0,215.0,174.0,1284.0,0.0,"MVP-13,DPOY-5,AS,DEF2"
43.0,Allen Iverson,28.0,PHI,SG,48.0,47.0,2040.0,435.0,1125.0,0.387,57.0,199.0,0.286,378.0,926.0,0.408,0.412,339.0,455.0,0.745,34.0,144.0,178.0,324.0,115.0,5.0,209.0,87.0,1266.0,0.0,AS
44.0,Cuttino Mobley,28.0,HOU,SG,80.0,80.0,3229.0,460.0,1081.0,0.426,164.0,420.0,0.39,296.0,661.0,0.448,0.501,176.0,217.0,0.811,40.0,322.0,362.0,258.0,107.0,33.0,180.0,179.0,1260.0,0.0,
45.0,Zydrunas Ilgauskas,28.0,CLE,C,81.0,81.0,2539.0,466.0,965.0,0.483,2.0,7.0,0.286,464.0,958.0,0.484,0.484,303.0,406.0,0.746,279.0,374.0,653.0,109.0,39.0,201.0,163.0,277.0,1237.0,0.0,
46.0,Andre Miller,27.0,DEN,PG,82.0,82.0,2838.0,430.0,941.0,0.457,12.0,65.0,0.185,418.0,876.0,0.477,0.463,342.0,411.0,0.832,127.0,239.0,366.0,501.0,142.0,25.0,215.0,194.0,1214.0,1.0,
47.0,Antawn Jamison,27.0,DAL,SF,82.0,2.0,2376.0,488.0,913.0,0.535,16.0,40.0,0.4,472.0,873.0,0.541,0.543,220.0,294.0,0.748,233.0,287.0,520.0,70.0,83.0,30.0,81.0,174.0,1212.0,0.0,6MOY-1
48.0,Donyell Marshall,30.0,2TM,PF,82.0,74.0,2988.0,470.0,1020.0,0.461,131.0,325.0,0.403,339.0,695.0,0.488,0.525,134.0,182.0,0.736,210.0,598.0,808.0,122.0,93.0,124.0,117.0,247.0,1205.0,0.0,
48.0,Donyell Marshall,30.0,CHI,PF,16.0,8.0,408.0,57.0,136.0,0.419,11.0,27.0,0.407,46.0,109.0,0.422,0.46,14.0,20.0,0.7,28.0,71.0,99.0,28.0,13.0,20.0,22.0,47.0,139.0,0.0,
48.0,Donyell Marshall,30.0,TOR,PF,66.0,66.0,2580.0,413.0,884.0,0.467,120.0,298.0,0.403,293.0,586.0,0.5,0.535,120.0,162.0,0.741,182.0,527.0,709.0,94.0,80.0,104.0,95.0,200.0,1066.0,0.0,
49.0,Gary Payton,35.0,LAL,PG,82.0,82.0,2825.0,482.0,1024.0,0.471,55.0,165.0,0.333,427.0,859.0,0.497,0.498,180.0,252.0,0.714,72.0,270.0,342.0,449.0,96.0,19.0,151.0,169.0,1199.0,1.0,
50.0,Desmond Mason,26.0,MIL,SF,82.0,31.0,2534.0,409.0,867.0,0.472,9.0,39.0,0.231,400.0,828.0,0.483,0.477,356.0,463.0,0.769,93.0,266.0,359.0,152.0,60.0,24.0,148.0,191.0,1183.0,0.0,6MOY-6
51.0,Carlos Boozer,22.0,CLE,PF,75.0,75.0,2592.0,471.0,900.0,0.523,1.0,6.0,0.167,470.0,894.0,0.526,0.524,219.0,285.0,0.768,230.0,627.0,857.0,148.0,74.0,55.0,134.0,199.0,1162.0,0.0,
52.0,Keith Van Horn,28.0,2TM,SF,72.0,62.0,2340.0,410.0,903.0,0.454,93.0,233.0,0.399,317.0,670.0,0.473,0.506,249.0,290.0,0.859,149.0,352.0,501.0,120.0,68.0,33.0,169.0,215.0,1162.0,0.0,
52.0,Keith Van Horn,28.0,NYK,SF,47.0,47.0,1574.0,273.0,613.0,0.445,60.0,161.0,0.373,213.0,452.0,0.471,0.494,163.0,199.0,0.819,98.0,245.0,343.0,83.0,52.0,18.0,119.0,151.0,769.0,0.0,
52.0,Keith Van Horn,28.0,MIL,SF,25.0,15.0,766.0,137.0,290.0,0.472,33.0,72.0,0.458,104.0,218.0,0.477,0.529,86.0,91.0,0.945,51.0,107.0,158.0,37.0,16.0,15.0,50.0,64.0,393.0,0.0,
53.0,Antoine Walker,27.0,DAL,PF,82.0,82.0,2840.0,483.0,1129.0,0.428,82.0,305.0,0.269,401.0,824.0,0.487,0.464,103.0,186.0,0.554,198.0,486.0,684.0,369.0,65.0,65.0,202.0,212.0,1151.0,2.0,
54.0,Larry Hughes,25.0,WAS,SG,61.0,61.0,2061.0,401.0,1009.0,0.397,79.0,232.0,0.341,322.0,777.0,0.414,0.437,267.0,335.0,0.797,96.0,230.0,326.0,148.0,95.0,26.0,152.0,147.0,1148.0,0.0,
55.0,Ricky Davis,24.0,2TM,SF,79.0,27.0,2474.0,446.0,950.0,0.469,52.0,140.0,0.371,394.0,810.0,0.486,0.497,196.0,273.0,0.718,77.0,281.0,358.0,259.0,96.0,22.0,189.0,171.0,1140.0,0.0,6MOY-14
55.0,Ricky Davis,24.0,CLE,SG,22.0,22.0,796.0,134.0,311.0,0.431,17.0,48.0,0.354,117.0,263.0,0.445,0.458,51.0,75.0,0.68,18.0,103.0,121.0,111.0,25.0,8.0,68.0,51.0,336.0,0.0,
55.0,Ricky Davis,24.0,BOS,SF,57.0,5.0,1678.0,312.0,639.0,0.488,35.0,92.0,0.38,277.0,547.0,0.506,0.516,145.0,198.0,0.732,59.0,178.0,237.0,148.0,71.0,14.0,121.0,120.0,804.0,0.0,
56.0,Amar'e Stoudemire,21.0,PHO,PF,55.0,53.0,2025.0,411.0,865.0,0.475,1.0,5.0,0.2,410.0,860.0,0.477,0.476,310.0,435.0,0.713,157.0,339.0,496.0,78.0,64.0,89.0,177.0,188.0,1133.0,0.0,
57.0,Steve Nash,29.0,DAL,PG,78.0,78.0,2612.0,397.0,845.0,0.47,104.0,257.0,0.405,293.0,588.0,0.498,0.531,230.0,251.0,0.916,59.0,173.0,232.0,687.0,67.0,8.0,209.0,139.0,1128.0,1.0,
58.0,James Posey,27.0,MEM,SG,82.0,82.0,2451.0,368.0,770.0,0.478,112.0,290.0,0.386,256.0,480.0,0.533,0.551,278.0,335.0,0.83,92.0,311.0,403.0,122.0,137.0,40.0,112.0,248.0,1126.0,0.0,DPOY-10
59.0,Quentin Richardson,23.0,LAC,SG,65.0,64.0,2338.0,425.0,1068.0,0.398,120.0,341.0,0.352,305.0,727.0,0.42,0.454,151.0,204.0,0.74,146.0,268.0,414.0,139.0,67.0,19.0,141.0,130.0,1121.0,0.0,
60.0,Jamaal Magloire,25.0,NOH,C,82.0,82.0,2777.0,383.0,809.0,0.473,0.0,1.0,0.0,383.0,808.0,0.474,0.473,353.0,470.0,0.751,268.0,579.0,847.0,86.0,43.0,101.0,201.0,278.0,1119.0,0.0,AS
61.0,Tony Parker,21.0,SAS,PG,75.0,75.0,2577.0,423.0,946.0,0.447,62.0,199.0,0.312,361.0,747.0,0.483,0.48,191.0,272.0,0.702,43.0,194.0,237.0,411.0,61.0,7.0,179.0,148.0,1099.0,0.0,
62.0,Damon Stoudamire,30.0,POR,PG,82.0,82.0,3118.0,408.0,1018.0,0.401,156.0,427.0,0.365,252.0,591.0,0.426,0.477,127.0,145.0,0.876,52.0,256.0,308.0,500.0,99.0,9.0,180.0,173.0,1099.0,0.0,
63.0,Rasheed Wallace,29.0,3TM,PF,68.0,66.0,2390.0,425.0,974.0,0.436,82.0,248.0,0.331,343.0,726.0,0.472,0.478,156.0,212.0,0.736,102.0,357.0,459.0,156.0,61.0,122.0,119.0,190.0,1088.0,0.0,
63.0,Rasheed Wallace,29.0,POR,PF,45.0,44.0,1675.0,296.0,669.0,0.442,59.0,173.0,0.341,237.0,496.0,0.478,0.487,115.0,155.0,0.742,69.0,229.0,298.0,114.0,36.0,72.0,87.0,131.0,766.0,0.0,
63.0,Rasheed Wallace,29.0,ATL,PF,1.0,1.0,42.0,8.0,24.0,0.333,1.0,6.0,0.167,7.0,18.0,0.389,0.354,3.0,3.0,1.0,1.0,5.0,6.0,2.0,1.0,5.0,3.0,0.0,20.0,0.0,
63.0,Rasheed Wallace,29.0,DET,PF,22.0,21.0,673.0,121.0,281.0,0.431,22.0,69.0,0.319,99.0,212.0,0.467,0.47,38.0,54.0,0.704,32.0,123.0,155.0,40.0,24.0,45.0,29.0,59.0,302.0,0.0,
64.0,Kenyon Martin,26.0,NJN,PF,65.0,62.0,2252.0,439.0,900.0,0.488,7.0,25.0,0.28,432.0,875.0,0.494,0.492,201.0,294.0,0.684,133.0,484.0,617.0,160.0,95.0,82.0,168.0,230.0,1086.0,0.0,"DPOY-9,AS"
65.0,Gilbert Arenas,22.0,WAS,PG,55.0,52.0,2066.0,358.0,914.0,0.392,125.0,333.0,0.375,233.0,581.0,0.401,0.46,237.0,317.0,0.748,55.0,199.0,254.0,275.0,103.0,12.0,226.0,176.0,1078.0,3.0,
66.0,Kerry Kittles,29.0,NJN,SG,82.0,82.0,2842.0,434.0,959.0,0.453,97.0,276.0,0.351,337.0,683.0,0.493,0.503,107.0,136.0,0.787,56.0,271.0,327.0,206.0,125.0,40.0,95.0,144.0,1072.0,0.0,
67.0,Eddy Curry,21.0,CHI,PF,73.0,63.0,2154.0,417.0,840.0,0.496,1.0,1.0,1.0,416.0,839.0,0.496,0.497,235.0,350.0,0.671,143.0,308.0,451.0,68.0,24.0,83.0,177.0,258.0,1070.0,0.0,
68.0,Al Harrington,23.0,IND,PF,79.0,15.0,2441.0,421.0,909.0,0.463,21.0,77.0,0.273,400.0,832.0,0.481,0.475,185.0,252.0,0.734,163.0,345.0,508.0,131.0,80.0,22.0,163.0,250.0,1048.0,0.0,6MOY-2
69.0,Voshon Lenard,30.0,DEN,SG,73.0,70.0,2233.0,394.0,933.0,0.422,106.0,289.0,0.367,288.0,644.0,0.447,0.479,144.0,182.0,0.791,46.0,154.0,200.0,151.0,61.0,12.0,101.0,177.0,1038.0,0.0,
70.0,Jason Kidd,30.0,NJN,PG,67.0,66.0,2450.0,368.0,959.0,0.384,94.0,293.0,0.321,274.0,666.0,0.411,0.433,206.0,249.0,0.827,85.0,343.0,428.0,618.0,122.0,14.0,214.0,110.0,1036.0,9.0,"MVP-8,AS,NBA1,DEF2"
71.0,Jim Jackson,33.0,HOU,SF,80.0,80.0,3119.0,382.0,900.0,0.424,162.0,405.0,0.4,220.0,495.0,0.444,0.514,107.0,127.0,0.843,52.0,435.0,487.0,226.0,86.0,23.0,175.0,227.0,1033.0,0.0,
72.0,Jalen Rose,31.0,2TM,SF,66.0,64.0,2497.0,383.0,952.0,0.402,69.0,202.0,0.342,314.0,750.0,0.419,0.439,187.0,231.0,0.81,34.0,232.0,266.0,329.0,51.0,22.0,208.0,184.0,1022.0,0.0,
72.0,Jalen Rose,31.0,CHI,SF,16.0,14.0,529.0,75.0,200.0,0.375,23.0,54.0,0.426,52.0,146.0,0.356,0.433,39.0,51.0,0.765,7.0,57.0,64.0,56.0,12.0,4.0,37.0,45.0,212.0,0.0,
72.0,Jalen Rose,31.0,TOR,PG,50.0,50.0,1968.0,308.0,752.0,0.41,46.0,148.0,0.311,262.0,604.0,0.434,0.44,148.0,180.0,0.822,27.0,175.0,202.0,273.0,39.0,18.0,171.0,139.0,810.0,0.0,
73.0,Brad Miller,27.0,SAC,PF,72.0,53.0,2621.0,373.0,731.0,0.51,12.0,38.0,0.316,361.0,693.0,0.521,0.518,256.0,329.0,0.778,191.0,552.0,743.0,312.0,68.0,86.0,144.0,247.0,1014.0,2.0,AS
74.0,Ronald Murray,24.0,SEA,PG,82.0,18.0,2021.0,389.0,915.0,0.425,67.0,229.0,0.293,322.0,686.0,0.469,0.462,168.0,235.0,0.715,45.0,159.0,204.0,205.0,81.0,28.0,149.0,158.0,1013.0,0.0,
75.0,Kenny Thomas,26.0,PHI,PF,74.0,72.0,2699.0,381.0,813.0,0.469,1.0,5.0,0.2,380.0,808.0,0.47,0.469,243.0,323.0,0.752,261.0,489.0,750.0,111.0,82.0,33.0,172.0,219.0,1006.0,0.0,
76.0,Dwyane Wade,22.0,MIA,PG,61.0,56.0,2126.0,371.0,798.0,0.465,16.0,53.0,0.302,355.0,745.0,0.477,0.475,233.0,312.0,0.747,85.0,162.0,247.0,275.0,86.0,34.0,196.0,140.0,991.0,0.0,ROY-3
77.0,Manu GinÃ³bili,26.0,SAS,SG,77.0,38.0,2260.0,330.0,789.0,0.418,88.0,245.0,0.359,242.0,544.0,0.445,0.474,239.0,298.0,0.802,86.0,258.0,344.0,291.0,136.0,16.0,161.0,181.0,987.0,0.0,6MOY-3
78.0,Tim Thomas,26.0,2TM,SF,66.0,65.0,2089.0,363.0,813.0,0.446,73.0,194.0,0.376,290.0,619.0,0.468,0.491,171.0,218.0,0.784,64.0,256.0,320.0,124.0,64.0,20.0,116.0,196.0,970.0,0.0,
78.0,Tim Thomas,26.0,MIL,SF,42.0,42.0,1343.0,226.0,510.0,0.443,47.0,130.0,0.362,179.0,380.0,0.471,0.489,93.0,122.0,0.762,38.0,167.0,205.0,90.0,40.0,15.0,73.0,127.0,592.0,0.0,
78.0,Tim Thomas,26.0,NYK,SF,24.0,23.0,746.0,137.0,303.0,0.452,26.0,64.0,0.406,111.0,239.0,0.464,0.495,78.0,96.0,0.813,26.0,89.0,115.0,34.0,24.0,5.0,43.0,69.0,378.0,0.0,
79.0,Clifford Robinson,37.0,GSW,PF,82.0,82.0,2846.0,366.0,945.0,0.387,112.0,314.0,0.357,254.0,631.0,0.403,0.447,123.0,173.0,0.711,54.0,268.0,322.0,271.0,68.0,73.0,173.0,237.0,967.0,0.0,DPOY-8
80.0,Vladimir RadmanoviÄ,23.0,SEA,PF,77.0,38.0,2321.0,345.0,812.0,0.425,140.0,377.0,0.371,205.0,435.0,0.471,0.511,95.0,127.0,0.748,104.0,302.0,406.0,142.0,80.0,42.0,109.0,187.0,925.0,0.0,6MOY-15
81.0,Allan Houston,32.0,NYK,SG,50.0,50.0,1799.0,340.0,781.0,0.435,87.0,202.0,0.431,253.0,579.0,0.437,0.491,157.0,172.0,0.913,20.0,101.0,121.0,99.0,38.0,2.0,102.0,105.0,924.0,0.0,
82.0,Raja Bell,27.0,UTA,SG,82.0,4.0,2020.0,329.0,805.0,0.409,62.0,166.0,0.373,267.0,639.0,0.418,0.447,195.0,248.0,0.786,60.0,181.0,241.0,107.0,63.0,13.0,111.0,262.0,915.0,0.0,6MOY-9
83.0,Kirk Hinrich,23.0,CHI,PG,76.0,66.0,2706.0,318.0,823.0,0.386,144.0,369.0,0.39,174.0,454.0,0.383,0.474,135.0,168.0,0.804,42.0,217.0,259.0,517.0,101.0,21.0,204.0,276.0,915.0,1.0,ROY-4
84.0,Drew Gooden,22.0,ORL,PF,79.0,17.0,2134.0,369.0,829.0,0.445,9.0,42.0,0.214,360.0,787.0,0.457,0.451,167.0,262.0,0.637,160.0,356.0,516.0,89.0,62.0,72.0,126.0,196.0,914.0,0.0,
85.0,Erick Dampier,28.0,GSW,C,74.0,74.0,2403.0,348.0,650.0,0.535,0.0,2.0,0.0,348.0,648.0,0.537,0.535,217.0,332.0,0.654,344.0,543.0,887.0,60.0,33.0,137.0,131.0,227.0,913.0,0.0,
