Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Paul Pierce,24.0,BOS,SG,82.0,82.0,3302.0,707.0,1598.0,0.442,210.0,520.0,0.404,497.0,1078.0,0.461,0.508,520.0,643.0,0.809,81.0,485.0,566.0,261.0,154.0,86.0,241.0,237.0,2144.0,0.0,"MVP-11,AS,NBA3"
2.0,Tim Duncan,25.0,SAS,PF,82.0,82.0,3329.0,764.0,1504.0,0.508,1.0,10.0,0.1,763.0,1494.0,0.511,0.508,560.0,701.0,0.799,268.0,774.0,1042.0,307.0,61.0,203.0,263.0,217.0,2089.0,0.0,"MVP-1,AS,NBA1,DEF1"
3.0,Kobe Bryant,23.0,LAL,SG,80.0,80.0,3063.0,749.0,1597.0,0.469,33.0,132.0,0.25,716.0,1465.0,0.489,0.479,488.0,589.0,0.829,112.0,329.0,441.0,438.0,118.0,35.0,223.0,228.0,2019.0,1.0,"MVP-5,DPOY-3,AS,NBA1,DEF2"
4.0,Tracy McGrady,22.0,ORL,SG,76.0,76.0,2912.0,715.0,1586.0,0.451,103.0,283.0,0.364,612.0,1303.0,0.47,0.483,415.0,555.0,0.748,150.0,447.0,597.0,400.0,119.0,73.0,189.0,139.0,1948.0,1.0,"MVP-4,AS,NBA1"
5.0,Allen Iverson,26.0,PHI,SG,60.0,59.0,2622.0,665.0,1669.0,0.398,78.0,268.0,0.291,587.0,1401.0,0.419,0.422,475.0,585.0,0.812,44.0,225.0,269.0,331.0,168.0,13.0,237.0,102.0,1883.0,1.0,"MVP-9,AS,NBA2"
6.0,Shaquille O'Neal,29.0,LAL,C,67.0,66.0,2422.0,712.0,1229.0,0.579,0.0,1.0,0.0,712.0,1228.0,0.58,0.579,398.0,717.0,0.555,235.0,480.0,715.0,200.0,41.0,137.0,171.0,199.0,1822.0,0.0,"MVP-3,AS,NBA1"
7.0,Gary Payton,33.0,SEA,PG,82.0,82.0,3301.0,737.0,1578.0,0.467,74.0,236.0,0.314,663.0,1342.0,0.494,0.49,267.0,335.0,0.797,80.0,316.0,396.0,737.0,131.0,26.0,209.0,179.0,1815.0,2.0,"MVP-6,AS,NBA2,DEF1"
8.0,Antoine Walker,25.0,BOS,PF,81.0,81.0,3406.0,666.0,1689.0,0.394,222.0,645.0,0.344,444.0,1044.0,0.425,0.46,240.0,324.0,0.741,150.0,564.0,714.0,407.0,122.0,38.0,251.0,237.0,1794.0,2.0,AS
9.0,Karl Malone,38.0,UTA,PF,80.0,80.0,3040.0,635.0,1399.0,0.454,9.0,25.0,0.36,626.0,1374.0,0.456,0.457,509.0,639.0,0.797,142.0,544.0,686.0,341.0,152.0,59.0,263.0,229.0,1788.0,0.0,AS
10.0,Dirk Nowitzki,23.0,DAL,C,76.0,76.0,2891.0,600.0,1258.0,0.477,139.0,350.0,0.397,461.0,908.0,0.508,0.532,440.0,516.0,0.853,120.0,635.0,755.0,186.0,83.0,77.0,145.0,222.0,1779.0,0.0,"MVP-8,AS,NBA2"
11.0,Kevin Garnett,25.0,MIN,PF,81.0,81.0,3175.0,659.0,1401.0,0.47,37.0,116.0,0.319,622.0,1285.0,0.484,0.484,359.0,448.0,0.801,243.0,738.0,981.0,422.0,96.0,126.0,229.0,184.0,1714.0,0.0,"MVP-12,DPOY-2,AS,NBA2,DEF1"
12.0,Jalen Rose,29.0,2TM,SF,83.0,83.0,3153.0,663.0,1458.0,0.455,89.0,246.0,0.362,574.0,1212.0,0.474,0.485,281.0,335.0,0.839,43.0,330.0,373.0,355.0,78.0,45.0,201.0,251.0,1696.0,0.0,
12.0,Jalen Rose,29.0,IND,SF,53.0,53.0,1937.0,387.0,871.0,0.444,52.0,146.0,0.356,335.0,725.0,0.462,0.474,156.0,186.0,0.839,29.0,220.0,249.0,197.0,45.0,29.0,105.0,148.0,982.0,0.0,
12.0,Jalen Rose,29.0,CHI,SF,30.0,30.0,1216.0,276.0,587.0,0.47,37.0,100.0,0.37,239.0,487.0,0.491,0.502,125.0,149.0,0.839,14.0,110.0,124.0,158.0,33.0,16.0,96.0,103.0,714.0,0.0,
13.0,Stephon Marbury,24.0,PHO,PG,82.0,80.0,3187.0,625.0,1413.0,0.442,71.0,248.0,0.286,554.0,1165.0,0.476,0.467,353.0,452.0,0.781,75.0,191.0,266.0,666.0,77.0,13.0,284.0,186.0,1674.0,0.0,
14.0,Shareef Abdur-Rahim,25.0,ATL,PF,77.0,77.0,2980.0,598.0,1297.0,0.461,21.0,70.0,0.3,577.0,1227.0,0.47,0.469,419.0,523.0,0.801,198.0,498.0,696.0,239.0,98.0,81.0,250.0,214.0,1636.0,0.0,AS
15.0,Jerry Stackhouse,27.0,DET,SF,76.0,76.0,2685.0,524.0,1319.0,0.397,86.0,300.0,0.287,438.0,1019.0,0.43,0.43,495.0,577.0,0.858,77.0,238.0,315.0,403.0,77.0,37.0,266.0,163.0,1629.0,0.0,MVP-15
16.0,Antawn Jamison,25.0,GSW,SF,82.0,82.0,3033.0,614.0,1375.0,0.447,68.0,210.0,0.324,546.0,1165.0,0.469,0.471,323.0,440.0,0.734,211.0,345.0,556.0,161.0,70.0,45.0,161.0,187.0,1619.0,0.0,
